Base index,1500_3#TOP,1500_3#BOT
702,0.0,0.0002818290706686395
703,0.0,0.00014091453533431975
704,0.00020339672531272246,0.0
705,0.00010169836265636123,0.0002113718030014796
706,0.0,0.00014091453533431975
707,0.00010169836265636123,0.0002818290706686395
708,0.00020339672531272246,0.0
709,0.00010169836265636123,0.00014091453533431975
710,0.0,0.0002818290706686395
711,0.00010169836265636123,0.00014091453533431975
712,0.00020339672531272246,0.0
713,0.0003050950879690837,0.0002113718030014796
714,0.0,0.0002818290706686395
715,0.0003050950879690837,0.0003522863383357993
716,0.00020339672531272246,0.0004227436060029592
717,0.0005084918132818062,7.045726766715987e-05
718,0.00010169836265636123,0.0003522863383357993
719,0.0003050950879690837,0.0002818290706686395
720,0.00010169836265636123,7.045726766715987e-05
721,0.0006101901759381674,0.0002113718030014796
722,0.00020339672531272246,0.0002113718030014796
723,0.0,0.00014091453533431975
724,0.00010169836265636123,0.0003522863383357993
725,0.0005084918132818062,0.0002818290706686395
726,0.0006101901759381674,0.0002113718030014796
727,0.0003050950879690837,0.0
728,0.0003050950879690837,0.0
729,0.00020339672531272246,7.045726766715987e-05
730,0.0015254754398454184,7.045726766715987e-05
731,0.0006101901759381674,0.0004227436060029592
732,0.004169632868910811,0.00014091453533431975
733,0.005593409946099867,0.0002818290706686395
734,0.011797010068137903,0.0
735,0.019729482355334078,0.00014091453533431975
736,0.013424183870639683,0.0003522863383357993
737,0.018610800366114105,0.00014091453533431975
738,0.014339469134546933,0.0003522863383357993
739,0.017593816739550492,0.0004227436060029592
740,0.03071290552222109,0.0002113718030014796
741,0.040170853249262686,0.0004227436060029592
742,0.03834028272144818,0.0004227436060029592
743,0.051052578053493336,0.0003522863383357993
744,0.035289331841757345,0.0002113718030014796
745,0.020136275805959523,0.0003522863383357993
746,0.02633987592799756,0.0002818290706686395
747,0.029187430082375673,0.0013386880856760374
748,0.03711990236957185,0.0004932008736701191
749,0.026848367741279366,0.011061791023744098
750,0.03498423675378826,0.9752694990488269
751,0.04149293196379538,0.00014091453533431975
752,0.029899318620970203,0.0002113718030014796
753,0.04861181734974067,7.045726766715987e-05
754,0.04169632868910811,0.0002113718030014796
755,0.032645174412691956,0.0
756,0.0579680667141259,0.00014091453533431975
757,0.032340079324722874,7.045726766715987e-05
758,0.058273161802094985,0.00014091453533431975
759,0.048205023899115226,7.045726766715987e-05
760,0.025933082477372114,7.045726766715987e-05
761,0.012102105156106987,0.0
762,0.015458151123766908,0.0002113718030014796
763,0.01728872165158141,0.0
764,0.01230550188141971,0.0
765,0.008949455913759789,7.045726766715987e-05
766,0.004067934506254449,0.0
767,0.004678124682192616,0.0
768,0.004881521407505339,0.0
769,0.004779823044848978,0.0
770,0.0016271738025017796,0.0
771,0.0015254754398454184,0.0
772,0.0024407607037526696,0.0
773,0.0004067934506254449,0.0
774,0.0016271738025017796,7.045726766715987e-05
775,0.0004067934506254449,0.0
776,0.0005084918132818062,0.0
777,0.00020339672531272246,7.045726766715987e-05
778,0.0005084918132818062,7.045726766715987e-05
779,0.0003050950879690837,0.0
780,0.0006101901759381674,7.045726766715987e-05
781,0.0005084918132818062,0.0
782,0.00020339672531272246,0.0
783,0.0006101901759381674,0.0
784,0.0009152852639072511,0.0
785,0.0003050950879690837,7.045726766715987e-05
786,0.0006101901759381674,0.0
787,0.0003050950879690837,0.00014091453533431975
788,0.00010169836265636123,0.0
789,0.00020339672531272246,0.0
790,0.00010169836265636123,0.0
791,0.00020339672531272246,0.0
792,0.0004067934506254449,7.045726766715987e-05
793,0.00010169836265636123,0.0
794,0.0,0.0
795,0.0,0.0
796,0.0,0.0
797,0.0,0.0
798,0.00020339672531272246,0.0
799,0.0,7.045726766715987e-05
800,0.0,0.0
801,0.00020339672531272246,7.045726766715987e-05
