Base index shifted,1500_2#TOP,1500_2#BOT
-751,14669,0
-750,155,0
-749,17,0
-748,10,0
-747,7,0
-746,3,0
-745,8,0
-744,1,0
-743,7,0
-742,0,0
-741,0,0
-740,2,0
-739,3,0
-738,1,0
-737,0,0
-736,0,0
-735,4,0
-734,1,0
-733,2,0
-732,4,0
-731,2,0
-730,0,0
-729,0,0
-728,0,0
-727,0,0
-726,0,0
-725,2,0
-724,0,0
-723,3,0
-722,1,0
-721,2,0
-720,0,0
-719,0,0
-718,0,0
-717,0,0
-716,2,0
-715,2,0
-714,2,0
-713,0,0
-712,4,0
-711,0,0
-710,0,0
-709,0,0
-708,1,0
-707,0,0
-706,0,0
-705,0,0
-704,0,0
-703,2,0
-702,0,0
-701,1,0
-700,0,0
-699,1,0
-698,0,0
-697,2,0
-696,1,0
-695,1,0
-694,0,0
-693,0,0
-692,1,0
-691,2,0
-690,0,0
-689,2,0
-688,1,0
-687,2,0
-686,1,0
-685,1,0
-684,1,0
-683,0,0
-682,2,0
-681,1,0
-680,0,0
-679,0,0
-678,1,0
-677,0,0
-676,0,0
-675,1,0
-674,3,0
-673,0,0
-672,0,0
-671,1,0
-670,0,0
-669,1,0
-668,0,0
-667,0,0
-666,0,1
-665,1,0
-664,0,0
-663,2,0
-662,3,0
-661,0,0
-660,0,0
-659,2,0
-658,0,0
-657,2,0
-656,0,0
-655,0,0
-654,2,0
-653,1,0
-652,0,0
-651,0,0
-650,3,0
-649,0,0
-648,0,0
-647,1,0
-646,1,0
-645,1,0
-644,0,0
-643,0,0
-642,0,0
-641,0,0
-640,0,0
-639,0,0
-638,3,0
-637,1,0
-636,1,0
-635,1,0
-634,0,0
-633,1,0
-632,1,0
-631,3,0
-630,2,0
-629,1,0
-628,0,1
-627,1,0
-626,1,1
-625,0,0
-624,0,0
-623,0,0
-622,1,0
-621,0,0
-620,0,0
-619,5,1
-618,1,0
-617,3,0
-616,3,0
-615,0,0
-614,2,0
-613,1,0
-612,0,0
-611,0,1
-610,1,1
-609,0,1
-608,0,0
-607,1,1
-606,0,0
-605,3,1
-604,0,0
-603,1,1
-602,3,2
-601,0,0
-600,0,0
-599,2,0
-598,0,0
-597,0,0
-596,0,0
-595,0,1
-594,1,0
-593,0,0
-592,1,0
-591,1,1
-590,0,1
-589,0,0
-588,0,0
-587,0,1
-586,2,0
-585,0,1
-584,0,1
-583,1,1
-582,0,0
-581,0,2
-580,0,1
-579,0,2
-578,1,0
-577,0,0
-576,1,2
-575,0,1
-574,2,0
-573,0,2
-572,2,1
-571,0,0
-570,1,0
-569,0,0
-568,1,1
-567,0,1
-566,1,2
-565,1,0
-564,0,3
-563,1,0
-562,1,0
-561,0,1
-560,4,0
-559,0,0
-558,0,0
-557,1,0
-556,1,0
-555,0,1
-554,1,0
-553,0,4
-552,0,1
-551,2,1
-550,2,0
-549,0,2
-548,0,0
-547,0,1
-546,3,0
-545,1,0
-544,3,1
-543,3,0
-542,0,1
-541,0,2
-540,0,2
-539,0,0
-538,2,1
-537,0,0
-536,2,0
-535,0,0
-534,0,0
-533,0,0
-532,0,0
-531,1,0
-530,1,2
-529,0,0
-528,1,0
-527,0,1
-526,1,1
-525,1,2
-524,0,0
-523,0,4
-522,2,0
-521,0,0
-520,1,1
-519,0,2
-518,0,1
-517,0,1
-516,0,0
-515,0,0
-514,0,0
-513,0,3
-512,1,2
-511,1,1
-510,0,3
-509,0,1
-508,1,0
-507,0,3
-506,1,4
-505,1,2
-504,1,1
-503,2,0
-502,1,2
-501,1,0
-500,0,0
-499,0,0
-498,1,1
-497,0,3
-496,2,2
-495,1,1
-494,0,3
-493,1,5
-492,1,1
-491,0,1
-490,1,1
-489,4,5
-488,3,0
-487,1,2
-486,0,1
-485,4,4
-484,1,1
-483,1,0
-482,0,2
-481,0,2
-480,1,7
-479,1,3
-478,0,0
-477,0,3
-476,0,2
-475,0,3
-474,2,2
-473,0,2
-472,0,2
-471,2,5
-470,1,3
-469,1,7
-468,0,5
-467,1,8
-466,0,2
-465,1,2
-464,2,6
-463,2,10
-462,1,5
-461,2,4
-460,0,0
-459,2,5
-458,1,10
-457,0,7
-456,0,8
-455,3,2
-454,0,6
-453,2,3
-452,2,9
-451,0,6
-450,0,8
-449,1,11
-448,2,13
-447,0,9
-446,0,4
-445,0,7
-444,0,5
-443,0,6
-442,1,4
-441,1,8
-440,2,6
-439,0,3
-438,1,5
-437,2,3
-436,0,3
-435,1,3
-434,1,3
-433,2,9
-432,2,3
-431,0,9
-430,1,4
-429,1,3
-428,1,2
-427,3,4
-426,2,2
-425,2,12
-424,0,10
-423,2,10
-422,4,8
-421,3,11
-420,0,3
-419,2,5
-418,2,9
-417,1,5
-416,1,9
-415,0,6
-414,2,11
-413,0,8
-412,1,5
-411,1,13
-410,3,8
-409,1,8
-408,1,7
-407,2,11
-406,5,7
-405,0,5
-404,5,4
-403,1,3
-402,2,11
-401,1,8
-400,0,2
-399,0,4
-398,1,10
-397,3,8
-396,4,7
-395,2,7
-394,0,3
-393,4,9
-392,0,4
-391,1,14
-390,1,13
-389,2,9
-388,0,5
-387,3,12
-386,3,12
-385,1,4
-384,2,11
-383,0,5
-382,2,9
-381,6,9
-380,2,5
-379,0,6
-378,0,5
-377,3,9
-376,1,13
-375,1,9
-374,0,5
-373,4,3
-372,2,7
-371,2,2
-370,1,11
-369,2,12
-368,1,6
-367,1,7
-366,0,12
-365,2,8
-364,1,8
-363,0,8
-362,0,6
-361,0,6
-360,0,11
-359,1,7
-358,0,1
-357,1,4
-356,1,4
-355,1,5
-354,0,8
-353,1,5
-352,0,10
-351,6,8
-350,4,7
-349,1,3
-348,1,7
-347,1,5
-346,5,11
-345,3,7
-344,2,6
-343,2,9
-342,3,9
-341,0,8
-340,0,4
-339,3,7
-338,0,2
-337,3,4
-336,1,15
-335,3,5
-334,4,8
-333,2,5
-332,3,4
-331,3,1
-330,2,7
-329,1,4
-328,3,6
-327,0,8
-326,3,5
-325,2,3
-324,2,5
-323,0,5
-322,1,3
-321,1,4
-320,2,1
-319,1,4
-318,2,5
-317,4,4
-316,4,2
-315,3,2
-314,0,3
-313,0,9
-312,5,9
-311,3,5
-310,1,4
-309,1,2
-308,0,4
-307,2,2
-306,2,7
-305,0,7
-304,2,5
-303,1,5
-302,3,2
-301,0,2
-300,0,8
-299,1,4
-298,2,1
-297,2,2
-296,3,4
-295,3,5
-294,1,5
-293,0,3
-292,1,3
-291,3,3
-290,3,4
-289,2,3
-288,9,4
-287,3,2
-286,1,3
-285,4,1
-284,0,2
-283,3,3
-282,0,1
-281,1,2
-280,2,3
-279,0,2
-278,0,4
-277,2,4
-276,1,4
-275,2,1
-274,0,1
