Base index shifted,704_1#TOP,704_1#BOT
-353,47075,0
-352,508,0
-351,75,0
-350,31,0
-349,65,0
-348,15,0
-347,19,0
-346,11,0
-345,8,0
-344,2,0
-343,7,0
-342,6,0
-341,8,0
-340,3,0
-339,5,0
-338,4,0
-337,4,0
-336,3,0
-335,0,0
-334,6,0
-333,4,0
-332,4,0
-331,2,0
-330,1,0
-329,2,0
-328,1,0
-327,3,0
-326,4,0
-325,1,0
-324,1,0
-323,3,0
-322,5,0
-321,1,0
-320,2,0
-319,2,0
-318,2,0
-317,4,0
-316,2,0
-315,1,0
-314,1,0
-313,1,0
-312,4,0
-311,1,0
-310,2,0
-309,4,0
-308,1,0
-307,3,0
-306,3,0
-305,0,0
-304,1,0
-303,0,0
-302,5,0
-301,3,0
-300,3,0
-299,1,0
-298,2,0
-297,1,0
-296,1,0
-295,1,0
-294,3,0
-293,2,0
-292,1,0
-291,0,0
-290,4,0
-289,0,0
-288,0,0
-287,0,0
-286,1,0
-285,2,0
-284,1,0
-283,1,0
-282,0,0
-281,1,0
-280,1,0
-279,0,0
-278,5,0
-277,0,0
-276,0,0
-275,0,0
-274,3,0
-273,1,0
-272,2,0
-271,3,0
-270,0,1
-269,1,0
-268,5,0
-267,11,0
-266,4,0
-265,1,0
-264,9,0
-263,2,0
-262,4,0
-261,4,0
-260,1,0
-259,3,0
-258,5,0
-257,2,0
-256,3,0
-255,1,0
-254,3,0
-253,5,1
-252,2,0
-251,1,0
-250,1,1
-249,1,0
-248,2,1
-247,3,0
-246,4,0
-245,2,2
-244,4,0
-243,4,1
-242,2,0
-241,1,0
-240,1,1
-239,3,0
-238,5,0
-237,2,0
-236,0,1
-235,0,1
-234,3,2
-233,2,0
-232,0,0
-231,0,3
-230,1,1
-229,0,4
-228,1,1
-227,1,0
-226,2,1
-225,2,0
-224,4,0
-223,0,0
-222,2,0
-221,5,1
-220,3,0
-219,2,0
-218,1,1
-217,1,0
-216,0,0
-215,0,2
-214,3,1
-213,1,0
-212,0,1
-211,0,4
-210,1,1
-209,2,0
-208,0,0
-207,3,1
-206,1,1
-205,1,1
-204,3,1
-203,5,2
-202,5,1
-201,0,0
-200,3,0
-199,2,0
-198,2,1
-197,0,2
-196,5,1
-195,3,1
-194,0,1
-193,1,0
-192,2,1
-191,2,3
-190,1,4
-189,2,0
-188,0,8
-187,4,5
-186,0,0
-185,2,3
-184,0,0
-183,1,2
-182,1,1
-181,0,1
-180,4,3
-179,3,1
