Fractional Basecounts,GC_1
1,0.5473384264387076
2,0.5515037914288149
3,0.5527912678803025
4,0.5532078043793133
5,0.5539746102070375
6,0.5543438130129789
7,0.5550538184090199
8,0.5552715533971392
9,0.555441954692189
10,0.5555460888169417
11,0.5557259568506054
12,0.5557732905436747
13,0.5561424933496161
14,0.5562655609515965
15,0.5563696950763493
16,0.5564264955080326
17,0.5564359622466464
18,0.5564927626783297
19,0.5565400963713991
20,0.5567956983139739
21,0.5568808989614987
22,0.5569187659159542
23,0.5569755663476376
24,0.5569850330862515
25,0.557022900040707
26,0.557098633949618
27,0.5571459676426874
28,0.557174367858529
29,0.5572217015515984
30,0.55725010176744
31,0.5573921028466483
32,0.5575435706644704
33,0.5575625041416982
34,0.5575719708803121
35,0.5575719708803121
36,0.5575814376189259
37,0.5577234386981341
38,0.5577518389139757
39,0.5577707723912035
40,0.5577707723912035
41,0.557818106084273
42,0.5579222402090256
43,0.5579979741179366
44,0.558045307811006
45,0.5580547745496199
46,0.5580831747654615
47,0.5581115749813031
48,0.5581399751971449
49,0.5581399751971449
50,0.5581683754129865
51,0.5581683754129865
52,0.5581873088902143
53,0.5582157091060559
54,0.5582251758446698
55,0.5582346425832836
56,0.5583103764921947
57,0.5583293099694224
58,0.5584807777872445
59,0.5584807777872445
60,0.5585091780030862
61,0.5585565116961556
62,0.5585659784347694
63,0.5586038453892249
64,0.5587837134228887
65,0.5587931801615026
66,0.5588121136387303
67,0.5588215803773442
68,0.5588878475476413
69,0.5588783808090275
70,0.558916247763483
71,0.5589635814565524
72,0.5589635814565524
73,0.5589730481951662
74,0.559001448411008
75,0.5590298486268496
76,0.5590677155813051
77,0.559077182319919
78,0.5591150492743745
79,0.5591434494902161
80,0.5591718497060577
81,0.5592002499218994
82,0.5592097166605133
83,0.5592665170921965
84,0.5593801179555631
85,0.5593990514327909
86,0.5595789194664547
87,0.5596546533753657
88,0.5596546533753657
89,0.5596735868525934
90,0.5597966544545738
91,0.5598250546704155
92,0.5598629216248711
93,0.5599007885793266
94,0.5599386555337821
95,0.5599954559654653
96,0.5600049227040792
97,0.5600333229199208
98,0.5600617231357625
99,0.5600711898743764
100,0.5601090568288319
101,0.5603551920327928
102,0.560411992464476
103,0.5604309259417039
104,0.5604877263733871
105,0.5605539935436843
106,0.5606013272367537
107,0.5606675944070508
108,0.5606959946228924
109,0.5606581276684369
110,0.5607433283159619
111,0.5608001287476452
112,0.5608379957021007
113,0.5609042628723978
114,0.5609421298268533
115,0.5609799967813088
116,0.56105573069022
117,0.5610841309060616
118,0.5611125311219032
119,0.5611787982922004
120,0.5613018658941807
121,0.5613870665417057
122,0.5614060000189335
123,0.5614912006664584
124,0.5615574678367555
125,0.5616426684842805
126,0.561680535438736
127,0.5617373358704193
128,0.5618698702110136
129,0.5619645375971524
130,0.5620308047674496
131,0.5621444056308161
132,0.5621822725852716
133,0.5622012060624995
134,0.5622201395397272
135,0.5622106728011133
136,0.5622769399714105
137,0.5622674732327966
138,0.5623242736644799
139,0.562314806925866
140,0.5623053401872521
141,0.5624094743120047
142,0.5624094743120047
143,0.562466274743688
144,0.562466274743688
145,0.5626082758228963
146,0.5626366760387379
147,0.5627313434248767
148,0.5628449442882433
149,0.5628828112426988
150,0.5631573466625013
151,0.5632141470941846
152,0.5632898810030956
153,0.5633088144803234
154,0.5633845483892345
155,0.5635454829456704
156,0.5635928166387398
157,0.5637726846724035
158,0.5638294851040868
159,0.5638957522743839
160,0.5641797544328003
161,0.5643596224664641
162,0.5644826900684445
163,0.5645584239773556
164,0.564681491579336
165,0.564757225488247
166,0.564842426135772
167,0.5649749604763663
168,0.5651642952486439
169,0.5652873628506243
170,0.5655240313159713
171,0.5657512330427045
172,0.5660163017238931
173,0.5661867030189429
174,0.5663287040981512
175,0.5666221729951815
176,0.5668588414605285
177,0.5669156418922117
178,0.5670292427555783
179,0.5671807105734004
180,0.5673321783912224
181,0.5675688468565695
182,0.5677487148902332
183,0.5677581816288471
184,0.5679001827080552
185,0.5681084509575606
186,0.5682788522526104
187,0.5682504520367688
188,0.568316719207066
189,0.5684776537635019
190,0.5685249874565713
191,0.5686669885357796
192,0.5687805893991461
193,0.5686480550585518
194,0.5687237889674628
195,0.568714322228849
196,0.5688752567852849
197,0.568865790046671
198,0.5690361913417209
199,0.5692444595912263
200,0.5693201935001373
201,0.5693959274090483
202,0.5694432611021177
203,0.5694905947951872
204,0.5694621945793454
205,0.5695947289199398
206,0.5696893963060786
207,0.5697745969536036
208,0.5698692643397423
209,0.5700301988961782
210,0.5701532664981587
211,0.5702479338842975
212,0.5703994017021196
213,0.5705414027813278
214,0.5705887364743972
215,0.5706455369060804
216,0.5708348716783581
217,0.5708064714625164
218,0.5708916721100413
219,0.5709674060189525
220,0.5709674060189525
221,0.5709863394961802
222,0.5710147397120218
223,0.5710242064506357
224,0.5709674060189525
225,0.5710620734050912
226,0.5711094070981606
227,0.571081006882319
228,0.5710431399278635
229,0.5710620734050912
230,0.5710904736209329
231,0.5711188738367745
232,0.5711283405753884
233,0.57115674079123
234,0.5711756742684577
235,0.5711756742684577
236,0.5712135412229133
237,0.5712514081773689
238,0.5712040744842994
239,0.5712987418704382
240,0.5713366088248938
241,0.5713460755635076
242,0.571393409256577
243,0.5714123427338048
244,0.5714312762110325
245,0.57115674079123
246,0.5711756742684577
247,0.5712040744842994
248,0.571241941438755
249,0.5712703416545966
250,0.5712892751318244
251,0.5713082086090521
252,0.5713082086090521
253,0.5712892751318244
254,0.571317675347666
255,0.571317675347666
256,0.5713366088248938
257,0.5713366088248938
258,0.5713744757793493
259,0.5713839425179631
260,0.5713555423021215
261,0.5713555423021215
262,0.5713650090407354
263,0.5713366088248938
264,0.5713744757793493
265,0.5714312762110325
266,0.5714123427338048
267,0.5714502096882603
268,0.5714218094724186
269,0.5714028759951909
270,0.5714880766427158
271,0.5714975433813297
272,0.5715354103357853
273,0.5715259435971713
274,0.5715164768585574
275,0.5715259435971713
276,0.5715827440288547
277,0.5715827440288547
278,0.5715922107674685
279,0.5715259435971713
280,0.5714880766427158
281,0.5716490111991518
282,0.5716490111991518
283,0.5717247451080628
284,0.5718004790169738
285,0.5717910122783599
286,0.5718288792328156
287,0.5718572794486572
288,0.5718667461872711
289,0.5718667461872711
290,0.5719235466189543
291,0.5718667461872711
292,0.5718856796644988
293,0.5718951464031127
294,0.5717815455397461
295,0.5718004790169738
296,0.5718478127100433
297,0.5718099457555877
298,0.5718478127100433
299,0.5719140798803404
300,0.5719803470506376
301,0.5720182140050931
302,0.5719614135734098
303,0.5719803470506376
304,0.5719803470506376
305,0.5719330133575682
306,0.571951946834796
307,0.5719898137892515
308,0.5720560809595486
309,0.5720939479140041
310,0.5722264822545985
311,0.5722548824704401
312,0.5723211496407372
313,0.5723306163793511
314,0.5724442172427177
315,0.5724631507199455
316,0.5725294178902426
317,0.5725672848446981
318,0.5726051517991537
319,0.5727471528783619
320,0.5729080874347978
321,0.5730027548209367
322,0.573211023070442
323,0.5735423589219278
324,0.5738168943417303
325,0.574242897579355
326,0.5746594340783656
327,0.5752937055654956
328,0.5755966412011398
329,0.5758806433595562
330,0.5761362453021309
331,0.5762498461654976
332,0.5770923859021329
333,0.5778023912981739
334,0.5786733312506508
335,0.5794401370783752
336,0.5797146724981777
337,0.581503886096201
338,0.5827061619001638
339,0.5842208400783846
340,0.5860100536764079
341,0.587032461446707
342,0.591216759914042
343,0.5974458739219751
344,0.5987806840665323
345,0.5992445542586123
346,0.607878219874471
347,0.6199104446527127
348,0.633552014995314
349,0.6560071189874377
350,0.6785474236270862
351,0.6961176904944477
352,0.7164806452529039
353,0.19185292474889476
354,0.21249041492715345
355,0.24223490765196481
356,0.2668389613094393
357,0.2853180350837333
358,0.3072903354065491
359,0.3212632416006362
360,0.338966042808592
361,0.35008946067990115
362,0.3588745941135819
363,0.36642905152745825
364,0.3723457631611334
365,0.37691819791163744
366,0.3807143600958034
367,0.3824751734779851
368,0.38367744928194786
369,0.38465252335917755
370,0.3857033313453182
371,0.3863944032641315
372,0.3867636060700728
373,0.3871138753987864
374,0.38750201168195547
375,0.38792801491958007
376,0.3883918851116602
377,0.38863802031562106
378,0.3887610879176015
379,0.3891492242007706
380,0.3892249581096816
381,0.389433226359187
382,0.38954682722255357
383,0.38985922959681163
384,0.38997283046017817
385,0.39010536480077246
386,0.3902757660958223
387,0.3904935010839416
388,0.39074910302651633
389,0.390777503242358
390,0.3907680365037441
391,0.3911088390938438
392,0.3912792403888936
393,0.39135497429780464
394,0.39137390777503245
395,0.39140230799087405
396,0.3914307082067157
397,0.39135497429780464
398,0.3913360408205769
399,0.39135497429780464
400,0.3916389764562211
401,0.3917052436265182
402,0.3916295097176072
403,0.39169577688790436
404,0.39172417710374596
405,0.39168631014929045
406,0.39165790993344884
407,0.3916295097176072
408,0.39165790993344884
409,0.39159164276315167
410,0.39156324254731
411,0.39158217602453776
412,0.3915727092859239
413,0.39146857516117123
414,0.3914307082067157
415,0.3914591084225573
416,0.3914307082067157
417,0.3914212414681018
418,0.39141177472948796
419,0.39144017494532957
420,0.3914496416839435
421,0.3914212414681018
422,0.39136444103641854
423,0.3913171073433491
424,0.3912887071275075
425,0.3912887071275075
426,0.3913076406047353
427,0.3913360408205769
428,0.39132657408196303
429,0.39132657408196303
430,0.39136444103641854
431,0.3914780418997851
432,0.39146857516117123
433,0.3914307082067157
434,0.3914591084225573
435,0.3914780418997851
436,0.3914780418997851
437,0.39150644211562674
438,0.39151590885424065
439,0.39150644211562674
440,0.3915348423314684
441,0.39162004297899333
442,0.3916295097176072
443,0.3916295097176072
444,0.3916295097176072
445,0.3916389764562211
446,0.3916011095017655
447,0.39168631014929045
448,0.3917525773195876
449,0.39173364384235987
450,0.39173364384235987
451,0.3917525773195876
452,0.39176204405820153
453,0.39179044427404314
454,0.3917715107968154
455,0.39172417710374596
456,0.3917715107968154
457,0.3918188444898848
458,0.3918188444898848
459,0.39187564492156807
460,0.39187564492156807
461,0.391885111660182
462,0.391885111660182
463,0.39187564492156807
464,0.39183777796711255
465,0.39176204405820153
466,0.3917809775354293
467,0.3918093777512709
468,0.39179991101265704
469,0.3917431105809738
470,0.3917431105809738
471,0.3917431105809738
472,0.3917147103651321
473,0.3918188444898848
474,0.39187564492156807
475,0.39187564492156807
476,0.3918945783987958
477,0.3918661781829542
478,0.391885111660182
479,0.39193244535325134
480,0.39197031230770685
481,0.3919987125235485
482,0.392036579478004
483,0.3921407136027567
484,0.3920933799096873
485,0.39219751403444
486,0.3921880472958261
487,0.39215964707998446
488,0.3923963155453315
489,0.39241524902255925
490,0.39231111489780657
491,0.39221644751166773
492,0.39236791532948984
493,0.39245311597701477
494,0.39250991640869803
495,0.39259511705622296
496,0.39266138422652014
497,0.39268978444236174
498,0.3927181846582034
499,0.3930021868166198
500,0.3930779207255308
501,0.3930021868166198
502,0.3930779207255308
503,0.39313472115721415
504,0.39331458919087786
505,0.3934755237473138
506,0.3935323241789971
507,0.39341872331563055
508,0.39351339070176933
509,0.3936743252582053
510,0.39375005916711636
511,0.3937595259057302
512,0.3938731267690968
513,0.394015127848305
514,0.39407192827998827
515,0.39421392935919647
516,0.394327530222563
517,0.3943748639156324
518,0.39450739825622677
519,0.3945831321651378
520,0.3948103338918709
521,0.3950848693116734
522,0.39517006995919834
523,0.3953878049473176
524,0.3955771397195952
525,0.395984209479992
526,0.3961546107750419
527,0.3962776783770223
528,0.39640074597900277
529,0.3964859466265277
530,0.39655221379682487
531,0.39668474813741916
532,0.3971580850681132
533,0.39731901962454913
534,0.3975367546126684
535,0.3976692889532627
536,0.3978586237255403
537,0.3979911580661346
538,0.3982088930542539
539,0.3983982278265315
540,0.3986822299849479
541,0.3988147643255422
542,0.3990608995295031
543,0.3993354349493056
544,0.399619437107722
545,0.3997898384027719
546,0.4000075733908911
547,0.4001590412087132
548,0.4002253083790103
549,0.4004430433671296
550,0.4005850444463378
551,0.40067024509386273
552,0.4009069135592097
553,0.4011530487631706
554,0.40114358202455674
555,0.4013045165809927
556,0.4013802504899037
557,0.4016358524324785
558,0.4019577215453504
559,0.4021659897948558
560,0.402307990874064
561,0.40260145977109424
562,0.40282866149782737
563,0.4029895960542633
564,0.40317893082654094
565,0.4034439995077296
566,0.4035765338483239
567,0.40369013471169046
568,0.4038605360067403
569,0.40412560468792896
570,0.40427707250575107
571,0.4043906733691176
572,0.4045326744483258
573,0.4048261433453561
574,0.4050438783334753
575,0.4051858794126835
576,0.4053468139691195
577,0.4054793483097138
578,0.4056118826503081
579,0.40569708329783305
580,0.40584855111565515
581,0.4059716187176356
582,0.4061136197968438
583,0.40613255327407155
584,0.40612308653545764
585,0.40617988696714097
586,0.406255620876052
587,0.40627455435327975
588,0.4065774899889239
589,0.40667215737506274
590,0.4067857582384293
591,0.4067762914998154
592,0.40681415845427094
593,0.40685202540872645
594,0.40688989236318196
595,0.40694669279486523
596,0.4069088258404097
597,0.4069750930107069
598,0.406965626272093
599,0.40704136018100406
600,0.40706976039684567
601,0.4071076273513012
602,0.40712656082852894
603,0.40709816061268733
604,0.40703189344239016
605,0.4070508269196179
606,0.4070886938740734
607,0.4070886938740734
608,0.40706976039684567
609,0.4071170940899151
610,0.4072590951691233
611,0.4072590951691233
612,0.40724016169189553
613,0.4072590951691233
614,0.40727802864635104
615,0.40724016169189553
616,0.4072590951691233
617,0.4072496284305094
618,0.4072685619077372
619,0.4072685619077372
620,0.4072969621235788
621,0.4072969621235788
622,0.40728749538496495
623,0.40728749538496495
624,0.40728749538496495
625,0.4072969621235788
626,0.4072685619077372
627,0.4072590951691233
628,0.4072590951691233
629,0.4072590951691233
630,0.4072590951691233
631,0.40720229473744
632,0.4071928279988261
633,0.40721176147605387
634,0.4071928279988261
635,0.4071644277829845
636,0.4071549610443706
637,0.4071549610443706
638,0.4071549610443706
639,0.40714549430575675
640,0.40714549430575675
641,0.4071549610443706
642,0.40714549430575675
643,0.4071170940899151
644,0.4071170940899151
645,0.4071076273513012
646,0.4070602936582318
647,0.4070602936582318
648,0.4070602936582318
649,0.40704136018100406
650,0.4070129599651624
651,0.4070034932265485
652,0.40699402648793465
653,0.4069182925790236
654,0.4069182925790236
655,0.4069088258404097
656,0.40689935910179587
657,0.4068709588859542
658,0.40685202540872645
659,0.40685202540872645
660,0.4068330919314987
661,0.40681415845427094
662,0.40680469171565703
663,0.4067952249770432
664,0.4067762914998154
665,0.406728957806746
666,0.4067194910681321
667,0.4067194910681321
668,0.40671002432951825
669,0.40671002432951825
670,0.40670055759090434
671,0.406653223897835
672,0.4066437571592211
673,0.40663429042060717
674,0.40663429042060717
675,0.4066153569433794
676,0.40660589020476556
677,0.4065774899889239
678,0.40656802325031005
679,0.4062934878305075
680,0.4062650876146659
681,0.4061988204443687
682,0.40614202001268546
683,0.4061136197968438
684,0.4060662861037744
685,0.40603788588793277
686,0.40599055219486335
687,0.40587695133149676
688,0.40584855111565515
689,0.4058201508998135
690,0.40565921634337754
691,0.4054698815710999
692,0.4053468139691195
693,0.40528054679882236
694,0.40519534615129743
695,0.4051101455037725
696,0.4050438783334753
697,0.4049965446404059
698,0.40470307574337566
699,0.40433387293743434
700,0.4034439995077296
701,0.40274346085030244
702,0.40217545653346964
703,0.4007649124800015
704,0.3977355561235599
