Base index,GC_3#TOP,GC_3#BOT
304,7.725885579634565e-05,0.00021230013932196644
305,9.657356974543207e-05,0.00014595634578385192
306,0.0001352029976436049,0.000132687587076229
307,0.00017383242554177772,9.288131095336032e-05
308,0.00011588828369451848,0.000132687587076229
309,0.00017383242554177772,0.00014595634578385192
310,0.00025109128133812337,0.000132687587076229
311,3.8629427898172826e-05,5.307503483049161e-05
312,0.00017383242554177772,2.6537517415245805e-05
313,0.0001545177115926913,3.980627612286871e-05
314,0.00023177656738903696,0.00014595634578385192
315,0.00011588828369451848,7.961255224573742e-05
316,0.00023177656738903696,0.00010615006966098322
317,0.0001352029976436049,0.000132687587076229
318,0.0003090354231853826,6.63437935381145e-05
319,0.0002704059952872098,0.00014595634578385192
320,0.00034766485108355543,0.000265375174152458
321,0.00025109128133812337,0.00021230013932196644
322,0.00034766485108355543,0.00018576262190672063
323,0.0007725885579634565,0.00019903138061434352
324,0.0009271062695561478,0.0002786439328600809
325,0.0009464209835052343,0.00011941882836860612
326,0.0010043651253524935,0.00030518145027532675
327,0.0013906594043342217,0.00034498772639819544
328,0.001313400548537876,0.00042460027864393287
329,0.0009077915556070615,0.00033171896769057253
330,0.0013906594043342217,0.00029191269156770384
331,0.0004249237068799011,0.00035825648510581836
332,0.0025302275273303204,0.00037152524381344127
333,0.0018928419670104686,0.00010615006966098322
334,0.0018735272530613822,0.000265375174152458
335,0.001487232974079654,0.00038479400252106413
336,0.000791903271912543,0.0007828567637497512
337,0.0035152779387337273,0.00019903138061434352
338,0.0026654305249739253,0.0007563192463345054
339,0.004635531347780739,0.00046440655476680156
340,0.004558272491984394,0.0006501691766735222
341,0.0038436280758681962,0.00046440655476680156
342,0.009792559972186811,0.0005705566244277848
343,0.017421871982075947,0.0008359317985802428
344,0.004171978213002666,0.0007165129702116367
345,0.0035345926526828136,0.0008093942811649971
346,0.022540271178583846,0.00035825648510581836
347,0.030517248039556535,0.0006236316592582764
348,0.035790164947657126,0.000676706694088768
349,0.06035848109089505,0.001061500696609832
350,0.06503264186657395,0.0009022755921183573
351,0.05062386526055549,0.0015259072513766337
352,0.05933480125159346,0.9737013202414914
353,0.07138718275582338,0.0007695880050421283
354,0.053327925213427586,0.00041133151993630996
355,0.07644763781048403,0.00021230013932196644
356,0.06286939390427627,0.00033171896769057253
357,0.04857650558195233,0.000265375174152458
358,0.05900645111445899,0.00019903138061434352
359,0.038204504191292926,0.00038479400252106413
360,0.04737899331710897,0.00022556889802958932
361,0.031231892455672733,0.00029191269156770384
362,0.02228917989724572,0.00025210641544483515
363,0.018406922393479352,7.961255224573742e-05
364,0.015471085873218217,0.00022556889802958932
365,0.011859234364739058,0.00021230013932196644
366,0.009889133541932243,0.0002786439328600809
367,0.0056205817591841465,0.00014595634578385192
368,0.0023950245296867154,0.00018576262190672063
369,0.002839262950515703,0.00023883765673721224
370,0.0031096689458029124,0.00014595634578385192
371,0.0017383242554177773,0.00010615006966098322
372,0.001352029976436049,0.0002786439328600809
373,0.0011781975508942714,0.00014595634578385192
374,0.0009271062695561478,0.00010615006966098322
375,0.001255456406690617,0.000132687587076229
376,0.0012361416927415304,0.00015922510449147483
377,0.0008691621277088886,0.00015922510449147483
378,0.0007146444161161973,0.00011941882836860612
379,0.0009657356974543207,9.288131095336032e-05
380,0.00038629427898172826,0.00022556889802958932
381,0.0006180708463707652,0.00019903138061434352
382,0.0006373855603198517,7.961255224573742e-05
383,0.0006373855603198517,9.288131095336032e-05
384,0.0005408119905744196,0.000132687587076229
385,0.0005408119905744196,0.00010615006966098322
386,0.000656700274268938,9.288131095336032e-05
387,0.000656700274268938,0.00014595634578385192
388,0.0002704059952872098,0.00014595634578385192
389,0.0004249237068799011,0.000132687587076229
390,0.0005214972766253332,7.961255224573742e-05
391,0.0004249237068799011,3.980627612286871e-05
392,0.0002897207092362962,0.00015922510449147483
393,0.0002897207092362962,3.980627612286871e-05
394,0.0005794414184725924,5.307503483049161e-05
395,0.0002704059952872098,6.63437935381145e-05
396,0.00023177656738903696,9.288131095336032e-05
397,0.00011588828369451848,6.63437935381145e-05
398,0.00023177656738903696,9.288131095336032e-05
399,0.0001545177115926913,7.961255224573742e-05
400,0.0005794414184725924,9.288131095336032e-05
401,0.00011588828369451848,0.000132687587076229
402,0.0001545177115926913,9.288131095336032e-05
403,0.0005021825626762467,6.63437935381145e-05
