Base index shifted,1500#TOP#AVERAGE,1500#TOP#STD,1500#BOT#AVERAGE,1500#BOT#STD
-50,0.0,0.0,0.0,0.0
-49,0.0,0.0,0.00036429619015383756,0.00013653461654329385
-48,0.0004065522959714495,0.0005377269929434691,0.00014261052647923726,1.8490636611822281e-06
-47,3.3899454218787076e-05,5.871557705579434e-05,8.735707594824686e-05,9.578301321117568e-05
-46,0.0,0.0,0.0001261842887372615,7.463488558632442e-05
-45,3.3899454218787076e-05,5.871557705579434e-05,6.278653921717919e-05,7.169900133183057e-05
-44,6.779890843757415e-05,0.00011743115411158868,0.00024605790939414055,0.00013683500011824388
-43,0.0004647084433360188,0.0004855582185385053,8.81059260149419e-05,0.00011401061220648699
-42,0.0,0.0,6.278653921717919e-05,7.169900133183057e-05
-41,0.00012595505580214342,0.00013967217469217755,0.0003168511078366197,5.443174277101567e-05
-40,0.0001598545100209305,0.00014313968490901907,0.00017498943142407752,0.0001015202702739155
-39,0.00010169836265636123,0.00017614673116738303,4.8193932383912866e-05,8.347433950547615e-05
-38,9.205560158335634e-05,0.0001594449790636912,0.0001337173774234503,0.00011630477506637709
-37,0.00010169836265636123,0.00017614673116738303,0.00023702712057456168,8.007260323333067e-05
-36,0.0001598545100209305,0.00014313968490901907,0.00025297978777742616,8.706228987303092e-05
-35,0.0006923618617945235,0.0002813593924559987,0.00020417464509061016,0.00021173907610565952
-34,3.3899454218787076e-05,5.871557705579434e-05,9.502780439822755e-05,4.097970401658135e-05
-33,0.00010169836265636123,0.00017614673116738303,0.0002928917814084552,5.762099227228595e-05
-32,3.3899454218787076e-05,5.871557705579434e-05,0.00014138810587343098,0.0001409169226021268
-31,0.0009103725191800232,0.0002636968549317512,7.921277695915493e-05,1.3607935692753917e-05
-30,0.0004986078975548058,0.00044977413414558094,0.00017437822112117437,6.889360128651513e-05
-29,0.0007695623766511071,0.0011024355359247758,0.00018944439849355194,0.00010787437800146176
-28,0.00037265284175266243,0.0005596949408646927,9.441659409532441e-05,8.1770254590504e-05
-27,0.001553979840028987,0.0013284118378873752,0.00024469784902454234,0.00010405369814703363
-26,0.00038750792847943514,0.0003368362236248008,0.00021442785451599532,0.00018991980033637352
-25,0.00046992076898978664,0.0005704805386920793,0.0001419993161763341,6.954106075604392e-05
-24,0.0004404517501902366,0.0005214760291983797,6.326010975629043e-05,0.00010956972419027865
-23,0.00025191011160428684,0.0002793443493843551,0.0002387231117194792,0.00021792580708409308
-22,0.001738332197849695,0.0002631249183791922,0.0002953366226200678,0.0002588738086109234
-21,0.0012491259067138986,0.0007220851734519038,0.0001115916819039952,9.189917884530208e-05
-20,0.00498734317509058,0.000996693118183066,0.00030809559854462465,0.00010491548775082234
-19,0.00905940108627391,0.0033132248928588915,0.0001742405813573825,5.4577273947254105e-05
-18,0.011926299189070578,0.001225563771743604,0.00041323897260444546,0.00015109088362314364
-17,0.02034778758945728,0.0006299011262730054,9.563901470113069e-05,8.283343284388673e-05
-16,0.012987906502087053,0.0016351560936056142,0.00020661948630222273,7.554544181157182e-05
-15,0.019047040486847647,0.005051665013712111,0.00038853079610958586,4.146374150774776e-05
-14,0.014677484158991188,0.0006845912583397257,0.0001900556087964551,8.19594080331627e-05
-13,0.01776166945521137,0.0004701252896099602,0.00022888282158546974,0.00010923391316870198
-12,0.030095543985141925,0.0006207070224907373,0.00038038649712049394,8.307481432232509e-05
-11,0.04179813788186524,0.003423446608889567,0.00018116245974066813,0.00016810604482665086
