Base index,1500_2#TOP,1500_2#BOT
-50,0.00024912805181863477,6.436248954109545e-05
-46,0,6.436248954109545e-05
-42,0.00024912805181863477,0
-40,0.00024912805181863477,0
-39,0.00024912805181863477,0
-37,0.0004982561036372695,0
-36,0.00024912805181863477,0
-35,0.00024912805181863477,6.436248954109545e-05
-34,0.0004982561036372695,0
-33,0,6.436248954109545e-05
-31,0,6.436248954109545e-05
-30,0.000996512207274539,0
-29,0.00024912805181863477,0
-28,0.00024912805181863477,0
-27,0,6.436248954109545e-05
-26,0.001245640259093174,0
-25,0.0004982561036372695,0
-24,0.000996512207274539,0
-22,0.0004982561036372695,0
-21,0.0014947683109118087,0
-20,0.000996512207274539,0
-19,0.004484304932735426,0
-18,0.009965122072745391,0
-17,0.01096163428001993,0
-16,0.022172396611858495,6.436248954109545e-05
-15,0.014947683109118086,0
-14,0.023418036870951668,0
-13,0.014947683109118086,0
-12,0.01768809167912307,0
-11,0.028898854010961636,0
-10,0.0393622321873443,0
-9,0.03961136023916293,6.436248954109545e-05
-8,0.053562531141006474,0
-7,0.044095665171898356,0.00019308746862328635
-6,0.01943198804185351,0
-5,0.028400597907324365,6.436248954109545e-05
-4,0.02491280518186348,0.0001287249790821909
-3,0.03886397608370702,0.0002574499581643818
-2,0.032137518684603884,0.0003218124477054772
-1,0.029646238166417538,0.0002574499581643818
0,0.0393622321873443,0.9840381025938083
1,0.032137518684603884,0.0037973868829246317
2,0.0515695067264574,0.0003218124477054772
3,0.04185351270553064,0.0007723498744931454
4,0.03139013452914798,0.00019308746862328635
5,0.051818634778276036,0.0003218124477054772
6,0.032137518684603884,6.436248954109545e-05
7,0.05580468360737419,0.0002574499581643818
8,0.04309915296462382,0.0003218124477054772
9,0.023168908819133034,0.0005148999163287636
10,0.010214250124564025,0
11,0.011210762331838564,0.0004505374267876681
12,0.016442451420029897,0.0001287249790821909
13,0.011210762331838564,0.00019308746862328635
14,0.008221225710014948,0.0003861749372465727
15,0.0029895366218236174,0.0003861749372465727
16,0.005480817140009965,0.0001287249790821909
17,0.004484304932735426,0.0005148999163287636
18,0.0057299451918286,0.0001287249790821909
19,0.000996512207274539,0.0003218124477054772
20,0.0014947683109118087,0.0002574499581643818
21,0.001993024414549078,0.0005148999163287636
22,0.0017438963627304435,0.0002574499581643818
23,0.000996512207274539,6.436248954109545e-05
24,0.001245640259093174,6.436248954109545e-05
25,0.0004982561036372695,0.0003218124477054772
26,0.0004982561036372695,0.0001287249790821909
27,0.0004982561036372695,0
28,0.00024912805181863477,6.436248954109545e-05
29,0.0004982561036372695,0.00019308746862328635
30,0.00024912805181863477,6.436248954109545e-05
32,0.00024912805181863477,0.0002574499581643818
33,0.0004982561036372695,6.436248954109545e-05
34,0.00024912805181863477,0.0001287249790821909
35,0.00024912805181863477,0.00019308746862328635
36,0.00024912805181863477,0.00019308746862328635
37,0.00024912805181863477,0
38,0.0007473841554559044,0.0001287249790821909
39,0,0.0002574499581643818
40,0.00024912805181863477,0.0003218124477054772
41,0.00024912805181863477,0
42,0,0.00019308746862328635
43,0,0.0003218124477054772
45,0,0.0001287249790821909
46,0.00024912805181863477,0.0001287249790821909
47,0,0.0001287249790821909
48,0,0.0002574499581643818
49,0,0.0002574499581643818
50,0.00024912805181863477,0.0001287249790821909
