Base index,ATMi_3_1#TOP,ATMi_3_1#BOT
304,5.770007501009751e-05,6.879539267427348e-05
305,0.00011540015002019502,0.00010810704563100118
306,0.0,0.00013759078534854695
307,5.770007501009751e-05,7.86233059134554e-05
308,5.770007501009751e-05,0.0001179349588701831
309,5.770007501009751e-05,0.00037346070308891315
310,0.00011540015002019502,0.0011793495887018309
311,0.0,5.896747943509155e-05
312,0.00023080030004039005,0.00016707452506609273
313,0.00011540015002019502,4.913956619590962e-05
314,0.00017310022503029253,0.00017690243830527464
315,0.0,0.0001572466118269108
316,5.770007501009751e-05,0.00010810704563100118
317,0.00011540015002019502,0.0001179349588701831
318,0.00017310022503029253,0.0001572466118269108
319,0.00023080030004039005,0.00012776287210936502
320,0.00034620045006058506,0.00014741869858772886
321,0.00028850037505048754,0.0001179349588701831
322,0.00028850037505048754,0.0006289864473076432
323,0.00028850037505048754,0.00020638617802282042
324,0.00034620045006058506,0.0001179349588701831
325,0.0008655011251514627,0.00026535365745791197
326,0.0004616006000807801,0.0007469214061778263
327,0.0008078010501413652,0.00012776287210936502
328,0.0009232012001615602,0.00013759078534854695
329,0.00017310022503029253,0.0005601910546333697
330,0.0008078010501413652,0.00019655826478363848
331,0.0005770007501009751,0.00030466531041463966
332,0.00023080030004039005,0.00025552574421873004
333,0.0008655011251514627,0.00022604200450118426
334,0.0009809012751716578,0.0004324281825240047
335,0.0013271017252322428,0.00019655826478363848
336,0.0008078010501413652,0.0006879539267427347
337,0.0011540015002019502,0.0005012235751982782
338,0.0009809012751716578,0.00022604200450118426
339,0.0011540015002019502,0.00025552574421873004
340,0.0030581039755351682,0.0004520840090023685
341,0.005077606600888581,0.0005307073149158239
342,0.007039409151231897,0.0007567493194170082
343,0.010789914026888234,0.0005307073149158239
344,0.03104264035543246,0.0004422560957631866
345,0.029080837805089146,0.0011498658489842851
346,0.031215740580462753,0.00018673035154445657
347,0.05689227395995615,0.0005012235751982782
348,0.03346604350585656,0.0008550284518088274
349,0.0812417056142173,0.0009827913239181924
350,0.04991056488373435,0.0011007262827883756
351,0.060700478910622586,0.012402826507847589
352,0.049045063758582884,0.9675777142239388
353,0.07350989556286423,0.00039311652956727696
354,0.05418037043448157,0.00017690243830527464
355,0.0392937510818764,0.00017690243830527464
356,0.08481911026484334,0.00014741869858772886
357,0.04616006000807801,0.00022604200450118426
358,0.048641163233512204,0.0001179349588701831
359,0.049275864058623275,0.0002358699177403662
360,0.017483122728059547,0.0004913956619590962
361,0.03848595003173504,5.896747943509155e-05
362,0.022676129478968323,6.879539267427348e-05
363,0.01113611447694882,3.93116529567277e-05
364,0.0060585078760602385,5.896747943509155e-05
365,0.005423807050949166,2.9483739717545774e-05
366,0.004154405400727021,6.879539267427348e-05
367,0.002885003750504876,2.9483739717545774e-05
368,0.002885003750504876,1.965582647836385e-05
369,0.0026542034504644855,4.913956619590962e-05
370,0.0019618025503433155,3.93116529567277e-05
371,0.0007501009751312677,4.913956619590962e-05
372,0.0036928048006462408,9.827913239181925e-06
373,0.002365703075413998,2.9483739717545774e-05
374,0.0025388033004442906,2.9483739717545774e-05
375,0.001442501875252438,1.965582647836385e-05
376,0.001442501875252438,9.827913239181924e-05
377,0.0012694016502221453,2.9483739717545774e-05
378,0.0008655011251514627,2.9483739717545774e-05
379,0.0010386013501817552,2.9483739717545774e-05
380,0.0009232012001615602,9.827913239181925e-06
381,0.00017310022503029253,2.9483739717545774e-05
382,0.0012694016502221453,0.0
383,0.0006347008251110727,1.965582647836385e-05
384,0.00034620045006058506,9.827913239181925e-06
385,0.0004616006000807801,0.0
386,0.0005193006750908776,9.827913239181925e-06
387,0.0009232012001615602,9.827913239181925e-06
388,0.00017310022503029253,0.0
389,0.00034620045006058506,9.827913239181925e-06
390,0.0013271017252322428,5.896747943509155e-05
391,0.00023080030004039005,9.827913239181925e-06
392,0.0004616006000807801,9.827913239181925e-06
393,0.00034620045006058506,0.0
394,0.00017310022503029253,0.0
395,5.770007501009751e-05,0.0
396,0.0,2.9483739717545774e-05
397,0.00028850037505048754,9.827913239181925e-06
398,0.00017310022503029253,9.827913239181925e-06
399,0.00017310022503029253,9.827913239181925e-06
400,0.0,9.827913239181925e-06
401,0.0,0.0
402,5.770007501009751e-05,0.0
403,5.770007501009751e-05,9.827913239181925e-06
