Base index shifted,ATMi_3_3#TOP,ATMi_3_3#BOT
-353.0,76333,0
-352.0,781,0
-351.0,224,0
-350.0,83,0
-349.0,148,0
-348.0,52,0
-347.0,41,0
-346.0,14,0
-345.0,31,0
-344.0,26,0
-343.0,12,0
-342.0,7,0
-341.0,64,0
-340.0,21,0
-339.0,13,0
-338.0,20,0
-337.0,5,0
-336.0,12,0
-335.0,7,0
-334.0,21,0
-333.0,24,0
-332.0,12,0
-331.0,11,0
-330.0,6,0
-329.0,13,0
-328.0,11,0
-327.0,10,0
-326.0,6,0
-325.0,3,0
-324.0,98,0
-323.0,12,0
-322.0,20,0
-321.0,9,0
-320.0,4,0
-319.0,4,0
-318.0,5,0
-317.0,24,0
-316.0,9,0
-315.0,5,0
-314.0,9,0
-313.0,1,0
-312.0,10,0
-311.0,4,0
-310.0,1,0
-309.0,30,0
-308.0,7,0
-307.0,5,0
-306.0,4,0
-305.0,4,0
-304.0,8,0
-303.0,4,0
-302.0,8,0
-301.0,12,0
-300.0,9,0
-299.0,2,0
-298.0,0,0
-297.0,5,0
-296.0,29,0
-295.0,7,0
-294.0,5,0
-293.0,14,0
-292.0,7,0
-291.0,6,0
-290.0,46,0
-289.0,12,0
-288.0,11,0
-287.0,5,0
-286.0,11,0
-285.0,11,0
-284.0,4,0
-283.0,15,2
-282.0,8,0
-281.0,8,1
-280.0,13,0
-279.0,2,1
-278.0,7,0
-277.0,10,1
-276.0,3,1
-275.0,12,1
-274.0,7,1
-273.0,2,1
-272.0,7,0
-271.0,4,0
-270.0,19,0
-269.0,3,1
-268.0,11,6
-267.0,17,1
-266.0,9,0
-265.0,6,0
-264.0,33,0
-263.0,12,3
-262.0,13,1
-261.0,11,1
-260.0,11,1
-259.0,14,2
-258.0,10,2
-257.0,25,2
-256.0,7,3
-255.0,9,2
-254.0,9,7
-253.0,17,5
-252.0,14,7
-251.0,7,10
-250.0,8,7
-249.0,12,2
-248.0,24,5
-247.0,12,8
-246.0,21,5
-245.0,14,7
-244.0,9,4
-243.0,16,3
-242.0,21,3
-241.0,18,4
-240.0,5,8
-239.0,15,6
-238.0,24,3
-237.0,12,9
-236.0,15,17
-235.0,15,10
-234.0,12,19
-233.0,29,1
-232.0,8,9
-231.0,16,9
-230.0,6,19
-229.0,14,18
-228.0,14,5
-227.0,10,15
-226.0,20,14
-225.0,20,7
-224.0,22,11
-223.0,30,4
-222.0,10,9
-221.0,25,9
-220.0,24,11
-219.0,16,6
-218.0,14,10
-217.0,28,11
-216.0,21,22
-215.0,10,27
-214.0,24,15
-213.0,25,29
-212.0,9,17
-211.0,18,38
-210.0,20,11
-209.0,20,13
-208.0,9,3
-207.0,30,30
-206.0,37,4
-205.0,28,17
-204.0,24,18
-203.0,35,28
-202.0,28,6
-201.0,23,26
-200.0,29,27
-199.0,34,19
-198.0,12,17
-197.0,22,33
-196.0,13,29
-195.0,31,51
-194.0,46,23
-193.0,20,32
-192.0,33,15
-191.0,22,34
-190.0,28,47
-189.0,17,27
-188.0,20,86
-187.0,29,45
-186.0,16,24
-185.0,25,29
-184.0,28,46
-183.0,35,46
-182.0,50,12
-181.0,16,13
-180.0,34,24
-179.0,21,37
-178.0,27,34
-177.0,18,13
-176.0,33,51
-175.0,26,85
-174.0,42,63
-173.0,37,11
-172.0,30,12
-171.0,16,30
-170.0,15,44
-169.0,25,39
-168.0,27,19
-167.0,27,27
-166.0,14,29
-165.0,13,31
-164.0,9,11
-163.0,21,25
-162.0,8,29
-161.0,5,44
-160.0,8,25
-159.0,4,32
-158.0,12,46
-157.0,9,24
-156.0,11,37
-155.0,31,12
-154.0,11,29
-153.0,10,49
-152.0,36,24
-151.0,17,22
-150.0,7,43
-149.0,11,33
-148.0,13,13
-147.0,6,28
-146.0,4,55
-145.0,3,49
-144.0,14,42
-143.0,16,37
-142.0,14,46
-141.0,12,15
-140.0,5,35
-139.0,7,74
-138.0,3,51
-137.0,8,54
-136.0,7,59
-135.0,13,54
-134.0,8,11
-133.0,3,49
-132.0,5,43
-131.0,4,45
-130.0,7,50
-129.0,8,30
-128.0,6,40
-127.0,5,34
-126.0,3,50
-125.0,3,29
-124.0,3,16
-123.0,3,23
-122.0,8,12
-121.0,4,16
-120.0,7,22
-119.0,9,11
-118.0,8,17
-117.0,4,26
-116.0,3,33
-115.0,4,35
-114.0,8,30
-113.0,3,51
-112.0,3,27
-111.0,10,23
-110.0,7,16
-109.0,7,68
-108.0,12,17
-107.0,4,14
-106.0,9,11
-105.0,1,11
-104.0,2,22
-103.0,13,9
-102.0,3,9
-101.0,5,16
-100.0,4,9
-99.0,5,25
-98.0,3,17
-97.0,3,16
-96.0,3,14
-95.0,4,16
-94.0,7,11
-93.0,5,13
-92.0,0,13
-91.0,1,13
-90.0,2,6
-89.0,3,11
-88.0,1,9
-87.0,2,43
-86.0,2,13
-85.0,1,12
-84.0,3,10
-83.0,1,4
-82.0,6,11
-81.0,1,6
-80.0,3,13
-79.0,2,9
-78.0,0,12
-77.0,2,13
-76.0,1,8
-75.0,5,12
-74.0,1,8
-73.0,1,8
-72.0,2,8
-71.0,4,4
-70.0,3,18
-69.0,1,10
-68.0,3,8
-67.0,2,12
-66.0,1,3
-65.0,1,6
-64.0,0,6
-63.0,3,7
-62.0,0,5
-61.0,0,6
-60.0,3,11
-59.0,1,8
-58.0,1,9
-57.0,0,15
-56.0,2,7
-55.0,5,6
-54.0,2,6
-53.0,4,7
-52.0,13,8
-51.0,4,9
-50.0,4,7
-49.0,3,9
-48.0,1,7
-47.0,1,6
-46.0,2,2
-45.0,4,6
-44.0,1,17
-43.0,3,53
-42.0,23,7
-41.0,7,7
-40.0,8,9
-39.0,8,11
-38.0,16,5
-37.0,4,5
-36.0,10,12
-35.0,5,6
