Base index shifted,ATMi2#TOP#AVERAGE,ATMi2#TOP#STD,ATMi2#BOT#AVERAGE,ATMi2#BOT#STD
-49.0,2.212927924937485e-05,3.8329035994796904e-05,0.0,0.0
-48.0,3.32667997338656e-05,5.7619787344274025e-05,0.00014855261308758592,2.5697688468910494e-05
-47.0,1.66333998669328e-05,2.8809893672137013e-05,0.00011055046985343665,2.4716350874956113e-05
-46.0,3.876267911630765e-05,3.45668847616424e-05,5.589401797106117e-05,1.7495176749888564e-05
-45.0,1.881219782907237e-05,3.2583682441990284e-05,8.728988213838335e-05,2.956403725661943e-05
-44.0,6.589157687884642e-05,9.216878403745084e-06,9.586845543585824e-05,2.8901936567625754e-05
-43.0,5.25752584322161e-05,7.056703935227902e-05,0.00023634533317269286,5.416777112259397e-05
-42.0,0.0,0.0,0.0008067000354143272,0.0002807009471312197
-41.0,7.420827681231282e-05,2.2715069048456106e-05,0.00010632072430621675,5.18309063997121e-05
-40.0,0.00013178315375769284,1.843375680749017e-05,0.00014720223900669687,6.923155973658868e-05
-39.0,0.0001422786516532988,2.3751048564879986e-05,7.938649588135298e-05,1.3678665011697551e-05
-38.0,2.49500998003992e-05,4.3214840508205526e-05,0.0001263714517019366,2.1630738964755223e-05
-37.0,0.00013064487029952994,8.40376214144259e-05,0.000133195411629563,5.434694467709907e-05
-36.0,3.32667997338656e-05,5.7619787344274025e-05,8.335950301152699e-05,3.132223404802214e-05
-35.0,6.039569749640437e-05,6.246941354557783e-05,0.0001615253459023942,0.0001094008806598661
-34.0,7.970415619475486e-05,4.6077334254340914e-05,0.00015307378993156188,3.728210963357458e-05
-33.0,0.0001372790331401349,5.399065755635277e-05,9.175151788084172e-05,1.6649337419842364e-05
-32.0,0.0001678707740425828,0.00013749486378425012,0.0001632799592722427,7.146203569646565e-05
-31.0,0.00012960435579555327,7.1634770494425e-05,0.0001310649776396335,3.824522774108942e-05
-30.0,0.0005514406922422858,4.483452950861262e-05,0.00042121922656053636,0.00010587005866721848
-29.0,0.00018935803070307285,1.7363670633956536e-05,0.00012523248427101508,2.715482722565844e-05
-28.0,0.0005963412733299202,0.00012553766689223425,0.000139442783174509,9.429456737295754e-05
-27.0,0.00041416165910215086,3.030321017993048e-05,0.00022297463527975694,5.5506200826795576e-05
-26.0,0.00044638794433203983,0.00021207286056037762,0.000582309210741332,0.0001143710884861463
-25.0,0.0005354973077296582,0.0002928156531656598,0.00017229119052755546,3.7814360095954764e-05
-24.0,0.00026574510547752527,1.6341846195899225e-05,0.00016395514631268722,5.69063269342241e-05
-23.0,0.0005753982703041288,0.00022423155906359075,0.00042098733636529787,8.722018986853311e-05
-22.0,0.0004417868177339678,7.737759079876885e-05,0.00021917397724330385,8.205753864092126e-05
-21.0,0.0004345106323044781,0.00014729859099115212,0.0002964584578036058,1.7837996390582884e-05
-20.0,0.0009489689514775039,4.642208203070081e-05,0.00024279347248023825,3.3075671271022266e-05
-19.0,0.00042312038162450205,0.00015218174748012861,0.00030539864238672245,9.461443244276316e-05
-18.0,0.0008583708054720512,0.0002916973794163431,0.0003580374682713718,4.075943240183912e-05
-17.0,0.0009225300690692702,0.00028178129898879975,0.0002593803049033394,0.00011633512574915384
-16.0,0.0012980268180092997,0.00030816093907643963,0.0006121938573047227,9.748700429139733e-05
-15.0,0.0007515377515147575,0.0003112264459090312,0.0006042167206117355,4.514709052635053e-05
-14.0,0.0011119858687265293,0.00029060954192838796,0.00022613916383201207,2.475490783280863e-05
-13.0,0.0020959631327412184,0.00037137296764467356,0.00031675171428193226,6.9342149318892e-05
-12.0,0.004036429064336694,0.0009465540067102263,0.00043647782936079516,9.246902624527317e-05
-11.0,0.0056725219901129055,0.0007581329129890375,0.0005370540200687894,0.00010108815985265893
-10.0,0.008436900300952947,0.0008912126189805315,0.0008493725172771417,4.889353876432032e-05
-9.0,0.022912495498823727,0.005942304356958703,0.0007394723862423423,0.00011691259504510054
-8.0,0.02499862918797661,0.004007455407186522,0.0004489840780213657,3.199571202894421e-05
-7.0,0.03354046785226558,0.005296831064026871,0.0012365563335228712,3.842793822777103e-05
-6.0,0.04155859773968634,0.002628248416998643,0.00025535926224232636,6.521203278011904e-05
-5.0,0.01562022046420537,0.001165210564821174,0.0006122187055265301,9.87231487067287e-06
-4.0,0.08565372578132194,0.0022728896699096396,0.0012246160343576129,0.00012827172632932351
-3.0,0.05736503073003582,0.0030085432483680477,0.0013078627293769364,0.0001822984233769438
-2.0,0.0677124952370361,0.0035076082415632856,0.0014711205441911323,0.00040311278637372174
-1.0,0.0785053140958242,0.0010656816228755655,0.016484920436854983,0.001219904106635999
0.0,0.0940668765967562,0.0038358117266352257,0.9612757541759609,0.0036465951186026354
1.0,0.0531677153419132,0.0029843424672092588,0.0006053494138318253,0.00010708619041253196
2.0,0.023650938073208345,0.0010685449357624752,0.00028878339129474284,9.490395635769434e-05
