Base index,ATMi_4_1#TOP,ATMi_4_1#BOT
-49,2.3963575365444525e-05,1.3439776362121334e-05
-48,4.792715073088905e-05,0
-47,2.3963575365444525e-05,0
-46,0,1.3439776362121334e-05
-45,2.3963575365444525e-05,0
-44,2.3963575365444525e-05,1.3439776362121334e-05
-43,2.3963575365444525e-05,1.3439776362121334e-05
-41,9.58543014617781e-05,1.3439776362121334e-05
-40,4.792715073088905e-05,1.3439776362121334e-05
-39,4.792715073088905e-05,0
-38,2.3963575365444525e-05,1.3439776362121334e-05
-37,7.189072609633358e-05,2.6879552724242668e-05
-36,2.3963575365444525e-05,0
-35,2.3963575365444525e-05,0
-34,9.58543014617781e-05,0
-33,7.189072609633358e-05,2.6879552724242668e-05
-32,7.189072609633358e-05,0
-31,9.58543014617781e-05,1.3439776362121334e-05
-30,0.00023963575365444525,4.0319329086364006e-05
-29,9.58543014617781e-05,5.3759105448485337e-05
-28,0.0001917086029235562,1.3439776362121334e-05
-27,0.00021567217828900073,4.0319329086364006e-05
-26,0.00016774502755811168,1.3439776362121334e-05
-25,0.0002875629043853343,6.719888181060667e-05
-24,0.00014378145219266715,4.0319329086364006e-05
-23,0.0007668344116942248,1.3439776362121334e-05
-22,0.00043134435657800146,0
-21,0.0008626887131560029,0
-20,0.0013419602204648934,0
-19,0.0008626887131560029,4.0319329086364006e-05
-18,0.0014138509465612269,5.3759105448485337e-05
-17,0.0011981787682722263,1.3439776362121334e-05
-16,0.0012461059190031153,1.3439776362121334e-05
-15,0.0006949436855978912,2.6879552724242668e-05
-14,0.0011023244668104482,2.6879552724242668e-05
-13,0.0012221423436376707,4.0319329086364006e-05
-12,0.0029475197699496765,5.3759105448485337e-05
-11,0.006254493170381021,8.063865817272801e-05
-10,0.009920920201294033,5.3759105448485337e-05
-9,0.045938173975557155,4.0319329086364006e-05
-8,0.03781452192667146,0.00044351261995000406
-7,0.035298346513299786,0.00017471709270757733
-6,0.04488377665947759,0.00018815686906969867
-5,0.05068296189791517,0.00010751821089697067
-4,0.048550203690390606,8.063865817272801e-05
-3,0.05298346513299784,0.00010751821089697067
-2,0.07076443805415768,0.00018815686906969867
-1,0.0599568655643422,0.00032255463269091205
0,0.12786963815001198,0.9680267720345134
1,0.0732566498921639,0.01579173722549257
2,0.04689671699017493,0.0007391876999166734
3,0.055595494847831294,0.0018546891379727442
4,0.030050323508267432,0.0007123081471924307
5,0.03606518092499401,0.0005375910544848534
6,0.04100167745027558,0.00029567507996666937
7,0.01593577761802061,0.0011155014380560707
8,0.029379343398034986,0.000282235303604548
9,0.022358015815959743,0.0005779103835712174
10,0.008483105679367362,0.00040319329086364
11,0.00402588066139468,0.00020159664543182
12,0.0038581356338365683,0.000282235303604548
13,0.0030433740714114546,0.00012095798725909201
14,0.001965013179966451,0.00010751821089697067
15,0.002252576084351785,0.0004166330672257614
16,0.001461778097292116,0.0004703921726742467
17,0.0013898873711957825,0.000282235303604548
18,0.0006949436855978912,0.00029567507996666937
19,0.0025161754133716753,0.00020159664543182
20,0.0012940330697340044,0.00025535575088030533
21,0.0019410496046010064,0.00014783753998333469
22,0.0010543973160795591,9.407843453484934e-05
23,0.0009825065899832254,0.00040319329086364
24,0.0007428708363287803,8.063865817272801e-05
25,0.0006230529595015577,0.00012095798725909201
26,0.0007428708363287803,0.000766067252640916
27,0.0006709801102324467,0.00017471709270757733
28,0.00011981787682722263,0.00016127731634545602
29,0.0007189072609633358,8.063865817272801e-05
30,0.00021567217828900073,0.00018815686906969867
31,0.0002635993290198898,6.719888181060667e-05
32,0.00031152647975077883,0.00012095798725909201
33,0.00023963575365444525,0.00012095798725909201
34,0.0003594536304816679,0.00013439776362121335
35,0.00014378145219266715,8.063865817272801e-05
36,0.00033549005511622335,0.00012095798725909201
37,0.0006709801102324467,0.00010751821089697067
38,0.00043134435657800146,0.00014783753998333469
39,0.0002875629043853343,4.0319329086364006e-05
40,0.00011981787682722263,9.407843453484934e-05
41,9.58543014617781e-05,0.00010751821089697067
42,4.792715073088905e-05,0.0003091148563287907
43,2.3963575365444525e-05,0.00029567507996666937
44,2.3963575365444525e-05,6.719888181060667e-05
45,2.3963575365444525e-05,8.063865817272801e-05
46,0,6.719888181060667e-05
47,2.3963575365444525e-05,4.0319329086364006e-05
48,4.792715073088905e-05,9.407843453484934e-05
49,2.3963575365444525e-05,8.063865817272801e-05
50,0,0.00013439776362121335
