Fractional Basecounts,ATMi_0_3
1,0.5417786883373065
2,0.5473842146551002
3,0.548983617544688
4,0.5495929138835787
5,0.5506515662724012
6,0.5509714468503187
7,0.5512608626112918
8,0.5514512677171951
9,0.5517102186612236
10,0.5518320779290018
11,0.5518625427459463
12,0.5519158561755992
13,0.5523118987958782
14,0.5523956770424756
15,0.5524109094509478
16,0.5524642228806008
17,0.5525023039017815
18,0.5525403849229621
19,0.5525860821483789
20,0.552707941416157
21,0.5527993358669906
22,0.5528298006839352
23,0.5528678817051158
24,0.5528907303178242
25,0.5529135789305326
26,0.5529592761559494
27,0.5529973571771301
28,0.5530278219940746
29,0.5530430544025469
30,0.5534086322058812
31,0.5534467132270618
32,0.5534924104524787
33,0.5535304914736594
34,0.5535457238821316
35,0.55356857249484
36,0.5535914211075484
37,0.5537132803753265
38,0.5538275234388685
39,0.5538579882558131
40,0.5538960692769938
41,0.5539265340939382
42,0.5539493827066466
43,0.553972231319355
44,0.5539874637278274
45,0.5540407771574802
46,0.5540560095659525
47,0.5541017067913693
48,0.5541245554040777
49,0.55413978781255
50,0.5541854850379668
51,0.5542159498549113
52,0.5542768794888003
53,0.5543530415311617
54,0.554368273939634
55,0.5543835063481062
56,0.5544139711650508
57,0.5544215873692869
58,0.554657689700607
59,0.5546729221090793
60,0.5546957707217877
61,0.5547033869260238
62,0.5547033869260238
63,0.5547110031302599
64,0.5549623378700523
65,0.5549928026869968
66,0.5550080350954691
67,0.5550156512997052
68,0.5550461161166498
69,0.5550689647293582
70,0.5550918133420666
71,0.5551527429759556
72,0.555175591588664
73,0.5552136726098447
74,0.555228905018317
75,0.5552746022437338
76,0.5552974508564422
77,0.5553279156733867
78,0.5553355318776229
79,0.5553736128988035
80,0.5553812291030397
81,0.5554193101242203
82,0.5554726235538732
83,0.5555030883708177
84,0.555571634208943
85,0.5556020990258875
86,0.555693493476721
87,0.555746806906374
88,0.5557620393148462
89,0.5557848879275546
90,0.5560514550758193
91,0.5561428495266529
92,0.5561809305478336
93,0.5562113953647781
94,0.5562799412029032
95,0.5563484870410285
96,0.5564018004706814
97,0.5564018004706814
98,0.5564779625130427
99,0.5564779625130427
100,0.5564855787172789
101,0.5565388921469319
102,0.5565845893723486
103,0.556607437985057
104,0.5566302865977654
105,0.5566531352104738
106,0.5566683676189461
107,0.5566912162316545
108,0.5567445296613074
109,0.556782610682488
110,0.5567902268867242
111,0.5568054592951964
112,0.5568511565206132
113,0.5568816213375578
114,0.5568816213375578
115,0.5569425509714468
116,0.5570110968095721
117,0.5570263292180443
118,0.5570720264434611
119,0.5571177236688779
120,0.5571558046900585
121,0.5571862695070031
122,0.5572015019154754
123,0.5572243505281838
124,0.5572167343239476
125,0.557292896366309
126,0.557353826000198
127,0.5573919070213786
128,0.557407139429851
129,0.5574223718383232
130,0.5574833014722123
131,0.5575442311061013
132,0.557582312127282
133,0.5576280093526989
134,0.5576584741696433
135,0.5576660903738795
136,0.5577117875992963
137,0.5577422524162408
138,0.5577498686204769
139,0.5577803334374215
140,0.557810798254366
141,0.5579021927051996
142,0.5579555061348526
143,0.5580164357687416
144,0.55803928438145
145,0.5580773654026306
146,0.5581078302195752
147,0.5581306788322835
148,0.5581839922619365
149,0.5582068408746449
150,0.5582601543042979
151,0.5583515487551314
152,0.5584200945932566
153,0.5584505594102012
154,0.5584657918186734
155,0.5585343376567986
156,0.5585495700652708
157,0.5585876510864516
158,0.5585876510864516
159,0.5587095103542297
160,0.5587704399881187
161,0.5588618344389523
162,0.5589684612982582
163,0.5590217747279111
164,0.559075088157564
165,0.5591055529745086
166,0.5590903205660362
167,0.559128401587217
168,0.559189331221106
169,0.5592578770592312
170,0.5592731094677035
171,0.5593340391015925
172,0.5593949687354816
173,0.5594025849397177
174,0.5594406659608984
175,0.5594863631863152
176,0.5595244442074959
177,0.5595244442074959
178,0.5595625252286766
179,0.5595701414329126
180,0.5595244442074959
181,0.5595701414329126
182,0.5596310710668018
183,0.5596539196795102
184,0.5596234548625656
185,0.5596158386583294
186,0.5596310710668018
187,0.5596158386583294
188,0.5596234548625656
189,0.5596615358837462
190,0.559699616904927
191,0.5597148493133992
192,0.5596920007006908
193,0.559646303475274
