Base index shifted,ATMi1_2#TOP,ATMi1_2#BOT
-352.0,89755,0
-351.0,951,0
-350.0,267,0
-349.0,115,0
-348.0,193,0
-347.0,65,0
-346.0,48,0
-345.0,27,0
-344.0,47,0
-343.0,33,0
-342.0,10,0
-341.0,17,0
-340.0,73,0
-339.0,12,0
-338.0,8,0
-337.0,36,0
-336.0,9,0
-335.0,7,0
-334.0,7,0
-333.0,21,0
-332.0,20,0
-331.0,12,0
-330.0,15,0
-329.0,7,0
-328.0,15,0
-327.0,8,0
-326.0,7,0
-325.0,4,0
-324.0,5,0
-323.0,52,0
-322.0,10,0
-321.0,16,0
-320.0,10,0
-319.0,4,0
-318.0,3,0
-317.0,7,0
-316.0,18,0
-315.0,8,0
-314.0,5,0
-313.0,9,0
-312.0,0,0
-311.0,3,0
-310.0,3,0
-309.0,0,0
-308.0,11,0
-307.0,1,0
-306.0,2,0
-305.0,2,0
-304.0,2,0
-303.0,3,0
-302.0,0,0
-301.0,6,0
-300.0,5,0
-299.0,8,0
-298.0,3,0
-297.0,3,0
-296.0,0,0
-295.0,15,0
-294.0,2,0
-293.0,0,0
-292.0,2,0
-291.0,4,0
-290.0,3,0
-289.0,26,0
-288.0,5,0
-287.0,5,0
-286.0,0,0
-285.0,3,0
-284.0,1,0
-283.0,6,0
-282.0,7,0
-281.0,3,0
-280.0,5,0
-279.0,5,0
-278.0,3,0
-277.0,4,0
-276.0,2,0
-275.0,1,0
-274.0,4,0
-273.0,6,0
-272.0,0,0
-271.0,3,0
-270.0,2,0
-269.0,5,0
-268.0,4,0
-267.0,11,0
-266.0,14,0
-265.0,4,0
-264.0,6,0
-263.0,19,0
-262.0,8,1
-261.0,10,0
-260.0,6,0
-259.0,6,0
-258.0,10,1
-257.0,11,0
-256.0,6,1
-255.0,6,0
-254.0,5,0
-253.0,4,0
-252.0,9,0
-251.0,2,2
-250.0,7,3
-249.0,5,0
-248.0,5,0
-247.0,6,0
-246.0,11,0
-245.0,5,0
-244.0,7,0
-243.0,8,0
-242.0,9,0
-241.0,3,0
-240.0,4,0
-239.0,4,0
-238.0,6,0
-237.0,12,0
-236.0,5,1
-235.0,5,1
-234.0,3,0
-233.0,3,1
-232.0,0,4
-231.0,2,1
-230.0,8,1
-229.0,3,2
-228.0,1,3
-227.0,8,0
-226.0,0,0
-225.0,3,3
-224.0,3,0
-223.0,2,0
-222.0,5,0
-221.0,4,0
-220.0,7,0
-219.0,5,1
-218.0,2,1
-217.0,1,2
-216.0,6,1
-215.0,5,1
-214.0,5,4
-213.0,5,2
-212.0,1,2
-211.0,0,1
-210.0,3,5
-209.0,1,1
-208.0,2,0
-207.0,0,1
-206.0,2,2
-205.0,2,0
-204.0,6,1
-203.0,15,2
-202.0,4,1
-201.0,5,2
-200.0,4,5
-199.0,15,3
-198.0,15,2
-197.0,4,0
-196.0,10,1
-195.0,4,0
-194.0,8,5
-193.0,15,1
-192.0,6,0
-191.0,14,0
-190.0,8,2
-189.0,3,2
-188.0,7,0
-187.0,4,7
-186.0,4,4
-185.0,6,1
-184.0,4,2
-183.0,3,5
-182.0,3,2
-181.0,8,0
-180.0,3,0
-179.0,3,4
-178.0,4,3
-177.0,3,1
-176.0,5,1
-175.0,4,6
-174.0,3,2
-173.0,5,4
-172.0,5,4
-171.0,6,0
-170.0,2,1
-169.0,2,2
-168.0,5,1
-167.0,4,4
-166.0,3,1
-165.0,4,1
-164.0,1,0
-163.0,2,0
-162.0,3,1
-161.0,1,2
-160.0,1,3
-159.0,1,3
-158.0,4,2
-157.0,2,2
-156.0,1,3
-155.0,5,3
-154.0,4,0
-153.0,3,3
-152.0,2,4
-151.0,4,5
-150.0,4,4
-149.0,1,1
-148.0,0,2
-147.0,3,0
-146.0,1,4
-145.0,2,6
-144.0,2,3
-143.0,8,7
-142.0,1,8
-141.0,2,3
-140.0,3,1
-139.0,2,6
-138.0,1,5
-137.0,1,9
-136.0,2,4
-135.0,6,5
-134.0,2,8
-133.0,2,5
-132.0,0,8
-131.0,2,5
-130.0,1,13
-129.0,5,9
-128.0,4,4
-127.0,0,6
-126.0,1,6
-125.0,4,8
-124.0,2,5
-123.0,2,7
-122.0,3,4
-121.0,3,3
-120.0,1,7
-119.0,0,9
-118.0,3,3
-117.0,2,4
-116.0,1,4
-115.0,0,5
-114.0,5,3
-113.0,3,7
-112.0,1,10
-111.0,1,7
-110.0,4,4
-109.0,6,7
-108.0,6,20
-107.0,3,2
-106.0,3,4
-105.0,1,4
-104.0,4,2
-103.0,0,2
-102.0,6,2
-101.0,0,2
-100.0,1,1
-99.0,0,1
-98.0,1,5
-97.0,2,6
-96.0,5,3
-95.0,1,2
-94.0,0,6
-93.0,2,3
-92.0,0,4
-91.0,1,4
-90.0,0,1
-89.0,4,5
-88.0,5,3
-87.0,2,3
-86.0,5,12
-85.0,0,4
-84.0,1,2
-83.0,1,3
-82.0,1,1
-81.0,2,1
-80.0,0,3
-79.0,1,7
-78.0,2,5
-77.0,2,3
-76.0,0,9
-75.0,1,5
-74.0,0,14
-73.0,2,8
-72.0,2,3
-71.0,3,3
-70.0,1,7
-69.0,1,9
-68.0,0,8
-67.0,0,4
-66.0,2,10
-65.0,3,1
-64.0,0,4
-63.0,1,8
-62.0,0,6
-61.0,1,6
-60.0,2,6
-59.0,1,8
-58.0,0,3
-57.0,1,5
-56.0,1,13
-55.0,0,3
-54.0,1,10
-53.0,1,3
-52.0,4,8
-51.0,5,4
-50.0,1,9
-49.0,1,9
-48.0,2,16
-47.0,6,3
-46.0,4,6
-45.0,5,5
-44.0,3,2
-43.0,4,27
-42.0,7,49
-41.0,8,6
-40.0,6,17
-39.0,5,9
-38.0,4,14
-37.0,5,10
-36.0,3,8
-35.0,11,13
-34.0,24,18
-33.0,9,6
-32.0,8,12
-31.0,12,14
-30.0,21,33
-29.0,21,9
-28.0,30,9
-27.0,25,24
-26.0,30,89
-25.0,54,15
-24.0,30,26
-23.0,38,70
-22.0,30,24
-21.0,29,28
-20.0,65,37
-19.0,42,32
-18.0,109,50
-17.0,61,34
-16.0,78,91
-15.0,72,74
-14.0,99,40
-13.0,160,38
-12.0,344,123
-11.0,501,103
-10.0,521,111
-9.0,1708,90
-8.0,1689,60
-7.0,1767,133
-6.0,1847,34
-5.0,581,44
-4.0,4162,133
-3.0,2442,78
-2.0,6352,191
-1.0,5734,1819
0.0,3803,87351
1.0,6003,26
2.0,1929,29
3.0,6397,50
4.0,2858,9
5.0,1411,24
6.0,2093,21
7.0,804,33
8.0,1373,95
9.0,700,8
10.0,879,12
11.0,468,14
12.0,282,10
13.0,190,13
14.0,96,8
15.0,128,14
16.0,90,7
17.0,83,11
18.0,30,4
19.0,145,9
20.0,116,1
21.0,145,3
22.0,74,4
23.0,85,5
24.0,51,12
25.0,41,8
26.0,35,7
27.0,41,3
28.0,15,1
29.0,34,7
30.0,19,0
31.0,14,4
32.0,25,6
33.0,30,3
34.0,18,4
35.0,17,7
36.0,32,2
37.0,38,5
38.0,28,4
39.0,20,5
40.0,9,0
41.0,9,0
42.0,2,1
43.0,5,1
44.0,7,2
45.0,13,0
46.0,7,2
47.0,3,0
48.0,5,1
49.0,5,0
50.0,4,3
51.0,7,0
52.0,3,1
53.0,8,0
54.0,0,1
55.0,5,2
56.0,1,0
57.0,5,0
58.0,5,0
59.0,7,1
60.0,1,0
61.0,5,0
62.0,7,0
63.0,6,0
64.0,6,0
65.0,3,0
66.0,8,0
67.0,3,0
68.0,10,0
69.0,2,0
70.0,2,0
71.0,2,1
72.0,5,0
73.0,4,0
74.0,1,0
75.0,3,1
76.0,2,1
77.0,3,2
78.0,13,0
79.0,5,0
80.0,5,1
81.0,5,0
82.0,4,1
83.0,3,1
84.0,2,1
85.0,7,3
86.0,6,0
87.0,3,1
88.0,24,0
89.0,6,2
90.0,3,3
91.0,2,0
92.0,2,0
93.0,5,1
94.0,2,2
95.0,10,2
96.0,3,1
97.0,5,0
98.0,1,0
99.0,2,3
100.0,8,0
101.0,3,0
102.0,9,4
103.0,10,2
104.0,13,3
105.0,13,2
106.0,10,1
107.0,8,1
108.0,4,1
109.0,4,0
110.0,2,0
111.0,2,2
112.0,1,1
113.0,5,1
114.0,2,2
115.0,0,1
116.0,1,2
117.0,1,4
118.0,3,2
119.0,4,3
120.0,4,3
121.0,8,0
122.0,2,3
123.0,4,4
124.0,7,1
125.0,6,3
126.0,3,3
127.0,2,1
128.0,4,1
129.0,4,0
130.0,1,4
131.0,6,3
132.0,5,4
133.0,5,4
134.0,3,4
135.0,12,4
136.0,5,6
137.0,1,9
138.0,1,5
139.0,3,6
140.0,1,8
141.0,2,4
142.0,3,3
143.0,3,3
144.0,0,2
145.0,1,2
146.0,7,4
147.0,4,5
148.0,8,7
149.0,4,7
150.0,3,7
151.0,7,8
152.0,7,3
153.0,0,5
154.0,6,7
155.0,2,4
156.0,4,6
157.0,7,14
158.0,4,3
159.0,5,8
160.0,3,2
161.0,4,4
162.0,5,3
163.0,2,2
164.0,3,9
165.0,4,2
166.0,2,3
167.0,9,3
168.0,4,3
169.0,0,7
