Base index,ATMi#TOP#AVERAGE,ATMi#TOP#STD,ATMi#BOT#AVERAGE,ATMi#BOT#STD
304.0,2.200353757628202e-05,2.6760518673303615e-05,0.00014233457149318766,4.422132932107074e-05
305.0,4.2428347048181955e-05,4.5062810874495794e-05,7.159374893849876e-05,3.774096089020432e-05
306.0,4.837347200349763e-05,9.545291932755285e-05,7.842736002374824e-05,3.6826660830572226e-05
307.0,3.162028680046277e-05,3.232382356348763e-05,5.9827918125174664e-05,3.401597874276145e-05
308.0,3.8888135472643836e-05,3.294864263509244e-05,8.865751623863921e-05,3.559169549280891e-05
309.0,7.496126152134838e-05,7.228917502700783e-05,0.000306709018120263,9.280432891554717e-05
310.0,5.9737672945430426e-05,7.294848827856475e-05,0.0006708690659091511,0.00031367954305584745
311.0,3.746799258956769e-05,7.497477449756929e-05,8.015439242612208e-05,3.7951177508323005e-05
312.0,0.00014094016295135547,0.0001115309473648423,0.0001343123337528188,4.2911041983192445e-05
313.0,8.678891644389398e-05,6.371088331254425e-05,8.40331217755391e-05,2.7785781820327474e-05
314.0,0.00011069950342563394,4.799403429782651e-05,0.00011080586992520192,5.543757128449494e-05
315.0,4.8636907875603756e-05,5.800475529973948e-05,0.00011047429295062598,3.959924459986949e-05
316.0,0.00012088555605452735,8.664490608365093e-05,9.263175513481312e-05,3.296355236866833e-05
317.0,6.42353359985962e-05,4.688552927517997e-05,0.0001334098265744499,5.801002670212267e-05
318.0,9.475164667375674e-05,8.278988058710094e-05,0.00013849057920183722,4.858367164617918e-05
319.0,0.0002038236331133942,0.00017666201972386892,8.067761849450949e-05,4.006223484068931e-05
320.0,0.00014232123455410492,0.00011253288534619406,0.00014876389898468384,5.234605246397846e-05
321.0,0.00019490489225654244,0.00012843540638662765,0.0001347433794054243,5.010218109798233e-05
322.0,0.0001501271875338685,9.020981967112495e-05,0.00035690353604413323,0.00015427251667334793
323.0,0.00037473895836185315,0.0001589576897640659,0.00010248146017016973,5.4659346053458505e-05
324.0,0.00022267178855774462,0.0001240795087821559,0.00011312478475910148,4.7212637670247004e-05
325.0,0.0005097693513203428,0.0002469619020349723,0.00021136989179707316,6.823192607648595e-05
326.0,0.00034455351453273217,0.00015301046478311372,0.0006955455116430652,0.0001892922091863218
327.0,0.000607123226511025,0.000336567755858039,0.00013170371448560265,7.192410462031497e-05
328.0,0.0006910135429803785,0.00029064052394444246,0.0001605819657035548,7.10098157031246e-05
329.0,0.0003401897439999703,0.0001516610652420105,0.0004838755041598302,0.0001143355489987829
330.0,0.000897834646965939,0.00047112640933277003,0.0001848483107101155,7.710430587657862e-05
331.0,0.0005208058794743843,0.0002706150152854938,0.00025706002485049285,7.831307164989711e-05
332.0,0.000660559554434483,0.00035940497094580804,0.00026392350342139024,6.209799415752847e-05
333.0,0.0013586204959392463,0.0007144361923414202,0.00040859191304346666,0.0002660609181227429
334.0,0.0009512759665431938,0.0005754192479072261,0.0004326224036708123,0.00014592353618023894
335.0,0.0020294382029496065,0.0014947974010047333,0.00026559849829572914,7.507658327421385e-05
336.0,0.0016412569775686562,0.001468583861768393,0.0007300255452205287,0.0001588987408892178
337.0,0.0022140199013965045,0.002039661726876822,0.0006246204769645886,0.0001564419219354031
338.0,0.001859702016680779,0.0019021286432416922,0.000301600173705252,0.00014655233183992998
339.0,0.0022341920964893793,0.0019934363964510472,0.00039119960432336496,0.00021406870116524252
340.0,0.003331360179480689,0.0024257363534699577,0.0005584604245616107,0.00034861082651679013
341.0,0.006016866081526732,0.0032079102803435192,0.0005333486747459282,0.0002885264290166103
342.0,0.008301579999464759,0.0037695222324553223,0.0007257849504066752,0.0002987311514814064
343.0,0.00898874267669211,0.0015479689010458426,0.0006947669368478894,0.00018150910107911424
344.0,0.029143735259332955,0.007655830860966629,0.0005032733963820453,0.0001961390323450168
345.0,0.0275671473906685,0.006634526752640422,0.0012745418976668685,0.0001825170200885991
346.0,0.032245897547758764,0.005239731006492841,0.0002661794448696922,9.882148050247816e-05
347.0,0.04028530423479255,0.011827369764733649,0.0005334460610808564,0.00012755399386930972
348.0,0.022677379200768313,0.01700719445681246,0.0010460299593185612,0.000307472366577358
349.0,0.07026327608461069,0.01391219089145936,0.0010969869776187736,0.00046375290822900204
350.0,0.04950269085546389,0.008035576914609393,0.001525946981992404,0.0008441528784830701
351.0,0.08139182506309814,0.017953790013391212,0.013419285639719137,0.006909507592216945
352.0,0.07660930336114168,0.020346177453439845,0.9652713414576721,0.010016353962013955
353.0,0.0885011893143209,0.019625018187685698,0.0003443477783702001,0.0001568776323420126
354.0,0.07447408545564589,0.02061587191036156,0.00021142556486119555,8.564565293809968e-05
355.0,0.034946905928517284,0.009413910482250806,0.00029289606591026543,0.0001625341586133682
356.0,0.09109205667041388,0.0179166632144784,0.0001580594729447286,6.661630259635803e-05
357.0,0.04273601587144751,0.010008738127639565,0.00021398779918814224,8.695151072127727e-05
358.0,0.03772567061760362,0.007617118908577789,0.00018466620852109476,7.448396084380082e-05
359.0,0.042239352797438075,0.0073136546011598885,0.00026714855376223825,0.00011350949882902537
360.0,0.016394217594465556,0.00401715740814209,0.0005943487468432505,0.000228299038170999
361.0,0.02618384485700019,0.009331531276769858,6.146624670811586e-05,2.0188178593127006e-05
362.0,0.017245357081986986,0.006180720460090333,9.14165433934357e-05,3.6092481430116556e-05
363.0,0.011534088634909049,0.0028437537091576294,6.376540427929351e-05,4.167739895101459e-05
364.0,0.007108453811656962,0.0032949212512135666,6.889941716630467e-05,3.375406724732855e-05
365.0,0.0052252433570202745,0.0015068076323810184,6.908279733071084e-05,4.104051895036498e-05
366.0,0.0038603334669238118,0.0010740557367303557,6.564997763139471e-05,3.132424355576224e-05
367.0,0.0022153735850853114,0.000632719020962931,5.2002892328329514e-05,3.777346556073966e-05
368.0,0.0024249791000720954,0.0005932512311634985,3.0265938377208564e-05,1.9543155467189475e-05
369.0,0.0017883844606752571,0.0004913266069881838,4.8564953711657876e-05,4.47735053623303e-05
370.0,0.0015727025624811526,0.0003566766772568346,4.938487123879473e-05,4.072968059651304e-05
371.0,0.0007414659099381027,0.0001775994829816873,5.871570820077473e-05,2.565046734550794e-05
372.0,0.0024405058504232513,0.0009665123839579973,1.470734627883428e-05,1.663048328323801e-05
373.0,0.0015672992449736701,0.0005309701490074684,3.499607730458677e-05,2.6395510724066493e-05
374.0,0.002020733772855032,0.000622560047937938,2.5142710829158637e-05,2.2222980418219044e-05
375.0,0.001037576583735063,0.0003740876367818372,3.4631764377927233e-05,1.748509068084077e-05
376.0,0.0011994488884069245,0.0003457428718234386,0.00013258121593554673,7.338529591848803e-05
377.0,0.0008779988698210197,0.0003141383591373969,3.181696345921031e-05,2.4506587836242555e-05
378.0,0.0007459655755568314,0.00036512579575805586,2.871022785039298e-05,2.209783734354275e-05
379.0,0.0007069731507495451,0.0002100201308593872,3.276490248481167e-05,2.5500770347734553e-05
380.0,0.0007774994044035676,0.0003400823374619734,2.5996951425746736e-05,4.217390650327444e-05
381.0,0.0002974253293579228,0.00017568686520491012,3.9126761678818905e-05,2.8951450029929163e-05
382.0,0.0006580382925817167,0.0002789072847749114,2.392463587546403e-05,3.418718229205299e-05
383.0,0.0002592431069003154,0.00015477756873096725,3.235544867238543e-05,3.4033256121956405e-05
384.0,0.00022150021031269363,9.968515915342009e-05,3.058628008410568e-05,3.0657154996256445e-05
385.0,0.0003152546202779382,0.0001260972296420799,2.095740234923571e-05,2.5950765087992957e-05
386.0,0.0003285467416275742,0.00012877012850309356,2.3499896551289782e-05,2.433181215418654e-05
387.0,0.00035070501357901805,0.00020695848615205766,2.582633864818785e-05,3.119447940879058e-05
388.0,0.0002352724090917754,0.00012238236525846755,2.3306290257933272e-05,3.551547616138871e-05
389.0,0.00037656934121844244,0.00013440301524669454,3.391007667592282e-05,4.1867862291722086e-05
390.0,0.0007063767967013219,0.0003403981100485441,3.4047334620000966e-05,3.620350553116184e-05
391.0,0.0003272804373130565,0.00019341382921099333,2.1241966616432372e-05,2.3830269267478456e-05
392.0,0.0002514963738058596,0.00010004111014743577,1.5661689732653944e-05,1.7182181157205877e-05
393.0,0.00014716161390698293,0.00011717172032513485,2.035217432465006e-05,2.2248192182373142e-05
394.0,0.00012577016308106776,0.00010305677096595847,1.0778367846808141e-05,9.860517259176149e-06
395.0,5.926296136691538e-05,4.599445852356619e-05,1.4347524557075189e-05,2.3950696878881372e-05
396.0,4.7235163861796816e-05,4.093673388577078e-05,2.3033749942111437e-05,2.5090423193715553e-05
397.0,9.662830760659303e-05,8.711867554891126e-05,1.0743491284135015e-05,1.685350875351811e-05
398.0,7.219013254107512e-05,7.010921973235302e-05,2.0371154802976195e-05,2.7652214652567008e-05
399.0,6.852409366905333e-05,5.571751375580472e-05,1.415964728240096e-05,2.4033253961543322e-05
400.0,6.214228340046553e-05,5.632077563790629e-05,7.875862999554914e-06,8.658110703550608e-06
401.0,3.2893772765161606e-05,4.5761366815128325e-05,1.7479541580959095e-05,3.5056045558066066e-05
402.0,4.900823316185708e-05,4.308023730035832e-05,1.0549168015722273e-05,1.3407388367030815e-05
403.0,3.128270099990489e-05,3.187610922656505e-05,6.436201562286355e-06,9.214273182482554e-06
