Base index shifted,ATMi_0_1#TOP,ATMi_0_1#BOT
-353.0,49435,0
-352.0,483,0
-351.0,114,0
-350.0,53,0
-349.0,89,0
-348.0,35,0
-347.0,25,0
-346.0,21,0
-345.0,10,0
-344.0,9,0
-343.0,11,0
-342.0,8,0
-341.0,36,0
-340.0,4,0
-339.0,2,0
-338.0,5,0
-337.0,4,0
-336.0,1,0
-335.0,1,0
-334.0,11,0
-333.0,10,0
-332.0,2,0
-331.0,7,0
-330.0,0,0
-329.0,1,0
-328.0,1,0
-327.0,1,0
-326.0,3,0
-325.0,2,0
-324.0,18,0
-323.0,4,0
-322.0,4,0
-321.0,9,0
-320.0,1,0
-319.0,1,0
-318.0,1,0
-317.0,15,0
-316.0,4,0
-315.0,8,0
-314.0,5,0
-313.0,1,0
-312.0,3,0
-311.0,1,0
-310.0,1,0
-309.0,3,0
-308.0,5,0
-307.0,4,0
-306.0,4,0
-305.0,4,0
-304.0,3,0
-303.0,3,0
-302.0,8,0
-301.0,6,0
-300.0,7,0
-299.0,2,0
-298.0,1,0
-297.0,1,0
-296.0,16,0
-295.0,4,0
-294.0,3,0
-293.0,5,0
-292.0,4,0
-291.0,1,0
-290.0,21,0
-289.0,3,0
-288.0,1,0
-287.0,0,0
-286.0,4,0
-285.0,3,0
-284.0,5,0
-283.0,8,0
-282.0,1,0
-281.0,3,1
-280.0,2,0
-279.0,3,1
-278.0,6,0
-277.0,6,0
-276.0,4,1
-275.0,8,0
-274.0,1,1
-273.0,1,0
-272.0,7,0
-271.0,2,0
-270.0,3,0
-269.0,2,0
-268.0,8,0
-267.0,3,0
-266.0,0,1
-265.0,5,0
-264.0,22,0
-263.0,7,2
-262.0,6,0
-261.0,5,0
-260.0,9,1
-259.0,10,1
-258.0,3,0
-257.0,4,2
-256.0,3,1
-255.0,4,1
-254.0,4,1
-253.0,19,3
-252.0,4,5
-251.0,1,2
-250.0,2,0
-249.0,3,3
-248.0,5,2
-247.0,9,4
-246.0,4,1
-245.0,6,1
-244.0,6,0
-243.0,8,0
-242.0,13,0
-241.0,5,0
-240.0,2,5
-239.0,6,0
-238.0,11,1
-237.0,4,0
-236.0,6,3
-235.0,4,1
-234.0,5,8
-233.0,10,0
-232.0,2,0
-231.0,1,1
-230.0,2,2
-229.0,6,5
-228.0,6,0
-227.0,3,4
-226.0,7,8
-225.0,5,2
-224.0,10,2
-223.0,5,0
-222.0,3,1
-221.0,9,3
-220.0,5,2
-219.0,4,3
-218.0,6,0
-217.0,9,6
-216.0,8,4
-215.0,5,10
-214.0,5,9
-213.0,4,4
-212.0,5,4
-211.0,8,7
-210.0,5,1
-209.0,6,3
-208.0,4,2
-207.0,11,10
-206.0,9,5
-205.0,6,10
-204.0,17,14
-203.0,13,5
-202.0,7,5
-201.0,3,13
-200.0,7,7
-199.0,7,2
-198.0,5,4
-197.0,8,8
-196.0,3,5
-195.0,10,23
-194.0,13,5
-193.0,4,10
-192.0,13,4
-191.0,3,6
-190.0,5,20
-189.0,3,9
-188.0,5,17
-187.0,4,14
-186.0,7,5
-185.0,4,10
-184.0,6,13
-183.0,8,13
-182.0,12,3
-181.0,5,1
-180.0,13,4
-179.0,6,11
-178.0,6,3
-177.0,3,3
-176.0,8,17
-175.0,5,11
-174.0,8,14
-173.0,3,0
-172.0,3,3
-171.0,6,7
-170.0,3,9
-169.0,4,5
-168.0,2,2
-167.0,4,4
-166.0,5,11
-165.0,6,4
-164.0,1,2
-163.0,2,7
-162.0,1,4
-161.0,0,10
-160.0,1,7
-159.0,1,12
-158.0,3,14
-157.0,0,13
-156.0,4,13
-155.0,5,0
-154.0,2,4
-153.0,5,15
-152.0,7,6
-151.0,6,4
-150.0,2,7
-149.0,6,7
-148.0,6,0
-147.0,5,4
-146.0,2,14
-145.0,3,11
-144.0,4,10
-143.0,4,11
-142.0,2,6
-141.0,3,4
-140.0,2,5
-139.0,0,20
-138.0,3,11
-137.0,7,12
-136.0,0,21
-135.0,3,7
-134.0,2,3
-133.0,1,12
-132.0,2,6
-131.0,0,12
-130.0,3,16
-129.0,4,6
-128.0,5,13
-127.0,1,14
-126.0,3,10
-125.0,3,5
-124.0,1,8
-123.0,0,2
-122.0,4,3
-121.0,0,7
-120.0,1,3
-119.0,3,8
-118.0,0,7
-117.0,1,16
-116.0,2,10
-115.0,0,7
-114.0,5,8
-113.0,0,10
-112.0,4,4
-111.0,3,4
-110.0,0,5
-109.0,3,15
-108.0,0,8
-107.0,1,8
-106.0,2,2
-105.0,0,3
-104.0,2,5
-103.0,2,4
-102.0,1,3
-101.0,1,7
-100.0,1,3
-99.0,2,6
-98.0,0,9
-97.0,1,5
-96.0,0,5
-95.0,0,10
-94.0,0,5
-93.0,0,4
-92.0,0,6
-91.0,1,2
-90.0,0,3
-89.0,0,7
-88.0,1,3
-87.0,0,11
-86.0,0,5
-85.0,1,8
-84.0,1,4
-83.0,0,3
-82.0,1,2
-81.0,0,4
-80.0,1,6
-79.0,0,3
-78.0,3,5
-77.0,3,4
-76.0,0,4
-75.0,0,10
