Base index shifted,ATMi0_3#TOP,ATMi0_3#BOT
-352.0,71135,0
-351.0,736,0
-350.0,210,0
-349.0,80,0
-348.0,139,0
-347.0,42,0
-346.0,38,0
-345.0,25,0
-344.0,34,0
-343.0,16,0
-342.0,4,0
-341.0,7,0
-340.0,52,0
-339.0,11,0
-338.0,2,0
-337.0,7,0
-336.0,5,0
-335.0,5,0
-334.0,6,0
-333.0,16,0
-332.0,12,0
-331.0,4,0
-330.0,5,0
-329.0,3,0
-328.0,3,0
-327.0,6,0
-326.0,5,0
-325.0,4,0
-324.0,2,0
-323.0,48,0
-322.0,5,0
-321.0,6,0
-320.0,5,0
-319.0,2,0
-318.0,3,0
-317.0,3,0
-316.0,16,0
-315.0,15,0
-314.0,4,0
-313.0,5,0
-312.0,4,0
-311.0,3,0
-310.0,3,0
-309.0,2,0
-308.0,7,0
-307.0,2,0
-306.0,6,0
-305.0,3,0
-304.0,2,0
-303.0,6,0
-302.0,4,0
-301.0,8,0
-300.0,10,0
-299.0,2,0
-298.0,2,0
-297.0,4,0
-296.0,1,0
-295.0,31,0
-294.0,2,0
-293.0,3,0
-292.0,1,0
-291.0,0,0
-290.0,1,0
-289.0,33,0
-288.0,4,0
-287.0,2,0
-286.0,1,0
-285.0,4,0
-284.0,3,0
-283.0,3,0
-282.0,8,0
-281.0,3,0
-280.0,5,0
-279.0,2,0
-278.0,6,0
-277.0,3,0
-276.0,4,0
-275.0,1,0
-274.0,5,0
-273.0,1,0
-272.0,5,0
-271.0,7,0
-270.0,4,0
-269.0,9,0
-268.0,4,0
-267.0,12,0
-266.0,7,0
-265.0,2,0
-264.0,3,0
-263.0,35,0
-262.0,13,1
-261.0,5,0
-260.0,4,0
-259.0,9,0
-258.0,10,1
-257.0,7,0
-256.0,0,0
-255.0,10,0
-254.0,0,0
-253.0,2,1
-252.0,9,2
-251.0,6,0
-250.0,3,0
-249.0,3,0
-248.0,4,1
-247.0,2,0
-246.0,3,0
-245.0,9,2
-244.0,5,0
-243.0,1,0
-242.0,2,0
-241.0,6,0
-240.0,4,0
-239.0,3,3
-238.0,8,0
-237.0,10,1
-236.0,3,1
-235.0,7,1
-234.0,6,0
-233.0,7,2
-232.0,4,0
-231.0,2,0
-230.0,4,1
-229.0,0,1
-228.0,11,1
-227.0,8,0
-226.0,6,1
-225.0,4,2
-224.0,2,0
-223.0,8,0
-222.0,8,0
-221.0,5,0
-220.0,6,0
-219.0,6,2
-218.0,3,2
-217.0,6,0
-216.0,9,5
-215.0,3,2
-214.0,5,1
-213.0,7,3
-212.0,12,0
-211.0,8,1
-210.0,12,4
-209.0,4,1
-208.0,6,1
-207.0,4,0
-206.0,6,3
-205.0,7,0
-204.0,3,0
-203.0,9,2
-202.0,14,2
-201.0,10,1
-200.0,7,3
-199.0,6,4
-198.0,12,3
-197.0,5,3
-196.0,8,3
-195.0,2,2
-194.0,20,4
-193.0,11,3
-192.0,12,0
-191.0,15,1
-190.0,10,3
-189.0,12,5
-188.0,5,1
-187.0,4,6
-186.0,6,1
-185.0,11,3
-184.0,11,2
-183.0,7,5
-182.0,8,0
-181.0,9,1
-180.0,3,2
-179.0,8,3
-178.0,7,1
-177.0,9,4
-176.0,1,1
-175.0,8,3
-174.0,7,6
-173.0,1,7
-172.0,8,2
-171.0,9,1
-170.0,6,3
-169.0,1,5
-168.0,6,7
-167.0,4,2
-166.0,6,8
-165.0,6,5
-164.0,5,0
-163.0,7,2
-162.0,4,2
-161.0,1,4
-160.0,1,7
-159.0,2,6
-158.0,2,7
-157.0,4,6
-156.0,4,3
-155.0,3,5
-154.0,6,2
-153.0,3,3
-152.0,1,13
-151.0,3,4
-150.0,5,2
-149.0,1,9
-148.0,1,8
-147.0,3,2
-146.0,1,7
-145.0,1,13
-144.0,3,6
-143.0,0,6
-142.0,3,4
-141.0,3,5
-140.0,3,2
-139.0,1,5
-138.0,1,9
-137.0,1,11
-136.0,0,7
-135.0,1,11
-134.0,3,5
-133.0,1,3
-132.0,2,6
-131.0,1,3
-130.0,3,10
-129.0,1,5
-128.0,2,5
-127.0,0,8
