Base index shifted,ATMi1_1#TOP,ATMi1_1#BOT
-50.0,5,2
-49.0,4,1
-48.0,7,0
-47.0,5,0
-46.0,8,0
-45.0,6,2
-44.0,9,4
-43.0,9,0
-42.0,4,1
-41.0,24,0
-40.0,10,0
-39.0,11,4
-38.0,9,4
-37.0,26,4
-36.0,9,3
-35.0,11,5
-34.0,36,2
-33.0,19,4
-32.0,52,2
-31.0,41,4
-30.0,80,6
-29.0,51,3
-28.0,76,7
-27.0,77,2
-26.0,118,2
-25.0,157,2
-24.0,62,9
-23.0,128,5
-22.0,66,1
-21.0,79,2
-20.0,142,4
-19.0,102,6
-18.0,258,4
-17.0,163,9
-16.0,194,3
-15.0,192,7
-14.0,284,5
-13.0,541,11
-12.0,876,6
-11.0,1181,9
-10.0,1278,8
-9.0,3639,4
-8.0,3947,63
-7.0,4643,27
-6.0,4772,18
-5.0,1570,13
-4.0,10064,10
-3.0,5871,24
-2.0,14501,14
-1.0,12370,17
0.0,8357,62680
1.0,13171,1240
2.0,5096,267
3.0,15036,74
4.0,7132,101
5.0,3922,36
6.0,5417,33
7.0,1879,112
8.0,2706,77
9.0,1225,60
10.0,1481,90
11.0,918,73
12.0,576,84
13.0,356,40
14.0,191,26
15.0,187,60
16.0,160,66
17.0,171,27
18.0,92,38
19.0,227,25
20.0,184,21
21.0,248,27
22.0,128,21
23.0,157,37
24.0,115,20
25.0,87,19
26.0,92,58
27.0,73,17
28.0,34,6
29.0,59,7
30.0,23,25
31.0,21,9
32.0,30,11
33.0,29,7
34.0,27,6
35.0,28,7
36.0,38,6
37.0,56,3
38.0,28,5
39.0,22,9
40.0,24,7
41.0,12,10
42.0,19,38
43.0,11,21
44.0,7,6
45.0,13,3
46.0,7,3
47.0,14,5
48.0,5,11
49.0,10,4
50.0,7,13
