Base index shifted,ATMi_3_2#TOP,ATMi_3_2#BOT
-353.0,129261,0
-352.0,1287,0
-351.0,320,0
-350.0,140,0
-349.0,238,0
-348.0,82,0
-347.0,48,0
-346.0,40,0
-345.0,49,0
-344.0,48,0
-343.0,8,0
-342.0,13,0
-341.0,123,0
-340.0,14,0
-339.0,25,0
-338.0,21,0
-337.0,17,0
-336.0,12,0
-335.0,6,0
-334.0,51,0
-333.0,38,0
-332.0,25,0
-331.0,31,0
-330.0,18,0
-329.0,27,0
-328.0,10,0
-327.0,13,0
-326.0,11,0
-325.0,3,0
-324.0,164,0
-323.0,12,0
-322.0,37,0
-321.0,17,0
-320.0,4,0
-319.0,6,0
-318.0,6,0
-317.0,45,0
-316.0,25,0
-315.0,14,0
-314.0,20,0
-313.0,2,0
-312.0,6,0
-311.0,10,0
-310.0,5,0
-309.0,22,0
-308.0,9,0
-307.0,8,0
-306.0,12,0
-305.0,6,0
-304.0,11,0
-303.0,1,0
-302.0,5,0
-301.0,15,0
-300.0,11,0
-299.0,4,0
-298.0,2,0
-297.0,6,0
-296.0,43,0
-295.0,6,0
-294.0,8,0
-293.0,10,0
-292.0,3,0
-291.0,4,0
-290.0,55,0
-289.0,10,0
-288.0,12,0
-287.0,2,0
-286.0,14,1
-285.0,8,0
-284.0,3,0
-283.0,19,0
-282.0,9,0
-281.0,4,0
-280.0,17,0
-279.0,12,0
-278.0,17,0
-277.0,14,0
-276.0,4,0
-275.0,21,0
-274.0,11,0
-273.0,15,0
-272.0,12,0
-271.0,11,0
-270.0,16,0
-269.0,3,0
-268.0,23,0
-267.0,23,0
-266.0,11,0
-265.0,13,0
-264.0,66,0
-263.0,23,1
-262.0,17,0
-261.0,12,0
-260.0,16,0
-259.0,33,0
-258.0,19,0
-257.0,32,0
-256.0,13,0
-255.0,8,0
-254.0,12,1
-253.0,41,0
-252.0,12,3
-251.0,15,0
-250.0,16,0
-249.0,10,0
-248.0,19,0
-247.0,25,0
-246.0,16,0
-245.0,13,1
-244.0,13,1
-243.0,22,0
-242.0,21,0
-241.0,15,1
-240.0,16,4
-239.0,22,4
-238.0,35,1
-237.0,12,1
-236.0,16,4
-235.0,16,0
-234.0,16,5
-233.0,15,0
-232.0,9,0
-231.0,16,2
-230.0,7,3
-229.0,9,2
-228.0,23,2
-227.0,15,1
-226.0,20,1
-225.0,16,4
-224.0,17,1
-223.0,16,1
-222.0,6,1
-221.0,11,1
-220.0,22,3
-219.0,11,5
-218.0,23,2
-217.0,25,5
-216.0,17,8
-215.0,6,9
-214.0,22,13
-213.0,20,10
-212.0,15,5
-211.0,18,6
-210.0,16,7
-209.0,17,8
-208.0,13,0
-207.0,21,8
-206.0,21,3
-205.0,23,4
-204.0,43,18
-203.0,30,23
-202.0,24,5
-201.0,13,11
-200.0,13,17
-199.0,28,14
-198.0,11,13
-197.0,18,18
-196.0,8,22
-195.0,30,33
-194.0,39,14
-193.0,21,21
-192.0,23,5
-191.0,15,13
-190.0,15,15
-189.0,8,7
-188.0,15,35
-187.0,20,17
-186.0,17,7
-185.0,16,16
-184.0,31,21
-183.0,21,28
-182.0,29,9
-181.0,12,11
-180.0,16,15
-179.0,11,29
-178.0,11,23
-177.0,7,12
-176.0,8,38
-175.0,11,49
-174.0,6,40
-173.0,4,11
-172.0,10,12
-171.0,4,19
-170.0,2,35
-169.0,3,19
-168.0,2,10
-167.0,7,31
-166.0,5,31
-165.0,3,26
-164.0,2,19
-163.0,3,14
-162.0,1,20
-161.0,1,35
-160.0,0,18
-159.0,1,33
-158.0,4,45
-157.0,1,25
-156.0,2,29
-155.0,3,9
-154.0,0,19
