Base index shifted,ATMi4_3#TOP,ATMi4_3#BOT
-352.0,93097,0
-351.0,968,0
-350.0,228,0
-349.0,97,0
-348.0,148,0
-347.0,50,0
-346.0,34,0
-345.0,24,0
-344.0,34,0
-343.0,26,0
-342.0,16,0
-341.0,14,0
-340.0,102,0
-339.0,15,0
-338.0,19,0
-337.0,22,0
-336.0,6,0
-335.0,7,0
-334.0,10,0
-333.0,35,0
-332.0,27,0
-331.0,16,0
-330.0,29,0
-329.0,11,0
-328.0,17,0
-327.0,5,0
-326.0,6,0
-325.0,5,0
-324.0,7,0
-323.0,43,0
-322.0,10,0
-321.0,16,0
-320.0,4,0
-319.0,1,0
-318.0,7,0
-317.0,6,0
-316.0,25,0
-315.0,16,0
-314.0,8,0
-313.0,5,0
-312.0,4,0
-311.0,7,0
-310.0,3,0
-309.0,3,0
-308.0,13,0
-307.0,6,0
-306.0,4,0
-305.0,4,0
-304.0,4,0
-303.0,5,0
-302.0,5,0
-301.0,5,0
-300.0,7,0
-299.0,6,0
-298.0,4,0
-297.0,2,0
-296.0,0,0
-295.0,24,0
-294.0,3,0
-293.0,4,0
-292.0,6,0
-291.0,4,0
-290.0,1,0
-289.0,18,0
-288.0,5,0
-287.0,5,0
-286.0,4,0
-285.0,12,0
-284.0,6,0
-283.0,4,0
-282.0,13,0
-281.0,8,0
-280.0,9,0
-279.0,4,0
-278.0,4,0
-277.0,9,0
-276.0,6,0
-275.0,4,0
-274.0,8,0
-273.0,5,0
-272.0,3,0
-271.0,9,0
-270.0,6,0
-269.0,7,0
-268.0,1,0
-267.0,10,0
-266.0,19,0
-265.0,12,0
-264.0,6,0
-263.0,31,0
-262.0,9,0
-261.0,8,0
-260.0,8,0
-259.0,11,0
-258.0,11,0
-257.0,13,0
-256.0,16,0
-255.0,4,0
-254.0,9,0
-253.0,5,2
-252.0,21,0
-251.0,8,0
-250.0,5,1
-249.0,18,0
-248.0,11,0
-247.0,14,0
-246.0,14,0
-245.0,15,1
-244.0,12,1
-243.0,10,0
-242.0,14,0
-241.0,22,0
-240.0,10,0
-239.0,9,0
-238.0,11,1
-237.0,13,0
-236.0,10,0
-235.0,10,2
-234.0,8,0
-233.0,14,2
-232.0,13,0
-231.0,9,2
-230.0,13,0
-229.0,6,2
-228.0,8,2
-227.0,9,0
-226.0,7,4
-225.0,11,5
-224.0,10,0
-223.0,11,0
-222.0,20,1
-221.0,12,1
-220.0,9,2
-219.0,6,2
-218.0,22,3
-217.0,9,3
-216.0,13,4
-215.0,10,3
-214.0,15,7
-213.0,13,2
-212.0,14,2
-211.0,5,5
-210.0,10,6
-209.0,17,4
-208.0,8,6
-207.0,5,6
-206.0,12,3
-205.0,13,2
-204.0,7,4
-203.0,22,6
-202.0,16,2
-201.0,9,5
-200.0,8,11
-199.0,18,8
-198.0,17,6
-197.0,5,7
-196.0,7,9
-195.0,4,11
-194.0,12,24
-193.0,24,9
-192.0,10,6
-191.0,17,7
-190.0,7,3
-189.0,11,7
-188.0,9,1
-187.0,9,16
-186.0,8,8
-185.0,12,9
-184.0,8,12
-183.0,7,14
-182.0,4,11
-181.0,12,5
-180.0,5,10
-179.0,10,12
-178.0,5,15
-177.0,9,14
-176.0,6,10
-175.0,6,22
-174.0,10,34
-173.0,7,18
-172.0,5,8
-171.0,5,12
-170.0,3,7
-169.0,4,19
-168.0,7,29
-167.0,9,10
-166.0,3,18
-165.0,1,21
-164.0,1,17
-163.0,4,10
-162.0,5,16
-161.0,4,14
-160.0,4,16
-159.0,2,6
-158.0,3,29
-157.0,3,27
-156.0,2,13
-155.0,1,25
-154.0,7,11
-153.0,5,21
-152.0,3,30
-151.0,3,13
-150.0,2,18
-149.0,5,31
-148.0,2,20
-147.0,4,17
-146.0,3,22
-145.0,2,44
-144.0,2,39
-143.0,1,23
-142.0,3,28
-141.0,0,33
-140.0,2,22
-139.0,0,27
-138.0,3,48
-137.0,1,38
-136.0,2,36
-135.0,2,63
-134.0,4,32
-133.0,1,23
-132.0,1,42
-131.0,3,33
-130.0,3,30
-129.0,8,46
-128.0,3,25
-127.0,2,36
-126.0,1,24
-125.0,0,32
-124.0,1,26
-123.0,3,27
-122.0,0,25
-121.0,0,22
-120.0,0,12
-119.0,2,18
-118.0,3,13
-117.0,2,11
-116.0,2,24
-115.0,1,16
-114.0,4,31
-113.0,2,24
-112.0,4,24
-111.0,1,17
-110.0,0,13
-109.0,0,12
-108.0,4,22
-107.0,4,17
-106.0,1,18
-105.0,2,8
-104.0,1,16
-103.0,1,24
-102.0,6,6
-101.0,2,7
-100.0,0,11
-99.0,1,8
-98.0,0,14
-97.0,1,15
-96.0,0,5
-95.0,1,5
-94.0,0,13
-93.0,1,9
-92.0,1,8
-91.0,0,3
-90.0,0,9
-89.0,1,7
-88.0,1,8
-87.0,1,12
-86.0,1,17
-85.0,0,8
-84.0,1,10
-83.0,1,10
-82.0,0,5
-81.0,0,8
-80.0,0,6
-79.0,2,9
-78.0,0,6
-77.0,2,11
-76.0,2,6
-75.0,1,8
-74.0,0,10
-73.0,0,7
-72.0,0,7
-71.0,1,3
-70.0,0,5
-69.0,0,8
-68.0,1,7
-67.0,0,10
-66.0,0,5
-65.0,1,4
-64.0,0,3
-63.0,1,6
-62.0,0,2
-61.0,0,8
-60.0,0,8
-59.0,0,16
-58.0,0,2
-57.0,0,5
-56.0,0,12
-55.0,1,6
-54.0,0,11
-53.0,1,4
-52.0,0,8
-51.0,5,7
-50.0,0,5
-49.0,0,13
-48.0,0,12
-47.0,1,2
-46.0,0,9
-45.0,2,10
-44.0,1,8
-43.0,1,47
-42.0,0,46
-41.0,6,4
-40.0,0,18
-39.0,2,9
-38.0,1,10
-37.0,2,13
-36.0,2,9
-35.0,3,13
-34.0,2,15
-33.0,2,11
-32.0,4,13
-31.0,2,10
-30.0,4,20
-29.0,3,7
-28.0,6,7
-27.0,3,12
-26.0,9,66
-25.0,8,6
-24.0,5,16
-23.0,23,44
-22.0,9,18
-21.0,17,24
-20.0,39,31
-19.0,29,24
-18.0,51,36
-17.0,34,22
-16.0,34,66
-15.0,20,45
-14.0,33,19
-13.0,49,20
-12.0,98,20
-11.0,200,28
-10.0,302,36
-9.0,1470,45
-8.0,1459,41
-7.0,1452,104
-6.0,1778,26
-5.0,1922,50
-4.0,1903,69
-3.0,2082,158
-2.0,2664,73
-1.0,2293,1705
0.0,4354,90817
1.0,2621,34
2.0,1909,18
3.0,2361,9
4.0,1417,15
5.0,1618,10
6.0,1752,16
7.0,820,9
8.0,1243,34
9.0,857,4
10.0,386,8
11.0,192,2
12.0,149,3
13.0,142,4
14.0,69,1
15.0,88,7
16.0,71,2
17.0,53,1
18.0,34,0
19.0,92,5
20.0,48,2
21.0,51,1
22.0,27,1
23.0,29,2
24.0,24,1
25.0,22,2
26.0,19,2
27.0,26,1
28.0,9,0
29.0,21,1
30.0,5,0
31.0,11,1
32.0,8,1
33.0,9,1
34.0,13,2
35.0,8,1
36.0,9,1
37.0,20,0
38.0,12,1
39.0,6,1
40.0,4,0
41.0,3,0
42.0,3,0
43.0,4,1
44.0,1,1
45.0,3,0
46.0,2,0
47.0,1,0
48.0,0,0
49.0,2,1
50.0,1,1
51.0,1,0
52.0,1,0
53.0,2,0
54.0,1,0
55.0,4,0
56.0,1,0
57.0,2,0
58.0,2,0
59.0,3,0
60.0,2,0
61.0,2,0
62.0,2,0
63.0,1,0
64.0,1,0
65.0,1,0
66.0,2,0
67.0,4,0
68.0,2,0
69.0,2,1
70.0,2,1
71.0,4,0
72.0,5,0
73.0,2,0
74.0,2,1
75.0,1,1
76.0,2,0
77.0,0,0
78.0,8,0
79.0,2,0
80.0,2,0
81.0,3,0
82.0,3,1
83.0,2,0
84.0,3,0
85.0,1,0
86.0,1,1
87.0,0,0
88.0,9,1
89.0,5,0
90.0,1,1
91.0,4,2
92.0,5,1
93.0,3,0
94.0,3,1
95.0,1,2
96.0,5,0
97.0,4,0
98.0,0,1
99.0,5,1
100.0,6,1
101.0,4,1
102.0,7,3
103.0,1,0
104.0,4,0
105.0,10,1
106.0,4,1
107.0,5,1
108.0,4,1
109.0,5,1
110.0,5,0
111.0,2,2
112.0,2,2
113.0,4,0
114.0,8,3
115.0,2,3
116.0,3,0
117.0,2,1
118.0,8,1
119.0,4,2
120.0,7,4
121.0,2,3
122.0,5,6
123.0,7,7
124.0,4,6
125.0,9,0
126.0,4,6
127.0,3,1
128.0,9,3
129.0,13,2
130.0,6,1
131.0,10,6
132.0,3,1
133.0,5,4
134.0,6,3
135.0,16,8
136.0,6,4
137.0,5,6
138.0,2,3
139.0,7,4
