Fractional Basecounts,ATMi_3_3
1,0.5624092834776202
2,0.5681635660342604
3,0.5698139620556272
4,0.5704254927242586
5,0.5715159329526617
6,0.5718990606004789
7,0.5722011420151041
8,0.5723042917664395
9,0.5725326947872537
10,0.5727242586111623
11,0.5728126726837355
12,0.5728642475594032
13,0.5733357892797937
14,0.5734905139067968
15,0.5735862958187512
16,0.5737336526063732
17,0.5737704918032787
18,0.5738589058758519
19,0.5739104807515196
20,0.5740652053785228
21,0.5742420335236692
22,0.5743304475962424
23,0.5744114938294346
24,0.5744557008657212
25,0.5745514827776754
26,0.5746325290108676
27,0.5747062074046786
28,0.5747504144409652
29,0.5747725179591084
30,0.5754945662184564
31,0.5755829802910296
32,0.5757303370786517
33,0.5757966476330816
34,0.575826118990606
35,0.5758555903481304
36,0.5758924295450359
37,0.5760692576901824
38,0.5761355682446123
39,0.5761724074415178
40,0.5762387179959477
41,0.5762460858353288
42,0.5763197642291398
43,0.5763492355866642
44,0.5763566034260453
45,0.5765776386074783
46,0.5766292134831461
47,0.5766660526800516
48,0.576695524037576
49,0.5767249953951004
50,0.5767839381101492
51,0.5768134094676736
52,0.5768723521827224
53,0.5769607662552957
54,0.5770270768097255
55,0.5770418124884877
56,0.5770418124884877
57,0.5770786516853933
58,0.5772923190274452
59,0.5773438939031129
60,0.5773807331000185
61,0.5774838828513539
62,0.5775354577270215
63,0.5775796647633081
64,0.5779185853748389
65,0.5780069994474121
66,0.5780880456806041
67,0.5781248848775097
68,0.5782059311107017
69,0.5782869773438939
70,0.5783164487014183
71,0.5784122306133727
72,0.5784711733284215
73,0.5785227482040891
74,0.5786185301160435
75,0.5786258979554245
76,0.5786774728310923
77,0.5787437833855222
78,0.5787585190642844
79,0.5788395652974765
80,0.5788837723337631
81,0.5788911401731442
82,0.5789427150488119
83,0.5789721864063363
84,0.5791121753545773
85,0.5791269110333395
86,0.579163750230245
87,0.5792816356603426
88,0.5793479462147725
89,0.5793921532510591
90,0.5796352919506355
91,0.5797016025050654
92,0.5797900165776386
93,0.5798636949714496
94,0.5799373733652606
95,0.5800257874378338
96,0.5800847301528826
97,0.580254190458648
98,0.5802836618161724
99,0.5803352366918402
100,0.5803499723706024
101,0.5804383864431756
102,0.5804899613188432
103,0.5804678578007
104,0.580475225640081
105,0.580548904033892
106,0.580688892982133
107,0.5807183643396574
108,0.580836249769755
109,0.5808878246454228
110,0.5809246638423282
111,0.5810204457542826
112,0.5811530668631424
113,0.5812562166144778
114,0.5812341130963345
115,0.5813004236507644
116,0.5814551482777676
117,0.5814772517959108
118,0.5814625161171486
119,0.5814993553140542
120,0.5814477804383864
121,0.5816540799410573
122,0.5816467121016762
123,0.5816982869773439
124,0.5816025050653896
125,0.5815730337078652
126,0.5816393442622951
127,0.5816025050653896
128,0.5816467121016762
129,0.5817424940136305
130,0.5818235402468226
131,0.5820151040707312
132,0.5820224719101124
133,0.58214035734021
134,0.5822361392521643
135,0.5823098176459753
136,0.5823392890034997
137,0.5824645422729785
138,0.5824571744335973
139,0.5823319211641186
140,0.5823982317185485
141,0.5823687603610241
142,0.5823098176459753
143,0.5821624608583533
144,0.5822287714127832
145,0.5822803462884509
146,0.5823245533247375
147,0.5823245533247375
148,0.5825676920243139
149,0.582648738257506
150,0.5826929452937926
151,0.5827445201694603
152,0.5829066126358445
153,0.5828845091177013
154,0.5828992447964635
155,0.5830097623871799
156,0.5829729231902745
157,0.5828918769570823
158,0.5827739915269847
159,0.5826266347393627
160,0.582796095045128
161,0.5827076809725548
162,0.5828403020814146
163,0.5827518880088414
164,0.5826118990606005
165,0.5825382206667895
166,0.5820519432676368
167,0.5819340578375392
168,0.5818751151224903
169,0.581845643764966
170,0.5817130226561061
171,0.581631976422914
172,0.5819119543193958
173,0.5819340578375392
174,0.5820077362313502
175,0.5818898508012526
176,0.5818382759255848
177,0.5818751151224903
178,0.5817424940136305
179,0.5813077914901456
180,0.5811530668631424
181,0.581344630687051
182,0.5814772517959108
183,0.5813741020445754
184,0.5811604347025234
185,0.581057284951188
186,0.5811162276662368
187,0.5811162276662368
188,0.5810057100755204
189,0.5808730889666606
190,0.5808583532878984
191,0.580828881930374
192,0.5806741573033708
193,0.5803868115675078
194,0.5802615582980291
195,0.5800552587953582
196,0.5798047522564008
197,0.5796942346656843
198,0.5795026708417756
199,0.5796426597900166
200,0.5795100386811568
201,0.5792226929452938
202,0.579311107017867
203,0.5792742678209615
204,0.5790090256032419
205,0.5788469331368576
206,0.5788469331368576
207,0.5786848406704734
208,0.5783090808620373
209,0.5779701602505065
210,0.5777638607478357
211,0.5776091361208325
212,0.5773733652606373
213,0.577351261742494
214,0.5771302265610609
215,0.5766365813225272
216,0.5762829250322343
217,0.5759440044207036
218,0.5755608767728864
219,0.5752587953582612
220,0.5752366918401178
221,0.5748977712285872
222,0.5746177933321054
223,0.5743157119174802
224,0.5739988948240928
225,0.5738368023577086
226,0.5735862958187512
227,0.5733726284766992
228,0.5730263400257875
229,0.5728347762018788
230,0.5727389942899245
231,0.5725916375023025
232,0.5725621661447781
233,0.5724737520722049
234,0.5723632344814883
235,0.5723484988027261
236,0.5722821882482962
237,0.5721200957819119
238,0.5718990606004789
239,0.5716706575796647
240,0.5715085651132805
241,0.5711549088229877
242,0.5709780806778412
243,0.5708822987658869
244,0.570815988211457
245,0.5703665500092098
246,0.5703297108123043
247,0.5702560324184933
248,0.5702412967397311
249,0.5701676183459201
250,0.570020261558298
251,0.5700497329158224
