Base index shifted,ATMi_0_2#TOP,ATMi_0_2#BOT
-353.0,76478,0
-352.0,845,0
-351.0,228,0
-350.0,85,0
-349.0,169,0
-348.0,59,0
-347.0,30,0
-346.0,30,0
-345.0,29,0
-344.0,14,0
-343.0,13,0
-342.0,7,0
-341.0,52,0
-340.0,11,0
-339.0,3,0
-338.0,7,0
-337.0,5,0
-336.0,4,0
-335.0,9,0
-334.0,13,0
-333.0,15,0
-332.0,13,0
-331.0,12,0
-330.0,6,0
-329.0,7,0
-328.0,8,0
-327.0,6,0
-326.0,9,0
-325.0,4,0
-324.0,67,0
-323.0,9,0
-322.0,6,0
-321.0,8,0
-320.0,2,0
-319.0,6,0
-318.0,5,0
-317.0,26,0
-316.0,83,0
-315.0,7,0
-314.0,7,0
-313.0,2,0
-312.0,2,0
-311.0,0,0
-310.0,2,0
-309.0,16,0
-308.0,3,0
-307.0,2,0
-306.0,2,0
-305.0,2,0
-304.0,2,0
-303.0,6,0
-302.0,1,0
-301.0,4,0
-300.0,13,0
-299.0,2,0
-298.0,4,0
-297.0,2,0
-296.0,27,0
-295.0,6,0
-294.0,6,0
-293.0,4,0
-292.0,2,0
-291.0,7,0
-290.0,47,0
-289.0,9,0
-288.0,3,0
-287.0,2,0
-286.0,4,0
-285.0,1,0
-284.0,0,0
-283.0,12,0
-282.0,1,0
-281.0,6,0
-280.0,9,0
-279.0,5,1
-278.0,6,0
-277.0,2,0
-276.0,0,1
-275.0,6,0
-274.0,6,0
-273.0,4,0
-272.0,2,0
-271.0,4,0
-270.0,3,0
-269.0,0,0
-268.0,16,0
-267.0,15,0
-266.0,3,0
-265.0,4,0
-264.0,23,0
-263.0,9,0
-262.0,11,0
-261.0,13,0
-260.0,5,0
-259.0,11,0
-258.0,9,0
-257.0,6,0
-256.0,7,0
-255.0,5,0
-254.0,2,0
-253.0,21,0
-252.0,6,1
-251.0,5,0
-250.0,6,0
-249.0,3,0
-248.0,8,0
-247.0,13,0
-246.0,6,0
-245.0,9,0
-244.0,11,0
-243.0,6,1
-242.0,6,0
-241.0,5,0
-240.0,3,0
-239.0,13,0
-238.0,10,0
-237.0,5,0
-236.0,4,1
-235.0,4,0
-234.0,9,1
-233.0,8,0
-232.0,4,0
-231.0,7,1
-230.0,4,0
-229.0,11,0
-228.0,7,0
-227.0,4,1
-226.0,9,0
-225.0,8,0
-224.0,13,0
-223.0,12,1
-222.0,7,0
-221.0,11,0
-220.0,7,0
-219.0,12,0
-218.0,6,1
-217.0,8,0
-216.0,10,1
-215.0,5,0
-214.0,7,4
-213.0,12,2
-212.0,5,1
-211.0,14,2
-210.0,15,0
-209.0,4,1
-208.0,5,0
-207.0,8,0
-206.0,11,1
-205.0,4,1
-204.0,13,2
-203.0,18,1
-202.0,12,2
-201.0,6,2
-200.0,17,4
-199.0,15,1
-198.0,3,2
-197.0,13,1
-196.0,4,4
-195.0,18,2
-194.0,14,1
-193.0,18,6
-192.0,17,0
-191.0,5,1
-190.0,8,2
-189.0,4,1
-188.0,6,4
-187.0,23,0
-186.0,12,1
-185.0,12,4
-184.0,10,3
-183.0,9,10
-182.0,13,7
-181.0,2,2
-180.0,7,6
-179.0,13,5
-178.0,9,5
-177.0,0,1
-176.0,8,10
-175.0,4,6
-174.0,6,10
-173.0,4,4
-172.0,6,4
-171.0,6,4
-170.0,3,7
-169.0,13,6
-168.0,7,1
-167.0,4,7
-166.0,5,7
-165.0,4,4
-164.0,1,3
-163.0,6,3
-162.0,0,3
-161.0,0,8
-160.0,2,1
-159.0,1,2
-158.0,7,7
-157.0,3,3
-156.0,4,7
-155.0,8,3
-154.0,0,5
-153.0,1,12
-152.0,6,2
-151.0,0,7
-150.0,3,7
-149.0,7,6
-148.0,5,4
-147.0,4,6
-146.0,0,9
-145.0,0,7
-144.0,2,4
-143.0,3,6
-142.0,2,13
-141.0,0,4
-140.0,1,4
-139.0,3,12
-138.0,0,11
-137.0,1,12
-136.0,0,14
-135.0,1,7
-134.0,1,7
-133.0,0,12
-132.0,2,8
-131.0,1,7
-130.0,5,13
-129.0,2,8
-128.0,2,9
-127.0,0,4
-126.0,2,5
-125.0,1,10
-124.0,2,9
-123.0,2,10
-122.0,1,7
-121.0,0,6
-120.0,0,7
-119.0,1,1
-118.0,2,6
-117.0,2,11
-116.0,0,11
-115.0,2,8
-114.0,2,6
-113.0,4,10
-112.0,2,5
-111.0,2,4
-110.0,1,13
-109.0,0,18
-108.0,1,3
-107.0,0,3
-106.0,0,5
-105.0,0,4
-104.0,2,8
-103.0,2,8
-102.0,1,5
-101.0,0,5
-100.0,3,6
-99.0,1,7
-98.0,0,5
-97.0,1,2
-96.0,1,7
-95.0,0,14
-94.0,1,5
-93.0,0,2
-92.0,0,2
-91.0,1,3
-90.0,0,5
-89.0,1,8
-88.0,0,6
-87.0,0,12
-86.0,0,8
-85.0,0,4
-84.0,1,4
-83.0,1,1
-82.0,0,6
-81.0,0,2
-80.0,0,9
-79.0,0,3
-78.0,2,6
-77.0,0,3
-76.0,0,8
-75.0,0,7
-74.0,0,3
-73.0,0,6
-72.0,0,2
-71.0,2,7
-70.0,0,9
-69.0,0,6
-68.0,0,5
-67.0,0,4
-66.0,0,3
-65.0,1,3
-64.0,0,4
-63.0,0,2
-62.0,0,6
-61.0,0,4
-60.0,0,8
-59.0,0,2
-58.0,0,5
-57.0,0,8
-56.0,0,1
-55.0,2,9
-54.0,0,5
-53.0,1,12
-52.0,4,9
-51.0,0,3
-50.0,0,5
-49.0,1,10
-48.0,4,4
-47.0,1,3
-46.0,0,1
-45.0,3,5
-44.0,3,11
-43.0,3,28
-42.0,2,5
-41.0,2,9
-40.0,1,6
-39.0,2,4
-38.0,1,7
-37.0,1,4
-36.0,3,7
-35.0,7,10
-34.0,4,3
-33.0,3,11
-32.0,2,3
-31.0,5,16
-30.0,5,3
-29.0,11,6
-28.0,1,13
-27.0,12,33
-26.0,12,9
-25.0,7,8
-24.0,22,26
-23.0,5,7
-22.0,17,13
-21.0,34,10
-20.0,25,74
-19.0,59,49
-18.0,55,19
-17.0,70,63
-16.0,57,46
-15.0,57,32
-14.0,68,68
-13.0,106,37
-12.0,137,28
-11.0,71,45
-10.0,207,44
-9.0,184,43
-8.0,229,96
-7.0,210,13
-6.0,42,28
-5.0,587,54
-4.0,375,26
-3.0,962,93
-2.0,978,128
-1.0,949,77219
0.0,1043,14
1.0,291,5
2.0,1110,24
3.0,391,7
4.0,450,7
5.0,472,7
6.0,178,23
7.0,169,34
8.0,210,7
9.0,199,3
10.0,183,1
11.0,97,3
12.0,67,5
13.0,35,7
14.0,33,3
15.0,18,1
16.0,19,3
17.0,10,2
18.0,23,1
19.0,20,0
20.0,35,1
21.0,10,1
22.0,15,4
23.0,13,11
24.0,5,2
25.0,9,1
26.0,9,1
27.0,4,0
28.0,11,0
29.0,3,1
30.0,0,0
31.0,2,5
32.0,5,1
33.0,7,1
34.0,3,1
35.0,5,3
36.0,8,4
37.0,1,1
38.0,4,1
39.0,0,3
40.0,0,3
41.0,1,2
42.0,1,5
43.0,1,4
44.0,0,1
45.0,0,2
46.0,1,2
47.0,0,0
48.0,0,1
49.0,0,2
50.0,4,1
51.0,0,0
52.0,1,0
53.0,2,1
54.0,2,0
55.0,1,1
56.0,0,0
57.0,1,0
58.0,0,1
59.0,0,0
60.0,1,0
61.0,0,0
62.0,1,0
63.0,2,0
64.0,0,1
65.0,1,0
66.0,0,0
67.0,0,0
68.0,0,0
69.0,2,0
70.0,0,0
71.0,1,0
72.0,0,0
73.0,1,1
74.0,0,0
75.0,1,0
76.0,1,0
77.0,1,0
78.0,0,1
79.0,1,1
80.0,1,0
81.0,0,0
82.0,1,0
83.0,1,0
84.0,0,0
85.0,0,0
86.0,0,0
87.0,3,0
88.0,1,0
89.0,0,0
90.0,0,0
91.0,1,0
92.0,0,1
93.0,1,0
94.0,1,0
95.0,1,0
96.0,1,0
97.0,0,0
98.0,0,1
