Base index shifted,ATMi_3_1#TOP,ATMi_3_1#BOT
-353.0,100488,0
-352.0,1023,0
-351.0,246,0
-350.0,95,0
-349.0,179,0
-348.0,51,0
-347.0,41,0
-346.0,22,0
-345.0,42,0
-344.0,25,0
-343.0,12,0
-342.0,9,0
-341.0,88,0
-340.0,13,0
-339.0,13,0
-338.0,27,0
-337.0,7,0
-336.0,13,0
-335.0,6,0
-334.0,28,0
-333.0,26,0
-332.0,13,0
-331.0,19,0
-330.0,13,0
-329.0,20,0
-328.0,16,0
-327.0,6,0
-326.0,9,0
-325.0,7,0
-324.0,159,0
-323.0,13,0
-322.0,35,0
-321.0,11,0
-320.0,3,0
-319.0,0,0
-318.0,5,0
-317.0,36,0
-316.0,14,0
-315.0,11,0
-314.0,12,0
-313.0,3,0
-312.0,1,0
-311.0,3,0
-310.0,6,0
-309.0,26,0
-308.0,13,0
-307.0,5,0
-306.0,9,0
-305.0,5,0
-304.0,15,0
-303.0,7,0
-302.0,10,0
-301.0,9,0
-300.0,15,0
-299.0,1,0
-298.0,6,0
-297.0,5,0
-296.0,46,0
-295.0,3,0
-294.0,4,0
-293.0,13,0
-292.0,7,0
-291.0,3,0
-290.0,45,0
-289.0,10,0
-288.0,7,0
-287.0,5,0
-286.0,11,0
-285.0,8,0
-284.0,6,0
-283.0,13,0
-282.0,6,0
-281.0,7,0
-280.0,19,0
-279.0,15,0
-278.0,13,0
-277.0,17,0
-276.0,7,0
-275.0,21,0
-274.0,7,0
-273.0,6,0
-272.0,7,0
-271.0,5,1
-270.0,17,0
-269.0,6,0
-268.0,17,0
-267.0,19,0
-266.0,11,0
-265.0,7,1
-264.0,42,0
-263.0,7,0
-262.0,16,2
-261.0,16,0
-260.0,14,0
-259.0,22,0
-258.0,18,0
-257.0,21,0
-256.0,14,0
-255.0,9,1
-254.0,7,0
-253.0,28,3
-252.0,13,3
-251.0,9,4
-250.0,10,1
-249.0,9,1
-248.0,15,1
-247.0,20,0
-246.0,24,3
-245.0,16,1
-244.0,13,1
-243.0,31,0
-242.0,15,1
-241.0,16,0
-240.0,17,2
-239.0,17,1
-238.0,22,2
-237.0,7,1
-236.0,22,1
-235.0,19,4
-234.0,18,2
-233.0,26,0
-232.0,10,1
-231.0,16,4
-230.0,9,2
-229.0,17,3
-228.0,17,2
-227.0,16,2
-226.0,18,6
-225.0,18,2
-224.0,16,1
-223.0,27,7
-222.0,11,5
-221.0,24,8
-220.0,20,3
-219.0,22,2
-218.0,15,5
-217.0,20,12
-216.0,21,12
-215.0,16,8
-214.0,19,10
-213.0,22,11
-212.0,13,8
-211.0,20,19
-210.0,23,2
-209.0,18,10
-208.0,12,0
-207.0,20,23
-206.0,28,4
-205.0,14,16
-204.0,29,16
-203.0,34,11
-202.0,34,10
-201.0,16,16
-200.0,21,21
-199.0,21,7
-198.0,7,12
-197.0,24,18
-196.0,10,27
-195.0,29,32
-194.0,32,10
-193.0,21,18
-192.0,23,8
-191.0,10,14
-190.0,15,22
-189.0,17,9
-188.0,18,53
-187.0,21,24
-186.0,17,9
-185.0,23,17
-184.0,21,22
-183.0,10,25
-182.0,35,8
-181.0,13,9
-180.0,18,23
-179.0,14,31
-178.0,16,29
-177.0,3,9
-176.0,21,39
-175.0,11,52
-174.0,8,44
-173.0,9,11
-172.0,14,11
-171.0,5,15
-170.0,6,36
-169.0,5,29
-168.0,4,13
-167.0,9,23
-166.0,4,32
-165.0,4,24
-164.0,3,15
-163.0,6,18
-162.0,4,21
-161.0,3,26
-160.0,3,18
-159.0,1,33
-158.0,2,37
-157.0,3,26
-156.0,5,17
-155.0,3,9
-154.0,3,14
-153.0,3,30
-152.0,7,13
-151.0,3,13
-150.0,3,28
-149.0,4,26
-148.0,1,15
-147.0,2,20
-146.0,2,59
-145.0,0,41
-144.0,5,48
-143.0,4,27
-142.0,3,33
-141.0,1,16
-140.0,2,37
-139.0,2,56
-138.0,2,43
-137.0,5,40
-136.0,4,43
-135.0,3,29
-134.0,1,10
-133.0,1,25
-132.0,1,27
-131.0,0,43
-130.0,1,57
-129.0,1,28
-128.0,0,24
-127.0,1,38
-126.0,1,43
-125.0,4,31
-124.0,0,29
-123.0,0,15
-122.0,1,16
-121.0,1,16
-120.0,0,27
-119.0,4,20
-118.0,1,17
-117.0,2,28
-116.0,1,27
-115.0,3,33
-114.0,2,40
-113.0,3,31
-112.0,2,24
-111.0,5,14
-110.0,1,24
-109.0,3,59
-108.0,3,16
-107.0,4,18
-106.0,1,7
-105.0,0,9
-104.0,2,17
-103.0,1,11
-102.0,0,12
-101.0,1,11
-100.0,1,10
-99.0,0,22
-98.0,0,12
-97.0,0,21
-96.0,1,18
-95.0,0,16
-94.0,2,9
-93.0,3,21
-92.0,0,10
-91.0,1,12
-90.0,1,3
-89.0,1,7
-88.0,1,12
-87.0,1,53
-86.0,1,16
-85.0,0,17
-84.0,1,7
-83.0,0,6
-82.0,1,7
-81.0,0,1
-80.0,0,9
-79.0,2,5
-78.0,1,6
-77.0,0,6
-76.0,1,14
-75.0,2,8
-74.0,0,12
-73.0,0,15
-72.0,1,4
-71.0,0,10
-70.0,0,15
-69.0,0,11
-68.0,0,16
-67.0,0,10
-66.0,0,8
-65.0,0,8
-64.0,0,14
-63.0,1,5
-62.0,0,15
-61.0,0,9
-60.0,0,18
-59.0,0,4
-58.0,0,8
-57.0,0,19
-56.0,0,10
-55.0,1,7
-54.0,2,9
-53.0,0,11
-52.0,3,9
-51.0,1,13
-50.0,1,10
-49.0,2,7
-48.0,0,11
-47.0,1,14
-46.0,1,8
-45.0,1,12
-44.0,2,38
-43.0,0,120
-42.0,4,6
-41.0,2,17
-40.0,3,5
-39.0,0,18
-38.0,1,16
-37.0,2,11
-36.0,3,12
-35.0,4,16
-34.0,6,13
-33.0,5,15
-32.0,5,12
-31.0,5,64
-30.0,6,21
-29.0,15,12
-28.0,8,27
-27.0,14,76
-26.0,16,13
-25.0,3,14
-24.0,14,57
-23.0,10,20
-22.0,4,31
-21.0,15,26
-20.0,17,23
-19.0,23,44
-18.0,14,20
-17.0,20,70
-16.0,17,51
-15.0,20,23
-14.0,53,26
-13.0,88,46
-12.0,122,54
-11.0,187,77
-10.0,538,54
-9.0,504,45
-8.0,541,117
-7.0,986,19
-6.0,580,51
-5.0,1408,87
-4.0,865,100
-3.0,1052,112
-2.0,850,1262
-1.0,1274,98452
0.0,939,40
1.0,681,18
2.0,1470,18
3.0,800,15
4.0,843,23
5.0,854,12
6.0,303,24
7.0,667,50
8.0,393,6
9.0,193,7
10.0,105,4
11.0,94,6
12.0,72,3
13.0,50,7
14.0,50,3
15.0,46,2
16.0,34,5
17.0,13,4
18.0,64,5
19.0,41,1
20.0,44,3
21.0,25,3
22.0,25,2
23.0,22,10
24.0,15,3
25.0,18,3
26.0,16,3
27.0,3,1
28.0,22,3
29.0,11,0
30.0,6,2
31.0,8,1
32.0,9,0
33.0,16,1
34.0,3,1
35.0,6,0
36.0,23,1
37.0,4,6
38.0,8,1
39.0,6,1
40.0,3,0
41.0,1,0
42.0,0,0
43.0,5,3
44.0,3,1
45.0,3,1
46.0,0,1
47.0,0,1
48.0,1,0
49.0,1,0
50.0,0,1
51.0,0,2
52.0,2,0
53.0,0,1
54.0,0,1
55.0,1,0
56.0,0,0
57.0,2,0
58.0,1,0
59.0,1,0
60.0,1,0
61.0,0,0
62.0,0,0
63.0,1,0
64.0,1,0
65.0,1,1
66.0,3,2
67.0,0,0
68.0,2,0
69.0,0,0
70.0,0,1
71.0,1,0
72.0,2,0
73.0,1,1
74.0,0,0
75.0,1,0
76.0,0,1
77.0,0,0
78.0,1,0
79.0,0,1
80.0,0,1
81.0,0,0
82.0,0,0
83.0,0,1
84.0,1,0
85.0,1,0
86.0,1,0
87.0,2,1
88.0,3,0
89.0,0,0
90.0,3,1
91.0,3,0
92.0,2,0
93.0,1,0
94.0,0,0
95.0,1,0
96.0,0,0
97.0,2,1
98.0,5,2
99.0,0,2
100.0,0,2
101.0,1,0
102.0,0,3
103.0,1,0
104.0,4,0
105.0,0,2
106.0,4,0
107.0,3,0
108.0,0,3
109.0,1,0
110.0,1,4
111.0,2,1
112.0,0,1
113.0,2,2
114.0,2,3
115.0,1,1
116.0,3,0
117.0,4,1
118.0,4,3
119.0,4,2
120.0,3,3
121.0,0,1
122.0,3,1
123.0,2,4
124.0,2,7
125.0,3,2
126.0,2,0
127.0,5,1
128.0,2,3
