Base index shifted,ATMi2#TOP#AVERAGE,ATMi2#TOP#STD,ATMi2#BOT#AVERAGE,ATMi2#BOT#STD
-50.0,0.0001055695319776432,0.00011626552413083266,5.996354216636285e-06,8.48012545796013e-06
-49.0,3.129694541812719e-05,4.4260564671165966e-05,1.8949230172403006e-05,7.12224352549873e-06
-48.0,3.114318859536434e-05,5.394158495687065e-05,9.48834500144011e-06,4.039919546889662e-06
-47.0,3.643622457643363e-05,3.253821389237954e-05,1.3485914479197634e-05,4.731195176697944e-06
-46.0,3.643622457643363e-05,3.253821389237954e-05,2.2334147798974977e-05,1.192374782271831e-05
-45.0,2.6729391639046295e-05,3.7801068169921286e-05,1.0274172871347874e-05,2.430376299094373e-06
-44.0,6.982741330014666e-05,2.094418174582607e-05,8.635250637177814e-06,7.5397338710602e-06
-43.0,8.595128228277763e-05,5.548878957700142e-05,9.954698847448577e-06,5.597944661441466e-06
-42.0,0.0,0.0,1.6337793582338694e-05,2.145271021873042e-06
-41.0,6.982741330014666e-05,2.094418174582607e-05,3.2170008471723694e-05,1.7481775854655157e-05
-40.0,0.00012408323230261116,1.6640906962797294e-05,1.8123595638617926e-05,9.635929210207416e-06
-39.0,0.00014190282672864202,1.7660068406062387e-05,1.3272931796598103e-05,1.3957148982617501e-05
-38.0,2.3357391446523254e-05,4.045618871765299e-05,3.560707959557308e-05,1.6318076872057153e-05
-37.0,0.00016501545713574217,6.334903774011693e-05,2.5826138583778804e-05,1.9252795981048355e-06
-36.0,3.892898574420542e-05,6.742698119608832e-05,1.4551991526059464e-05,1.3174129398794659e-05
-35.0,7.232017446791845e-05,8.336677284291189e-05,1.2845802797534868e-05,1.544444201833177e-05
-34.0,7.512044928121595e-05,4.349050143288214e-05,2.1401440106958046e-05,1.865508721040267e-05
-33.0,0.0001502408985624319,8.698100286576428e-05,2.5400173218579743e-05,2.6255304682882194e-05
-32.0,0.00016550497921458837,0.00014160674925711044,3.4381775893201984e-05,1.480596617240736e-05
-31.0,0.0001451926236207857,0.00010320083402162166,4.1737966800918433e-05,2.419548323441343e-05
-30.0,0.000542802951064068,5.4394275833655566e-05,3.7660783995406276e-05,2.7507074030394797e-05
-29.0,0.00022785410901141967,7.781052116070712e-05,6.948327679582137e-05,1.8909745839152572e-05
-28.0,0.0005692053783633119,0.00012337380136720027,2.3827353844900043e-05,5.170081455721052e-06
-27.0,0.0004056408856315465,5.327086387742326e-05,4.045774343759291e-05,1.4193585530093837e-05
-26.0,0.00044311890697177513,0.0002318044387281589,4.109785511925567e-05,1.5011839888041867e-05
-25.0,0.0005511799242864114,0.0003169877824591715,1.1700112422918403e-05,1.0142095492972166e-05
-24.0,0.000250414464733571,1.6860034621788575e-05,0.00016039268736540099,2.9332289957398776e-05
-23.0,0.0006168188509753864,0.00016768679073139056,3.981763175593014e-05,2.26655908609159e-05
-22.0,0.0004518661464457468,6.838548988381299e-05,2.82520523217208e-05,2.386681644801994e-05
-21.0,0.000425463719146503,0.00011599295798660284,5.437078691585378e-05,2.890778763062225e-05
-20.0,0.0009707594313783427,4.004647443160779e-05,1.055442204830194e-05,1.3426823107196102e-05
-19.0,0.00042145724096865174,0.00018120766353985277,5.301095022477361e-05,1.219716936099692e-05
-18.0,0.0008643313869010038,0.0003047584670394358,6.585791665617266e-05,3.158450103198582e-05
-17.0,0.0009332186574320115,0.0002685061440065465,4.267067449293537e-05,3.790702495989909e-05
-16.0,0.0013660590060871737,0.0002554522035987568,3.931205306297644e-05,4.40921015469258e-06
-15.0,0.000753326987728303,0.000273304729889039,3.0463819743199095e-05,9.80083311787595e-06
-14.0,0.0010830503883542616,0.0002761471754777592,8.939151085685435e-05,1.7496317812814138e-05
-13.0,0.0020555293963935533,0.000388421159364122,5.54368639627156e-05,1.3453855062741027e-05
-12.0,0.003947637407100108,0.0008967906494676784,7.284073459191612e-05,3.795848705426191e-06
-11.0,0.0058319357694402735,0.0009311054573179055,7.513211534114905e-05,1.86596666467106e-05
-10.0,0.008379888167537961,0.0008861985983644771,0.00010738173714062738,2.64433501943342e-05
-9.0,0.02321047170125169,0.006305438352942547,6.327277626272138e-05,2.739845104101119e-05
-8.0,0.02489120073074884,0.004180232702493903,0.0005198555358048707,6.768071765612386e-05
-7.0,0.033408697886686184,0.0054846835624443434,0.00028579254951622727,3.749718514634113e-05
-6.0,0.041465296588936676,0.002653221101450447,0.0002748109984688621,4.576122445486718e-05
-5.0,0.015640106567650035,0.001049442683382292,0.00029378768847174234,3.87650591219903e-05
-4.0,0.08564561056929165,0.0018776627913350019,0.00020783441237260154,3.3436462835256906e-05
-3.0,0.057170778314804015,0.0034950135028229876,0.0003520775951714632,2.2953822294609806e-05
-2.0,0.06755829249431049,0.004207587325273015,0.0002824856426875971,9.011987790006143e-05
-1.0,0.0780963011347259,0.0008062209211207305,0.0006044187492187771,8.971363898967404e-05
0.0,0.09417564167938135,0.003955317335371149,0.9609735883296311,0.003411525831251754
1.0,0.05360844928450806,0.0030040816555386668,0.016421000318598396,0.0011334785584272541
2.0,0.023865141132203206,0.000826425359410163,0.0014850525231980207,0.0004220608842154935
3.0,0.1039517146148707,0.0058108872788260905,0.001294908759295653,0.0001800068811841862
4.0,0.054324063696502944,0.0023234999196748876,0.0012452003472060197,0.00013551755441377662
5.0,0.04023022667073689,0.0013954710379140826,0.0006151884812174069,2.3230300251392528e-05
6.0,0.046472821240870536,0.004720134378508633,0.00026417696309280557,5.066921711480949e-05
7.0,0.019172969127882834,0.0037623842564416554,0.0012117175621090878,5.7651691305892374e-05
8.0,0.030780796269108877,0.002851465850653042,0.0004600186670321345,1.73526289406214e-05
9.0,0.01660650800275386,0.0019248353409765677,0.0007491463079453847,9.365092833927214e-05
10.0,0.011881579990234419,0.002778358697218963,0.0008640422990153736,5.960939182499964e-05
11.0,0.00579282222360119,0.00027086526694004495,0.0005535446076231838,9.394634723789825e-05
12.0,0.005425991067886631,0.0009151682154599252,0.0004341152423883294,7.769452242207944e-05
13.0,0.004056681166295867,0.0010071703312911147,0.0003272076943126373,6.655062732166864e-05
14.0,0.0020712653972919945,0.0005036995596242673,0.0002354451893787954,3.010054203528304e-05
15.0,0.002846803774046812,0.0005449128715308445,0.0006285959460027141,4.070125148919201e-05
16.0,0.002125867631328538,0.0004637898578160861,0.0005971747249006979,0.00010493482275672346
17.0,0.0019397816842631746,0.0005896810156151238,0.00024957354280738417,9.968256766055035e-05
18.0,0.0010125903459305018,0.00028290838694807743,0.00036665428036432285,4.625781515878889e-05
19.0,0.0035217443668193044,0.0006068397378078517,0.0003288377606149998,0.00011538875740407491
20.0,0.0019664916252079443,0.0005400261665737436,0.00026884050155289016,4.247460777809766e-05
21.0,0.0022214435432483235,0.00029494736716455586,0.00027566525646698857,1.6676411662598142e-05
22.0,0.0010077479306397252,0.00010395139575932524,0.0002246789482817581,6.914117573810714e-05
23.0,0.0015734187510714702,0.00023111556636840842,0.0004255842987457064,8.64266420128327e-05
24.0,0.0010405868446784893,3.5036317964870716e-05,0.00016774887827311743,5.698542297082992e-05
