Fractional Basecounts,ATMi_2_2
1,0.8266646198718195
2,0.8356986606286219
3,0.8378017423341136
4,0.8388609586675365
5,0.8406109682618874
6,0.841063821621829
7,0.8414245692136471
8,0.8415780788271866
9,0.8420079057450973
10,0.8422228192040526
11,0.8423149249721764
12,0.8424837855470699
13,0.8430057182331043
14,0.8431592278466439
15,0.8433357639022144
16,0.8435660283225237
17,0.8436504586099705
18,0.8437348888974172
19,0.8437809417814791
20,0.8439958552404344
21,0.844172391296005
22,0.8442798480254826
23,0.8444180066776682
24,0.8445408143684998
25,0.8447557278274552
26,0.844855509076256
27,0.8449245884023487
28,0.8449859922477645
29,0.8450473960931804
30,0.8455770042598918
31,0.8456153816632767
32,0.8457612157961393
33,0.845837970602909
34,0.8458686725256169
35,0.8459224008903558
36,0.8459607782937406
37,0.8461142879072802
38,0.84619104271405
39,0.8462754730014967
40,0.8463292013662356
41,0.8463445523275895
42,0.8464213071343593
43,0.8464443335763903
44,0.8464673600184212
45,0.84652108838316
46,0.8465441148251909
47,0.8465748167478988
48,0.8465824922285758
49,0.8466055186706067
50,0.8466745979966995
51,0.8467052999194075
52,0.8467513528034694
53,0.8468127566488851
54,0.8469202133783629
55,0.8469585907817477
56,0.8469816172237786
57,0.8470123191464866
58,0.847211881644088
59,0.8472349080861189
60,0.8472579345281498
61,0.8472809609701808
62,0.8473116628928886
63,0.8473577157769505
64,0.8475649537552289
65,0.8475956556779368
66,0.8476493840426756
67,0.8476954369267375
68,0.8477414898107994
69,0.8477645162528303
70,0.8478028936562152
71,0.8478642975016311
72,0.847879648462985
73,0.8479410523084008
74,0.8479717542311087
75,0.8480178071151706
76,0.8480945619219403
77,0.8481636412480331
78,0.8481866676900641
79,0.8482787734581878
80,0.8483401773036037
81,0.8483785547069885
82,0.8484246075910504
83,0.8484936869171432
84,0.848555090762559
85,0.8485934681659439
86,0.8487086003760985
87,0.8488007061442223
88,0.8488467590282841
89,0.848877460950992
90,0.8491691292167172
91,0.849222857581456
92,0.8493072878689027
93,0.8493763671949955
94,0.8494607974824423
95,0.8495298768085351
96,0.8496066316153049
97,0.8497140883447826
98,0.8497985186322293
99,0.8498292205549373
100,0.8498599224776452
101,0.8499366772844149
102,0.8500134320911847
103,0.8500364585332156
104,0.8500594849752465
105,0.8501132133399855
106,0.8501976436274322
107,0.8502974248762328
108,0.8504355835284184
109,0.8505430402578962
110,0.8506428215066969
111,0.8507579537168515
112,0.8508423840042982
113,0.850949840733776
114,0.8510112445791918
115,0.8511494032313773
116,0.8513029128449169
