Fractional Basecounts,ATMi1_1
1,0.31184434727268995
2,0.3149647923466979
3,0.3157705651700848
4,0.316078503828704
5,0.31667898421301144
6,0.31682782123134406
7,0.3169458643838147
8,0.3170331136704235
9,0.31715628913387117
10,0.31728459690829586
11,0.31732565539611174
12,0.31737184619490466
13,0.31763872636570795
14,0.31766438792059287
15,0.31772084334133976
16,0.31782348956087947
17,0.3178388864938104
18,0.31790047422553425
19,0.3179364004023732
20,0.31802878199995893
21,0.31808523742070577
22,0.31815195746340663
23,0.31820841288415347
24,0.3182392067500154
25,0.31827513292685433
26,0.31830592679271624
27,0.3183213237256472
28,0.31833672065857815
29,0.3183521175915091
30,0.31853174847570365
31,0.3185574100305886
32,0.31862926238426637
33,0.3186446593171973
34,0.3186651885611053
35,0.31868571780501326
36,0.3187062470489212
37,0.3188037609574839
38,0.3188550840672538
39,0.31887561331116177
40,0.3188910102440927
41,0.3189012748660467
42,0.3189269364209316
43,0.3189423333538626
44,0.31894746566483956
45,0.3190295826404714
46,0.31907577343926424
47,0.31908090575024123
48,0.3190860380612182
49,0.3190963026831722
50,0.31910656730512615
51,0.3191219642380571
52,0.319163022725873
53,0.3192092135246659
54,0.31927080125638974
55,0.31929646281127466
56,0.31929646281127466
57,0.3193118597442056
58,0.31942477058569935
59,0.3194504321405843
60,0.31946069676253824
61,0.31949662293937714
62,0.3195120198723081
63,0.319537681427193
64,0.31975837079920344
65,0.3197994292870194
66,0.3198302231528813
67,0.3198353554638583
68,0.31987641395167415
69,0.3198866785736281
70,0.319927737061444
71,0.31999445710414487
72,0.3200098540370758
73,0.3200098540370758
74,0.32004064790293774
75,0.3200560448358687
76,0.32007657407977663
77,0.32013302950052347
78,0.3201484264334545
79,0.32019461723224735
80,0.3202100141651783
81,0.3202151464761553
82,0.3202510726529942
83,0.320307528073741
84,0.320317792695695
85,0.320322925006672
86,0.32035371887253394
87,0.32042043891523475
88,0.3204358358481657
89,0.32045123278109666
90,0.3207181129519
91,0.3207591714397159
92,0.32080536223850875
93,0.3208310237933937
94,0.3208618176592556
95,0.32093367001293344
96,0.32096959618977233
97,0.3210465808544271
98,0.321097903964197
99,0.32112356551908194
100,0.32112356551908194
101,0.32119541787275974
102,0.3211800209398288
103,0.3212056824947137
104,0.3212416086715526
105,0.3212672702264376
106,0.3213031964032765
107,0.32134938720206935
108,0.32139044568988523
109,0.3214622980435631
110,0.32150848884235594
111,0.3215598119521258
112,0.3216213996838496
113,0.3216419289277576
114,0.3216521935497116
115,0.3216881197265505
116,0.32177023670218224
117,0.32177536901315923
118,0.32181642750097517
119,0.3218472213668371
120,0.321883147543676
121,0.3219396029644228
122,0.3219498675863768
123,0.3219703968302847
124,0.3219857937632157
125,0.32199605838516965
126,0.32204738149493956
127,0.3220730430498245
128,0.32211923384861735
129,0.3221654246474102
130,0.32224240931206505
131,0.32230399704378887
132,0.3223296585986738
133,0.3223758493974667
134,0.3224169078852826
135,0.3224836279279834
136,0.3225298187267763
137,0.32258627414752317
138,0.32264272956827
139,0.32263246494631603
140,0.322637597257293
141,0.3227094496109708
142,0.3227094496109708
143,0.32275050809878675
144,0.32282236045246454
145,0.3228428896963725
146,0.3229044774280963
147,0.32292500667200424
148,0.3229865944037281
149,0.323032785202521
150,0.32307897600131386
151,0.32317135759889964
152,0.3232278130196465
153,0.3232637391964854
154,0.32333045923918624
155,0.323407443903841
156,0.323412576214818
157,0.3235049578124038
158,0.3235100901233808
159,0.32355114861119666
160,0.32368458869659833
161,0.32375130873929914
162,0.32382316109297693
163,0.3238334257149309
164,0.32382316109297693
165,0.32381289647102296
166,0.323802631849069
167,0.32381289647102296
168,0.32384882264786186
169,0.3239155426905627
170,0.32394633655642463
171,0.3240181889101024
172,0.3241413643735501
173,0.32417215823941203
174,0.3242132167272279
175,0.3242388782821129
176,0.3242645398369978
177,0.32425940752602084
178,0.32429533370285973
179,0.32428506908090576
180,0.3243158629467677
181,0.3243723183675145
182,0.32444417072119236
183,0.3244390384102154
184,0.3244185091663074
185,0.32444417072119236
186,0.32448522920900824
187,0.3244954938309622
188,0.32448522920900824
189,0.3245006261419392
190,0.3244954938309622
191,0.32451089076389317
192,0.32447496458705427
193,0.3244339060992384
194,0.3244031122333764
195,0.3243363921906756
196,0.32435178912360657
197,0.3243671860565375
198,0.3243825829894685
199,0.32444930303216934
200,0.3244287737882614
201,0.32439797992239944
202,0.3244185091663074
203,0.3244082445443534
204,0.3244185091663074
205,0.3243774506784915
206,0.32439797992239944
207,0.3244031122333764
208,0.32433125987969863
209,0.3242645398369978
210,0.3242183490382049
211,0.324187555172343
212,0.32419781979429696
213,0.324182422861366
214,0.3241567613064811
215,0.32409004126378027
216,0.3240284535320564
217,0.3239566011783786
218,0.3238796165137238
219,0.3238282934039539
220,0.32381289647102296
221,0.3237667056722301
222,0.32371538256246024
223,0.3236743240746443
224,0.3236127363429205
225,0.3236127363429205
226,0.32358194247705857
227,0.3235357516782657
228,0.3235100901233808
229,0.3234844285684958
230,0.3234946931904498
231,0.3234792962575188
232,0.32346903163556484
233,0.3234485023916569
234,0.323417708525795
235,0.323407443903841
236,0.32339204697091006
237,0.3233407238611402
238,0.3232894007513703
239,0.32326887150746236
240,0.32326887150746236
241,0.3232175483976925
242,0.3232124160867155
243,0.3231918868428076
244,0.3231559606659687
245,0.32304818213545194
246,0.32304304982447496
247,0.32304818213545194
248,0.323037917513498
249,0.32305331444642893
250,0.3229917267147051
251,0.32297632978177415
252,0.32297119747079717
253,0.3229609328488432
254,0.3229558005378662
255,0.3229096097390733
256,0.32288908049516535
257,0.32288908049516535
258,0.32288394818418836
259,0.3228326250744185
260,0.3228018312085566
261,0.32279156658660263
262,0.3227761696536717
263,0.32275050809878675
264,0.32275564040976373
265,0.32275050809878675
266,0.32272484654390177
267,0.3226837880560859
268,0.32266325881217794
269,0.32265812650120096
270,0.32266839112315493
271,0.32266839112315493
272,0.32264272956827
273,0.3226170680133851
274,0.3225554802816612
275,0.3225246864157993
276,0.32250928948286833
277,0.32250415717189135
278,0.32246823099505245
279,0.3224220401962596
280,0.3224220401962596
281,0.32240151095235164
282,0.3223861140194207
283,0.32239637864137466
284,0.3223809817084437
285,0.32234505553160475
286,0.3223296585986738
287,0.3223193939767198
288,0.3223193939767198
289,0.3222988647328119
290,0.32226807086695
291,0.322262938555973
292,0.3222321446901111
293,0.3221962185132722
294,0.32211923384861735
295,0.32212436615959433
296,0.32208330767177845
297,0.32202171994005463
298,0.32201658762907764
299,0.3219857937632157
300,0.32199092607419266
301,0.3219857937632157
302,0.32202171994005463
303,0.32199605838516965
304,0.32199605838516965
305,0.3219806614522387
306,0.3219857937632157
307,0.32201145531810066
308,0.3220319845620086
309,0.32204224918396257
310,0.32199605838516965
311,0.3218420890558601
312,0.32191907372051487
313,0.32192420603149186
314,0.32192933834246884
315,0.3219498675863768
316,0.32204738149493956
317,0.3220627784278705
318,0.32207817536080147
319,0.3222270123791341
320,0.3222988647328119
321,0.32250928948286833
322,0.322652994190224
323,0.32289421280614233
324,0.32311490217815275
325,0.3234485023916569
326,0.3237359118063682
327,0.32404898277596433
328,0.3247007862700417
329,0.3249112110200981
330,0.32535258976411896
331,0.3255784114471064
332,0.3258196300630248
333,0.3264149781363552
334,0.32678450452669827
335,0.3278160990330726
336,0.32842171172835705
337,0.3290119274907105
338,0.3296226724969719
339,0.33085955944242573
340,0.3332768779125865
341,0.33712097883434955
342,0.34253556691507053
343,0.3483710044959044
344,0.36558477551271784
345,0.3841175504506169
346,0.40593500441378744
347,0.42872759746258543
348,0.4362207714889861
349,0.4840282482396173
350,0.511958284576379
351,0.579997331198292
352,0.6336505101517111
353,0.37203609041079017
354,0.43546632177536904
355,0.45998337131243455
356,0.5323181622220854
357,0.5667713658105972
358,0.5855710209192996
359,0.6117304099690009
360,0.6206914249348197
361,0.6334503500236086
362,0.6394140953788672
363,0.6465839338137176
364,0.6509669273880643
365,0.6537640368705221
366,0.6554320379380427
367,0.6563558539139004
368,0.657243743712919
369,0.6579930611155591
370,0.658788569316992
371,0.6592196834390589
372,0.6602923364332491
373,0.661164829299337
374,0.662314466958182
375,0.6629354765863973
376,0.6636642647451294
377,0.6641672312208742
378,0.6645880807209871
379,0.6650191948430539
380,0.6653630596785121
381,0.6654913674529367
382,0.66575824762374
383,0.6658454969103488
384,0.6659378785079345
385,0.6660661862823593
386,0.6661842294348299
387,0.6663125372092545
388,0.6664254480507483
389,0.6666050789349428
390,0.6668719591057461
391,0.6669951345691938
392,0.6670721192338486
393,0.6671952946972963
394,0.6672568824290201
395,0.6673389994046519
396,0.6673954548253987
397,0.6674159840693067
398,0.6674724394900535
399,0.6675083656668925
400,0.6675750857095933
401,0.6676007472644783
402,0.6676469380632711
403,0.6676725996181561
404,0.6677187904169489
405,0.6677341873498799
406,0.6677701135267188
407,0.6677803781486727
408,0.6678522305023507
409,0.6678727597462586
410,0.6679035536121205
411,0.6679394797889594
412,0.6679548767218904
413,0.6679856705877523
414,0.6680164644536142
415,0.6680472583194761
416,0.668072919874361
417,0.6680985814292459
418,0.6681653014719467
419,0.6682063599597626
420,0.6682525507585556
421,0.6682987415573485
422,0.6683398000451644
423,0.6683808585329802
424,0.6684065200878652
425,0.668452710886658
426,0.6685245632403358
427,0.6685399601732668
428,0.6686169448379217
429,0.6686374740818296
430,0.6686939295025764
431,0.6688171049660241
432,0.6688838250087249
433,0.6689402804294717
434,0.6689556773624027
435,0.6690172650941266
436,0.6690788528258504
437,0.6691045143807354
438,0.6691353082465973
439,0.6691866313563671
440,0.669227689844183
441,0.6694432469052165
442,0.6695150992588943
