Base index,ATMi0_3#TOP,ATMi0_3#BOT
304,0.0,6.865491294557039e-05
305,1.7486491685173203e-05,4.119294776734223e-05
306,0.0,6.865491294557039e-05
307,1.7486491685173203e-05,4.119294776734223e-05
308,1.7486491685173203e-05,4.119294776734223e-05
309,1.7486491685173203e-05,0.0003020816169605097
310,1.7486491685173203e-05,0.00043939144285165045
311,0.0,5.4923930356456306e-05
312,0.00012240544179621242,9.611687812379854e-05
313,3.4972983370346405e-05,4.119294776734223e-05
314,0.00012240544179621242,4.119294776734223e-05
315,0.0,9.611687812379854e-05
316,0.00012240544179621242,4.119294776734223e-05
317,5.245947505551961e-05,8.238589553468446e-05
318,0.0,1.3730982589114076e-05
319,0.00017486491685173204,4.119294776734223e-05
320,3.4972983370346405e-05,0.00010984786071291261
321,0.00010491895011103922,0.00010984786071291261
322,8.743245842586602e-05,0.00019223375624759708
323,0.00024481088359242485,2.7461965178228153e-05
324,0.00027978386696277124,5.4923930356456306e-05
325,0.0003322433420182909,0.00012357884330202668
326,0.00041967580044415686,0.0004805843906189927
327,0.0005770542256107157,4.119294776734223e-05
328,0.0008043786175179673,0.00015104080848025485
329,0.0004371622921293301,0.00039819849508430824
330,0.0016262437267211079,0.00010984786071291261
331,0.0009967300260548726,0.00010984786071291261
332,0.0010142165177400458,0.00024715768660405336
333,0.002325703394128036,0.0008101279727577305
334,0.0017311626768321473,0.000535508320975449
335,0.004703866263311591,0.0002608886691931675
336,0.004161785021071222,0.0008101279727577305
337,0.006120272089810621,0.0004943153732081067
338,0.005490758389144386,0.0005629702861536771
339,0.005805515239477504,0.0005904322513319053
340,0.006732299298791684,0.00039819849508430824
341,0.009792435343696995,0.00032954358213873783
342,0.01412908528161995,0.0004805843906189927
343,0.007274380541032053,0.0004943153732081067
344,0.021088708972318883,0.0004531224254407645
345,0.01767884309371011,0.0011259405723073543
346,0.02498819661811251,0.0003020816169605097
347,0.021648276706244425,0.00027461965178228156
348,0.004161785021071222,0.0009611687812379854
349,0.05719831430220155,0.0005629702861536771
350,0.04890971724342945,0.001263250398198495
351,0.10054732718974592,0.0014417531718569781
352,0.10665011278787137,0.9805981216015818
353,0.09071991886267858,0.0002608886691931675
354,0.09874621854617308,0.00027461965178228156
355,0.03180792837533006,0.0004119294776734223
356,0.09715494780282231,8.238589553468446e-05
357,0.030374036057145854,0.00012357884330202668
358,0.03882001154108451,0.00017850277365848301
359,0.039484498225121095,0.00019223375624759708
360,0.01348208508926854,0.0006041632339210194
361,0.011803381887491913,4.119294776734223e-05
362,0.011453652053788448,0.00013730982589114078
363,0.011016489761659119,5.4923930356456306e-05
364,0.012083165754454684,0.00012357884330202668
365,0.007519191424624478,9.611687812379854e-05
366,0.004948677146904017,5.4923930356456306e-05
367,0.0021858114606466503,2.7461965178228153e-05
368,0.0025180548026649415,4.119294776734223e-05
369,0.0016612167100914543,1.3730982589114076e-05
370,0.0016087572350359347,6.865491294557039e-05
371,0.0007519191424624477,8.238589553468446e-05
372,0.0019060275936838792,2.7461965178228153e-05
373,0.0012240544179621244,6.865491294557039e-05
374,0.00223827093570217,1.3730982589114076e-05
375,0.000856838092573487,4.119294776734223e-05
376,0.0008393516008883137,9.611687812379854e-05
377,0.0005945407172958889,2.7461965178228153e-05
378,0.0005245947505551961,0.0
379,0.0005595677339255425,2.7461965178228153e-05
380,0.0004721352754996765,1.3730982589114076e-05
381,0.00019235140853690524,5.4923930356456306e-05
382,0.0004721352754996765,0.0
383,0.00013989193348138562,6.865491294557039e-05
384,0.00020983790022207843,2.7461965178228153e-05
385,0.00026229737527759805,0.0
386,0.00013989193348138562,2.7461965178228153e-05
387,0.0003322433420182909,1.3730982589114076e-05
388,0.00017486491685173204,1.3730982589114076e-05
389,0.00038470281707381047,2.7461965178228153e-05
390,0.00038470281707381047,1.3730982589114076e-05
391,0.00020983790022207843,1.3730982589114076e-05
392,0.00026229737527759805,2.7461965178228153e-05
393,3.4972983370346405e-05,1.3730982589114076e-05
394,0.00013989193348138562,1.3730982589114076e-05
395,5.245947505551961e-05,1.3730982589114076e-05
396,5.245947505551961e-05,2.7461965178228153e-05
397,6.994596674069281e-05,0.0
398,5.245947505551961e-05,0.0
399,0.00010491895011103922,1.3730982589114076e-05
400,5.245947505551961e-05,1.3730982589114076e-05
401,5.245947505551961e-05,1.3730982589114076e-05
402,3.4972983370346405e-05,0.0
403,1.7486491685173203e-05,0.0
