Base index shifted,ATMi_4_2#TOP,ATMi_4_2#BOT
-353.0,113608,0
-352.0,1153,0
-351.0,321,0
-350.0,119,0
-349.0,185,0
-348.0,82,0
-347.0,63,0
-346.0,35,0
-345.0,45,0
-344.0,31,0
-343.0,18,0
-342.0,17,0
-341.0,114,0
-340.0,11,0
-339.0,26,0
-338.0,33,0
-337.0,14,0
-336.0,8,0
-335.0,6,0
-334.0,47,0
-333.0,37,0
-332.0,7,0
-331.0,24,0
-330.0,13,0
-329.0,19,0
-328.0,3,0
-327.0,12,0
-326.0,11,0
-325.0,5,0
-324.0,60,0
-323.0,14,0
-322.0,26,0
-321.0,14,0
-320.0,8,0
-319.0,10,0
-318.0,8,0
-317.0,29,0
-316.0,19,0
-315.0,12,0
-314.0,12,0
-313.0,4,0
-312.0,6,0
-311.0,6,0
-310.0,4,0
-309.0,25,0
-308.0,11,0
-307.0,6,0
-306.0,12,0
-305.0,1,0
-304.0,9,0
-303.0,11,0
-302.0,11,0
-301.0,13,0
-300.0,13,0
-299.0,5,0
-298.0,2,0
-297.0,9,0
-296.0,48,0
-295.0,8,0
-294.0,5,0
-293.0,8,0
-292.0,4,0
-291.0,6,0
-290.0,45,0
-289.0,10,0
-288.0,8,0
-287.0,7,0
-286.0,9,0
-285.0,6,0
-284.0,14,0
-283.0,11,0
-282.0,6,0
-281.0,3,0
-280.0,8,0
-279.0,7,0
-278.0,9,0
-277.0,6,0
-276.0,6,0
-275.0,12,0
-274.0,6,0
-273.0,5,1
-272.0,9,0
-271.0,4,1
-270.0,10,0
-269.0,6,0
-268.0,21,1
-267.0,12,0
-266.0,8,0
-265.0,11,0
-264.0,35,0
-263.0,14,0
-262.0,13,0
-261.0,16,0
-260.0,11,0
-259.0,16,0
-258.0,10,1
-257.0,15,0
-256.0,7,0
-255.0,11,0
-254.0,4,0
-253.0,26,2
-252.0,8,1
-251.0,8,2
-250.0,13,1
-249.0,13,1
-248.0,15,2
-247.0,18,0
-246.0,17,0
-245.0,18,0
-244.0,10,0
-243.0,18,1
-242.0,11,0
-241.0,18,1
-240.0,9,0
-239.0,18,1
-238.0,15,0
-237.0,11,0
-236.0,21,1
-235.0,13,2
-234.0,19,4
-233.0,13,1
-232.0,6,0
-231.0,14,1
-230.0,2,2
-229.0,11,1
-228.0,15,1
-227.0,13,0
-226.0,15,2
-225.0,17,1
-224.0,17,0
-223.0,13,1
-222.0,9,0
-221.0,9,2
-220.0,17,0
-219.0,17,3
-218.0,15,3
-217.0,22,1
-216.0,11,0
-215.0,8,5
-214.0,4,2
-213.0,14,3
-212.0,7,3
-211.0,19,4
-210.0,13,3
-209.0,11,2
-208.0,2,3
-207.0,10,4
-206.0,17,3
-205.0,9,0
-204.0,16,3
-203.0,15,2
-202.0,10,2
-201.0,10,2
-200.0,15,3
-199.0,12,4
-198.0,2,4
-197.0,6,4
-196.0,3,4
-195.0,6,11
-194.0,10,0
-193.0,5,4
-192.0,8,1
-191.0,3,1
-190.0,2,3
-189.0,8,1
-188.0,1,10
-187.0,3,5
-186.0,2,2
-185.0,8,1
-184.0,4,6
-183.0,7,4
-182.0,3,4
-181.0,4,0
-180.0,3,2
-179.0,3,4
-178.0,3,4
-177.0,1,4
-176.0,3,8
-175.0,4,6
-174.0,2,4
-173.0,5,5
-172.0,1,7
-171.0,2,7
-170.0,3,14
-169.0,2,11
-168.0,0,10
-167.0,0,13
-166.0,4,14
-165.0,0,8
-164.0,0,12
-163.0,3,11
-162.0,1,18
-161.0,1,18
-160.0,0,8
-159.0,0,19
-158.0,0,32
-157.0,1,27
-156.0,1,19
-155.0,4,5
-154.0,1,24
-153.0,2,23
-152.0,5,14
-151.0,6,12
-150.0,1,37
-149.0,2,23
-148.0,3,12
-147.0,1,18
-146.0,0,42
-145.0,1,47
-144.0,7,24
-143.0,2,30
-142.0,1,33
-141.0,2,26
-140.0,1,26
-139.0,3,46
-138.0,0,44
-137.0,4,31
-136.0,5,49
-135.0,0,50
-134.0,1,17
-133.0,2,43
-132.0,1,40
-131.0,0,65
-130.0,2,46
-129.0,2,31
-128.0,1,42
-127.0,0,34
-126.0,3,36
-125.0,0,41
-124.0,1,23
-123.0,1,23
-122.0,0,25
-121.0,2,30
-120.0,1,28
-119.0,1,19
-118.0,1,15
-117.0,1,21
-116.0,1,41
-115.0,2,39
-114.0,4,42
-113.0,1,28
-112.0,0,28
-111.0,2,19
-110.0,0,26
-109.0,4,44
-108.0,2,21
-107.0,0,13
-106.0,0,16
-105.0,1,18
-104.0,1,22
-103.0,0,13
-102.0,0,16
-101.0,0,21
-100.0,2,14
-99.0,0,24
-98.0,0,24
-97.0,1,12
-96.0,1,17
-95.0,0,27
-94.0,1,10
-93.0,0,15
-92.0,1,10
-91.0,0,11
-90.0,0,18
-89.0,1,17
-88.0,0,7
-87.0,1,25
-86.0,0,19
-85.0,0,14
-84.0,1,18
-83.0,1,12
-82.0,0,14
-81.0,0,4
-80.0,0,18
-79.0,0,9
-78.0,2,9
-77.0,1,17
-76.0,0,21
-75.0,0,18
-74.0,0,22
-73.0,0,19
-72.0,0,10
-71.0,0,15
-70.0,0,19
-69.0,0,11
-68.0,1,8
-67.0,0,16
-66.0,0,5
-65.0,0,7
-64.0,0,9
-63.0,0,5
-62.0,0,21
-61.0,0,15
-60.0,0,18
-59.0,0,8
-58.0,1,15
-57.0,1,19
-56.0,0,14
-55.0,0,14
-54.0,1,14
-53.0,0,16
-52.0,2,19
-51.0,0,24
-50.0,0,16
-49.0,0,24
-48.0,0,14
-47.0,0,18
-46.0,0,9
-45.0,1,19
-44.0,0,49
-43.0,0,71
-42.0,0,13
-41.0,0,19
-40.0,2,9
-39.0,0,18
-38.0,0,17
-37.0,2,15
-36.0,0,20
-35.0,0,15
-34.0,0,13
-33.0,3,32
-32.0,0,23
-31.0,1,45
-30.0,0,10
-29.0,3,13
-28.0,1,29
-27.0,7,102
