Base index shifted,ATMi_2_3#TOP,ATMi_2_3#BOT
-353.0,65511,0
-352.0,741,0
-351.0,159,0
-350.0,65,0
-349.0,130,0
-348.0,38,0
-347.0,32,0
-346.0,14,0
-345.0,36,0
-344.0,24,0
-343.0,8,0
-342.0,7,0
-341.0,31,0
-340.0,8,0
-339.0,17,0
-338.0,18,0
-337.0,2,0
-336.0,5,0
-335.0,4,0
-334.0,22,0
-333.0,15,0
-332.0,6,0
-331.0,11,0
-330.0,6,0
-329.0,16,0
-328.0,6,0
-327.0,4,0
-326.0,6,0
-325.0,1,0
-324.0,43,0
-323.0,9,0
-322.0,18,0
-321.0,10,0
-320.0,1,0
-319.0,5,0
-318.0,5,0
-317.0,14,0
-316.0,4,0
-315.0,4,0
-314.0,3,0
-313.0,3,0
-312.0,4,0
-311.0,3,0
-310.0,2,0
-309.0,4,0
-308.0,6,0
-307.0,3,0
-306.0,2,0
-305.0,0,0
-304.0,2,0
-303.0,1,0
-302.0,7,0
-301.0,2,0
-300.0,9,0
-299.0,3,0
-298.0,0,0
-297.0,1,0
-296.0,12,0
-295.0,4,0
-294.0,3,0
-293.0,3,0
-292.0,1,0
-291.0,0,0
-290.0,5,0
-289.0,5,0
-288.0,1,0
-287.0,3,0
-286.0,4,1
-285.0,2,0
-284.0,1,0
-283.0,4,1
-282.0,4,0
-281.0,1,0
-280.0,4,0
-279.0,0,1
-278.0,3,0
-277.0,5,0
-276.0,2,0
-275.0,5,1
-274.0,3,0
-273.0,2,1
-272.0,4,0
-271.0,3,0
-270.0,2,0
-269.0,0,0
-268.0,0,0
-267.0,9,0
-266.0,9,0
-265.0,3,0
-264.0,10,0
-263.0,3,1
-262.0,3,1
-261.0,3,1
-260.0,5,0
-259.0,2,0
-258.0,8,0
-257.0,6,0
-256.0,4,1
-255.0,2,0
-254.0,1,1
-253.0,4,2
-252.0,5,5
-251.0,1,2
-250.0,3,1
-249.0,3,0
-248.0,4,0
-247.0,4,2
-246.0,8,2
-245.0,3,3
-244.0,5,0
-243.0,3,3
-242.0,10,0
-241.0,13,0
-240.0,1,2
-239.0,2,0
-238.0,8,0
-237.0,1,1
-236.0,7,0
-235.0,2,3
-234.0,7,4
-233.0,9,1
-232.0,3,2
-231.0,8,2
-230.0,3,9
-229.0,8,8
-228.0,4,2
-227.0,6,2
-226.0,4,5
-225.0,7,0
-224.0,5,3
-223.0,7,2
-222.0,2,4
-221.0,4,4
-220.0,15,2
-219.0,6,3
-218.0,5,6
-217.0,6,4
-216.0,7,5
-215.0,3,3
-214.0,7,2
-213.0,5,7
-212.0,0,3
-211.0,8,13
-210.0,5,2
-209.0,5,7
-208.0,5,5
-207.0,6,7
-206.0,8,3
-205.0,6,3
-204.0,8,6
-203.0,14,5
-202.0,11,4
-201.0,10,9
-200.0,4,6
-199.0,13,7
-198.0,2,4
-197.0,12,8
-196.0,3,6
-195.0,8,25
-194.0,6,8
-193.0,17,7
-192.0,8,1
-191.0,5,7
-190.0,7,20
-189.0,7,8
-188.0,8,22
-187.0,4,7
-186.0,6,6
-185.0,10,8
-184.0,12,12
-183.0,3,13
-182.0,21,4
-181.0,3,5
-180.0,7,6
-179.0,5,13
-178.0,9,13
-177.0,1,2
-176.0,7,12
-175.0,6,10
-174.0,11,13
-173.0,4,5
-172.0,12,3
-171.0,2,4
-170.0,4,8
-169.0,10,9
-168.0,12,6
-167.0,6,9
-166.0,2,10
-165.0,2,2
-164.0,2,1
-163.0,7,3
-162.0,2,9
-161.0,1,8
-160.0,1,7
-159.0,3,7
-158.0,1,14
-157.0,3,2
-156.0,5,6
-155.0,5,1
-154.0,3,6
-153.0,5,9
-152.0,4,0
-151.0,6,3
-150.0,1,9
-149.0,5,4
-148.0,2,4
-147.0,1,9
-146.0,1,15
-145.0,2,17
-144.0,3,9
-143.0,5,11
-142.0,6,13
-141.0,5,8
-140.0,2,7
-139.0,5,27
-138.0,3,14
-137.0,4,14
-136.0,5,22
-135.0,7,19
-134.0,4,2
-133.0,1,14
-132.0,1,15
-131.0,0,18
-130.0,6,13
-129.0,0,12
-128.0,3,22
-127.0,4,17
-126.0,3,13
-125.0,3,5
-124.0,0,10
-123.0,2,6
-122.0,0,4
-121.0,1,13
-120.0,1,11
-119.0,3,12
-118.0,2,5
-117.0,2,11
-116.0,0,14
-115.0,3,16
-114.0,2,20
-113.0,0,21
-112.0,1,13
-111.0,5,6
-110.0,1,7
-109.0,2,28
-108.0,2,6
-107.0,0,8
-106.0,1,4
-105.0,0,8
-104.0,0,5
-103.0,4,3
-102.0,3,10
-101.0,1,1
-100.0,2,4
-99.0,0,12
-98.0,0,3
-97.0,1,6
-96.0,0,4
-95.0,1,8
-94.0,2,8
-93.0,2,2
-92.0,1,5
-91.0,1,2
-90.0,1,1
-89.0,0,7
-88.0,0,6
-87.0,1,27
-86.0,0,8
-85.0,0,6
-84.0,1,8
-83.0,1,5
-82.0,1,5
-81.0,0,0
-80.0,0,5
-79.0,1,3
-78.0,0,4
-77.0,1,3
-76.0,0,7
-75.0,0,4
-74.0,0,7
-73.0,0,6
-72.0,0,6
-71.0,1,12
-70.0,0,7
-69.0,0,3
-68.0,0,11
-67.0,0,7
-66.0,1,1
-65.0,1,4
-64.0,0,4
-63.0,1,9
-62.0,0,12
-61.0,1,9
-60.0,0,14
-59.0,1,4
-58.0,0,11
-57.0,0,7
-56.0,0,11
-55.0,0,8
-54.0,4,9
-53.0,0,7
-52.0,6,11
-51.0,1,10
-50.0,0,5
-49.0,4,11
-48.0,2,8
-47.0,2,4
-46.0,0,8
-45.0,3,8
-44.0,1,18
-43.0,0,75
-42.0,4,11
-41.0,6,15
-40.0,5,6
-39.0,3,10
-38.0,4,13
-37.0,4,4
-36.0,5,19
