Base index shifted,ATMi_1_2#TOP,ATMi_1_2#BOT
-353.0,89755,0
-352.0,951,0
-351.0,267,0
-350.0,115,0
-349.0,193,0
-348.0,65,0
-347.0,48,0
-346.0,27,0
-345.0,47,0
-344.0,33,0
-343.0,10,0
-342.0,17,0
-341.0,73,0
-340.0,12,0
-339.0,8,0
-338.0,36,0
-337.0,9,0
-336.0,7,0
-335.0,7,0
-334.0,21,0
-333.0,20,0
-332.0,12,0
-331.0,15,0
-330.0,7,0
-329.0,15,0
-328.0,8,0
-327.0,7,0
-326.0,4,0
-325.0,5,0
-324.0,52,0
-323.0,10,0
-322.0,16,0
-321.0,10,0
-320.0,4,0
-319.0,3,0
-318.0,7,0
-317.0,18,0
-316.0,8,0
-315.0,5,0
-314.0,9,0
-313.0,0,0
-312.0,3,0
-311.0,3,0
-310.0,0,0
-309.0,11,0
-308.0,1,0
-307.0,2,0
-306.0,2,0
-305.0,2,0
-304.0,3,0
-303.0,0,0
-302.0,6,0
-301.0,5,0
-300.0,8,0
-299.0,3,0
-298.0,3,0
-297.0,0,0
-296.0,15,0
-295.0,2,0
-294.0,0,0
-293.0,2,0
-292.0,4,0
-291.0,3,0
-290.0,26,0
-289.0,5,0
-288.0,5,0
-287.0,0,0
-286.0,3,0
-285.0,1,0
-284.0,6,0
-283.0,7,0
-282.0,3,0
-281.0,5,0
-280.0,5,0
-279.0,3,0
-278.0,4,0
-277.0,2,0
-276.0,1,0
-275.0,4,0
-274.0,6,0
-273.0,0,0
-272.0,3,0
-271.0,2,0
-270.0,5,0
-269.0,4,0
-268.0,11,0
-267.0,14,0
-266.0,4,0
-265.0,6,0
-264.0,19,0
-263.0,8,1
-262.0,10,0
-261.0,6,0
-260.0,6,0
-259.0,10,1
-258.0,11,0
-257.0,6,1
-256.0,6,0
-255.0,5,0
-254.0,4,0
-253.0,9,0
-252.0,2,2
-251.0,7,3
-250.0,5,0
-249.0,5,0
-248.0,6,0
-247.0,11,0
-246.0,5,0
-245.0,7,0
-244.0,8,0
-243.0,9,0
-242.0,3,0
-241.0,4,0
-240.0,4,0
-239.0,6,0
-238.0,12,0
-237.0,5,1
-236.0,5,1
-235.0,3,0
-234.0,3,1
-233.0,0,4
-232.0,2,1
-231.0,8,1
-230.0,3,2
-229.0,1,3
-228.0,8,0
-227.0,0,0
-226.0,3,3
-225.0,3,0
-224.0,2,0
-223.0,5,0
-222.0,4,0
-221.0,7,0
-220.0,5,1
-219.0,2,1
-218.0,1,2
-217.0,6,1
-216.0,5,1
-215.0,5,4
-214.0,5,2
-213.0,1,2
-212.0,0,1
-211.0,3,5
-210.0,1,1
-209.0,2,0
-208.0,0,1
-207.0,2,2
-206.0,2,0
-205.0,6,1
-204.0,15,2
-203.0,4,1
-202.0,5,2
-201.0,4,5
-200.0,15,3
-199.0,15,2
-198.0,4,0
-197.0,10,1
-196.0,4,0
-195.0,8,5
-194.0,15,1
-193.0,6,0
-192.0,14,0
-191.0,8,2
-190.0,3,2
-189.0,7,0
-188.0,4,7
-187.0,4,4
-186.0,6,1
-185.0,4,2
-184.0,3,5
-183.0,3,2
-182.0,8,0
-181.0,3,0
-180.0,3,4
-179.0,4,3
-178.0,3,1
-177.0,5,1
-176.0,4,6
-175.0,3,2
-174.0,5,4
-173.0,5,4
-172.0,6,0
-171.0,2,1
-170.0,2,2
-169.0,5,1
-168.0,4,4
-167.0,3,1
-166.0,4,1
-165.0,1,0
-164.0,2,0
-163.0,3,1
-162.0,1,2
-161.0,1,3
-160.0,1,3
-159.0,4,2
-158.0,2,2
-157.0,1,3
-156.0,5,3
-155.0,4,0
-154.0,3,3
-153.0,2,4
-152.0,4,5
-151.0,4,4
-150.0,1,1
-149.0,0,2
-148.0,3,0
-147.0,1,4
-146.0,2,6
-145.0,2,3
-144.0,8,7
-143.0,1,8
-142.0,2,3
-141.0,3,1
-140.0,2,6
-139.0,1,5
-138.0,1,9
-137.0,2,4
-136.0,6,5
-135.0,2,8
-134.0,2,5
-133.0,0,8
-132.0,2,5
-131.0,1,13
-130.0,5,9
-129.0,4,4
-128.0,0,6
-127.0,1,6
-126.0,4,8
-125.0,2,5
-124.0,2,7
-123.0,3,4
-122.0,3,3
-121.0,1,7
-120.0,0,9
-119.0,3,3
-118.0,2,4
-117.0,1,4
-116.0,0,5
-115.0,5,3
-114.0,3,7
-113.0,1,10
-112.0,1,7
-111.0,4,4
-110.0,6,7
-109.0,6,20
-108.0,3,2
-107.0,3,4
-106.0,1,4
-105.0,4,2
-104.0,0,2
-103.0,6,2
-102.0,0,2
-101.0,1,1
-100.0,0,1
-99.0,1,5
-98.0,2,6
-97.0,5,3
-96.0,1,2
-95.0,0,6
-94.0,2,3
-93.0,0,4
-92.0,1,4
-91.0,0,1
-90.0,4,5
-89.0,5,3
-88.0,2,3
-87.0,5,12
-86.0,0,4
-85.0,1,2
-84.0,1,3
-83.0,1,1
-82.0,2,1
-81.0,0,3
-80.0,1,7
-79.0,2,5
-78.0,2,3
-77.0,0,9
-76.0,1,5
-75.0,0,14
-74.0,2,8
-73.0,2,3
-72.0,3,3
-71.0,1,7
-70.0,1,9
-69.0,0,8
-68.0,0,4
-67.0,2,10
-66.0,3,1
-65.0,0,4
-64.0,1,8
-63.0,0,6
-62.0,1,6
-61.0,2,6
-60.0,1,8
-59.0,0,3
-58.0,1,5
-57.0,1,13
-56.0,0,3
-55.0,1,10
-54.0,1,3
-53.0,4,8
-52.0,5,4
-51.0,1,9
-50.0,1,9
-49.0,2,16
-48.0,6,3
-47.0,4,6
-46.0,5,5
-45.0,3,2
-44.0,4,27
-43.0,7,49
-42.0,8,6
-41.0,6,17
-40.0,5,9
-39.0,4,14
-38.0,5,10
-37.0,3,8
-36.0,11,13
-35.0,24,18
-34.0,9,6
-33.0,8,12
-32.0,12,14
-31.0,21,33
-30.0,21,9
-29.0,30,9
-28.0,25,24
-27.0,30,89
-26.0,54,15
-25.0,30,26
-24.0,38,70
-23.0,30,24
-22.0,29,28
-21.0,65,37
-20.0,42,32
-19.0,109,50
-18.0,61,34
-17.0,78,91
-16.0,72,74
-15.0,99,40
-14.0,160,38
-13.0,344,123
-12.0,501,103
-11.0,521,111
-10.0,1708,90
-9.0,1689,60
-8.0,1767,133
-7.0,1847,34
-6.0,581,44
-5.0,4162,133
-4.0,2442,78
-3.0,6352,191
-2.0,5734,1819
-1.0,3803,87351
0.0,6003,26
1.0,1929,29
2.0,6397,50
3.0,2858,9
4.0,1411,24
5.0,2093,21
6.0,804,33
7.0,1373,95
8.0,700,8
9.0,879,12
10.0,468,14
11.0,282,10
12.0,190,13
13.0,96,8
14.0,128,14
15.0,90,7
16.0,83,11
17.0,30,4
18.0,145,9
19.0,116,1
20.0,145,3
21.0,74,4
22.0,85,5
23.0,51,12
24.0,41,8
25.0,35,7
26.0,41,3
27.0,15,1
28.0,34,7
29.0,19,0
30.0,14,4
31.0,25,6
32.0,30,3
33.0,18,4
34.0,17,7
35.0,32,2
36.0,38,5
37.0,28,4
38.0,20,5
39.0,9,0
40.0,9,0
41.0,2,1
42.0,5,1
43.0,7,2
44.0,13,0
45.0,7,2
46.0,3,0
47.0,5,1
48.0,5,0
49.0,4,3
50.0,7,0
51.0,3,1
52.0,8,0
53.0,0,1
54.0,5,2
55.0,1,0
56.0,5,0
57.0,5,0
58.0,7,1
59.0,1,0
60.0,5,0
61.0,7,0
62.0,6,0
63.0,6,0
64.0,3,0
65.0,8,0
66.0,3,0
67.0,10,0
68.0,2,0
69.0,2,0
70.0,2,1
71.0,5,0
72.0,4,0
73.0,1,0
74.0,3,1
75.0,2,1
76.0,3,2
77.0,13,0
78.0,5,0
79.0,5,1
80.0,5,0
81.0,4,1
82.0,3,1
83.0,2,1
84.0,7,3
85.0,6,0
86.0,3,1
87.0,24,0
88.0,6,2
89.0,3,3
90.0,2,0
91.0,2,0
92.0,5,1
93.0,2,2
94.0,10,2
95.0,3,1
96.0,5,0
97.0,1,0
98.0,2,3
99.0,8,0
100.0,3,0
101.0,9,4
102.0,10,2
103.0,13,3
104.0,13,2
105.0,10,1
106.0,8,1
107.0,4,1
108.0,4,0
109.0,2,0
110.0,2,2
111.0,1,1
112.0,5,1
113.0,2,2
114.0,0,1
115.0,1,2
116.0,1,4
117.0,3,2
118.0,4,3
119.0,4,3
120.0,8,0
121.0,2,3
122.0,4,4
123.0,7,1
124.0,6,3
125.0,3,3
126.0,2,1
127.0,4,1
128.0,4,0
129.0,1,4
130.0,6,3
131.0,5,4
132.0,5,4
133.0,3,4
134.0,12,4
135.0,5,6
136.0,1,9
137.0,1,5
