Base index,ATMi_3_2#TOP,ATMi_3_2#BOT
1,129261,0
2,1287,0
3,320,0
4,140,0
5,238,0
6,82,0
7,48,0
8,40,0
9,49,0
10,48,0
11,8,0
12,13,0
13,123,0
14,14,0
15,25,0
16,21,0
17,17,0
18,12,0
19,6,0
20,51,0
21,38,0
22,25,0
23,31,0
24,18,0
25,27,0
26,10,0
27,13,0
28,11,0
29,3,0
30,164,0
31,12,0
32,37,0
33,17,0
34,4,0
35,6,0
36,6,0
37,45,0
38,25,0
39,14,0
40,20,0
41,2,0
42,6,0
43,10,0
44,5,0
45,22,0
46,9,0
47,8,0
48,12,0
49,6,0
50,11,0
51,1,0
52,5,0
53,15,0
54,11,0
55,4,0
56,2,0
57,6,0
58,43,0
59,6,0
60,8,0
61,10,0
62,3,0
63,4,0
64,55,0
65,10,0
66,12,0
67,2,1
68,14,0
69,8,0
70,3,0
71,19,0
72,9,0
73,4,0
74,17,0
75,12,0
76,17,0
77,14,0
78,4,0
79,21,0
80,11,0
81,15,0
82,12,0
83,11,0
84,16,0
85,3,0
86,23,0
87,23,0
88,11,0
89,13,0
90,66,1
91,23,0
92,17,0
93,12,0
94,16,0
95,33,0
96,19,0
97,32,0
98,13,0
99,8,1
100,12,0
101,41,3
102,12,0
103,15,0
104,16,0
105,10,0
106,19,0
107,25,0
108,16,1
109,13,1
110,13,0
111,22,0
112,21,1
113,15,4
114,16,4
115,22,1
116,35,1
117,12,4
118,16,0
119,16,5
120,16,0
121,15,0
122,9,2
123,16,3
124,7,2
125,9,2
126,23,1
127,15,1
128,20,4
129,16,1
130,17,1
131,16,1
132,6,1
133,11,3
134,22,5
135,11,2
136,23,5
137,25,8
138,17,9
139,6,13
140,22,10
141,20,5
142,15,6
143,18,7
144,16,8
145,17,0
146,13,8
147,21,3
148,21,4
149,23,18
150,43,23
151,30,5
152,24,11
153,13,17
154,13,14
155,28,13
156,11,18
157,18,22
158,8,33
159,30,14
160,39,21
161,21,5
162,23,13
163,15,15
164,15,7
165,8,35
166,15,17
167,20,7
168,17,16
169,16,21
170,31,28
171,21,9
172,29,11
173,12,15
174,16,29
175,11,23
176,11,12
177,7,38
178,8,49
179,11,40
180,6,11
181,4,12
182,10,19
183,4,35
184,2,19
185,3,10
186,2,31
187,7,31
188,5,26
189,3,19
190,2,14
191,3,20
192,1,35
193,1,18
194,0,33
195,1,45
196,4,25
197,1,29
198,2,9
199,3,19
200,0,38
201,0,12
202,3,16
203,5,34
204,0,30
205,3,23
206,3,19
207,3,58
208,0,54
209,0,33
210,1,37
211,2,36
212,2,17
213,0,24
214,1,56
215,0,47
216,0,36
217,1,40
218,0,38
219,2,7
220,1,38
221,2,40
222,2,47
223,0,63
224,1,21
225,2,44
226,1,35
227,2,42
228,1,26
229,0,21
230,0,28
231,3,11
232,0,27
233,2,27
234,0,15
235,2,14
236,1,25
237,0,33
238,1,33
239,1,31
240,1,41
241,1,25
242,2,14
243,2,19
244,2,68
245,2,21
246,3,18
247,0,6
248,3,11
249,1,26
