Base index shifted,ATMi_0_1#TOP,ATMi_0_1#BOT
-50.0,4,0
-49.0,1,0
-46.0,1,1
-45.0,2,0
-44.0,1,0
-43.0,3,0
-42.0,1,0
-41.0,5,1
-40.0,4,2
-39.0,3,2
-38.0,3,3
-37.0,8,2
-36.0,4,0
-35.0,2,1
-34.0,10,1
-33.0,7,1
-32.0,7,0
-31.0,7,0
-30.0,25,0
-29.0,14,1
-28.0,26,1
-27.0,20,2
-26.0,23,3
-25.0,56,2
-24.0,28,11
-23.0,104,2
-22.0,80,0
-21.0,76,0
-20.0,148,0
-19.0,116,5
-18.0,286,0
-17.0,270,2
-16.0,385,2
-15.0,373,5
-14.0,462,4
-13.0,647,3
-12.0,975,7
-11.0,1191,5
-10.0,707,6
-9.0,1713,4
-8.0,1344,35
-7.0,2070,11
-6.0,1891,9
-5.0,476,14
-4.0,4453,5
-3.0,3595,24
-2.0,7613,9
-1.0,7628,8
0.0,6623,51377
1.0,7056,111
2.0,2414,75
3.0,6629,20
4.0,1659,67
5.0,1542,16
6.0,1555,18
7.0,470,68
8.0,454,18
9.0,472,40
10.0,481,26
11.0,479,28
12.0,294,41
13.0,192,40
14.0,114,30
15.0,104,43
16.0,61,49
17.0,57,15
18.0,25,37
19.0,57,49
20.0,41,13
21.0,59,13
22.0,31,4
23.0,39,26
24.0,21,3
25.0,18,0
26.0,24,23
27.0,26,8
28.0,7,6
29.0,14,2
30.0,9,9
31.0,6,10
32.0,8,7
33.0,9,7
34.0,5,8
35.0,4,7
36.0,9,4
37.0,14,3
38.0,6,0
39.0,11,5
40.0,2,5
41.0,1,4
42.0,1,30
43.0,0,15
44.0,1,5
45.0,0,1
46.0,0,2
47.0,2,3
48.0,2,10
49.0,2,3
50.0,0,7
