Base index,ATMi_0_2#TOP,ATMi_0_2#BOT
1,76478,0
2,845,0
3,228,0
4,85,0
5,169,0
6,59,0
7,30,0
8,30,0
9,29,0
10,14,0
11,13,0
12,7,0
13,52,0
14,11,0
15,3,0
16,7,0
17,5,0
18,4,0
19,9,0
20,13,0
21,15,0
22,13,0
23,12,0
24,6,0
25,7,0
26,8,0
27,6,0
28,9,0
29,4,0
30,67,0
31,9,0
32,6,0
33,8,0
34,2,0
35,6,0
36,5,0
37,26,0
38,83,0
39,7,0
40,7,0
41,2,0
42,2,0
43,0,0
44,2,0
45,16,0
46,3,0
47,2,0
48,2,0
49,2,0
50,2,0
51,6,0
52,1,0
53,4,0
54,13,0
55,2,0
56,4,0
57,2,0
58,27,0
59,6,0
60,6,0
61,4,0
62,2,0
63,7,0
64,47,0
65,9,0
66,3,0
67,2,0
68,4,0
69,1,0
70,0,0
71,12,0
72,1,0
73,6,0
74,9,1
75,5,0
76,6,0
77,2,1
78,0,0
79,6,0
80,6,0
81,4,0
82,2,0
83,4,0
84,3,0
85,0,0
86,16,0
87,15,0
88,3,0
89,4,0
90,23,0
91,9,0
92,11,0
93,13,0
94,5,0
95,11,0
96,9,0
97,6,0
98,7,0
99,5,0
100,2,0
101,21,1
102,6,0
103,5,0
104,6,0
105,3,0
106,8,0
107,13,0
108,6,0
109,9,0
110,11,1
111,6,0
112,6,0
113,5,0
114,3,0
115,13,0
116,10,0
117,5,1
118,4,0
119,4,1
120,9,0
121,8,0
122,4,1
123,7,0
124,4,0
125,11,0
126,7,1
127,4,0
128,9,0
129,8,0
130,13,1
131,12,0
132,7,0
133,11,0
134,7,0
135,12,1
136,6,0
137,8,1
138,10,0
139,5,4
140,7,2
141,12,1
142,5,2
143,14,0
144,15,1
145,4,0
146,5,0
147,8,1
148,11,1
149,4,2
150,13,1
151,18,2
152,12,2
153,6,4
154,17,1
155,15,2
156,3,1
157,13,4
158,4,2
159,18,1
160,14,6
161,18,0
162,17,1
163,5,2
164,8,1
165,4,4
166,6,0
167,23,1
168,12,4
169,12,3
170,10,10
171,9,7
172,13,2
173,2,6
174,7,5
175,13,5
176,9,1
177,0,10
178,8,6
179,4,10
180,6,4
181,4,4
182,6,4
183,6,7
184,3,6
185,13,1
186,7,7
187,4,7
188,5,4
189,4,3
190,1,3
191,6,3
192,0,8
193,0,1
194,2,2
195,1,7
196,7,3
197,3,7
198,4,3
199,8,5
200,0,12
201,1,2
202,6,7
203,0,7
204,3,6
205,7,4
206,5,6
207,4,9
208,0,7
209,0,4
210,2,6
211,3,13
212,2,4
213,0,4
214,1,12
215,3,11
216,0,12
217,1,14
218,0,7
219,1,7
220,1,12
221,0,8
222,2,7
223,1,13
224,5,8
225,2,9
226,2,4
227,0,5
228,2,10
229,1,9
230,2,10
231,2,7
232,1,6
233,0,7
234,0,1
235,1,6
236,2,11
237,2,11
238,0,8
239,2,6
240,2,10
241,4,5
242,2,4
243,2,13
244,1,18
245,0,3
246,1,3
247,0,5
248,0,4
249,0,8
250,2,8
251,2,5
252,1,5
253,0,6
254,3,7
255,1,5
256,0,2
257,1,7
258,1,14
259,0,5
260,1,2
261,0,2
262,0,3
263,1,5
264,0,8
265,1,6
266,0,12
267,0,8
268,0,4
269,0,4
270,1,1
271,1,6
272,0,2
273,0,9
274,0,3
275,0,6
276,2,3
277,0,8
278,0,7
279,0,3
280,0,6
281,0,2
282,0,7
283,2,9
284,0,6
285,0,5
286,0,4
287,0,3
288,0,3
289,1,4
290,0,2
291,0,6
292,0,4
293,0,8
294,0,2
295,0,5
296,0,8
297,0,1
298,0,9
299,2,5
300,0,12
301,1,9
302,4,3
303,0,5
304,0,10
305,1,4
306,4,3
307,1,1
308,0,5
309,3,11
310,3,28
311,3,5
312,2,9
313,2,6
314,1,4
315,2,7
316,1,4
317,1,7
318,3,10
319,7,3
320,4,11
321,3,3
322,2,16
323,5,3
324,5,6
325,11,13
326,1,33
327,12,9
328,12,8
329,7,26
330,22,7
331,5,13
332,17,10
333,34,74
334,25,49
335,59,19
336,55,63
337,70,46
338,57,32
339,57,68
340,68,37
341,106,28
342,137,45
343,71,44
344,207,43
345,184,96
346,229,13
347,210,28
348,42,54
349,587,26
350,375,93
351,962,128
352,978,77219
353,949,14
354,1043,5
355,291,24
356,1110,7
357,391,7
358,450,7
359,472,23
360,178,34
361,169,7
362,210,3
363,199,1
364,183,3
365,97,5
366,67,7
367,35,3
368,33,1
369,18,3
370,19,2
371,10,1
372,23,0
373,20,1
374,35,1
375,10,4
376,15,11
377,13,2
378,5,1
379,9,1
380,9,0
381,4,0
382,11,1
383,3,0
384,0,5
385,2,1
386,5,1
387,7,1
388,3,3
389,5,4
390,8,1
391,1,1
392,4,3
393,0,3
394,0,2
395,1,5
396,1,4
397,1,1
398,0,2
399,0,2
400,1,0
401,0,1
402,0,2
403,0,1
404,4,0
405,0,0
406,1,1
407,2,0
408,2,1
409,1,0
410,0,0
411,1,1
412,0,0
413,0,0
414,1,0
415,0,0
416,1,0
417,2,1
418,0,0
419,1,0
420,0,0
421,0,0
422,0,0
423,2,0
424,0,0
425,1,0
426,0,1
427,1,0
428,0,0
429,1,0
430,1,0
431,1,1
432,0,1
433,1,0
434,1,0
435,0,0
436,1,0
437,1,0
438,0,0
439,0,0
440,0,0
441,3,0
442,1,0
443,0,0
444,0,0
445,1,1
446,0,0
447,1,0
448,1,0
449,1,0
450,1,0
451,0,1
452,0,0
453,1,2
454,0,0
455,1,0
456,2,0
457,0,0
458,1,1
459,1,0
460,0,0
461,1,0
462,1,0
463,0,0
464,1,0
465,0,0
466,1,0
467,0,0
468,0,0
469,0,0
470,1,0
471,0,1
472,0,3
473,1,0
474,2,0
475,0,0
476,2,0
477,0,0
478,0,0
479,0,0
480,0,0
481,0,0
482,0,0
483,0,0
484,0,0
485,0,1
486,0,0
487,0,1
488,1,2
489,0,2
490,0,0
491,1,0
492,0,0
493,0,0
494,1,0
495,2,2
496,1,0
497,1,3
498,0,0
499,0,0
500,0,0
501,2,1
502,1,2
503,0,0
504,0,0
505,0,1
506,0,4
507,0,0
508,0,3
509,0,0
510,0,1
511,1,2
512,0,0
513,0,2
514,0,0
515,0,1
516,0,1
517,1,0
518,0,0
519,0,1
520,2,1
521,0,1
522,0,0
523,1,0
524,0,1
525,1,0
526,0,1
527,0,1
528,0,2
529,0,1
530,0,0
531,0,0
532,0,1
533,3,0
534,0,1
535,0,1
536,0,0
537,0,0
538,0,1
539,0,0
540,1,2
541,0,0
542,1,1
543,0,5
544,0,0
545,0,0
546,1,0
547,2,0
548,0,1
549,0,4
550,0,1
551,1,0
552,0,1
553,0,1
554,0,0
555,0,1
556,0,1
557,0,3
558,0,2
559,0,0
560,0,0
561,0,0
562,0,0
563,0,0
564,0,1
565,0,1
566,0,1
567,0,1
568,0,0
569,0,1
570,1,0
571,0,1
572,1,0
573,0,0
574,0,0
575,1,1
576,0,0
577,1,0
578,0,0
579,0,0
580,0,2
581,0,0
582,1,0
583,0,1
584,0,0
585,0,1
586,1,1
587,2,0
588,0,0
589,0,0
590,0,0
591,0,0
592,0,1
593,0,0
594,0,0
595,0,0
596,0,1
597,0,0
598,0,0
599,0,0
600,0,0
601,0,2
602,0,0
603,0,0
604,0,0
605,0,0
606,0,1
607,0,0
608,0,0
609,0,0
610,1,0
611,0,2
612,0,0
613,0,0
614,0,0
615,0,0
616,0,0
617,0,0
618,0,1
619,0,1
620,0,0
621,0,0
622,0,2
623,0,0
624,0,1
625,0,0
626,0,0
627,0,0
628,0,0
629,0,0
630,0,0
631,0,0
632,0,0
633,0,1
634,0,0
635,0,0
636,0,0
637,0,0
638,0,1
639,0,0
640,0,1
641,0,0
642,0,1
643,0,0
644,0,0
645,0,0
646,0,2
647,0,0
648,0,0
649,0,1
650,0,0
651,0,0
652,0,0
653,0,0
654,0,0
655,0,0
656,0,0
657,0,0
658,0,0
659,0,3
660,0,1
661,0,0
662,0,0
663,0,0
664,0,1
665,0,0
666,0,0
667,0,1
668,0,0
669,0,0
670,0,2
671,0,1
672,0,0
673,0,0
674,0,3
675,0,1
676,0,0
677,0,0
678,0,0
679,0,0
680,0,1
681,0,2
682,0,2
683,0,0
684,0,3
685,0,2
686,0,0
687,0,0
688,0,2
689,0,9
690,0,3
691,0,0
692,0,1
693,0,0
694,0,2
695,0,1
696,0,4
697,0,3
698,0,6
699,0,12
700,0,12
701,0,12
702,0,35
703,0,169
704,0,10540
