Fractional Basecounts,ATMi_0_2
1,0.844640786349329
2,0.8539731625158761
3,0.8564912474460213
4,0.857430007178751
5,0.8592964824120602
6,0.8599480921088961
7,0.8602794190733889
8,0.8606107460378817
9,0.8609310287702248
10,0.8610856480203214
11,0.8612292230382682
12,0.8613065326633166
13,0.8618808327351041
14,0.8620023192887515
15,0.8620354519852007
16,0.8621127616102491
17,0.8621679827709978
18,0.8622121596995969
19,0.8623115577889447
20,0.8624551328068916
21,0.862620796289138
22,0.8627643713070848
23,0.862896902092882
24,0.8629631674857805
25,0.8630404771108289
26,0.863128830968027
27,0.8631950963609255
28,0.8632944944502734
29,0.8633386713788724
30,0.8640786349329063
31,0.8641780330222542
32,0.8642442984151527
33,0.8643326522723508
34,0.8643547407366503
35,0.8644210061295489
36,0.8644762272902976
37,0.8647633773261914
38,0.8656800485946214
39,0.8657573582196698
40,0.8658346678447181
41,0.8658567563090176
42,0.8658788447733171
43,0.8658788447733171
44,0.8659009332376166
45,0.8660776409520128
46,0.8661107736484621
47,0.8661328621127616
48,0.8661549505770612
49,0.8661770390413607
50,0.8661991275056602
51,0.8662653928985588
52,0.8662764371307085
53,0.8663206140593075
54,0.8664641890772544
55,0.8664862775415539
56,0.866530454470153
57,0.8665525429344525
58,0.866850737202496
59,0.8669170025953945
60,0.8669832679882931
61,0.8670274449168921
62,0.8670495333811916
63,0.86712684300624
64,0.8676459219172787
65,0.8677453200066265
66,0.8677784527030759
67,0.8678005411673754
68,0.8678447180959744
69,0.8678557623281241
70,0.8678557623281241
71,0.8679882931139212
72,0.867999337346071
73,0.8680656027389696
74,0.8681650008283174
75,0.8682091777569164
76,0.868275443149815
77,0.8682975316141145
78,0.8682864873819648
79,0.8683527527748633
80,0.8684190181677619
81,0.8684631950963609
82,0.8684852835606605
83,0.8685294604892595
84,0.8685625931857087
85,0.8685625931857087
86,0.8687393009001049
87,0.8689049643823513
88,0.8689380970788005
89,0.8689822740073997
90,0.8692362913468441
91,0.869335689436192
92,0.8694571759898393
93,0.8696007510077862
94,0.869655972168535
95,0.8697774587221824
96,0.8698768568115302
97,0.8699431222044287
98,0.8700204318294771
99,0.8700756529902258
100,0.8700977414545253
101,0.8703296703296703
102,0.8703848914904191
103,0.8704401126511679
104,0.8705063780440665
105,0.8705395107405157
106,0.8706278645977138
107,0.8707714396156607
108,0.8708377050085593
109,0.8709371030979072
110,0.8710585896515545
111,0.8711138108123033
112,0.8711800762052019
113,0.8712352973659506
114,0.8712684300624
115,0.8714120050803468
116,0.8715224474018444
117,0.8715776685625932
118,0.8716108012590424
119,0.8716549781876415
120,0.8717433320448396
121,0.8718316859020376
122,0.8718758628306367
123,0.8719421282235352
124,0.8719863051521343
125,0.8721077917057817
126,0.8721851013308299
127,0.8722182340272793
128,0.872317632116627
129,0.8724059859738251
130,0.872549560991772
131,0.8726710475454194
132,0.8727483571704677
133,0.8728698437241151
134,0.8729471533491634
135,0.8730796841349605
136,0.8731349052957094
137,0.8732232591529074
138,0.8733226572422552
139,0.8733778784030041
140,0.8734110110994533
141,0.8735214534209509
142,0.8735656303495499
143,0.873698161135347
144,0.8738638246175935
145,0.8738969573140427
146,0.8739521784747916
147,0.8740405323319896
148,0.8741509746534872
149,0.8741841073499365
150,0.8743055939035839
151,0.8744933458501297
152,0.8746037881716273
153,0.8746479651002264
154,0.8747915401181733
155,0.8749461593682699
156,0.8749572036004197
157,0.8750897343862168
158,0.8750897343862168
159,0.875266442100613
160,0.8754100171185598
161,0.8755425479043569
162,0.8757302998509029
163,0.8757744767795019
164,0.8758407421724005
165,0.8758738748688497
166,0.8758959633331492
167,0.8761499806725938
168,0.876271467226241
169,0.8763598210834391
170,0.8764371307084875
171,0.8764260864763377
172,0.8764923518692362
173,0.8764923518692362
174,0.8765033961013861
175,0.8765917499585841
176,0.8766359268871832
177,0.8766248826550334
178,0.8766027941907338
179,0.8765807057264343
180,0.8765365287978353
181,0.8765365287978353
182,0.8765586172621348
183,0.8765807057264343
184,0.8765365287978353
185,0.8766138384228837
186,0.8766801038157822
187,0.8766469711193329
188,0.8766248826550334
189,0.8766248826550334
190,0.8766027941907338
191,0.8766359268871832
192,0.8766027941907338
193,0.8765144403335358
194,0.8765254845656856
195,0.8765144403335358
196,0.8765144403335358
197,0.8765144403335358
198,0.8764813076370865
199,0.8765365287978353
200,0.8764813076370865
201,0.8763598210834391
202,0.8764039980120382
203,0.8763266883869899
204,0.8762825114583909
205,0.8762935556905406
206,0.8763045999226904
207,0.8762825114583909
208,0.876183113369043
209,0.8761058037439947
210,0.8760837152796952
211,0.8760505825832459
212,0.8759290960295986
213,0.8758849191009995
214,0.8758517864045502
215,0.8757523883152024
216,0.875630901761555
217,0.8755094152079077
218,0.8753547959578111
219,0.8752885305649125
220,0.875222265172014
221,0.8750897343862168
222,0.8750234689933183
223,0.8749572036004197
224,0.8748688497432217
225,0.8748025843503231
226,0.8747252747252747
227,0.8746810977966757
228,0.8746479651002264
229,0.8745485670108786
230,0.8744712573858302
231,0.8743829035286321
232,0.8743166381357336
233,0.874250372742835
234,0.8741730631177868
235,0.8741730631177868
236,0.8741288861891877
237,0.8740294880998398
238,0.8739080015461925
239,0.873841736153294
240,0.8737975592246949
241,0.8737312938317964
242,0.873698161135347
243,0.8736760726710475
244,0.8735435418852504
245,0.8733447457065547
246,0.8733226572422552
247,0.873289524545806
248,0.8732343033850571
249,0.8731901264564581
250,0.8731238610635595
251,0.873057595670661
252,0.873013418742062
253,0.8729581975813132
254,0.8729250648848639
255,0.8728587994919653
256,0.8728035783312165
257,0.8727925340990668
258,0.8727262687061682
259,0.8725716494560716
260,0.8725274725274725
261,0.872505384063173
262,0.8724832955988735
263,0.872461207134574
264,0.8724059859738251
265,0.8723286763487769
266,0.8722624109558783
267,0.8721298801700812
268,0.8720415263128831
269,0.8719973493842841
270,0.8719642166878347
271,0.8719642166878347
272,0.8718979512949362
273,0.8718758628306367
274,0.8717764647412889
275,0.8717433320448396
276,0.8716991551162405
277,0.8716660224197913
278,0.8715776685625932
279,0.8715003589375449
280,0.8714672262410956
281,0.8714009608481971
282,0.8713788723838976
283,0.8713236512231487
284,0.8712242531338009
285,0.8711579877409024
286,0.8711027665801535
287,0.8710585896515545
288,0.8710254569551052
289,0.8710033684908057
290,0.8709591915622067
291,0.8709371030979072
292,0.8708708377050085
293,0.8708266607764095
294,0.8707383069192114
295,0.8707162184549119
296,0.8706609972941631
297,0.870572643436965
298,0.8705615992048152
299,0.870484289579767
300,0.8704290684190181
301,0.8703075818653708
302,0.870252360704622
303,0.8702192280081728
304,0.8701640068474239
305,0.8700646087580761
306,0.8700646087580761
307,0.8700425202937766
308,0.8700314760616268
309,0.8700093875973273
310,0.8699210337401292
311,0.8696449279363853
312,0.8696117952399359
313,0.8695344856148877
314,0.8694792644541388
315,0.8694571759898393
316,0.8693909105969407
317,0.8693577779004915
318,0.8693136009718925
319,0.8692804682754431
320,0.869291512507593
321,0.8692031586503949
322,0.8691921144182451
323,0.8690706278645978
324,0.8690927163288973
325,0.869147937489646
326,0.8690154067038489
327,0.8687834778287039
328,0.8688166105251532
329,0.8688055662930034
330,0.8687613893644044
331,0.8687393009001049
332,0.8687834778287039
333,0.8690485394002982
334,0.86850737202496
335,0.8686178143464576
336,0.8690154067038489
337,0.8690927163288973
338,0.8692142028825446
339,0.8694903086862886
340,0.8694903086862886
341,0.870252360704622
342,0.8714561820089458
343,0.8717433320448396
344,0.8735435418852504
345,0.8751007786183665
346,0.8765696614942846
347,0.8787453752277873
348,0.8788999944778839
349,0.8847865702137059
350,0.8886410072339721
351,0.8982384449721134
352,0.9076260422994091
353,0.06528245623723011
354,0.07664697111933293
355,0.07980562151416423
356,0.09179965762880336
357,0.09604064277431111
358,0.10093323761665471
359,0.106068805566293
360,0.10778066154950577
361,0.10927163288972334
362,0.11151361201612459
363,0.1136782815174775
364,0.11568833176873378
365,0.1167264895908112
366,0.11741123198409631
367,0.11772047048428957
368,0.11805179744878237
369,0.11823954939532828
370,0.11841625710972445
371,0.11850461096692252
372,0.11874758407421725
373,0.11896846871721244
374,0.11934397261030427
375,0.11944337069965211
376,0.11956485725329946
377,0.11958694571759898
378,0.11962007841404826
379,0.11970843227124635
380,0.11979678612844442
381,0.11984096305704346
382,0.11996244961069082
383,0.11998453807499034
