Base index shifted,ATMi2_1#TOP,ATMi2_1#BOT
-352.0,153520,0
-351.0,1680,0
-350.0,414,0
-349.0,168,0
-348.0,300,0
-347.0,98,0
-346.0,83,0
-345.0,47,0
-344.0,58,0
-343.0,63,0
-342.0,16,0
-341.0,17,0
-340.0,96,0
-339.0,29,0
-338.0,16,0
-337.0,32,0
-336.0,11,0
-335.0,23,0
-334.0,10,0
-333.0,47,0
-332.0,28,0
-331.0,24,0
-330.0,26,0
-329.0,18,0
-328.0,42,0
-327.0,15,0
-326.0,7,0
-325.0,9,0
-324.0,7,0
-323.0,110,0
-322.0,15,0
-321.0,25,0
-320.0,20,0
-319.0,1,0
-318.0,10,0
-317.0,2,0
-316.0,23,0
-315.0,17,0
-314.0,12,0
-313.0,12,0
-312.0,3,0
-311.0,12,0
-310.0,2,0
-309.0,6,0
-308.0,11,0
-307.0,17,0
-306.0,2,0
-305.0,6,0
-304.0,1,0
-303.0,10,0
-302.0,6,0
-301.0,10,0
-300.0,14,0
-299.0,4,0
-298.0,3,0
-297.0,5,0
-296.0,6,0
-295.0,40,0
-294.0,4,0
-293.0,10,0
-292.0,9,0
-291.0,12,0
-290.0,8,0
-289.0,50,0
-288.0,19,0
-287.0,18,0
-286.0,7,0
-285.0,9,0
-284.0,13,0
-283.0,6,0
-282.0,24,0
-281.0,11,0
-280.0,10,0
-279.0,16,0
-278.0,11,0
-277.0,21,0
-276.0,10,0
-275.0,6,0
-274.0,24,0
-273.0,19,0
-272.0,6,0
-271.0,13,0
-270.0,7,0
-269.0,19,0
-268.0,8,0
-267.0,23,0
-266.0,28,0
-265.0,9,0
-264.0,11,0
-263.0,49,0
-262.0,27,0
-261.0,28,1
-260.0,22,0
-259.0,21,0
-258.0,19,0
-257.0,24,1
-256.0,19,0
-255.0,21,0
-254.0,18,0
-253.0,19,0
-252.0,32,0
-251.0,18,1
-250.0,10,0
-249.0,16,1
-248.0,17,0
-247.0,23,1
-246.0,27,1
-245.0,26,3
-244.0,25,1
-243.0,33,0
-242.0,36,0
-241.0,23,0
-240.0,26,0
-239.0,29,0
-238.0,38,2
-237.0,37,0
-236.0,22,1
-235.0,25,1
-234.0,19,1
-233.0,26,1
-232.0,29,0
-231.0,10,0
-230.0,28,3
-229.0,8,1
-228.0,19,3
-227.0,29,0
-226.0,19,2
-225.0,26,5
-224.0,38,0
-223.0,29,1
-222.0,38,0
-221.0,19,0
-220.0,31,4
-219.0,44,1
-218.0,26,3
-217.0,16,0
-216.0,29,5
-215.0,26,2
-214.0,22,4
-213.0,23,7
-212.0,41,7
-211.0,13,7
-210.0,47,5
-209.0,27,2
-208.0,25,2
-207.0,13,1
-206.0,33,6
-205.0,37,3
-204.0,37,8
-203.0,32,4
-202.0,33,5
-201.0,31,13
-200.0,18,11
-199.0,28,13
-198.0,31,6
-197.0,18,5
-196.0,32,6
-195.0,9,3
-194.0,32,12
-193.0,44,6
-192.0,24,5
-191.0,32,3
-190.0,17,6
-189.0,28,9
-188.0,18,6
-187.0,18,9
-186.0,25,4
-185.0,21,8
-184.0,27,8
-183.0,23,12
-182.0,16,24
-181.0,10,3
-180.0,9,6
-179.0,14,22
-178.0,5,31
-177.0,5,22
-176.0,1,15
-175.0,13,38
-174.0,3,66
-173.0,6,59
-172.0,3,11
-171.0,1,21
-170.0,4,19
-169.0,1,55
-168.0,4,60
-167.0,2,22
-166.0,2,40
-165.0,1,41
-164.0,0,39
-163.0,0,24
-162.0,2,34
-161.0,1,35
-160.0,0,55
-159.0,2,19
-158.0,1,49
-157.0,3,51
-156.0,2,47
-155.0,1,49
-154.0,4,13
-153.0,3,30
-152.0,0,60
-151.0,4,20
-150.0,1,30
-149.0,0,41
-148.0,2,57
-147.0,1,19
-146.0,1,32
-145.0,0,93
-144.0,0,70
-143.0,1,50
-142.0,2,65
-141.0,2,68
-140.0,1,37
-139.0,0,44
-138.0,5,74
-137.0,1,75
-136.0,0,76
-135.0,3,89
-134.0,5,66
-133.0,0,18
-132.0,1,52
-131.0,2,59
-130.0,0,82
-129.0,3,79
-128.0,0,47
-127.0,1,70
-126.0,0,54
-125.0,0,47
-124.0,0,31
-123.0,2,38
-122.0,0,30
-121.0,2,20
-120.0,2,30
-119.0,1,41
-118.0,1,27
-117.0,4,13
-116.0,0,45
-115.0,2,35
-114.0,3,45
-113.0,3,54
-112.0,2,60
-111.0,3,35
-110.0,4,31
-109.0,1,38
-108.0,3,89
-107.0,2,25
-106.0,2,15
-105.0,3,16
-104.0,3,24
-103.0,1,23
-102.0,3,14
-101.0,0,15
-100.0,1,17
-99.0,1,18
-98.0,2,33
-97.0,0,25
-96.0,2,24
-95.0,0,14
-94.0,0,25
-93.0,0,22
-92.0,0,15
-91.0,0,14
-90.0,0,10
-89.0,1,17
-88.0,0,19
-87.0,0,22
-86.0,1,47
-85.0,0,22
-84.0,0,17
-83.0,0,21
-82.0,0,10
-81.0,0,12
-80.0,0,8
-79.0,0,20
-78.0,0,15
-77.0,2,18
-76.0,0,24
-75.0,0,19
-74.0,1,12
-73.0,1,17
-72.0,0,10
-71.0,0,10
-70.0,0,23
-69.0,0,17
-68.0,0,7
-67.0,0,12
-66.0,0,11
-65.0,0,13
-64.0,0,12
-63.0,1,6
-62.0,0,12
-61.0,0,13
-60.0,0,14
-59.0,0,14
-58.0,0,5
-57.0,0,17
-56.0,1,11
-55.0,0,9
-54.0,1,19
-53.0,0,3
-52.0,2,10
-51.0,3,10
-50.0,3,20
-49.0,1,13
-48.0,0,25
-47.0,0,20
-46.0,1,11
-45.0,0,12
-44.0,1,16
-43.0,2,41
-42.0,0,98
-41.0,1,11
-40.0,2,15
-39.0,2,13
-38.0,0,17
-37.0,1,16
-36.0,0,11
-35.0,0,18
-34.0,2,21
-33.0,3,15
-32.0,1,23
-31.0,2,14
-30.0,9,58
-29.0,3,24
-28.0,10,19
-27.0,6,31
-26.0,7,86
-25.0,3,20
-24.0,4,28
-23.0,5,64
-22.0,8,34
-21.0,7,43
-20.0,15,43
-19.0,5,45
-18.0,13,60
-17.0,9,33
-16.0,16,78
-15.0,11,87
-14.0,14,39
-13.0,38,61
-12.0,77,58
-11.0,92,70
-10.0,112,126
-9.0,298,94
-8.0,323,66
-7.0,439,199
-6.0,591,44
-5.0,222,95
-4.0,1258,169
-3.0,812,172
-2.0,959,175
-1.0,1199,2365
0.0,1443,149832
1.0,778,102
2.0,351,57
3.0,1593,53
4.0,863,33
5.0,630,45
6.0,736,49
7.0,346,42
8.0,512,68
9.0,282,7
10.0,211,18
11.0,94,15
12.0,93,11
13.0,68,9
14.0,36,14
15.0,37,4
16.0,36,6
17.0,24,6
18.0,12,11
19.0,59,11
20.0,26,1
21.0,36,9
22.0,17,2
23.0,26,10
24.0,13,31
25.0,19,4
26.0,16,7
27.0,17,8
28.0,8,3
29.0,13,7
30.0,4,1
31.0,4,4
32.0,5,4
33.0,7,2
34.0,7,6
35.0,3,5
36.0,9,3
37.0,19,3
38.0,9,8
39.0,5,2
40.0,3,4
41.0,2,2
42.0,1,3
43.0,1,1
44.0,2,2
45.0,0,2
46.0,1,5
47.0,0,3
48.0,0,1
49.0,1,4
50.0,1,2
51.0,2,1
52.0,0,3
53.0,0,0
54.0,1,2
55.0,0,1
56.0,1,2
57.0,1,0
58.0,0,2
59.0,0,1
60.0,0,0
61.0,2,2
62.0,2,0
63.0,0,0
64.0,0,0
65.0,0,0
66.0,0,1
67.0,1,0
68.0,0,1
69.0,0,1
70.0,0,1
71.0,0,0
72.0,1,0
73.0,1,0
74.0,0,1
75.0,0,0
76.0,0,0
77.0,0,0
78.0,2,0
79.0,0,0
80.0,1,1
81.0,1,0
82.0,1,0
83.0,1,1
84.0,1,0
85.0,3,1
86.0,1,0
87.0,1,0
88.0,1,0
89.0,5,0
90.0,1,1
91.0,1,3
92.0,5,0
93.0,4,1
94.0,3,2
95.0,0,1
96.0,0,0
97.0,0,1
98.0,1,0
99.0,1,3
100.0,1,0
101.0,0,1
102.0,3,0
103.0,3,2
104.0,2,2
105.0,2,0
106.0,3,3
107.0,5,2
108.0,2,0
109.0,2,2
110.0,1,1
111.0,3,0
112.0,1,8
113.0,2,2
114.0,2,0
115.0,1,3
116.0,7,1
117.0,0,1
118.0,2,5
119.0,2,5
120.0,1,5
121.0,4,0
122.0,4,6
123.0,3,2
124.0,2,3
125.0,7,0
126.0,2,1
127.0,2,0
128.0,9,3
129.0,8,3
130.0,2,1
131.0,4,2
132.0,6,0
133.0,4,2
134.0,4,2
135.0,4,5
136.0,4,2
137.0,5,3
138.0,1,2
139.0,7,2
140.0,4,1
141.0,4,0
142.0,3,1
143.0,3,2
144.0,3,2
145.0,1,3
146.0,7,4
147.0,0,2
148.0,8,3
149.0,7,0
150.0,4,8
151.0,5,2
152.0,1,1
153.0,2,4
154.0,4,3
155.0,5,3
156.0,4,3
157.0,8,2
158.0,2,2
159.0,4,4
160.0,6,5
161.0,6,2
162.0,4,1
163.0,6,0
164.0,2,4
165.0,2,1
166.0,6,0
167.0,10,0
168.0,6,3
169.0,4,2
170.0,3,2
171.0,3,3
172.0,4,3
173.0,7,1
174.0,7,2
175.0,4,2
176.0,13,4
177.0,5,1
178.0,6,1
179.0,13,3
180.0,9,1
181.0,4,1
182.0,6,3
183.0,7,3
184.0,9,1
185.0,8,0
186.0,10,1
187.0,10,2
188.0,3,3
189.0,9,1
190.0,5,1
191.0,6,1
192.0,8,1
193.0,5,3
194.0,9,3
195.0,1,3
196.0,4,1
197.0,6,3
198.0,9,1
199.0,5,2
200.0,13,2
201.0,8,2
202.0,6,2
203.0,7,4
204.0,3,5
205.0,8,0
206.0,3,5
207.0,7,3
208.0,4,2
209.0,3,0
210.0,2,0
211.0,1,2
212.0,8,2
213.0,1,1
214.0,2,2
215.0,6,2
216.0,3,2
217.0,4,3
218.0,3,0
219.0,4,0
220.0,8,0
221.0,3,0
222.0,5,3
223.0,7,2
224.0,2,0
225.0,4,2
226.0,6,2
227.0,8,0
228.0,5,2
229.0,4,0
230.0,3,0
231.0,0,0
232.0,0,0
233.0,5,2
234.0,3,1
235.0,1,2
236.0,2,0
237.0,0,1
238.0,0,0
239.0,2,1
240.0,2,1
241.0,0,1
242.0,0,0
243.0,5,0
244.0,2,1
245.0,0,0
246.0,1,1
247.0,0,1
248.0,2,0
249.0,1,0
250.0,0,0
251.0,0,1
252.0,0,0
253.0,0,1
254.0,0,0
255.0,1,2
256.0,0,1
257.0,0,0
258.0,0,0
259.0,1,1
260.0,0,1
261.0,0,0
262.0,0,1
263.0,0,0
264.0,1,1
265.0,0,0
266.0,0,0
267.0,0,1
268.0,0,0
269.0,0,0
270.0,0,0
271.0,0,1
272.0,0,1
273.0,0,1
274.0,0,0
275.0,1,0
276.0,0,0
277.0,1,0
278.0,1,0
279.0,0,0
280.0,0,0
281.0,0,0
282.0,0,1
283.0,1,1
284.0,0,1
285.0,0,1
286.0,1,0
287.0,0,0
288.0,0,0
289.0,0,0
290.0,0,0
291.0,0,0
292.0,0,0
293.0,0,1
294.0,0,0
295.0,0,0
296.0,0,0
297.0,0,1
298.0,0,0
299.0,0,0
300.0,0,0
301.0,0,0
302.0,0,0
303.0,0,0
304.0,0,0
305.0,0,0
306.0,0,0
307.0,0,0
308.0,0,0
309.0,0,1
310.0,0,0
311.0,0,1
312.0,0,0
313.0,0,0
314.0,0,2
315.0,0,0
316.0,0,2
317.0,0,0
318.0,0,2
