Base index shifted,ATMi_1_3#TOP,ATMi_1_3#BOT
-50.0,14,3
-49.0,4,9
-48.0,11,2
-47.0,9,6
-46.0,6,9
-45.0,10,4
-44.0,19,7
-43.0,7,5
-42.0,6,2
-41.0,28,6
-40.0,19,3
-39.0,18,5
-38.0,9,9
-37.0,28,11
-36.0,10,9
-35.0,12,6
-34.0,36,6
-33.0,22,6
-32.0,41,8
-31.0,24,8
-30.0,48,8
-29.0,25,3
-28.0,59,10
-27.0,45,7
-26.0,39,4
-25.0,73,4
-24.0,19,19
-23.0,83,3
-22.0,39,4
-21.0,60,4
-20.0,93,1
-19.0,56,3
-18.0,139,11
-17.0,98,8
-16.0,166,3
-15.0,103,8
-14.0,141,8
-13.0,323,8
-12.0,689,6
-11.0,835,5
-10.0,890,9
-9.0,3413,5
-8.0,2767,78
-7.0,3760,34
-6.0,4174,13
-5.0,1107,20
-4.0,7890,8
-3.0,3466,33
-2.0,9992,14
-1.0,8632,11
0.0,5970,64860
1.0,9037,1689
2.0,2446,170
3.0,10783,53
4.0,4988,93
5.0,3849,42
6.0,5086,19
7.0,1722,109
8.0,2457,45
9.0,1270,60
10.0,1218,73
11.0,626,66
12.0,436,73
13.0,313,26
14.0,221,28
15.0,265,51
16.0,183,60
17.0,167,16
18.0,63,16
19.0,273,23
20.0,169,19
21.0,227,17
22.0,105,13
23.0,122,42
24.0,86,8
25.0,73,5
26.0,79,48
27.0,81,8
28.0,36,7
29.0,65,10
30.0,31,24
31.0,15,9
32.0,28,6
33.0,38,1
34.0,35,10
35.0,33,5
36.0,53,6
37.0,68,7
38.0,36,4
39.0,30,7
40.0,10,9
41.0,13,4
42.0,9,35
43.0,4,24
44.0,5,6
45.0,8,2
46.0,6,5
47.0,9,1
48.0,6,11
49.0,1,5
50.0,7,9
