Base index shifted,ATMi3#TOP#AVERAGE,ATMi3#TOP#STD,ATMi3#BOT#AVERAGE,ATMi3#BOT#STD
-50.0,6.11354136012488e-05,1.3069140170181104e-05,1.0414900045331212e-05,2.3509810468364824e-06
-49.0,6.11354136012488e-05,1.3069140170181104e-05,6.038647342995169e-06,8.539936970852023e-06
-48.0,0.00010423246315890234,7.276120961910688e-05,1.0414900045331212e-05,2.3509810468364824e-06
-47.0,8.79708640498267e-06,1.2440958903294466e-05,1.645354738832638e-05,1.0890918017688505e-05
-46.0,3.4744154386300786e-05,2.4253736539702295e-05,2.249219473132155e-05,1.943085498854053e-05
-45.0,5.705754207253856e-05,2.4856428921319005e-05,6.943266696887475e-06,6.238611244449538e-06
-44.0,6.878699061251545e-05,1.6156766528979554e-05,1.5156368962559512e-05,9.926475293717738e-06
-43.0,6.06912223676189e-05,6.0948431982699056e-05,0.0,0.0
-42.0,2.639125921494801e-05,3.73228767098834e-05,9.605795336831137e-06,3.495227898977219e-06
-41.0,0.0002497050605148975,0.00019021099605894914,8.781962220444737e-06,7.683917704112339e-06
-40.0,7.564916053167661e-05,6.622616495114081e-05,7.673699126671986e-06,7.195209967666073e-06
-39.0,0.00013270670260421516,4.2124257076478986e-05,8.213102265672038e-06,8.802228018967892e-06
-38.0,4.691779415990757e-05,8.126400326401827e-05,1.9883109471901487e-05,2.848431746893511e-05
-37.0,0.00014502840612236526,0.00013439830541977046,9.321365359444787e-06,2.520121082210605e-06
-36.0,6.391971199169971e-05,5.591819725099275e-05,9.321365359444787e-06,2.520121082210605e-06
-35.0,0.0001385714268742036,4.825730617924439e-05,1.16994640220021e-05,2.7773854200981448e-06
-34.0,0.00022793404080106763,0.00012716242474208704,5.2956004641146744e-06,4.656950572635023e-06
-33.0,0.00027004453115268335,5.843570691515251e-05,4.376252702336044e-06,6.188955924015541e-06
-32.0,0.00019791998773417417,0.00017543858474917482,9.321365359444787e-06,2.520121082210605e-06
-31.0,0.000247819232398465,7.293626895258276e-05,1.6264632056332263e-05,8.577674586400355e-06
-30.0,0.0003951277708651274,9.910950561286085e-05,7.673699126671986e-06,7.195209967666073e-06
