Fractional Basecounts,ATMi4_1
1,0.6180152616476424
2,0.6250305504512415
3,0.6268228435907416
4,0.6274383786083477
5,0.6286332407013479
6,0.628986268137916
7,0.6293302435889312
8,0.6294841273433328
9,0.6297375829388177
10,0.62986431073656
11,0.6299457786065373
12,0.6300453504476207
13,0.6308057172340753
14,0.6308781331184995
15,0.6309686529740298
16,0.6311406406995375
17,0.6311949526128556
18,0.631276420482833
19,0.631312628425045
20,0.6314212522516814
21,0.6315389280638708
22,0.6316294479194011
23,0.6318195396160148
24,0.6318285916015678
25,0.6319100594715451
26,0.6319915273415223
27,0.6320186832981814
28,0.6320367872692875
29,0.6320820471970526
30,0.6323717107347496
31,0.6324441266191739
32,0.6325708544169164
33,0.6326523222868936
34,0.6326885302291058
35,0.6327518941279769
36,0.6327971540557421
37,0.6329781937668028
38,0.6330415576656739
39,0.6331501814923104
40,0.6332316493622876
41,0.6332769092900528
42,0.6333131172322649
43,0.6333221692178179
44,0.6333493251744771
45,0.6333945851022422
46,0.6334670009866664
47,0.6334670009866664
48,0.6335032089288786
49,0.6335213128999846
50,0.6335303648855376
51,0.6335665728277498
52,0.6335937287844089
53,0.6336208847410679
54,0.6337114045965982
55,0.6337295085677044
56,0.6337566645243634
57,0.6337747684954694
58,0.6339739121776362
59,0.6340101201198483
60,0.6340553800476134
61,0.6340915879898256
62,0.6341006399753786
63,0.6341187439464847
64,0.6342364197586741
65,0.6342635757153332
66,0.6342907316719922
67,0.6342997836575452
68,0.6343631475564165
69,0.6344265114552877
70,0.6344627193974999
71,0.6345713432241362
72,0.6346075511663484
73,0.6346437591085604
74,0.6346890190363256
75,0.6347071230074317
76,0.6347523829351969
77,0.6347795388918559
78,0.634797642862962
79,0.6348338508051741
80,0.6348791107329392
81,0.6348972147040454
82,0.6349424746318105
83,0.6349877345595757
84,0.6350148905162347
85,0.6350329944873409
86,0.6350692024295529
87,0.6351959302272954
88,0.6352230861839544
89,0.6352864500828257
90,0.6354312818516742
91,0.6355127497216514
92,0.6356032695771817
93,0.6356485295049469
94,0.635684737447159
95,0.6357843092882424
96,0.6358386212015605
97,0.6359381930426439
98,0.635974400984856
99,0.6360196609126212
100,0.6360649208403863
101,0.6361554406959167
102,0.6361916486381288
103,0.6362369085658939
104,0.636264064522553
105,0.6363002724647652
106,0.6363545843780833
107,0.6364179482769545
108,0.6364632082047197
109,0.6365175201180379
110,0.6365899360024622
111,0.6366623518868864
112,0.6367257157857577
113,0.6367528717424167
114,0.6368071836557349
115,0.6368795995401592
116,0.6369610674101364
117,0.6369972753523485
118,0.6370787432223258
119,0.6370877952078788
120,0.6371783150634092
121,0.6372597829333865
122,0.6372688349189395
123,0.6373321988178107
124,0.6373412508033637
125,0.6373684067600228
126,0.637422718673341
127,0.6374498746300001
128,0.6374951345577653
129,0.6375584984566365
130,0.6376580702977198
131,0.6377666941243562
132,0.6378119540521213
133,0.6378662659654395
134,0.6379658378065228
135,0.6380563576620532
136,0.6381016175898183
137,0.6381830854597956
138,0.6382192934020078
139,0.6382373973731138
140,0.638273605315326
141,0.638291709286432
142,0.638291709286432
143,0.6383912811275153
144,0.6384455930408335
145,0.6385361128963638
146,0.6385542168674698
147,0.638581372824129
148,0.6386266327518941
149,0.6386356847374471
150,0.6387262045929775
151,0.6388257764340608
152,0.6389253482751441
153,0.6389344002606971
154,0.6389706082029093
155,0.6390701800439926
156,0.6391154399717578
157,0.639160699899523
158,0.639160699899523
159,0.6392331157839473
160,0.6393779475527958
161,0.6394232074805608
162,0.6394865713794321
163,0.6395499352783033
164,0.6395770912349624
165,0.6395951952060684
166,0.6395408832927503
167,0.6395861432205154
168,0.6395499352783033
169,0.6395951952060684
170,0.6395951952060684
171,0.6395408832927503
172,0.6395680392494093
173,0.6395770912349624
174,0.6395861432205154
175,0.6395589872638563
176,0.6395589872638563
177,0.6395408832927503
178,0.6395137273360911
179,0.6394141554950078
180,0.6393869995383488
181,0.6393507915961366
182,0.6393417396105836
183,0.6393507915961366
184,0.6392059598272881
185,0.6391425959284169
186,0.6391335439428638
187,0.6390882840150988
188,0.6389977641595684
189,0.6389344002606971
190,0.638889140332932
191,0.6388348284196138
192,0.6387533605496366
193,0.6387262045929775
194,0.6386899966507653
195,0.638581372824129
196,0.6384184370841745
197,0.6383369692141971
198,0.638300761271985
199,0.638291709286432
200,0.6381921374453486
201,0.6380654096476062
202,0.6380382536909471
203,0.6379115258932047
204,0.6377938500810153
205,0.637703330225485
206,0.6376399663266138
207,0.6375494464710835
208,0.6373955627166819
209,0.6372235749911743
210,0.6370696912367728
211,0.6369882233667955
212,0.6368705475546061
213,0.6367890796846288
214,0.6366080399735682
215,0.6363545843780833
216,0.6361735446670227
217,0.635974400984856
218,0.6357118934038182
219,0.6356032695771817
220,0.6355399056783105
221,0.6353045540539317
222,0.6351235143428711
223,0.6349515266173635
224,0.6346980710218787
225,0.6345622912385832
226,0.6343721995419696
227,0.6342002118164619
228,0.6340734840187195
229,0.6339558082065301
230,0.6338833923221059
231,0.6337476125388104
232,0.6337023526110452
233,0.6336299367266209
234,0.6334941569433256
235,0.6333945851022422
236,0.6333131172322649
237,0.6332135453911816
238,0.6331320775212043
239,0.6330053497234619
240,0.6328062060412951
241,0.6326070623591284
242,0.6324984385324921
243,0.6324531786047269
244,0.6323898147058558
245,0.6322178269803481
246,0.6321906710236891
247,0.6321182551392648
248,0.6320458392548406
249,0.6319915273415223
250,0.6319191114570981
251,0.631882903514886
252,0.631873851529333
253,0.6318014356449088
254,0.6317109157893784
255,0.6316384999049541
256,0.631575136006083
257,0.6315389280638708
258,0.6315208240927648
259,0.6314393562227875
