Base index shifted,ATMi1#TOP#AVERAGE,ATMi1#TOP#STD,ATMi1#BOT#AVERAGE,ATMi1#BOT#STD
-50.0,6.267200545466244e-05,6.49844301333904e-05,3.4532052471553226e-05,8.081201554533412e-06
-49.0,2.770483388503479e-05,1.207952033663055e-05,4.890099711659599e-05,7.1976093454463e-05
-48.0,6.275276718145438e-05,4.0044807007570434e-05,1.628674934227371e-05,1.490015716346308e-05
-47.0,7.141408361629717e-05,3.0418706619399457e-05,2.923335525834978e-05,5.063365658317262e-05
-46.0,6.390955089635908e-05,9.647291612376225e-06,5.039233047701511e-05,7.09664796406159e-05
-45.0,7.708952912214697e-05,2.927147692276518e-05,2.9590831963709177e-05,2.9239911566991964e-05
-44.0,9.863452743064148e-05,7.592389873765516e-05,6.739403323000764e-05,3.207390702305853e-05
-43.0,6.958499640220887e-05,4.959175247632295e-06,3.09034269714486e-05,3.782414008861698e-05
-42.0,6.923546937510127e-05,4.643726962204905e-05,2.133771357134504e-05,7.194444899986931e-06
-41.0,0.0002042628075356213,6.004179866072322e-05,2.923335525834978e-05,5.063365658317262e-05
-40.0,0.00013107364787699622,5.655165647666669e-05,1.461667762917489e-05,2.531682829158631e-05
-39.0,0.00011022761347768631,5.679595958170573e-05,6.419187906671483e-05,7.748754573560478e-06
-38.0,8.109732072246177e-05,1.3670830312796567e-05,8.368078257228135e-05,4.146507644243471e-05
-37.0,0.00018909221864216123,8.416299972689033e-05,9.669638311980984e-05,5.5647968538408516e-05
-36.0,6.934280136686363e-05,2.6530767433017635e-05,6.55452231642291e-05,5.860292633497173e-05
-35.0,0.00013072421099491919,5.880027308393566e-05,7.738621796692301e-05,9.606196695580241e-06
-34.0,0.0003494045421980251,8.692801215723825e-05,5.569102769021857e-05,2.9264857055327525e-05
-33.0,0.0001726309437770637,3.895960873841915e-05,5.925065855887078e-05,2.9153696129635995e-05
-32.0,0.0003143557382597859,0.00012975486482727722,7.197777703249228e-05,4.340706848541321e-05
-31.0,0.00023740107218122181,5.888478180007969e-05,7.226625910639926e-05,4.012985501156431e-05
-30.0,0.0004649574739477258,0.00011793560118759416,7.582588997505146e-05,5.0378114033980376e-05
-29.0,0.0003198973716539335,6.684021039415746e-05,5.2667611879605464e-05,1.3902653324525437e-05
-28.0,0.0005561149095652191,1.8231816122243864e-05,8.735015716216083e-05,7.007773553496423e-05
-27.0,0.0004679433448767187,8.08577461570424e-05,6.0563253566610196e-05,3.735657109996106e-05
-26.0,0.0005826900708705031,0.0002462000126954692,5.576002232167099e-05,2.4214616596034212e-05
-25.0,0.0009278447165778987,0.00021373092669755225,5.9031171116416214e-05,2.901173469921557e-05
-24.0,0.00037202592307475466,0.00016221986886272256,0.0001838270528395161,8.131254618730418e-05
-23.0,0.0007801204688953088,0.0001666884445816108,5.94983915430029e-05,1.5966179772957567e-05
-22.0,0.00044680188476709225,5.716792607319633e-05,3.762446291361875e-05,2.1702827532365956e-05
-21.0,0.0005416167143159732,6.638261580992027e-05,4.267542714269008e-05,1.4388889799973862e-05
-20.0,0.0010116588724939461,9.533658235918348e-05,2.8347231587422177e-05,2.804475786561746e-05
-19.0,0.0006693286644069901,0.00010661681234140389,7.43628021563099e-05,2.6456701607601212e-05
-18.0,0.0016823325044794258,0.000283056352209923,8.688293673557416e-05,6.488454035813286e-05
-17.0,0.0010437476854164042,0.00012243573291739006,0.0001204191218149725,1.4531074991258858e-05
-16.0,0.001465184333123058,0.00013648503932065642,5.2667611879605464e-05,1.3902653324525437e-05
-15.0,0.0011902609579222678,0.00019508759785615218,0.00012667293733055596,2.683261397187138e-05
-14.0,0.0017217645069582993,0.00034292929999942754,9.694411610394194e-05,2.0610275670558935e-05
-13.0,0.003281466863216405,0.0005940336149104364,0.00013706334786260562,2.6196376691287285e-05
-12.0,0.006214202477048876,0.000600745379053139,9.225062858023003e-05,5.343442461568731e-06
-11.0,0.008398318257030295,0.00021979241471618003,0.00011888703936477852,4.003472974669498e-05
-10.0,0.008912202786699474,0.00032193827454458435,0.00013005382984652847,8.185767739390369e-06
-9.0,0.029488236619272558,0.0035129558606169374,7.400532545095051e-05,1.3877710024685972e-05
-8.0,0.028151363079760384,0.000984092232785331,0.0010580707322120158,9.456950137977213e-05
-7.0,0.0334033045866661,0.0034778597853233023,0.0004230642193878147,6.801414428689553e-05
-6.0,0.035503276946097624,0.00488319550193073,0.00024584845876924146,4.83622208087309e-05
-5.0,0.010625518268907603,0.000882426387963921,0.0002546992187586262,5.074480576821211e-05
-4.0,0.0734914084838414,0.003362763740615076,0.00011892778845455336,3.16511149753152e-05
-3.0,0.03939662155684219,0.004832986668504693,0.00047173322551385884,0.00010316579168582007
-2.0,0.10352638068147227,0.0053029648423385594,0.0002468725717030739,6.676457360380315e-05
-1.0,0.09055426473097601,0.006660313225823647,0.00024086648917162257,7.316605093306629e-05
0.0,0.06103391896593428,0.0029292840622877295,0.949715443532349,0.0016448479654422846
1.0,0.09487711068088386,0.006288547314817314,0.021064123077917073,0.0031719416606277103
2.0,0.031058848844520818,0.006648707929524188,0.0029194366245557887,0.0009839178596206624
3.0,0.10727585765712566,0.0019577474507987917,0.0009035046743638886,0.00018967695098361762
4.0,0.04931398420671314,0.00223938812245296,0.001440852117673429,8.583191707721712e-05
5.0,0.030011382652235425,0.0069333075366110304,0.0005663813827660038,4.12535412782983e-05
6.0,0.04119363520249561,0.00770798279222747,0.00038028661661636823,0.00011215658101316555
7.0,0.014615906478069264,0.0019074939804752966,0.0015874529333944605,0.00011266418590730807
8.0,0.022031916702738553,0.002199440354789305,0.0008207990817345554,0.00029978675113688947
9.0,0.010926214049136124,0.0018167657179474512,0.0009192351370075551,4.8061751513403034e-05
10.0,0.012342289149302278,0.0018529743734002704,0.001232237464115143,0.00015121410433010436
11.0,0.006831273852292686,0.0008137952953583748,0.0010730117055492462,9.61233839039073e-05
12.0,0.004329332253341859,0.0001927515483304191,0.0012706258034303646,0.0002025088486731994
13.0,0.0029561653924739095,0.000332243026854052,0.0004988161792757874,0.00011347763121609755
14.0,0.0017620031944463003,0.0003857765694194302,0.00043130483423208156,5.19791613461852e-05
15.0,0.0020406124554171487,0.000625816706284563,0.0008230467234041067,8.21941886678712e-05
16.0,0.001488236152235262,0.0003133223392612691,0.0009691678151504544,8.124609975208936e-05
17.0,0.0014227664597151915,0.00019574158229168116,0.0003320930048180201,8.953168871575188e-05
18.0,0.0005828511435989341,0.00010521054936960805,0.0004530765872327093,0.00019029461580428393
19.0,0.002218515486791255,0.0005195100455563553,0.00036918125267359976,2.9388152843672334e-05
20.0,0.001630850016064454,0.0002854253189044613,0.0003327596410464932,6.357820252876593e-05
21.0,0.002124642266912057,0.0002888260660254282,0.0003336940818996665,8.07672958192745e-05
22.0,0.001051844540405523,0.0001375190382081547,0.00025773020266171024,6.440230565190127e-05
23.0,0.0012474195513863617,0.00014382238532393765,0.0006499399180689606,0.00011174964695706154
24.0,0.0008534718423592762,2.786367505700009e-05,0.0002348604066401712,0.000102544362900906
25.0,0.0006833422892954844,4.4760398120987646e-05,0.0001792101280397275,0.00010743380926751014
26.0,0.0006799527900225929,8.610084889568601e-05,0.0008506664980327128,0.00013715730072918003
27.0,0.0006604788936734708,0.00013035970271627794,0.00021316521636346677,8.34204740715297e-05
28.0,0.00028952935316695115,5.4912545509528525e-05,9.712285445662165e-05,5.7666301040726e-06
29.0,0.0005394920211015071,0.00010399491002257811,0.0001200616451096131,2.262719179716655e-05
30.0,0.0002516303218400909,7.378208038975725e-05,0.00037078232975524617,1.741461515418771e-05
31.0,0.0001747023161715278,4.378271346020917e-05,0.00013837594287034502,8.015163692353113e-06
32.0,0.00029883649298103774,9.624423361436313e-05,0.00012404774731507713,3.986437493271376e-05
33.0,0.00035397730530576114,0.00013564744953481733,6.312701704310752e-05,4.598025050079079e-05
34.0,0.0002793351557251257,7.503032588777787e-05,0.0001444510200332488,5.2696738725178195e-05
35.0,0.00026023753695814274,5.959323782240451e-05,0.0001022428133171454,2.7446593958239076e-05
36.0,0.00042958718409589683,0.00013349607895098188,9.225062858023003e-05,5.343442461568731e-06
