Base index shifted,ATMi_0_2#TOP,ATMi_0_2#BOT
-50.0,0,2
-49.0,0,1
-48.0,1,0
-47.0,5,2
-46.0,1,2
-45.0,0,1
-44.0,3,4
-43.0,3,5
-42.0,3,2
-41.0,2,3
-40.0,2,3
-39.0,1,1
-38.0,2,1
-37.0,1,4
-36.0,1,3
-35.0,3,1
-34.0,9,2
-33.0,4,1
-32.0,4,5
-31.0,2,1
-30.0,6,3
-29.0,5,1
-28.0,13,2
-27.0,2,2
-26.0,12,1
-25.0,12,3
-24.0,7,13
-23.0,22,4
-22.0,7,1
-21.0,19,1
-20.0,38,0
-19.0,28,1
-18.0,66,2
-17.0,57,3
-16.0,74,1
-15.0,61,3
-14.0,57,7
-13.0,71,6
-12.0,121,6
-11.0,151,3
-10.0,78,3
-9.0,230,7
-8.0,206,37
-7.0,248,22
-6.0,220,9
-5.0,43,7
-4.0,646,5
-3.0,420,26
-2.0,1053,5
-1.0,1077,15
0.0,1040,83828
1.0,1137,143
2.0,323,103
3.0,1225,26
4.0,423,65
5.0,493,30
6.0,510,14
7.0,196,102
8.0,189,45
9.0,227,49
10.0,209,52
11.0,198,29
12.0,103,41
13.0,71,75
14.0,37,35
15.0,36,52
16.0,20,71
17.0,20,19
18.0,10,54
19.0,26,78
20.0,21,12
21.0,38,14
22.0,10,9
23.0,16,28
24.0,14,8
25.0,5,9
26.0,10,37
27.0,10,15
28.0,4,6
29.0,11,3
30.0,3,16
31.0,0,3
32.0,2,11
33.0,5,3
34.0,7,11
35.0,3,8
36.0,5,4
37.0,8,8
38.0,1,4
39.0,4,6
40.0,0,9
41.0,0,6
42.0,1,30
43.0,1,14
44.0,1,5
45.0,0,1
46.0,0,4
47.0,1,6
48.0,0,10
49.0,0,5
50.0,0,3
