Base index shifted,ATMi_0_3#TOP,ATMi_0_3#BOT
-50.0,4.9999166680555324e-05,0
-49.0,0,1.3130252100840337e-05
-48.0,1.666638889351844e-05,1.3130252100840337e-05
-47.0,0,1.3130252100840337e-05
-46.0,1.666638889351844e-05,0
-45.0,1.666638889351844e-05,0
-44.0,1.666638889351844e-05,2.6260504201680674e-05
-43.0,1.666638889351844e-05,1.3130252100840337e-05
-42.0,0,1.3130252100840337e-05
-41.0,0.00011666472225462909,1.3130252100840337e-05
-40.0,4.9999166680555324e-05,2.6260504201680674e-05
-39.0,0.00011666472225462909,1.3130252100840337e-05
-38.0,0,1.3130252100840337e-05
-37.0,0.00011666472225462909,2.6260504201680674e-05
-36.0,4.9999166680555324e-05,1.3130252100840337e-05
-35.0,0,1.3130252100840337e-05
-34.0,0.0001999966667222213,2.6260504201680674e-05
-33.0,3.333277778703688e-05,0
-32.0,9.999833336111065e-05,2.6260504201680674e-05
-31.0,8.333194446759221e-05,6.565126050420168e-05
-30.0,0.00026666222229629506,0
-29.0,0.00026666222229629506,6.565126050420168e-05
-28.0,0.0003166613889768504,1.3130252100840337e-05
-27.0,0.00041665972233796103,2.6260504201680674e-05
-26.0,0.0005499908334861086,1.3130252100840337e-05
-25.0,0.0007999866668888852,2.6260504201680674e-05
-24.0,0.00041665972233796103,0.0001050420168067227
-23.0,0.0015999733337777704,3.939075630252101e-05
-22.0,0.0009999833336111065,1.3130252100840337e-05
-21.0,0.0009999833336111065,6.565126050420168e-05
-20.0,0.002333294445092582,2.6260504201680674e-05
-19.0,0.0017833036116064731,7.878151260504202e-05
-18.0,0.0048665855569073845,7.878151260504202e-05
-17.0,0.004233262778953684,1.3130252100840337e-05
-16.0,0.00619989666838886,5.252100840336135e-05
-15.0,0.005533241112648122,3.939075630252101e-05
-14.0,0.00566657222379627,3.939075630252101e-05
-13.0,0.006749887501874969,9.191176470588235e-05
-12.0,0.009899835002749954,0.00011817226890756303
-11.0,0.013933101114981417,6.565126050420168e-05
-10.0,0.007233212779787003,0.00013130252100840336
-9.0,0.021216313061448975,3.939075630252101e-05
-8.0,0.017716371393810104,0.0006039915966386555
-7.0,0.025099581673638773,0.00017069327731092436
-6.0,0.02156630722821286,0.00015756302521008404
-5.0,0.004066598890018499,0.00011817226890756303
-4.0,0.05698238362693955,6.565126050420168e-05
-3.0,0.049149180846985885,0.0003939075630252101
-2.0,0.10064832252795787,0.00023634453781512605
-1.0,0.10729821169647173,0.00023634453781512605
0.0,0.09051515808069865,0.9804621848739495
1.0,0.09836502724954584,0.0014311974789915965
2.0,0.03179947000883319,0.0012736344537815126
3.0,0.09756504058265696,0.0005646008403361345
4.0,0.03016616389726838,0.0009453781512605042
5.0,0.03871602139964334,0.0002626050420168067
6.0,0.03974933751104148,0.0003151260504201681
7.0,0.013416443059282345,0.001129201680672269
8.0,0.011699805003249946,0.0004464285714285714
9.0,0.011283145280911984,0.0005383403361344538
10.0,0.010833152780786988,0.00045955882352941176
11.0,0.011799803336611056,0.0003676470588235294
12.0,0.007433209446509225,0.0004201680672268908
13.0,0.00491658472358794,0.0006039915966386555
14.0,0.002183296945050916,0.0005514705882352941
15.0,0.002499958334027766,0.0004989495798319327
16.0,0.0016499725004583256,0.0008009453781512605
17.0,0.0016333061115648073,0.0002626050420168067
18.0,0.0007333211113148114,0.0005383403361344538
19.0,0.0019333011116481392,0.0008534663865546219
20.0,0.0011999800003333278,0.00023634453781512605
21.0,0.002266628889518508,0.00011817226890756303
22.0,0.0008833186113564774,0.0001050420168067227
23.0,0.0008333194446759221,0.00043329831932773107
24.0,0.0006166563890601823,0.0001444327731092437
25.0,0.0005999900001666639,3.939075630252101e-05
26.0,0.0005499908334861086,0.00048581932773109245
27.0,0.0004999916668055532,0.00011817226890756303
28.0,0.00018333027782870286,5.252100840336135e-05
29.0,0.0004499925001249979,2.6260504201680674e-05
30.0,0.00014999750004166597,0.0001838235294117647
31.0,0.0001999966667222213,0.00011817226890756303
32.0,0.0002499958334027766,0.0001050420168067227
33.0,0.00013333111114814753,3.939075630252101e-05
34.0,0.00033332777787036883,1.3130252100840337e-05
35.0,0.00018333027782870286,0.0001050420168067227
36.0,0.00038332694455092415,3.939075630252101e-05
37.0,0.0003666605556574057,9.191176470588235e-05
38.0,0.00021666305561573974,3.939075630252101e-05
39.0,0.00026666222229629506,3.939075630252101e-05
40.0,3.333277778703688e-05,9.191176470588235e-05
41.0,0.00016666388893518441,5.252100840336135e-05
42.0,4.9999166680555324e-05,0.00045955882352941176
43.0,4.9999166680555324e-05,0.0002888655462184874
44.0,8.333194446759221e-05,3.939075630252101e-05
45.0,6.666555557407377e-05,3.939075630252101e-05
46.0,0.00011666472225462909,7.878151260504202e-05
47.0,4.9999166680555324e-05,3.939075630252101e-05
48.0,4.9999166680555324e-05,6.565126050420168e-05
49.0,3.333277778703688e-05,5.252100840336135e-05
50.0,3.333277778703688e-05,7.878151260504202e-05
