Base index,ATMi0_1#TOP,ATMi0_1#BOT
1,49435,0
2,483,0
3,114,0
4,53,0
5,89,0
6,35,0
7,25,0
8,21,0
9,10,0
10,9,0
11,11,0
12,8,0
13,36,0
14,4,0
15,2,0
16,5,0
17,4,0
18,1,0
19,1,0
20,11,0
21,10,0
22,2,0
23,7,0
24,0,0
25,1,0
26,1,0
27,1,0
28,3,0
29,2,0
30,18,0
31,4,0
32,4,0
33,9,0
34,1,0
35,1,0
36,1,0
37,15,0
38,4,0
39,8,0
40,5,0
41,1,0
42,3,0
43,1,0
44,1,0
45,3,0
46,5,0
47,4,0
48,4,0
49,4,0
50,3,0
51,3,0
52,8,0
53,6,0
54,7,0
55,2,0
56,1,0
57,1,0
58,16,0
59,4,0
60,3,0
61,5,0
62,4,0
63,1,0
64,21,0
65,3,0
66,1,0
67,0,0
68,4,0
69,3,0
70,5,0
71,8,0
72,1,1
73,3,0
74,2,1
75,3,0
76,6,0
77,6,1
78,4,0
79,8,1
80,1,0
81,1,0
82,7,0
83,2,0
84,3,0
85,2,0
86,8,0
87,3,1
88,0,0
89,5,0
90,22,2
91,7,0
92,6,0
93,5,1
94,9,1
95,10,0
96,3,2
97,4,1
98,3,1
99,4,1
100,4,3
101,19,5
102,4,2
103,1,0
104,2,3
105,3,2
106,5,4
107,9,1
108,4,1
109,6,0
110,6,0
111,8,0
112,13,0
113,5,5
114,2,0
115,6,1
116,11,0
117,4,3
118,6,1
119,4,8
120,5,0
121,10,0
122,2,1
123,1,2
124,2,5
125,6,0
126,6,4
127,3,8
128,7,2
129,5,2
130,10,0
131,5,1
132,3,3
133,9,2
134,5,3
135,4,0
136,6,6
137,9,4
138,8,10
139,5,9
140,5,4
141,4,4
142,5,7
143,8,1
144,5,3
145,6,2
146,4,10
147,11,5
148,9,10
149,6,14
150,17,5
151,13,5
152,7,13
153,3,7
154,7,2
155,7,4
156,5,8
157,8,5
158,3,23
159,10,5
160,13,10
161,4,4
162,13,6
163,3,20
164,5,9
165,3,17
166,5,14
167,4,5
168,7,10
169,4,13
170,6,13
171,8,3
172,12,1
173,5,4
174,13,11
175,6,3
176,6,3
177,3,17
178,8,11
179,5,14
180,8,0
181,3,3
182,3,7
183,6,9
184,3,5
185,4,2
186,2,4
187,4,11
188,5,4
189,6,2
190,1,7
191,2,4
192,1,10
193,0,7
194,1,12
195,1,14
196,3,13
197,0,13
198,4,0
199,5,4
200,2,15
201,5,6
202,7,4
203,6,7
204,2,7
205,6,0
206,6,4
207,5,14
208,2,11
209,3,10
210,4,11
211,4,6
212,2,4
213,3,5
214,2,20
215,0,11
216,3,12
217,7,21
218,0,7
219,3,3
220,2,12
221,1,6
222,2,12
223,0,16
224,3,6
225,4,13
226,5,14
227,1,10
228,3,5
229,3,8
230,1,2
231,0,3
232,4,7
233,0,3
234,1,8
235,3,7
236,0,16
237,1,10
238,2,7
239,0,8
240,5,10
241,0,4
242,4,4
243,3,5
244,0,15
245,3,8
246,0,8
247,1,2
248,2,3
249,0,5
250,2,4
251,2,3
252,1,7
253,1,3
254,1,6
255,2,9
256,0,5
257,1,5
258,0,10
259,0,5
260,0,4
261,0,6
262,0,2
263,1,3
264,0,7
265,0,3
266,1,11
267,0,5
268,0,8
269,1,4
270,1,3
271,0,2
272,1,4
273,0,6
274,1,3
275,0,5
276,3,4
277,3,4
278,0,10
279,0,8
280,0,3
281,0,3
282,1,6
283,0,9
284,0,6
285,1,5
286,2,4
287,1,4
288,1,2
289,0,5
290,0,4
291,1,0
292,3,5
293,0,4
294,2,5
295,1,4
296,0,5
297,1,2
298,1,8
299,1,2
300,1,9
301,1,3
302,5,6
303,4,3
304,1,9
305,0,3
306,0,2
307,0,1
308,2,5
309,0,15
310,3,29
311,1,4
312,5,5
313,3,5
314,3,0
315,3,3
316,6,4
317,4,7
318,2,8
319,10,7
320,7,7
321,6,10
322,6,9
323,24,2
324,13,6
325,25,8
326,20,20
327,20,0
328,48,3
329,27,24
330,100,4
331,77,11
332,74,13
333,135,48
334,109,36
335,275,15
336,258,47
337,365,42
338,366,28
339,444,37
340,618,38
341,921,27
342,1137,25
343,680,39
344,1636,17
345,1278,67
346,1986,18
347,1819,16
348,456,62
349,4249,19
350,3409,74
351,7250,107
352,7262,48876
353,6316,9
354,6734,12
355,2305,25
356,6280,7
357,1582,15
358,1462,9
359,1489,11
360,450,34
361,442,4
362,460,6
363,472,5
364,459,7
365,276,3
366,188,4
367,108,3
368,102,1
369,57,2
370,55,1
371,25,5
372,55,0
373,41,0
374,57,0
375,28,2
376,38,11
377,20,2
378,17,2
379,24,2
380,25,1
381,6,1
382,13,0
383,9,0
384,6,0
385,7,1
386,8,1
387,5,1
388,4,0
389,8,2
390,13,3
391,6,2
392,9,2
393,2,1
394,1,0
395,1,0
396,0,0
397,1,0
398,0,1
399,0,0
400,2,0
401,1,0
402,2,0
403,0,1
404,2,0
405,2,0
406,0,0
407,0,0
408,4,0
409,2,0
410,0,0
411,2,0
412,3,0
413,0,0
414,2,1
415,2,0
416,0,0
417,3,0
418,1,0
419,1,1
420,1,0
421,3,0
422,1,0
423,0,0
424,0,0
425,6,1
426,0,0
427,1,0
428,0,0
429,3,0
430,0,0
431,3,0
432,2,0
433,1,0
434,4,0
435,2,0
436,0,0
437,1,0
438,1,0
439,1,0
440,2,0
441,6,0
442,7,0
443,3,1
444,2,1
445,5,1
446,5,0
447,5,0
448,4,0
449,4,0
450,1,0
451,1,3
452,7,0
453,2,3
454,1,2
455,8,2
456,6,2
457,3,0
458,6,0
459,5,2
460,3,0
461,3,1
462,3,0
463,6,3
464,5,2
465,4,0
466,3,0
467,5,0
468,7,1
469,7,1
470,3,5
471,5,2
472,2,0
473,7,1
474,5,2
475,2,7
476,5,2
477,7,0
478,6,2
479,6,1
480,1,3
481,3,2
482,12,4
483,3,2
484,8,1
485,3,3
486,5,2
487,4,3
488,16,1
489,5,8
490,5,9
491,4,3
492,1,4
493,6,2
494,4,4
495,5,4
496,3,3
497,1,7
498,3,8
499,11,12
500,1,11
501,7,6
502,4,9
503,1,8
504,8,4
505,1,5
506,3,9
507,5,5
508,2,5
509,4,13
510,6,6
511,4,3
512,7,6
513,7,4
514,3,9
515,13,3
516,5,10
517,4,3
518,1,7
519,8,6
520,9,9
521,9,11
522,5,13
523,7,7
524,6,15
525,5,5
526,3,5
527,1,9
528,4,11
529,8,8
530,2,3
531,7,6
532,9,11
533,9,13
534,4,13
535,5,6
536,5,6
537,4,11
538,4,9
539,7,4
540,9,12
541,2,5
542,2,13
543,3,14
544,9,13
545,3,17
546,10,13
547,7,13
548,2,17
549,3,7
550,7,19
551,8,4
552,6,2
553,5,16
554,5,8
555,8,4
556,3,8
557,3,8
558,7,6
559,5,8
560,6,7
561,1,9
562,2,5
563,5,4
564,2,16
565,1,10
566,3,13
567,1,10
568,7,9
569,6,11
570,1,6
571,2,5
572,6,3
573,7,1
574,1,6
575,3,6
576,3,6
577,5,9
578,3,3
579,9,4
580,7,10
581,4,8
582,3,2
583,2,4
584,3,10
585,0,6
586,3,4
587,4,2
588,1,5
589,3,5
590,0,9
591,0,6
592,0,2
593,0,5
594,0,4
595,3,8
596,4,2
597,0,1
598,1,5
599,0,3
600,0,2
601,0,4
602,0,5
603,1,5
604,0,0
605,0,3
606,0,4
