Base index shifted,1500_1#TOP,1500_1#BOT
-49.0,0,4.347259053166978e-05
-47.0,0.0009049773755656109,0
-46.0,0,4.347259053166978e-05
-42.0,0.0009049773755656109,4.347259053166978e-05
-34.0,0.0009049773755656109,0
-32.0,0,4.347259053166978e-05
-30.0,0.0009049773755656109,0
-29.0,0.0009049773755656109,0
-28.0,0.0018099547511312218,4.347259053166978e-05
-27.0,0.0009049773755656109,0
-26.0,0.0027149321266968325,4.347259053166978e-05
-25.0,0,4.347259053166978e-05
-23.0,0.0009049773755656109,4.347259053166978e-05
-22.0,0,4.347259053166978e-05
-21.0,0.0018099547511312218,4.347259053166978e-05
-20.0,0.0018099547511312218,0
-19.0,0.008144796380090498,0
-18.0,0.011764705882352941,0
-17.0,0.013574660633484163,4.347259053166978e-05
-16.0,0.023529411764705882,0
-15.0,0.009954751131221719,4.347259053166978e-05
-14.0,0.014479638009049774,4.347259053166978e-05
-13.0,0.013574660633484163,4.347259053166978e-05
-12.0,0.017194570135746608,4.347259053166978e-05
-11.0,0.02895927601809955,0.00013041777159500934
-10.0,0.04253393665158371,8.694518106333956e-05
-9.0,0.04253393665158371,4.347259053166978e-05
-8.0,0.06063348416289593,4.347259053166978e-05
-7.0,0.04072398190045249,0.0004347259053166978
-6.0,0.01809954751131222,4.347259053166978e-05
-5.0,0.03800904977375565,0.00013041777159500934
-4.0,0.015384615384615385,0.00017389036212667912
-3.0,0.0416289592760181,0.00017389036212667912
-2.0,0.023529411764705882,0.00013041777159500934
-1.0,0.02986425339366516,0.00034778072425335825
0.0,0.039819004524886875,0.9848715384949789
1.0,0.0334841628959276,0.0026083554319001868
2.0,0.03891402714932127,0.00017389036212667912
3.0,0.03800904977375565,0.00039125331478502806
4.0,0.02262443438914027,0.0003043081337216885
5.0,0.06334841628959276,0.0002608355431900187
6.0,0.0334841628959276,0.0002173629526583489
7.0,0.04343891402714932,0.0002608355431900187
8.0,0.05248868778280543,0.000608616267443377
9.0,0.03167420814479638,0.00017389036212667912
10.0,0.00904977375565611,0.0003043081337216885
11.0,0.012669683257918552,0.0003043081337216885
12.0,0.016289592760180997,0.00017389036212667912
13.0,0.01809954751131222,0.0002608355431900187
14.0,0.008144796380090498,0.00034778072425335825
15.0,0.0027149321266968325,0.0002173629526583489
16.0,0.005429864253393665,0.00013041777159500934
17.0,0.0027149321266968325,0.00039125331478502806
18.0,0.0018099547511312218,0.0002173629526583489
19.0,0.0018099547511312218,0.0002608355431900187
20.0,0,4.347259053166978e-05
21.0,0.0027149321266968325,0.0002173629526583489
22.0,0.0009049773755656109,0.0004781984958483676
23.0,0,0.0002173629526583489
24.0,0.0009049773755656109,0.00013041777159500934
25.0,0.0018099547511312218,0
26.0,0,0.0002173629526583489
27.0,0,0.00017389036212667912
28.0,0,0.0002608355431900187
29.0,0,8.694518106333956e-05
30.0,0,0.00013041777159500934
31.0,0,0.00017389036212667912
32.0,0,0.0002173629526583489
33.0,0,0.00013041777159500934
34.0,0,0.00017389036212667912
35.0,0,0.00017389036212667912
36.0,0.0009049773755656109,0.0002608355431900187
37.0,0.0018099547511312218,0.00017389036212667912
39.0,0.0009049773755656109,0.00013041777159500934
40.0,0.0009049773755656109,0.00034778072425335825
41.0,0,4.347259053166978e-05
42.0,0.0009049773755656109,4.347259053166978e-05
43.0,0.0009049773755656109,8.694518106333956e-05
44.0,0,4.347259053166978e-05
45.0,0,8.694518106333956e-05
46.0,0,0.00017389036212667912
47.0,0,0.00013041777159500934
48.0,0.0009049773755656109,0.0004781984958483676
49.0,0,8.694518106333956e-05
50.0,0.0018099547511312218,0.0002173629526583489
