Base index shifted,ATMi1_3#TOP,ATMi1_3#BOT
-352.0,63458,0
-351.0,792,0
-350.0,159,0
-349.0,86,0
-348.0,163,0
-347.0,41,0
-346.0,29,0
-345.0,24,0
-344.0,34,0
-343.0,20,0
-342.0,9,0
-341.0,3,0
-340.0,59,0
-339.0,2,0
-338.0,14,0
-337.0,25,0
-336.0,3,0
-335.0,4,0
-334.0,6,0
-333.0,25,0
-332.0,15,0
-331.0,11,0
-330.0,18,0
-329.0,15,0
-328.0,10,0
-327.0,6,0
-326.0,3,0
-325.0,7,0
-324.0,3,0
-323.0,42,0
-322.0,6,0
-321.0,7,0
-320.0,14,0
-319.0,1,0
-318.0,3,0
-317.0,6,0
-316.0,23,0
-315.0,7,0
-314.0,6,0
-313.0,6,0
-312.0,3,0
-311.0,2,0
-310.0,3,0
-309.0,2,0
-308.0,10,0
-307.0,4,0
-306.0,3,0
-305.0,1,0
-304.0,1,0
-303.0,4,0
-302.0,2,0
-301.0,6,0
-300.0,6,0
-299.0,8,0
-298.0,2,0
-297.0,3,0
-296.0,1,0
-295.0,16,0
-294.0,5,0
-293.0,3,0
-292.0,9,0
-291.0,4,0
-290.0,7,0
-289.0,34,0
-288.0,5,0
-287.0,6,0
-286.0,2,0
-285.0,8,0
-284.0,2,0
-283.0,2,0
-282.0,14,0
-281.0,3,0
-280.0,4,0
-279.0,3,0
-278.0,3,0
-277.0,11,0
-276.0,4,1
-275.0,2,1
-274.0,10,0
-273.0,3,2
-272.0,2,1
-271.0,9,0
-270.0,4,0
-269.0,7,0
-268.0,3,0
-267.0,7,0
-266.0,11,0
-265.0,4,1
-264.0,8,0
-263.0,25,0
-262.0,14,0
-261.0,10,0
-260.0,15,1
-259.0,13,0
-258.0,12,1
-257.0,9,0
-256.0,16,1
-255.0,8,0
-254.0,4,0
-253.0,1,2
-252.0,13,4
-251.0,6,4
-250.0,5,1
-249.0,10,3
-248.0,6,0
-247.0,11,1
-246.0,15,1
-245.0,9,2
-244.0,9,0
-243.0,16,0
-242.0,9,0
-241.0,12,0
-240.0,11,0
-239.0,6,1
-238.0,13,2
-237.0,21,4
-236.0,3,1
-235.0,10,3
-234.0,10,2
-233.0,9,2
-232.0,11,2
-231.0,4,1
-230.0,4,6
-229.0,1,3
-228.0,6,4
-227.0,9,2
-226.0,4,1
-225.0,2,3
-224.0,8,1
-223.0,8,0
-222.0,14,2
-221.0,6,2
-220.0,11,2
-219.0,12,3
-218.0,10,4
-217.0,5,2
-216.0,12,7
-215.0,2,4
-214.0,5,6
-213.0,8,3
-212.0,20,7
-211.0,3,4
-210.0,15,14
-209.0,10,8
-208.0,5,7
-207.0,3,2
-206.0,6,18
-205.0,12,6
-204.0,10,8
-203.0,10,9
-202.0,11,8
-201.0,12,12
-200.0,6,14
-199.0,17,7
-198.0,18,11
-197.0,7,7
-196.0,11,5
-195.0,3,10
-194.0,16,23
-193.0,20,7
-192.0,11,17
-191.0,15,10
-190.0,10,5
-189.0,8,15
-188.0,5,5
-187.0,7,33
-186.0,7,19
-185.0,10,10
-184.0,16,19
-183.0,9,18
-182.0,8,22
-181.0,16,6
-180.0,4,4
-179.0,5,10
-178.0,12,8
-177.0,5,9
-176.0,3,1
-175.0,5,17
-174.0,7,14
-173.0,11,21
-172.0,4,3
-171.0,8,8
-170.0,4,11
-169.0,3,22
-168.0,7,11
-167.0,4,4
-166.0,7,20
-165.0,4,9
-164.0,6,11
-163.0,4,4
-162.0,5,10
-161.0,3,10
-160.0,1,13
-159.0,1,8
-158.0,1,14
-157.0,5,12
-156.0,4,8
-155.0,8,17
-154.0,5,3
-153.0,2,7
-152.0,3,20
-151.0,4,6
-150.0,7,12
-149.0,4,21
-148.0,3,24
-147.0,7,12
-146.0,3,21
-145.0,2,31
-144.0,1,27
-143.0,5,19
-142.0,4,7
-141.0,3,21
-140.0,3,11
-139.0,1,16
-138.0,1,36
-137.0,3,31
-136.0,3,32
-135.0,5,25
-134.0,4,22
-133.0,2,3
-132.0,1,22
-131.0,5,24
-130.0,1,24
-129.0,5,27
-128.0,9,14
-127.0,1,15
-126.0,0,16
-125.0,7,16
-124.0,2,11
