Base index shifted,400#TOP#AVERAGE,400#TOP#STD,400#BOT#AVERAGE,400#BOT#STD
-50.0,0.00046687377833084034,0.0001465595585068138,5.494676138860659e-05,3.0688578814653266e-05
-49.0,0.00030411974299779094,8.573094242321158e-05,7.629001725951758e-05,4.4415634956342835e-05
-48.0,0.0004498690362772093,0.00020198385822359837,1.7526771246014455e-05,1.6084404995483988e-05
-47.0,0.00044323926248389747,0.00018567029679423963,2.4247472349553578e-05,6.390225462719202e-06
-46.0,0.0002152404655813399,0.00014565957468743243,4.440957566017094e-05,3.1831702959680294e-05
-45.0,0.00031449471125811015,4.189794521429758e-05,2.8063956974450105e-05,3.220321334041288e-05
-44.0,0.0006019155066756174,0.0003507046163595133,4.7851560966892905e-05,4.237953314947355e-05
-43.0,0.0003607659529290298,6.642848539581555e-05,3.505354249202891e-05,3.2168809990967976e-05
-42.0,0.00027571385852120505,0.00020545194720724037,1.3441402207078241e-05,2.328119154762796e-05
-41.0,0.000296574167723132,8.503515662906345e-05,0.00011059456111519736,5.294587652111281e-05
-40.0,0.0006646902741347621,0.0002737052946514998,6.989585517578808e-06,1.2106317240294104e-05
-39.0,0.0006777306582975035,0.0001865887619629318,6.7207011035391205e-06,1.164059577381398e-05
-38.0,0.0002977405773371822,0.00013232809947794172,4.177424359556803e-05,2.153096981273566e-05
-37.0,0.0006754024815772494,0.0003468358919538708,2.7689457656275543e-05,3.21215735629757e-05
-36.0,0.0005522032830723428,6.894437718576845e-05,3.414127434577498e-05,3.098764957836716e-05
-35.0,0.0003862052695376922,0.00015763827778744207,7.655890167355725e-05,4.465474716330866e-05
-34.0,0.0008453364688631198,0.00018486596071878123,6.521506270300256e-05,5.6556882723280944e-05
-33.0,0.0004540288159601576,8.561881508713572e-05,9.290452035927809e-05,2.9081254602891895e-05
-32.0,0.0007719093228099784,0.00022142613300708784,3.478465807798923e-05,2.463172790516122e-05
-31.0,0.0005506490904433263,0.00011138312417238258,4.467846007421063e-05,1.46312142099555e-05
-30.0,0.0010699273104808381,0.00027667437343788617,6.510944779886768e-05,3.465204885480105e-05
-29.0,0.0008521080600465412,0.00021580656350702243,5.585902953486052e-05,6.113163821797014e-05
-28.0,0.0003702251197080019,9.967996425130283e-05,7.344345538664492e-05,0.00010107486332192511
-27.0,0.0003006519588644614,4.25822745576692e-05,1.3441402207078241e-05,2.328119154762796e-05
-26.0,0.001430192047144462,0.00017556772813175705,5.51100308985114e-05,5.26282526617861e-05
-25.0,0.000675843868994165,0.0001626026359864506,3.3603505517695605e-05,5.82029788690699e-05
-24.0,0.0007650603855927843,0.0003963942168769868,6.989585517578808e-06,1.2106317240294104e-05
-23.0,0.0003814890872486935,0.00012378989325224836,7.946311815219985e-05,1.599716866428903e-05
-22.0,0.00041022756839960146,0.0002584257008660561,6.231084622435996e-05,6.324285643637337e-05
-21.0,0.0015181869677883867,0.00040381401972474057,7.5915517941343e-05,1.110970697695388e-05
-20.0,0.0016518070358785646,0.0001912897497819946,6.247411573426477e-05,2.178506876169611e-05
-19.0,0.0032361592092256526,0.0005321341476516634,3.451577366394954e-05,3.20092794005799e-05
-18.0,0.004492803025052959,0.00040972367168921734,8.591493484169928e-05,4.026547283168956e-05
-17.0,0.005650416401135223,0.0005848128833539697,9.290452035927809e-05,2.9081254602891895e-05
-16.0,0.011771690037616155,0.001321126749535736,4.7313792138813534e-05,6.464626334287096e-05
-15.0,0.006676624452597125,0.000881290191554522,2.7420573242235857e-05,2.3760609570308522e-05
