Base index,ATMi4_1#TOP,ATMi4_1#BOT
1,68274,0
2,775,0
3,198,0
4,68,0
5,132,0
6,39,0
7,38,0
8,17,0
9,28,0
10,14,0
11,9,0
12,11,0
13,84,0
14,8,0
15,10,0
16,19,0
17,6,0
18,9,0
19,4,0
20,12,0
21,13,0
22,10,0
23,21,0
24,1,0
25,9,0
26,9,0
27,3,0
28,2,0
29,5,0
30,32,0
31,8,0
32,14,0
33,9,0
34,4,0
35,7,0
36,5,0
37,20,0
38,7,0
39,12,0
40,9,0
41,5,0
42,4,0
43,1,0
44,3,0
45,5,0
46,8,0
47,0,0
48,4,0
49,2,0
50,1,0
51,4,0
52,3,0
53,3,0
54,10,0
55,2,0
56,3,0
57,2,0
58,22,0
59,4,0
60,5,0
61,4,0
62,1,0
63,2,0
64,13,0
65,3,0
66,3,0
67,1,0
68,7,0
69,7,0
70,4,0
71,12,0
72,4,0
73,4,0
74,5,0
75,2,0
76,5,0
77,3,0
78,2,0
79,4,0
80,5,0
81,2,0
82,5,0
83,5,0
84,3,0
85,2,2
86,6,0
87,14,0
88,3,0
89,7,0
90,16,0
91,9,0
92,10,0
93,5,0
94,4,0
95,11,0
96,6,0
97,11,1
98,5,0
99,5,0
100,5,2
101,12,0
102,4,0
103,5,1
104,4,0
105,4,0
106,6,1
107,8,0
108,5,0
109,6,0
110,8,0
111,8,0
112,7,0
113,3,2
114,8,0
115,8,0
116,9,0
117,4,1
118,10,1
119,2,0
120,10,0
121,9,0
122,1,0
123,7,3
124,4,1
125,4,1
126,7,1
127,4,1
128,6,2
129,9,0
130,11,1
131,13,0
132,5,0
133,6,1
134,12,2
135,12,2
136,7,1
137,10,1
138,5,2
139,4,4
140,8,2
141,4,2
142,2,3
143,14,0
144,6,1
145,11,1
146,3,4
147,7,1
148,6,7
149,8,1
150,11,4
151,15,2
152,13,2
153,3,5
154,9,2
155,13,1
156,6,3
157,8,2
158,2,7
159,15,5
160,21,2
161,7,0
162,7,0
163,7,3
164,6,3
165,5,8
166,2,1
167,6,8
168,4,3
169,8,7
170,7,11
171,5,0
172,3,2
173,3,4
174,5,5
175,2,3
176,3,3
177,1,6
178,3,14
179,3,6
180,3,5
181,1,5
182,4,2
183,3,16
184,0,10
185,3,2
186,1,9
187,4,10
188,0,8
189,1,8
190,3,7
191,1,9
192,0,4
193,1,4
194,0,13
195,1,19
196,1,9
197,0,7
198,3,2
199,1,12
200,1,15
201,1,5
202,2,15
203,1,13
204,0,11
205,1,8
206,1,10
207,0,17
208,0,19
209,0,20
210,3,11
211,2,14
212,1,10
213,1,20
214,0,28
215,0,20
216,0,24
217,2,29
218,0,15
219,3,7
220,0,26
221,0,20
222,0,22
223,3,31
224,3,15
225,0,21
226,0,20
227,1,14
228,0,13
229,0,9
230,1,15
231,0,5
232,0,8
233,0,18
234,3,12
235,1,10
236,1,11
237,0,11
238,2,14
239,0,22
240,0,23
241,1,13
242,1,6
243,1,7
244,0,20
245,1,5
246,2,10
247,2,8
248,0,7
249,1,9
250,1,5
251,1,2
252,1,8
253,0,10
254,0,9
255,1,7
256,0,5
257,1,4
258,2,10
259,1,1
260,1,7
261,0,6
262,0,3
263,0,6
264,0,8
265,2,5
266,1,6
267,0,3
268,1,4
269,0,6
270,0,4
271,0,1
272,0,1
273,0,7
274,0,4
275,1,1
276,0,7
277,0,8
278,0,6
279,0,5
280,0,5
281,0,1
282,0,5
283,0,5
284,0,7
285,0,3
286,2,0
287,0,4
288,0,3
289,0,6
290,0,1
291,1,7
292,0,2
293,0,7
294,0,0
295,0,7
296,0,6
297,0,3
298,0,9
299,0,2
300,2,7
301,1,6
302,3,10
303,0,4
304,1,7
305,2,3
306,1,5
307,0,6
308,1,5
309,0,21
310,1,21
311,0,8
312,4,6
313,2,3
314,1,10
315,1,8
316,3,9
317,1,5
318,1,10
319,3,6
320,3,8
321,3,4
322,4,12
323,9,4
324,4,12
325,7,12
326,9,54
327,6,8
328,12,6
329,6,28
330,30,7
331,17,10
332,35,19
333,50,14
334,33,19
