Base index shifted,AT_2#TOP,AT_2#BOT
-50.0,5.801557718247349e-05,0
-49.0,1.4503894295618373e-05,1.2221801249068088e-05
-48.0,7.251947147809187e-05,0
-47.0,0.0002175584144342756,1.2221801249068088e-05
-46.0,0.00013053504866056536,1.2221801249068088e-05
-45.0,0.00017404673154742048,2.4443602498136176e-05
-44.0,0.00013053504866056536,2.4443602498136176e-05
-43.0,0.0002175584144342756,2.4443602498136176e-05
-42.0,7.251947147809187e-05,0
-41.0,0.00018855062584303885,2.4443602498136176e-05
-40.0,0.0004351168288685512,1.2221801249068088e-05
-39.0,0.0003335895687992226,1.2221801249068088e-05
-38.0,0.00010152726006932861,1.2221801249068088e-05
-37.0,0.00046412461745978795,0
-36.0,0.0004786285117554063,3.6665403747204264e-05
-35.0,0.00024656620302551235,1.2221801249068088e-05
-34.0,0.00062366745471159,1.2221801249068088e-05
-33.0,0.0005946596661203533,2.4443602498136176e-05
-32.0,0.0008702336577371024,3.6665403747204264e-05
-31.0,0.0008412258691458657,2.4443602498136176e-05
-30.0,0.0010442803892845229,6.110900624534044e-05
-29.0,0.0012763426980144169,3.6665403747204264e-05
-28.0,0.001435885535266219,2.4443602498136176e-05
-27.0,0.0014648933238574557,1.2221801249068088e-05
-26.0,0.0014213816409706006,2.4443602498136176e-05
-25.0,0.0015084050067443108,7.333080749440853e-05
-24.0,0.0020015374127953355,1.2221801249068088e-05
-23.0,0.0025816931846200705,8.555260874347662e-05
-22.0,0.0017404673154742048,4.888720499627235e-05
-21.0,0.0024366542416638867,4.888720499627235e-05
-20.0,0.003306887899400989,6.110900624534044e-05
-19.0,0.003422919053765936,1.2221801249068088e-05
-18.0,0.003611469679608975,1.2221801249068088e-05
-17.0,0.004235137134320565,8.555260874347662e-05
-16.0,0.005671022669586784,7.333080749440853e-05
-15.0,0.00784660681392954,4.888720499627235e-05
-14.0,0.010428299998549611,7.333080749440853e-05
-13.0,0.013981754100976112,0.00014666161498881706
-12.0,0.017332153683263955,7.333080749440853e-05
-11.0,0.020682553265551802,9.77744099925447e-05
-10.0,0.027397856324423108,7.333080749440853e-05
-9.0,0.0247871553512118,0.00010999621124161279
-8.0,0.03169100903592614,4.888720499627235e-05
-7.0,0.03786966800585957,0.00014666161498881706
-6.0,0.04165518441701597,0.00010999621124161279
-5.0,0.04777582780976692,9.77744099925447e-05
-4.0,0.044193365918749186,0.00017110521748695323
-3.0,0.04589032155133654,0.0001955488199850894
-2.0,0.05443311529145575,0.00023221422373229366
-1.0,0.051300274123602184,0.0005255374537099278
0.0,0.05646366049284233,0.9717676391146527
1.0,0.04771781223258445,0.0039354200021999245
2.0,0.0636285842748778,0.0009899659011745152
3.0,0.04780483559835816,0.0007210862736950172
4.0,0.039987236573019856,0.00035443223622297457
5.0,0.04451245159325279,0.0007944170811894257
6.0,0.031705512930221766,0.0004766502487136554
7.0,0.03511392808969208,0.00043998484496645117
8.0,0.023597836018971093,0.0002933232299776341
9.0,0.017883301666497455,0.0005010938512117916
10.0,0.014489390401322756,0.000549981056208064
11.0,0.011124486924739293,0.00041554124246831497
12.0,0.008528289845823604,0.00034221043497390647
13.0,0.007251947147809187,0.0003910976399701788
14.0,0.0035969657853133566,0.0004522066462155192
15.0,0.002639708761802544,0.00040331944121924687
16.0,0.0023061191930033214,0.00042776304371738307
17.0,0.002915282753419293,0.0008066388824384937
18.0,0.0018710023641347702,0.0003910976399701788
19.0,0.001319854380901272,0.00041554124246831497
20.0,0.0009572570235108126,0.0003055450312267022
21.0,0.0007687063976677738,0.0004766502487136554
22.0,0.0010152726006932861,0.0004888720499627235
23.0,0.0011458076493538515,0.0008799696899329023
24.0,0.000971760917806431,0.0006477554662006087
25.0,0.0006816830318940635,0.000562202857457132
26.0,0.0008267219748502473,0.0005255374537099278
27.0,0.00030458178020798584,0.0007210862736950172
28.0,0.0005801557718247349,0.0005133156524608597
29.0,0.0005366440889378798,0.00032998863372483837
30.0,0.0005946596661203533,0.0005255374537099278
31.0,0.0005221401946422614,0.0004888720499627235
32.0,0.00040610904027731445,0.0007210862736950172
33.0,0.00036259735739045933,0.000281101428728566
34.0,0.0004786285117554063,0.0005377592549589958
35.0,0.00036259735739045933,0.00025665782623042986
36.0,0.0006816830318940635,0.0002688796274794979
37.0,0.00029007788591236747,0.0003788758387211107
38.0,0.0005801557718247349,0.0003055450312267022
39.0,0.0003335895687992226,0.00021999242248322559
40.0,0.0002610700973211307,0.000281101428728566
41.0,0.0003771012516860777,0.00020777062123415748
42.0,0.0002175584144342756,0.00024443602498136176
43.0,0.00018855062584303885,0.0003055450312267022
44.0,8.702336577371024e-05,0.00020777062123415748
45.0,0.0001595428372518021,0.00013443981373974896
46.0,8.702336577371024e-05,0.00013443981373974896
47.0,0.00046412461745978795,0.00010999621124161279
48.0,0.00018855062584303885,0.0006233118637024725
49.0,7.251947147809187e-05,0.00020777062123415748
50.0,0.00034809346309484096,9.77744099925447e-05
