Base index shifted,1500_1#TOP,1500_1#BOT
-49.0,0,1
-47.0,1,0
-46.0,0,1
-42.0,1,1
-34.0,1,0
-32.0,0,1
-30.0,1,0
-29.0,1,0
-28.0,2,1
-27.0,1,0
-26.0,3,1
-25.0,0,1
-23.0,1,1
-22.0,0,1
-21.0,2,1
-20.0,2,0
-19.0,9,0
-18.0,13,0
-17.0,15,1
-16.0,26,0
-15.0,11,1
-14.0,16,1
-13.0,15,1
-12.0,19,1
-11.0,32,3
-10.0,47,2
-9.0,47,1
-8.0,67,1
-7.0,45,10
-6.0,20,1
-5.0,42,3
-4.0,17,4
-3.0,46,4
-2.0,26,3
-1.0,33,8
0.0,44,22655
1.0,37,60
2.0,43,4
3.0,42,9
4.0,25,7
5.0,70,6
6.0,37,5
7.0,48,6
8.0,58,14
9.0,35,4
10.0,10,7
11.0,14,7
12.0,18,4
13.0,20,6
14.0,9,8
15.0,3,5
16.0,6,3
17.0,3,9
18.0,2,5
19.0,2,6
20.0,0,1
21.0,3,5
22.0,1,11
23.0,0,5
24.0,1,3
25.0,2,0
26.0,0,5
27.0,0,4
28.0,0,6
29.0,0,2
30.0,0,3
31.0,0,4
32.0,0,5
33.0,0,3
34.0,0,4
35.0,0,4
36.0,1,6
37.0,2,4
39.0,1,3
40.0,1,8
41.0,0,1
42.0,1,1
43.0,1,2
44.0,0,1
45.0,0,2
46.0,0,4
47.0,0,3
48.0,1,11
49.0,0,2
50.0,2,5
