Base index,400_1#TOP,400_1#BOT
-50,0.0003072487060102574,2.0968756552736423e-05
-49,0.00021271064262248587,4.1937513105472846e-05
-48,0.00023634515846942874,2.0968756552736423e-05
-47,0.00023634515846942874,2.0968756552736423e-05
-46,7.090354754082863e-05,2.0968756552736423e-05
-45,0.0002836141901633145,2.0968756552736423e-05
-44,0.00023634515846942874,6.290626965820927e-05
-43,0.00035451773770414315,4.1937513105472846e-05
-42,0.00035451773770414315,0
-41,0.00021271064262248587,0.00016775005242189138
-40,0.0004726903169388575,2.0968756552736423e-05
-39,0.0004726903169388575,0
-38,0.00016544161092860014,4.1937513105472846e-05
-37,0.0003072487060102574,6.290626965820927e-05
-36,0.0004726903169388575,4.1937513105472846e-05
-35,0.00021271064262248587,6.290626965820927e-05
-34,0.0009926496655716008,0
-33,0.00040178676939802885,6.290626965820927e-05
-32,0.0005199593486327433,2.0968756552736423e-05
-31,0.0006381319278674577,4.1937513105472846e-05
-30,0.0008508425704899435,6.290626965820927e-05
-29,0.0006617664437144006,2.0968756552736423e-05
-28,0.00042542128524497173,0.0001887188089746278
-27,0.0003072487060102574,0
-26,0.0012998983715818582,0.00010484378276368212
-25,0.0006144974120205148,0
-24,0.0005199593486327433,2.0968756552736423e-05
-23,0.0002836141901633145,6.290626965820927e-05
-22,0.00016544161092860014,0
-21,0.0013944364349696297,8.387502621094569e-05
-20,0.001678050625132944,8.387502621094569e-05
-19,0.002883410933327031,0
-18,0.004183309304908889,4.1937513105472846e-05
-17,0.00501051735955189,6.290626965820927e-05
-16,0.010564628583583466,2.0968756552736423e-05
-15,0.005695918319113233,4.1937513105472846e-05
-14,0.012148141145328637,6.290626965820927e-05
-13,0.007184892817470634,0.00012581253931641853
-12,0.011037318900522322,0.00014678129586915496
-11,0.01666233367209473,2.0968756552736423e-05
-10,0.02689607903382099,0.00010484378276368212
-9,0.02580889130486162,0.00010484378276368212
-8,0.044031103022854574,6.290626965820927e-05
-7,0.034246413462220224,0.0002935625917383099
-6,0.017536810758431613,0.00016775005242189138
-5,0.04032048403488454,0.00012581253931641853
-4,0.037957032450190255,6.290626965820927e-05
-3,0.0517595897048049,4.1937513105472846e-05
-2,0.04076953983597646,0.00025162507863283706
-1,0.048190777811916524,0.0001887188089746278
0,0.07808844035829926,0.9839798699937093
1,0.04875800619224315,0.004319563849863703
2,0.07506322232989057,0.00020968756552736424
3,0.06206423861407199,0.0009855315579786119
4,0.0358299260239654,0.00031453134829104634
5,0.058046370920091704,0.00031453134829104634
6,0.024130840679728677,0.00012581253931641853
7,0.05022334617475361,0.00020968756552736424
8,0.03805157051357803,0.0004193751310547285
9,0.0162605469026967,0.0002725938351855735
10,0.005814090898347947,0.00033550010484378277
11,0.007303065396705348,0.0003774376179492556
12,0.008768405379215806,0.0002725938351855735
13,0.006263146699439862,0.00014678129586915496
14,0.004939613812011061,0.00039840637450199205
15,0.0014889744983574012,0.00023065632208010066
16,0.002245279005459573,4.1937513105472846e-05
17,0.0026470657748576022,0.00014678129586915496
18,0.002079837394530973,4.1937513105472846e-05
19,0.0007090354754082863,0.0001887188089746278
20,0.0006381319278674577,0.00014678129586915496
21,0.0014417054666635155,0.0002935625917383099
22,0.0004963248327858004,0.00020968756552736424
23,0.0008981116021838292,4.1937513105472846e-05
24,0.0008744770863368863,8.387502621094569e-05
25,0.0006854009595613434,4.1937513105472846e-05
26,0.00040178676939802885,4.1937513105472846e-05
27,0.00025997967431637165,6.290626965820927e-05
28,0.00042542128524497173,0.00014678129586915496
29,0.0005908628961735719,0.00023065632208010066
30,0.00040178676939802885,0.00016775005242189138
31,0.00018907612677554302,8.387502621094569e-05
32,0.0004490558010919146,0.00010484378276368212
33,0.0005199593486327433,4.1937513105472846e-05
34,0.0004490558010919146,0.00012581253931641853
35,0.00037815225355108603,0.00016775005242189138
36,0.000945380633877715,8.387502621094569e-05
37,0.00042542128524497173,0.0002935625917383099
38,0.0006144974120205148,0.00016775005242189138
39,0.00023634515846942874,0.00010484378276368212
40,0.00011817257923471437,8.387502621094569e-05
41,0.00023634515846942874,8.387502621094569e-05
42,0.00014180709508165726,4.1937513105472846e-05
43,0.00014180709508165726,6.290626965820927e-05
44,0.00025997967431637165,4.1937513105472846e-05
45,0.00011817257923471437,4.1937513105472846e-05
46,0.00011817257923471437,2.0968756552736423e-05
47,0.00011817257923471437,0.00010484378276368212
48,0.00014180709508165726,0.00012581253931641853
49,7.090354754082863e-05,4.1937513105472846e-05
50,0.00018907612677554302,4.1937513105472846e-05
