Base index,AT_3#TOP,AT_3#BOT
-50,8.420444840071694e-05,1.211108285191779e-05
-49,4.811682765755254e-05,2.422216570383558e-05
-48,7.217524148632881e-05,1.211108285191779e-05
-47,0.00019246731063021015,1.211108285191779e-05
-46,6.014603457194067e-05,3.633324855575337e-05
-45,0.00012029206914388134,1.211108285191779e-05
-44,6.014603457194067e-05,0
-43,0.000180438103715822,0
-42,0.00013232127605826947,0
-41,0.00028870096594531524,2.422216570383558e-05
-40,0.00028870096594531524,0
-39,0.00026464255211653895,1.211108285191779e-05
-38,0.00021652572445898642,0
-37,0.00033681779360286777,2.422216570383558e-05
-36,0.0003849346212604203,2.422216570383558e-05
-35,0.00022855493137337456,3.633324855575337e-05
-34,0.0005894311388050185,2.422216570383558e-05
-33,0.0006856647941201236,1.211108285191779e-05
-32,0.0007698692425208406,4.844433140767116e-05
-31,0.0008661028978359457,4.844433140767116e-05
-30,0.001070599415380544,2.422216570383558e-05
-29,0.0011427746568668728,2.422216570383558e-05
-28,0.0010465410015517676,6.055541425958895e-05
-27,0.0014675632435553524,0
-26,0.0014194464158978,4.844433140767116e-05
-25,0.0018284394509869965,2.422216570383558e-05
-24,0.001972789933959654,0
-23,0.0019968483477884303,7.266649711150674e-05
-22,0.0019006146924733253,3.633324855575337e-05
-21,0.0026584547280797777,3.633324855575337e-05
-20,0.0029712141078538693,7.266649711150674e-05
-19,0.0034403531775150063,2.422216570383558e-05
-18,0.0037892001780322625,3.633324855575337e-05
-17,0.004426748144494833,8.477757996342453e-05
-16,0.006375479664625711,7.266649711150674e-05
-15,0.009334664565565193,7.266649711150674e-05
-14,0.011463834189411892,0.0001089997456672601
-13,0.014747807677039853,6.055541425958895e-05
-12,0.016131166472194487,4.844433140767116e-05
-11,0.02096690765177852,8.477757996342453e-05
-10,0.026488313625482672,9.688866281534232e-05
-9,0.0253455389686158,8.477757996342453e-05
-8,0.032587121531077456,8.477757996342453e-05
-7,0.037687505262778025,0.00018166624277876685
-6,0.03909492247176144,3.633324855575337e-05
-5,0.04518170117044183,0.00018166624277876685
-4,0.044399802721006604,0.0002543327398902736
-3,0.04604780406827778,0.00019377732563068465
-2,0.04882655086550144,0.000230110574186438
-1,0.05141283035209489,0.0002664438227421914
0,0.051244421455293454,0.9715026220494375
1,0.047804068277778444,0.004747544477951774
2,0.061685773056982356,0.0010536642081168477
3,0.04899495976230287,0.0007024428054112318
4,0.04248715882161889,0.0005692208940401361
5,0.047996535588408655,0.0007387760539669852
6,0.030662448424775356,0.00031488815414986256
7,0.03635226329528094,0.00042388789981712263
8,0.026283817107938073,0.0003633324855575337
9,0.017743080198722498,0.0003996657341132871
10,0.014386931469608209,0.0004723322312247938
11,0.011572097051641386,0.0003633324855575337
12,0.009382781393222744,0.0002664438227421914
13,0.009130168048020594,0.0003875546512613693
14,0.0037290541434603216,0.0003512214027056159
15,0.0027186007626517185,0.00031488815414986256
16,0.0024659874174495677,0.00031488815414986256
17,0.002622367107336613,0.0007266649711150674
18,0.002357724555220074,0.0003633324855575337
19,0.001443504829726576,0.0003875546512613693
20,0.0012390083121819777,0.0003996657341132871
21,0.0008781321047503338,0.0003996657341132871
22,0.001154803863781261,0.0006055541425958895
23,0.0011187162430380964,0.0008962201310419164
24,0.0009262489324078863,0.0005934430597439717
25,0.0007698692425208406,0.0007145538882631496
26,0.0009984241738942151,0.00042388789981712263
27,0.0003849346212604203,0.0008235536339304097
28,0.0007939276563496168,0.0005086654797805472
29,0.0003969638281748084,0.0003633324855575337
30,0.00048116827657552537,0.000460221148372876
31,0.0003849346212604203,0.00042388789981712263
32,0.00033681779360286777,0.0006539984740035606
33,0.0004089930350891966,0.00020588840848260242
34,0.0005172558973186898,0.000460221148372876
35,0.0005172558973186898,0.0003633324855575337
36,0.0005774019318906305,0.0002543327398902736
37,0.0003849346212604203,0.000230110574186438
38,0.0005653727249762423,0.0002664438227421914
39,0.0004571098627467491,0.000230110574186438
40,0.0002044965175445983,0.0003633324855575337
41,0.00024058413828776268,0.00031488815414986256
42,0.00014435048297265762,0.00030277707129794477
43,0.00014435048297265762,0.00029066598844602697
44,0.000180438103715822,0.0002179994913345202
45,0.00016840889680143389,0.0001211108285191779
46,9.623365531510508e-05,0.00019377732563068465
47,0.0005774019318906305,0.00018166624277876685
48,0.00014435048297265762,0.0004965543969286294
49,0.00021652572445898642,0.00030277707129794477
50,0.00043305144891797283,0.00020588840848260242
