Base index shifted,ATMi2_3#TOP,ATMi2_3#BOT
-352.0,65511,0
-351.0,741,0
-350.0,159,0
-349.0,65,0
-348.0,130,0
-347.0,38,0
-346.0,32,0
-345.0,14,0
-344.0,36,0
-343.0,24,0
-342.0,8,0
-341.0,7,0
-340.0,31,0
-339.0,8,0
-338.0,17,0
-337.0,18,0
-336.0,2,0
-335.0,5,0
-334.0,4,0
-333.0,22,0
-332.0,15,0
-331.0,6,0
-330.0,11,0
-329.0,6,0
-328.0,16,0
-327.0,6,0
-326.0,4,0
-325.0,6,0
-324.0,1,0
-323.0,43,0
-322.0,9,0
-321.0,18,0
-320.0,10,0
-319.0,1,0
-318.0,5,0
-317.0,5,0
-316.0,14,0
-315.0,4,0
-314.0,4,0
-313.0,3,0
-312.0,3,0
-311.0,4,0
-310.0,3,0
-309.0,2,0
-308.0,4,0
-307.0,6,0
-306.0,3,0
-305.0,2,0
-304.0,0,0
-303.0,2,0
-302.0,1,0
-301.0,7,0
-300.0,2,0
-299.0,9,0
-298.0,3,0
-297.0,0,0
-296.0,1,0
-295.0,12,0
-294.0,4,0
-293.0,3,0
-292.0,3,0
-291.0,1,0
-290.0,0,0
-289.0,5,0
-288.0,5,0
-287.0,1,0
-286.0,3,0
-285.0,4,1
-284.0,2,0
-283.0,1,0
-282.0,4,1
-281.0,4,0
-280.0,1,0
-279.0,4,0
-278.0,0,1
-277.0,3,0
-276.0,5,0
-275.0,2,0
-274.0,5,1
-273.0,3,0
-272.0,2,1
-271.0,4,0
-270.0,3,0
-269.0,2,0
-268.0,0,0
-267.0,0,0
-266.0,9,0
-265.0,9,0
-264.0,3,0
-263.0,10,0
-262.0,3,1
-261.0,3,1
-260.0,3,1
-259.0,5,0
-258.0,2,0
-257.0,8,0
-256.0,6,0
-255.0,4,1
-254.0,2,0
-253.0,1,1
-252.0,4,2
-251.0,5,5
-250.0,1,2
-249.0,3,1
-248.0,3,0
-247.0,4,0
-246.0,4,2
-245.0,8,2
-244.0,3,3
-243.0,5,0
-242.0,3,3
-241.0,10,0
-240.0,13,0
-239.0,1,2
-238.0,2,0
-237.0,8,0
-236.0,1,1
-235.0,7,0
-234.0,2,3
-233.0,7,4
-232.0,9,1
-231.0,3,2
-230.0,8,2
-229.0,3,9
-228.0,8,8
-227.0,4,2
-226.0,6,2
-225.0,4,5
-224.0,7,0
-223.0,5,3
-222.0,7,2
-221.0,2,4
-220.0,4,4
-219.0,15,2
-218.0,6,3
-217.0,5,6
-216.0,6,4
-215.0,7,5
-214.0,3,3
-213.0,7,2
-212.0,5,7
-211.0,0,3
-210.0,8,13
-209.0,5,2
-208.0,5,7
-207.0,5,5
-206.0,6,7
-205.0,8,3
-204.0,6,3
-203.0,8,6
-202.0,14,5
-201.0,11,4
-200.0,10,9
-199.0,4,6
-198.0,13,7
-197.0,2,4
-196.0,12,8
-195.0,3,6
-194.0,8,25
-193.0,6,8
-192.0,17,7
-191.0,8,1
-190.0,5,7
-189.0,7,20
-188.0,7,8
-187.0,8,22
-186.0,4,7
-185.0,6,6
-184.0,10,8
-183.0,12,12
-182.0,3,13
-181.0,21,4
-180.0,3,5
-179.0,7,6
-178.0,5,13
-177.0,9,13
-176.0,1,2
-175.0,7,12
-174.0,6,10
-173.0,11,13
-172.0,4,5
-171.0,12,3
-170.0,2,4
-169.0,4,8
-168.0,10,9
-167.0,12,6
-166.0,6,9
-165.0,2,10
-164.0,2,2
-163.0,2,1
-162.0,7,3
-161.0,2,9
-160.0,1,8
-159.0,1,7
-158.0,3,7
-157.0,1,14
-156.0,3,2
-155.0,5,6
-154.0,5,1
-153.0,3,6
-152.0,5,9
-151.0,4,0
-150.0,6,3
-149.0,1,9
-148.0,5,4
-147.0,2,4
-146.0,1,9
-145.0,1,15
-144.0,2,17
-143.0,3,9
-142.0,5,11
-141.0,6,13
-140.0,5,8
-139.0,2,7
-138.0,5,27
-137.0,3,14
-136.0,4,14
-135.0,5,22
-134.0,7,19
-133.0,4,2
-132.0,1,14
-131.0,1,15
-130.0,0,18
-129.0,6,13
-128.0,0,12
-127.0,3,22
-126.0,4,17
-125.0,3,13
-124.0,3,5
-123.0,0,10
-122.0,2,6
-121.0,0,4
-120.0,1,13
-119.0,1,11
-118.0,3,12
-117.0,2,5
-116.0,2,11
-115.0,0,14
-114.0,3,16
-113.0,2,20
-112.0,0,21
-111.0,1,13
-110.0,5,6
-109.0,1,7
-108.0,2,28
-107.0,2,6
-106.0,0,8
-105.0,1,4
-104.0,0,8
-103.0,0,5
-102.0,4,3
-101.0,3,10
-100.0,1,1
-99.0,2,4
-98.0,0,12
-97.0,0,3
-96.0,1,6
-95.0,0,4
-94.0,1,8
-93.0,2,8
-92.0,2,2
-91.0,1,5
-90.0,1,2
-89.0,1,1
-88.0,0,7
-87.0,0,6
-86.0,1,27
-85.0,0,8
-84.0,0,6
-83.0,1,8
-82.0,1,5
-81.0,1,5
-80.0,0,0
-79.0,0,5
-78.0,1,3
-77.0,0,4
-76.0,1,3
-75.0,0,7
-74.0,0,4
-73.0,0,7
-72.0,0,6
-71.0,0,6
-70.0,1,12
-69.0,0,7
-68.0,0,3
-67.0,0,11
-66.0,0,7
-65.0,1,1
-64.0,1,4
-63.0,0,4
-62.0,1,9
-61.0,0,12
-60.0,1,9
-59.0,0,14
-58.0,1,4
-57.0,0,11
-56.0,0,7
-55.0,0,11
-54.0,0,8
-53.0,4,9
-52.0,0,7
-51.0,6,11
-50.0,1,10
-49.0,0,5
-48.0,4,11
-47.0,2,8
-46.0,2,4
-45.0,0,8
-44.0,3,8
-43.0,1,18
-42.0,0,75
-41.0,4,11
-40.0,6,15
-39.0,5,6
-38.0,3,10
-37.0,4,13
-36.0,4,4
-35.0,5,19
-34.0,2,13
-33.0,4,7
-32.0,13,16
-31.0,8,11
-30.0,22,36
-29.0,8,8
-28.0,27,16
-27.0,18,19
-26.0,26,47
-25.0,27,13
-24.0,10,14
-23.0,31,34
-22.0,16,20
-21.0,11,20
-20.0,38,16
-19.0,24,27
-18.0,46,25
-17.0,44,26
-16.0,66,43
-15.0,43,40
-14.0,58,15
-13.0,74,20
-12.0,147,36
-11.0,245,43
-10.0,350,60
-9.0,1193,53
-8.0,1176,29
-7.0,1580,81
-6.0,1780,12
-5.0,679,40
-4.0,3423,89
-3.0,2380,97
-2.0,2801,127
-1.0,3105,1171
0.0,3594,63504
1.0,2054,32
2.0,996,21
3.0,4347,25
4.0,2105,22
5.0,1564,19
6.0,1664,16
7.0,604,18
8.0,1193,36
9.0,588,4
10.0,357,8
11.0,223,5
12.0,176,5
13.0,115,5
14.0,61,5
15.0,99,3
16.0,66,3
17.0,64,6
18.0,34,7
19.0,113,3
20.0,62,0
21.0,78,6
22.0,38,4
23.0,56,2
24.0,39,12
25.0,32,0
26.0,30,3
27.0,25,3
28.0,13,2
29.0,23,6
30.0,11,3
31.0,11,5
32.0,16,2
33.0,16,3
34.0,8,0
35.0,11,0
36.0,9,0
37.0,21,1
38.0,13,2
39.0,7,2
40.0,4,2
41.0,2,3
42.0,1,1
43.0,1,0
44.0,6,1
45.0,5,0
46.0,1,1
47.0,3,1
48.0,1,1
49.0,1,1
50.0,1,0
51.0,0,0
52.0,2,1
53.0,4,2
54.0,0,1
55.0,0,0
56.0,0,0
57.0,1,1
58.0,2,0
59.0,0,0
60.0,0,0
61.0,2,0
62.0,4,1
63.0,2,0
64.0,3,0
65.0,0,0
66.0,1,0
67.0,1,0
68.0,1,2
69.0,0,1
70.0,0,0
71.0,2,0
72.0,0,0
73.0,0,0
74.0,1,0
75.0,0,0
76.0,1,1
77.0,0,0
78.0,2,0
79.0,1,0
80.0,1,1
81.0,3,1
82.0,1,0
83.0,1,1
84.0,1,0
85.0,1,2
86.0,1,1
87.0,0,0
88.0,8,0
89.0,2,1
90.0,3,0
91.0,2,1
92.0,4,0
93.0,1,0
94.0,1,0
95.0,1,1
96.0,0,2
97.0,0,0
98.0,1,2
99.0,1,2
100.0,3,0
101.0,1,0
102.0,2,2
103.0,1,0
104.0,2,4
105.0,3,0
106.0,1,2
107.0,1,2
108.0,4,1
109.0,1,2
110.0,1,1
111.0,0,3
112.0,1,8
113.0,1,1
114.0,1,1
115.0,2,2
116.0,1,1
117.0,0,2
118.0,0,1
119.0,2,2
120.0,2,3
121.0,0,3
122.0,0,7
123.0,1,3
124.0,3,8
125.0,0,3
126.0,4,3
127.0,2,1
128.0,2,4
129.0,3,1
130.0,4,6
131.0,2,3
132.0,0,2
133.0,3,9
134.0,5,5
135.0,2,5
136.0,2,8
137.0,2,2
138.0,0,4
139.0,1,4
140.0,1,4
141.0,2,7
142.0,2,4
143.0,2,5
144.0,2,0
145.0,1,4
146.0,2,2
147.0,1,3
148.0,2,9
149.0,0,1
150.0,2,5
151.0,2,8
152.0,2,2
153.0,2,6
154.0,1,12
155.0,1,6
156.0,1,4
157.0,3,3
158.0,0,4
159.0,1,12
160.0,1,5
161.0,0,2
162.0,2,7
163.0,2,3
164.0,0,8
165.0,2,0
166.0,2,8
167.0,5,0
168.0,2,8
169.0,0,5
170.0,1,11
171.0,0,5
172.0,1,7
173.0,3,5
174.0,0,3
175.0,1,8
176.0,0,6
177.0,0,3
178.0,4,5
