Base index shifted,1500_3#TOP,1500_3#BOT
-49.0,0.0,0
-48.0,0.0,0.0002818290706686395
-47.0,0.00020339672531272246,0.00014091453533431975
-46.0,0.00010169836265636123,0.0
-45.0,0.0,0.0002113718030014796
-44.0,0.00010169836265636123,0.00014091453533431975
-43.0,0.00020339672531272246,0.0002818290706686395
-42.0,0.00010169836265636123,0.0
-41.0,0.0,0.00014091453533431975
-40.0,0.00010169836265636123,0.0002818290706686395
-39.0,0.00020339672531272246,0.00014091453533431975
-38.0,0.0003050950879690837,0.0
-37.0,0.0,0.0002113718030014796
-36.0,0.0003050950879690837,0.0002818290706686395
-35.0,0.00020339672531272246,0.0003522863383357993
-34.0,0.0005084918132818062,0.0004227436060029592
-33.0,0.00010169836265636123,7.045726766715987e-05
-32.0,0.0003050950879690837,0.0003522863383357993
-31.0,0.00010169836265636123,0.0002818290706686395
-30.0,0.0006101901759381674,7.045726766715987e-05
-29.0,0.00020339672531272246,0.0002113718030014796
-28.0,0.0,0.0002113718030014796
-27.0,0.00010169836265636123,0.00014091453533431975
-26.0,0.0005084918132818062,0.0003522863383357993
-25.0,0.0006101901759381674,0.0002818290706686395
-24.0,0.0003050950879690837,0.0002113718030014796
-23.0,0.0003050950879690837,0.0
-22.0,0.00020339672531272246,0.0
-21.0,0.0015254754398454184,7.045726766715987e-05
-20.0,0.0006101901759381674,7.045726766715987e-05
-19.0,0.004169632868910811,0.0004227436060029592
-18.0,0.005593409946099867,0.00014091453533431975
-17.0,0.011797010068137903,0.0002818290706686395
-16.0,0.019729482355334078,0.0
-15.0,0.013424183870639683,0.00014091453533431975
-14.0,0.018610800366114105,0.0003522863383357993
-13.0,0.014339469134546933,0.00014091453533431975
-12.0,0.017593816739550492,0.0003522863383357993
-11.0,0.03071290552222109,0.0004227436060029592
-10.0,0.040170853249262686,0.0002113718030014796
-9.0,0.03834028272144818,0.0004227436060029592
-8.0,0.051052578053493336,0.0004227436060029592
-7.0,0.035289331841757345,0.0003522863383357993
-6.0,0.020136275805959523,0.0002113718030014796
-5.0,0.02633987592799756,0.0003522863383357993
-4.0,0.029187430082375673,0.0002818290706686395
-3.0,0.03711990236957185,0.0013386880856760374
-2.0,0.026848367741279366,0.0004932008736701191
-1.0,0.03498423675378826,0.011061791023744098
0.0,0.04149293196379538,0.9752694990488269
1.0,0.029899318620970203,0.00014091453533431975
2.0,0.04861181734974067,0.0002113718030014796
3.0,0.04169632868910811,7.045726766715987e-05
4.0,0.032645174412691956,0.0002113718030014796
5.0,0.0579680667141259,0.0
6.0,0.032340079324722874,0.00014091453533431975
7.0,0.058273161802094985,7.045726766715987e-05
8.0,0.048205023899115226,0.00014091453533431975
9.0,0.025933082477372114,7.045726766715987e-05
10.0,0.012102105156106987,7.045726766715987e-05
11.0,0.015458151123766908,0.0
12.0,0.01728872165158141,0.0002113718030014796
13.0,0.01230550188141971,0.0
14.0,0.008949455913759789,0.0
15.0,0.004067934506254449,7.045726766715987e-05
16.0,0.004678124682192616,0.0
17.0,0.004881521407505339,0.0
18.0,0.004779823044848978,0.0
19.0,0.0016271738025017796,0.0
20.0,0.0015254754398454184,0.0
21.0,0.0024407607037526696,0.0
22.0,0.0004067934506254449,0.0
23.0,0.0016271738025017796,0.0
24.0,0.0004067934506254449,7.045726766715987e-05
25.0,0.0005084918132818062,0.0
26.0,0.00020339672531272246,0.0
27.0,0.0005084918132818062,7.045726766715987e-05
28.0,0.0003050950879690837,7.045726766715987e-05
29.0,0.0006101901759381674,0.0
30.0,0.0005084918132818062,7.045726766715987e-05
31.0,0.00020339672531272246,0.0
32.0,0.0006101901759381674,0.0
33.0,0.0009152852639072511,0.0
34.0,0.0003050950879690837,0.0
35.0,0.0006101901759381674,7.045726766715987e-05
36.0,0.0003050950879690837,0.0
37.0,0.00010169836265636123,0.00014091453533431975
38.0,0.00020339672531272246,0.0
39.0,0.00010169836265636123,0.0
40.0,0.00020339672531272246,0.0
41.0,0.0004067934506254449,0.0
42.0,0.00010169836265636123,7.045726766715987e-05
43.0,0.0,0.0
44.0,0.0,0.0
45.0,0.0,0.0
46.0,0.0,0.0
47.0,0.00020339672531272246,0.0
48.0,0.0,0.0
49.0,0.0,7.045726766715987e-05
50.0,0.00020339672531272246,0.0
51.0,0,7.045726766715987e-05
