Fractional Basecounts,704_2
1,0.5051244331513745
2,0.5104737821112908
3,0.5112518692327331
4,0.5115314942920015
5,0.5122852661908988
6,0.5125284184163496
7,0.5127229401967102
8,0.5127594130305277
9,0.5129417771996159
10,0.5129539348108884
11,0.5129782500334334
12,0.5130390380897961
13,0.5131727718137941
14,0.5132092446476116
15,0.5132457174814292
16,0.5132821903152469
17,0.5132943479265194
18,0.5133672935941547
19,0.5133794512054272
20,0.5134767120956074
21,0.51348886970688
22,0.5135253425406976
23,0.5135618153745152
24,0.5135618153745152
25,0.5135739729857878
26,0.513622603430878
27,0.513622603430878
28,0.513622603430878
29,0.5136469186534229
30,0.5137077067097857
31,0.5137441795436033
32,0.5137928099886934
33,0.513804967599966
34,0.513804967599966
35,0.5138414404337835
36,0.5138414404337835
37,0.5139265437126913
38,0.5139630165465089
39,0.5139994893803266
40,0.5139994893803266
41,0.5140116469915991
42,0.5140724350479617
43,0.5140967502705068
44,0.5141332231043244
45,0.514145380715597
46,0.5141940111606872
47,0.514279114439595
48,0.5143155872734125
49,0.5143155872734125
50,0.5143520601072301
51,0.5144006905523203
52,0.514461478608683
53,0.514461478608683
54,0.5145344242763182
55,0.5145587394988632
56,0.5145587394988632
57,0.5145708971101358
58,0.5145830547214083
59,0.514619527555226
60,0.5146316851664985
61,0.514643842777771
62,0.5146560003890436
63,0.5146681580003161
64,0.5147411036679513
65,0.5147775765017689
66,0.5147897341130415
67,0.5148140493355865
68,0.5148262069468591
69,0.5148626797806767
70,0.5148869950032218
71,0.5149113102257669
72,0.514935625448312
73,0.5149720982821295
74,0.5149720982821295
75,0.5149964135046746
76,0.5150207287272197
77,0.5150328863384922
78,0.5150328863384922
79,0.5150815167835824
80,0.5150815167835824
81,0.5150815167835824
82,0.5150936743948549
83,0.5151179896174
84,0.5151909352850352
85,0.5152274081188528
86,0.5152517233413979
87,0.5152638809526704
88,0.5153003537864881
89,0.5153489842315782
90,0.5154097722879408
91,0.5154340875104859
92,0.5154705603443035
93,0.5155313484006663
94,0.5155435060119388
95,0.5155678212344839
96,0.5155799788457563
97,0.5156529245133916
98,0.5156893973472092
99,0.5157015549584818
100,0.5157380277922994
101,0.5157501854035719
102,0.5157623430148445
103,0.5157380277922994
104,0.5157623430148445
105,0.5158109734599345
106,0.5158596039050247
107,0.5159082343501149
108,0.5159568647952051
109,0.5160054952402952
110,0.5160298104628402
111,0.5160905985192029
112,0.5161635441868382
113,0.5161757017981107
114,0.5162000170206558
115,0.5162364898544733
116,0.516272962688291
117,0.516272962688291
118,0.5162972779108361
119,0.5163215931333811
120,0.5163337507446537
121,0.5163702235784713
122,0.5163702235784713
123,0.5163702235784713
124,0.5163945388010164
125,0.516455326857379
126,0.5164917996911966
127,0.5165039573024692
128,0.5164917996911966
129,0.5165161149137417
130,0.5165525877475594
131,0.516589060581377
132,0.5166012181926495
133,0.5166376910264672
134,0.5166376910264672
135,0.5166376910264672
136,0.5166498486377397
137,0.5166498486377397
138,0.5166498486377397
139,0.5166498486377397
140,0.5166984790828298
141,0.5167349519166474
142,0.5167349519166474
143,0.5167227943053749
144,0.5167106366941023
145,0.5167227943053749
146,0.5167227943053749
147,0.5167835823617376
148,0.5168078975842827
149,0.5168565280293728
150,0.516929473697008
151,0.5169659465308256
152,0.5169781041420982
153,0.5169659465308256
154,0.5169659465308256
155,0.5169659465308256
156,0.5169659465308256
157,0.5169416313082805
158,0.5169659465308256
159,0.5169781041420982
160,0.5170267345871883
161,0.5170632074210059
162,0.517087522643551
163,0.5170753650322785
164,0.5170510498097334
165,0.5170510498097334
166,0.5170267345871883
167,0.5170267345871883
168,0.5170510498097334
169,0.5170632074210059
170,0.5170632074210059
171,0.517087522643551
172,0.5170996802548236
173,0.517087522643551
174,0.5170996802548236
175,0.517087522643551
176,0.5170996802548236
177,0.5170996802548236
178,0.5170753650322785
179,0.5170024193646432
180,0.5169659465308256
181,0.5169537889195531
182,0.5169659465308256
183,0.5169537889195531
184,0.5169416313082805
185,0.516929473697008
186,0.5169416313082805
187,0.516905158474463
188,0.5168443704181003
189,0.5168078975842827
190,0.5167835823617376
191,0.5167835823617376
192,0.5167349519166474
193,0.5166863214715572
194,0.5166620062490122
195,0.5166620062490122
196,0.5166012181926495
197,0.5166133758039221
198,0.5166012181926495
199,0.5166255334151946
200,0.5165647453588319
201,0.5164917996911966
202,0.5165039573024692
203,0.5164796420799241
204,0.516455326857379
205,0.516431011634834
206,0.516455326857379
207,0.516455326857379
208,0.5163702235784713
209,0.5163459083559262
210,0.5162851202995635
211,0.5162851202995635
212,0.5162608050770184
213,0.5162608050770184
214,0.5162364898544733
215,0.5161878594093833
216,0.5160905985192029
217,0.5160054952402952
218,0.5159568647952051
219,0.5158839191275698
220,0.5158839191275698
221,0.5158109734599345
222,0.515798815848662
223,0.5157501854035719
224,0.515640766902119
225,0.515616451679574
226,0.5155799788457563
227,0.5155435060119388
228,0.5155191907893937
229,0.5154948755668486
230,0.5154219298992134
231,0.5153976146766683
232,0.5153976146766683
233,0.5153854570653957
234,0.5154097722879408
235,0.5154097722879408
236,0.5153854570653957
237,0.5153611418428508
238,0.5153368266203057
239,0.5153368266203057
240,0.515276038563943
241,0.5151787776737626
242,0.515142304839945
243,0.5151787776737626
244,0.5151787776737626
245,0.5152152505075803
246,0.5152152505075803
247,0.5152152505075803
248,0.5152152505075803
249,0.5152395657301253
250,0.5152152505075803
251,0.5152274081188528
252,0.5152030928963077
253,0.5151909352850352
254,0.5152030928963077
255,0.5151787776737626
256,0.5151544624512175
257,0.5150936743948549
258,0.5150572015610373
259,0.5150572015610373
260,0.5150572015610373
261,0.5150815167835824
262,0.5150815167835824
263,0.5150085711159471
264,0.5149964135046746
265,0.514984255893402
266,0.514959940670857
267,0.5149477830595844
268,0.5148748373919493
269,0.5148626797806767
270,0.5148626797806767
271,0.5148505221694042
272,0.5148626797806767
273,0.5148505221694042
274,0.5148748373919493
275,0.5148869950032218
276,0.5148748373919493
277,0.5148748373919493
278,0.5148991526144943
279,0.514801891724314
280,0.5147775765017689
281,0.5147897341130415
282,0.5147532612792238
283,0.5147046308341338
284,0.5147167884454062
285,0.5146803156115887
286,0.514643842777771
287,0.5146316851664985
288,0.5146560003890436
289,0.514643842777771
290,0.514643842777771
291,0.5145952123326809
292,0.5145344242763182
293,0.5145222666650456
294,0.5145830547214083
295,0.5145952123326809
296,0.5145587394988632
297,0.5145830547214083
298,0.5145830547214083
299,0.514619527555226
300,0.514619527555226
301,0.5145952123326809
302,0.5147654188904964
303,0.5147532612792238
304,0.514643842777771
305,0.5146560003890436
306,0.5148140493355865
307,0.5148140493355865
308,0.5148383645581316
309,0.5149234678370394
310,0.5148869950032218
311,0.5149234678370394
312,0.5149234678370394
313,0.514959940670857
314,0.5150693591723098
315,0.515142304839945
316,0.5152274081188528
317,0.5152395657301253
318,0.5152152505075803
319,0.5154462451217585
320,0.5155070331781212
321,0.5154827179555761
322,0.5155191907893937
323,0.5157015549584818
324,0.5157137125697543
325,0.5157501854035719
326,0.5158474462937522
327,0.5162364898544733
328,0.5163945388010164
329,0.5166133758039221
330,0.5166741638602848
331,0.5166741638602848
332,0.5172942020351842
333,0.5180236587115363
334,0.5191300013373372
335,0.5207469636365847
336,0.5231663282798196
337,0.527543068337933
338,0.5304487374320693
339,0.5351780482170863
340,0.5390806414355708
341,0.5446123545645751
342,0.5545086501404204
343,0.5690856260561925
344,0.5849391511555809
345,0.6050721554229025
346,0.6211931479702868
347,0.6296791606385177
348,0.6473928002626044
349,0.6634773199761711
350,0.6845950907565681
351,0.7029044533330091
352,0.7202047341738296
353,0.24800311234848577
354,0.2681482742270799
355,0.2978250033433431
356,0.3255200418221828
357,0.3441090294578921
358,0.37406538363342373
359,0.38719560380776386
360,0.4115108263528382
361,0.43099947722271525
362,0.44168601753127545
363,0.4464031707050199
364,0.45175251966493624
365,0.4588525646480979
366,0.46382502765856565
367,0.4673750501501465
368,0.46857865366612766
369,0.4701956159653751
370,0.4718612087097127
371,0.47325933400605447
372,0.4737213232344109
373,0.47415899724022226
374,0.4749613995842097
375,0.4752531822547506
376,0.4759096932634676
377,0.4763959977143691
378,0.4767364108300001
379,0.47695524783290577
380,0.4772470305034467
381,0.4773807642274446
382,0.47775765017689326
383,0.478000802402344
384,0.4781953241827046
385,0.4783776883517926
386,0.47860868296597087
387,0.4788275199688765
388,0.47899772652669204
389,0.4795083462001386
390,0.47977581364813443
391,0.4799095473721323
392,0.48010406915249293
393,0.48024996048776336
394,0.4803229061553986
395,0.4804201670455789
396,0.480444482268124
397,0.4804931127132141
398,0.48055390076957677
399,0.4806146888259395
400,0.48063900404848453
401,0.4807241073273923
402,0.48080921060630005
403,0.48090647149648036
404,0.4809915747753881
405,0.48106452044302334
406,0.48116178133320364
407,0.48118609655574873
408,0.4812104117782938
409,0.4812225693895663
410,0.4812104117782938
411,0.4812711998346565
412,0.4812711998346565
413,0.48128335744592904
414,0.48128335744592904
415,0.4812955150572016
416,0.4813441455022917
417,0.4813441455022917
418,0.4813684607248368
419,0.481441406392472
420,0.48145356400374456
421,0.4815021944488347
422,0.48151435206010723
423,0.4815265096713798
424,0.4815265096713798
425,0.48156298250519736
426,0.48158729772774245
427,0.481599455339015
428,0.481599455339015
429,0.48158729772774245
430,0.48158729772774245
431,0.48161161295028754
432,0.48161161295028754
433,0.4816480857841051
434,0.48166024339537766
435,0.48170887384046784
436,0.48170887384046784
437,0.4816967162291953
438,0.4817331890630129
439,0.4817453466742854
440,0.4817453466742854
441,0.4817331890630129
442,0.4817453466742854
443,0.4817331890630129
444,0.4817331890630129
445,0.4817939771193756
446,0.4817939771193756
447,0.4818061347306481
448,0.4817939771193756
449,0.4818304499531932
450,0.4818547651757383
451,0.48189123800955586
452,0.4819277108433735
453,0.48198849889973616
454,0.48201281412228125
455,0.48203712934482634
456,0.4820736021786439
457,0.4820614445673714
458,0.4820614445673714
459,0.4820614445673714
460,0.4820614445673714
461,0.48208575978991647
462,0.48214654784627914
463,0.4821587054575517
464,0.4821587054575517
465,0.48214654784627914
466,0.4821830206800968
467,0.4821830206800968
468,0.4821830206800968
469,0.48217086306882423
470,0.48214654784627914
471,0.48214654784627914
472,0.4821587054575517
473,0.4821587054575517
474,0.4821830206800968
475,0.4821951782913693
476,0.48217086306882423
477,0.48217086306882423
478,0.4821830206800968
479,0.4821951782913693
480,0.4821587054575517
481,0.4821830206800968
482,0.482255966347732
483,0.4822924391815496
484,0.4822802815702771
485,0.4822802815702771
486,0.4822802815702771
487,0.48230459679282217
488,0.48230459679282217
489,0.4822924391815496
490,0.4822924391815496
491,0.48230459679282217
492,0.4823289120153672
493,0.4823289120153672
494,0.48234106962663975
495,0.4823532272379123
496,0.4823532272379123
497,0.48238970007172993
498,0.4824018576830024
499,0.4824018576830024
500,0.48238970007172993
501,0.4824018576830024
502,0.4824018576830024
503,0.4823775424604574
504,0.48230459679282217
505,0.48234106962663975
506,0.48230459679282217
507,0.4822924391815496
508,0.48231675440409466
509,0.4822802815702771
510,0.48230459679282217
511,0.48230459679282217
512,0.48224380873645945
513,0.48224380873645945
514,0.48226812395900454
515,0.4822802815702771
516,0.48224380873645945
517,0.4822194935139144
518,0.48220733590264186
519,0.4821830206800968
520,0.4821951782913693
521,0.48220733590264186
522,0.48217086306882423
523,0.48217086306882423
524,0.4821951782913693
525,0.48213439023500665
526,0.4821587054575517
527,0.48214654784627914
528,0.48203712934482634
529,0.4820249717335538
530,0.48203712934482634
531,0.4820006565110087
532,0.4820006565110087
533,0.4820006565110087
