Base index shifted,400_1#TOP,400_1#BOT
-50.0,13,1
-49.0,9,2
-48.0,10,1
-47.0,10,1
-46.0,3,1
-45.0,12,1
-44.0,10,3
-43.0,15,2
-42.0,15,0
-41.0,9,8
-40.0,20,1
-39.0,20,0
-38.0,7,2
-37.0,13,3
-36.0,20,2
-35.0,9,3
-34.0,42,0
-33.0,17,3
-32.0,22,1
-31.0,27,2
-30.0,36,3
-29.0,28,1
-28.0,18,9
-27.0,13,0
-26.0,55,5
-25.0,26,0
-24.0,22,1
-23.0,12,3
-22.0,7,0
-21.0,59,4
-20.0,71,4
-19.0,122,0
-18.0,177,2
-17.0,212,3
-16.0,447,1
-15.0,241,2
-14.0,514,3
-13.0,304,6
-12.0,467,7
-11.0,705,1
-10.0,1138,5
-9.0,1092,5
-8.0,1863,3
-7.0,1449,14
-6.0,742,8
-5.0,1706,6
-4.0,1606,3
-3.0,2190,2
-2.0,1725,12
-1.0,2039,9
0.0,3304,46926
1.0,2063,206
2.0,3176,10
3.0,2626,47
4.0,1516,15
5.0,2456,15
6.0,1021,6
7.0,2125,10
8.0,1610,20
9.0,688,13
10.0,246,16
11.0,309,18
12.0,371,13
13.0,265,7
14.0,209,19
15.0,63,11
16.0,95,2
17.0,112,7
18.0,88,2
19.0,30,9
20.0,27,7
21.0,61,14
22.0,21,10
23.0,38,2
24.0,37,4
25.0,29,2
26.0,17,2
27.0,11,3
28.0,18,7
29.0,25,11
30.0,17,8
31.0,8,4
32.0,19,5
33.0,22,2
34.0,19,6
35.0,16,8
36.0,40,4
37.0,18,14
38.0,26,8
39.0,10,5
40.0,5,4
41.0,10,4
42.0,6,2
43.0,6,3
44.0,11,2
45.0,5,2
46.0,5,1
47.0,5,5
48.0,6,6
49.0,3,2
50.0,8,2
