Base index shifted,400_2#TOP,400_2#BOT
-200.0,31442,0
-199.0,397,0
-198.0,66,0
-197.0,22,0
-196.0,46,0
-195.0,16,0
-194.0,11,0
-193.0,5,0
-192.0,11,0
-191.0,2,0
-190.0,4,0
-189.0,3,0
-188.0,7,0
-187.0,5,0
-186.0,3,0
-185.0,4,0
-184.0,2,0
-183.0,1,0
-182.0,0,0
-181.0,2,0
-180.0,2,0
-179.0,3,0
-178.0,1,0
-177.0,4,0
-176.0,0,0
-175.0,1,0
-174.0,0,0
-173.0,3,0
-172.0,2,0
-171.0,1,0
-170.0,2,0
-169.0,2,0
-168.0,5,0
-167.0,2,0
-166.0,4,0
-165.0,0,0
-164.0,1,0
-163.0,2,0
-162.0,2,0
-161.0,0,0
-160.0,0,0
-159.0,1,0
-158.0,0,0
-157.0,1,1
-156.0,0,0
-155.0,2,0
-154.0,2,1
-153.0,0,0
-152.0,2,2
-151.0,1,0
-150.0,3,2
-149.0,0,1
-148.0,2,0
-147.0,2,0
-146.0,1,0
-145.0,1,0
-144.0,3,0
-143.0,2,2
-142.0,3,0
-141.0,1,2
-140.0,0,0
-139.0,1,0
-138.0,0,6
-137.0,0,3
-136.0,2,20
-135.0,1,36
-134.0,3,41
-133.0,2,37
-132.0,1,11
-131.0,0,9
-130.0,0,13
-129.0,1,4
-128.0,2,0
-127.0,1,4
-126.0,0,2
-125.0,3,9
-124.0,2,3
-123.0,1,1
-122.0,1,0
-121.0,1,0
-120.0,3,2
-119.0,1,2
-118.0,3,0
-117.0,2,0
-116.0,0,1
-115.0,2,2
-114.0,3,0
-113.0,4,1
-112.0,4,4
-111.0,4,0
-110.0,8,2
-109.0,7,2
-108.0,6,0
-107.0,3,0
-106.0,2,1
-105.0,7,0
-104.0,0,0
-103.0,6,0
-102.0,4,2
-101.0,1,0
-100.0,4,1
-99.0,2,2
-98.0,2,3
-97.0,0,4
-96.0,2,0
-95.0,3,2
-94.0,1,8
-93.0,1,0
-92.0,1,2
-91.0,3,4
-90.0,2,1
-89.0,4,0
-88.0,2,3
-87.0,0,3
-86.0,0,2
-85.0,1,2
-84.0,1,3
-83.0,4,1
-82.0,1,0
-81.0,5,2
-80.0,0,1
-79.0,4,2
-78.0,2,2
-77.0,3,6
-76.0,2,1
-75.0,5,6
-74.0,1,3
-73.0,0,11
-72.0,8,10
-71.0,2,1
-70.0,2,7
-69.0,6,4
-68.0,2,2
-67.0,5,2
-66.0,6,6
-65.0,7,5
-64.0,1,1
-63.0,0,3
-62.0,5,2
-61.0,3,3
-60.0,2,2
-59.0,7,1
-58.0,8,1
-57.0,4,14
-56.0,4,1
-55.0,8,2
-54.0,8,1
-53.0,5,0
-52.0,3,3
-51.0,13,4
-50.0,12,3
-49.0,7,3
-48.0,13,3
-47.0,12,1
-46.0,5,2
-45.0,5,1
-44.0,20,3
-43.0,6,1
-42.0,1,3
-41.0,8,4
-40.0,23,2
-39.0,16,3
-38.0,7,2
-37.0,14,10
-36.0,13,1
-35.0,9,8
-34.0,12,10
-33.0,12,2
-32.0,19,2
-31.0,9,1
-30.0,23,6
-29.0,17,6
-28.0,5,5
-27.0,5,9
-26.0,30,4
