Base index shifted,ATMi4#TOP#AVERAGE,ATMi4#TOP#STD,ATMi4#BOT#AVERAGE,ATMi4#BOT#STD
-49.0,8.51165245220707e-06,1.4742614503590874e-05,0.0,0.0
-48.0,1.702330490441414e-05,2.9485229007181748e-05,0.00014576070983028856,5.6223750308974544e-05
-47.0,1.7134051721027613e-05,1.4839453905493439e-05,6.211225948050854e-05,5.287269082432304e-05
-46.0,0.0,0.0,0.00010811884616663204,4.363070142356669e-05
-45.0,2.5756450989848153e-05,2.586790901736712e-05,9.036129576537086e-05,1.4354356605147123e-05
-44.0,3.5897854087029635e-05,4.1825220011729125e-05,0.00010747798752755738,5.052023746427746e-05
-43.0,1.7134051721027613e-05,1.4839453905493439e-05,0.00040952384372367693,9.934376160678212e-05
-42.0,0.0,0.0,0.00046979651397936983,0.00015835709854134563
-41.0,8.578100542175155e-05,7.88841913398426e-05,9.032834511342958e-05,4.1437359060339895e-05
-40.0,1.702330490441414e-05,2.9485229007181748e-05,0.00014769976107348318,5.4542214778821166e-05
-39.0,8.030736062626635e-05,7.335830186084361e-05,7.239955842019951e-05,2.6676856838338718e-05
-38.0,1.7134051721027613e-05,1.4839453905493439e-05,0.00013569407316047844,2.625021031089154e-05
-37.0,4.2779755894262295e-05,3.907960830891616e-05,0.0001338044478951957,1.6708566523040776e-05
-36.0,8.030736062626635e-05,7.335830186084361e-05,0.00011864389276472958,1.9942272693623114e-05
-35.0,3.43788502586687e-05,3.954949628698252e-05,0.0001280861461214357,5.170396811341798e-05
-34.0,4.2779755894262295e-05,3.907960830891616e-05,0.00014469965482202007,1.4425749871476967e-05
-33.0,4.2779755894262295e-05,3.907960830891616e-05,0.00010550537556986637,1.6546859669551993e-05
-32.0,0.00014185091888653067,9.074423644086741e-05,0.00017731411139145826,8.833241466387635e-05
-31.0,5.129140834646937e-05,5.107135564194997e-05,0.00012135682537987421,7.242400648593078e-05
-30.0,0.0001383699239633549,7.992932793501713e-05,0.0002590399858240143,0.0001164712457147118
-29.0,5.991380761528991e-05,5.331772232388133e-05,7.302394173330353e-05,1.4715547072219049e-05
-28.0,0.00019314232723300004,4.682844802972026e-05,0.0001201798330272561,4.971248070661464e-05
-27.0,0.00012974752469453437,8.668638460442958e-05,0.00018429765511739695,6.318726067604526e-05
-26.0,0.000319599691860091,0.00022284697033213863,0.0007891691218512934,9.363040574692034e-05
-25.0,0.00038932266212272194,0.00023506925678676077,0.00010031199509083141,3.1830739208106115e-05
-24.0,0.00020328373033018152,0.0001080672508793668,0.00013771611109608136,4.483612386208251e-05
-23.0,0.0006991438501129665,9.144492186053397e-05,0.00043544719311064715,3.185735355064633e-05
-22.0,0.00044050332365257785,0.00021097609079866127,0.00013510264049931568,4.899754009273985e-05
-21.0,0.0005808658974882422,0.0002713745831771847,0.0002258841326338804,7.170557018221123e-05
-20.0,0.001443742564549582,0.0005382136071094031,0.0002852334234587773,3.971520675083988e-05
-19.0,0.0006673113838096745,0.0002283238962743976,0.00023930982346506208,3.2554108945780396e-05
-18.0,0.00132552672230658,0.00010142790397694038,0.00032034480321807644,5.5943142561011284e-05
-17.0,0.00102051469821214,0.00016377669122959345,0.000252365353967517,3.1216872285117435e-05
-16.0,0.0008926490765733015,0.0003266457158431371,0.0005973129656727657,0.0001054994137850909
-15.0,0.0006647649998542978,0.00012768663801926704,0.0004544864607900576,5.711913023335499e-05
-14.0,0.000979586186596079,0.00011112758551034891,0.00015215282089506453,4.4676144772992914e-05
-13.0,0.0011038114300602369,0.0002481738734570866,0.00019050205456423337,6.691287387377647e-05
-12.0,0.0028415386410741697,0.00026749655292437685,0.00026848750208787267,4.916386868159641e-05
-11.0,0.00528444976219972,0.0008449915901267098,0.0002476745464875291,4.7928116212279836e-05
-10.0,0.008516417740736013,0.0011828530136569167,0.0003771971708531123,4.592116288094337e-06
-9.0,0.038839539709410766,0.006879957436218772,0.0004918628890505186,6.475221208389613e-05
-8.0,0.036258122808514884,0.0023497937864505546,0.0003689648605009656,7.458083251769617e-05
-7.0,0.03524078910920704,0.0022920435750792205,0.0010913197029729443,4.196719441789321e-05
-6.0,0.044658023450225355,0.001495891017260057,0.0002452323121827323,7.78708375265775e-05
-5.0,0.04956543051257652,0.0013820934950225195,0.0005530800669075752,1.899572428435094e-05
-4.0,0.05159310713865652,0.0044316185264339555,0.0006973595253604015,7.68626731255087e-05
-3.0,0.052251541555121586,0.002070559338609128,0.0016940361090383624,0.00014468511773833688
-2.0,0.06925948199072321,0.0009150594072197805,0.0007540406567034685,2.8098128115051135e-05
-1.0,0.059249769188899265,0.0011225497260255307,0.01571609785233192,0.002280823029683836
0.0,0.11595541911604958,0.010582652393805764,0.9675714708725136,0.00234586944321024
1.0,0.06988458215907216,0.002970356468244855,0.00033257176346351716,3.88113102686891e-05
2.0,0.04846656014219302,0.0015491472355987552,0.00015913636462100325,4.087261344688663e-05
3.0,0.061060747166738226,0.005797254885073435,0.00010032847041680205,4.433225792423984e-06
4.0,0.035493575404421905,0.004637028511272317,0.00013127396399083835,3.917629435297974e-05
5.0,0.04111066286364151,0.004475155464876989,0.00010677061752204505,6.108719723075323e-06
6.0,0.043559453868687474,0.002261199637599411,0.0001443459698192639,3.5038376592270666e-05
7.0,0.019150981983054944,0.0026863723803077673,0.00013497022782899546,4.731085541958369e-05
8.0,0.03189886190759699,0.0028492310258360367,0.00039804307710539726,3.5739831262700626e-05
9.0,0.022956475117578763,0.0009252324165223223,4.2094923485237866e-05,1.5791429229310805e-05
10.0,0.010023748321159992,0.0014128416903500924,5.916157920695735e-05,2.512690878741076e-05
11.0,0.005119315570430364,0.001194090334701646,4.4625407389595224e-05,3.636417409253863e-05
12.0,0.004088910828705031,0.00042743516921625683,3.664732002182569e-05,5.9122770264501375e-06
13.0,0.0034016002427159422,0.0003451966394697754,3.248143383656284e-05,8.781732305639284e-06
14.0,0.0019407408112759963,0.00013768354258608803,1.9950824628833012e-05,1.3005676812915428e-05
15.0,0.002099344904998823,0.00026052776897587894,4.60065866861235e-05,2.47453197643306e-05
16.0,0.0019326414873127484,0.0004813589572016664,1.7691039034823507e-05,3.4234368723057023e-06
17.0,0.0015251880521194776,0.00023873698595712933,1.1248891929580508e-05,2.909834133624945e-06
18.0,0.0007957307395315803,9.700351833395793e-05,2.212762353043421e-05,3.1095972886331974e-05
19.0,0.0019104093711436688,0.0008756937872687684,4.373032576614335e-05,9.166433118928157e-06
20.0,0.0012128025025164599,5.8422831215424965e-05,9.983649977401827e-06,1.0682335078409262e-05
21.0,0.001425926054271477,0.00034626360879728437,9.342791338327165e-06,8.772441626374601e-06
22.0,0.0009909143530717809,0.00026890304139965543,6.4421471052429974e-06,5.661273622919622e-06
