Base index shifted,AT#TOP#AVERAGE,AT#TOP#STD,AT#BOT#AVERAGE,AT#BOT#STD
-49.0,3.935032341651076e-05,2.5231292470434857e-05,0.0,0.0
-48.0,7.199147508139248e-05,5.655666929198011e-06,0.0005753228590661656,5.607460043767234e-05
-47.0,0.00016658764444665066,6.465209208125808e-05,0.0001766477743277874,5.91823833119333e-05
-46.0,0.00010200531997851218,4.578292601952841e-05,0.00018554221471979557,3.745933941610476e-05
-45.0,0.000124745513846712,2.6469903641574532e-05,0.00011863600507986485,1.7132304731688337e-05
-44.0,0.00012071729494103271,5.2327251851449596e-05,0.00024021534983336803,4.911589886957684e-05
-43.0,0.00018841146077741244,3.364166125193909e-05,0.0003372692717563513,6.130911663718847e-05
-42.0,0.00010179083013203382,3.587689496331281e-05,0.0002784759253583442,4.009825824361452e-05
-41.0,0.0002658466950568508,7.363049503745311e-05,0.0002496362487215693,7.100441799097872e-05
-40.0,0.0003254697949274226,5.901163393280887e-05,0.00035793861372766697,9.358189531263911e-05
-39.0,0.0003274907412501532,4.610398266714623e-05,0.0002614704240786802,4.143511292208046e-05
-38.0,0.0001793060090882838,6.425194310271745e-05,0.0003042410982859994,2.115896736692387e-05
-37.0,0.00037042376689560246,8.64441568775967e-05,0.00028854183029834534,8.659944918354854e-05
-36.0,0.0003716501615254472,9.879346251434528e-05,0.00025381753613807516,1.585902701097283e-05
-35.0,0.0002263608720560059,1.3883983407059206e-05,0.000333217346021059,6.430758182109185e-05
-34.0,0.000621330334881393,4.179134500324133e-05,0.0005487060210850156,7.935758262882873e-05
-33.0,0.0006747053622461933,6.161298022525664e-05,0.0002991380579125887,9.574406436697826e-05
-32.0,0.0008050135978915012,6.335952879179227e-05,0.00070959164893881,5.235152789555075e-05
-31.0,0.000860354971086177,1.3316726528357077e-05,0.0004943580925287448,5.301977872140382e-05
-30.0,0.0010603792733052627,2.50083154010085e-05,0.0005278426365918796,7.475031641731771e-05
-29.0,0.0011581272563771679,9.807144844416362e-05,0.0003385126265620222,3.0469522935026806e-05
-28.0,0.001270382569168507,0.00022370212611409702,0.0005566212370965833,9.607604576814671e-05
-27.0,0.00160014086614077,0.00023231089223807458,0.000760999842529978,4.85695197462201e-05
-26.0,0.0014532069183780345,6.466283117787215e-05,0.00046590830328987836,6.78069428317193e-05
-25.0,0.0017380765599044798,0.00018611527030062427,0.0006545286264273292,6.225770808487888e-05
-24.0,0.0019201541825450321,0.00011578947580073495,0.0006630259700043578,6.495788739486399e-05
-23.0,0.0023255472012766515,0.00030431043601726046,0.0009542560213224499,7.51708025682864e-05
-22.0,0.001971145649297447,0.0002453605468551902,0.0005496924548825273,6.556067560867366e-05
-21.0,0.002690670438342154,0.00023305298031113747,0.0005140446054110844,0.00012424648088937205
-20.0,0.0031840859542717364,0.0002919362075454781,0.0003381874200047206,5.091103461867069e-05
-19.0,0.0033444381510714574,0.00011811762533122004,0.00044295530600038007,6.666138997535037e-05
-18.0,0.003860774199331589,0.000309143257544714,0.0004054152314934173,3.7717758907912585e-05
-17.0,0.0044869282592262145,0.00034521189762531945,0.0007452987721880563,8.074794289336386e-05
-16.0,0.00614253327882088,0.0004436748188923235,0.0003515236735299295,5.441636757299149e-05
-15.0,0.008562134433657288,0.0007605232381321008,0.000387626350709401,9.375964484197739e-05
-14.0,0.01112944087006286,0.0005699122360137493,0.00044367220230985793,6.393227696844113e-05
-13.0,0.014594099156616028,0.000763594779457877,0.00040966660681333335,3.199217288364082e-05
-12.0,0.01689122364821256,0.0006674027866444772,0.00036689232789747855,9.504596955713791e-05
-11.0,0.020434616421048442,0.0006417370246863691,0.00043857276664498277,8.349879234970335e-05
-10.0,0.02694159565648132,0.0004214794345902506,0.0005027296791330955,5.048250043103906e-05
-9.0,0.02513639215025986,0.0005022270366712764,0.00047251548365516834,7.591684583102008e-05
-8.0,0.03229443948229481,0.0005090005347902556,0.0003625151956048846,6.756916343880931e-05
-7.0,0.0371965192541635,0.0009229188013741124,0.0004262786159865533,4.840571337429773e-05
-6.0,0.04004800724114623,0.0014842354450120723,0.00041868680417801946,0.00010201411134537334
-5.0,0.04538816189269634,0.0023108077146280093,0.0008477165196706586,0.00014580295274799752
-4.0,0.04431841014658887,0.0002717937675886476,0.0005427621297837169,0.00017174610201765793
-3.0,0.04568309721937707,0.0005626163156001496,0.0007227374646507341,2.018429220315949e-05
-2.0,0.05141806028244038,0.0028934319083398622,0.0010025232280096237,7.409202479186737e-05
-1.0,0.051374830355504074,8.703252425954154e-05,0.004721848904263667,0.000827653105739311
0.0,0.05364821272753204,0.002470785780958568,0.9702029982771301,0.0030659447450314347
1.0,0.047071747063004654,0.0012378691458014308,0.00040665137688201714,0.00013196743505089698
2.0,0.0623671253399584,0.0009858384978918575,0.000236420345106235,4.115853374640663e-05
3.0,0.04913698797048002,0.001318147738060063,0.00020293760339736794,1.2152778954855803e-05
4.0,0.0417477256131841,0.0014538873481301112,0.0002563045052189305,0.00010075244652317943
5.0,0.047253454255965076,0.0026542128186994403,0.00014761045046065665,3.915976520450723e-05
6.0,0.0313393803127405,0.0005214951942305425,0.00010516137810210348,6.200013774717305e-05
7.0,0.03582470462295832,0.0005981983746862388,0.0001895312619687489,4.623681728581599e-05
8.0,0.025530849702469584,0.0015868514068771286,9.221501197480298e-05,5.014365756790361e-05
9.0,0.017849484365426768,5.4134345379680985e-05,8.050659359037004e-05,2.0651299877754934e-05
10.0,0.014210490010412387,0.0005835393480253011,9.685807704689516e-05,2.387851326727863e-05
11.0,0.011274295358885068,0.00025123321346564795,7.625702062472185e-05,1.3793717438419718e-05
12.0,0.008978990166091796,0.00039298441448360697,9.64645849404512e-05,5.719583961224061e-05
13.0,0.0083584621126869,0.0009918828473235235,9.763965419697976e-05,5.3061216035125796e-05
14.0,0.0038726961034510014,0.0003746277241568517,0.00010091360749072306,3.5626257037655036e-05
15.0,0.0024369200704465158,0.0003934222217115946,9.633522325923765e-05,5.708679400385943e-05
16.0,0.002401114480216145,0.00012941793478625404,0.00010084712429584851,4.112342394200742e-05
17.0,0.0025587663239421297,0.0003805739544504702,8.861765447802585e-05,1.0613489308934043e-05
18.0,0.0020868538912213954,0.0002629087781793954,3.3551027258009405e-05,1.8697789252812503e-05
19.0,0.001319072234348411,0.0001354144140933506,2.929965193809341e-05,1.8540246492730377e-05
20.0,0.0009953942677427914,0.0002033981196799441,5.9449166575413754e-05,2.0246877825214257e-05
21.0,0.0008048800071365019,7.416190376349416e-05,4.2378984455143015e-05,8.173832832843799e-06
22.0,0.0011511373238420307,0.0001244634874963804,5.460845427296569e-05,3.06053945219692e-05
23.0,0.0010868367145720676,0.00011048138810906271,7.63217014653286e-05,1.4418077471024845e-05
24.0,0.0009091616900372962,5.218339567921513e-05,1.2556478729392093e-05,1.2365287497746048e-05
25.0,0.0007039246554504272,5.405735522734404e-05,4.675972145627255e-05,2.7403522586135754e-05
26.0,0.0007819516220204475,0.0002433489442910875,3.3682191293490726e-05,1.926053118797675e-05
27.0,0.0004007632114542455,0.00010594266145517413,1.2556478729392093e-05,1.2365287497746048e-05
28.0,0.0006062975438084067,0.000135373369640925,5.873046791166815e-05,3.0626688550858685e-05
29.0,0.00048049919842525513,7.050293060937532e-05,3.361570809861617e-05,1.3707807980669142e-05
30.0,0.0005566534375819937,6.169679893271903e-05,2.5766975281923028e-05,2.589730625841252e-05
31.0,0.00047826280784137883,7.309281574311226e-05,5.035888130731748e-05,2.4140452001616826e-05
32.0,0.00036837652197424796,0.00010904377928357176,4.231430361453625e-05,7.587681442546126e-06
33.0,0.00038752033987372734,3.332048516950943e-05,2.5244121494265512e-05,1.2176994915674389e-05
34.0,0.0005224368562711221,3.023904455739457e-05,2.517944065365874e-05,1.2070226000808413e-05
35.0,0.0004337952793030129,5.4637997361270244e-05,2.517944065365874e-05,1.2070226000808413e-05
36.0,0.0005941982589369195,9.279477502738452e-05,3.78006002236576e-05,2.454117898370606e-05
37.0,0.00040492597552959156,0.00010538342353886177,1.6743173208701317e-05,1.4505351524877428e-05
38.0,0.0005603316670568604,5.2757729881470546e-05,4.31605616052276e-06,7.475628558346076e-06
39.0,0.00039216859296422,6.537795927015719e-05,1.268764276487342e-05,2.993563866914464e-07
40.0,0.0002523874248005195,3.4717830432022924e-05,1.2556478729392093e-05,1.2365287497746048e-05
41.0,0.0003036050518435876,9.035533031388312e-05,2.125507424531217e-05,7.705255019498982e-06
42.0,0.00018907146730063156,4.4896400075072496e-05,8.240422568869332e-06,1.4272830565118929e-05
43.0,0.0001918333192380603,3.984990053845266e-05,2.0992746174349517e-05,1.902106090081883e-05
44.0,0.00013215561887463338,4.208721785177058e-05,1.6872534889914852e-05,1.4623851139421352e-05
45.0,0.00013048466198271525,5.753553877371206e-05,2.1123910209830847e-05,7.2722185909192166e-06
46.0,0.00012484008667797294,6.200668501703184e-05,2.5114759813051974e-05,2.175802728731614e-05
47.0,0.000508548606321834,6.817068790692018e-05,1.268764276487342e-05,2.993563866914464e-07
48.0,0.0001857441816712446,6.31588900550457e-05,1.2491797888785325e-05,1.2362721434540863e-05
49.0,0.0001567412871428239,7.100147680587968e-05,3.341986322252807e-05,2.5370218179631543e-05
50.0,0.00037656845936994066,5.4195944941922905e-05,1.2491797888785325e-05,1.2362721434540863e-05
51.0,0.0,0.0,2.1059229369224077e-05,7.035397471378461e-06
