Base index,1500_1#TOP,1500_1#BOT
1,23026,0
2,221,0
3,33,0
4,16,0
5,18,0
6,3,0
7,10,0
8,1,0
9,4,0
10,0,0
11,3,0
12,3,0
13,5,0
14,1,0
15,1,0
16,4,0
17,0,0
18,2,0
19,0,0
20,0,0
21,2,0
22,0,0
23,2,0
24,2,0
25,1,0
26,1,0
27,1,0
28,1,0
29,2,0
30,0,0
31,2,0
32,0,0
33,4,0
34,1,0
35,2,0
36,0,0
37,6,0
38,0,0
39,0,0
40,3,0
41,0,0
42,1,0
43,2,0
44,2,0
45,0,0
46,0,0
47,1,0
48,0,0
49,6,0
50,1,0
51,0,0
52,0,0
53,2,0
54,2,0
55,1,0
56,2,0
57,0,0
58,2,0
59,0,0
60,3,0
61,2,0
62,2,0
63,1,0
64,0,0
65,1,0
66,1,0
67,3,0
68,5,0
69,1,0
70,1,0
71,2,0
72,1,0
73,1,0
74,0,0
75,1,0
76,0,0
77,0,0
78,1,0
79,3,0
80,1,0
81,2,0
82,0,0
83,0,0
84,0,0
85,1,0
86,0,0
87,1,0
88,1,0
89,2,0
90,1,0
91,1,0
92,2,0
93,0,0
94,2,0
95,0,0
96,0,0
97,0,0
98,1,0
99,1,0
100,3,0
101,1,0
102,0,0
103,0,0
104,2,0
105,0,0
106,1,0
107,1,0
108,0,0
109,1,0
110,1,0
111,0,0
112,2,0
113,0,0
114,2,0
115,1,0
116,1,0
117,0,0
118,1,0
119,1,0
120,0,0
121,0,0
122,0,0
123,0,0
124,0,0
125,0,1
126,0,0
127,0,0
128,0,0
129,2,0
130,1,0
131,0,1
132,0,0
133,3,0
134,1,0
135,3,0
136,0,0
137,1,0
138,0,0
139,0,0
140,1,0
141,1,0
142,0,0
143,1,0
144,1,0
145,1,0
146,1,0
147,0,0
148,1,0
149,4,0
150,0,0
151,0,0
152,0,0
153,0,0
154,1,1
155,0,0
156,1,0
157,0,0
158,0,0
159,1,1
160,1,0
161,0,0
162,0,0
163,0,0
164,0,0
165,0,0
166,0,0
167,1,0
168,1,0
169,0,0
170,0,0
171,1,0
172,2,0
173,2,0
174,0,0
175,1,0
176,0,0
177,0,0
178,0,1
179,1,0
180,1,0
181,1,0
182,1,0
183,1,0
184,0,1
185,0,0
186,1,0
187,0,0
188,0,0
189,0,0
190,0,0
191,1,0
192,2,0
193,0,0
194,2,0
195,1,0
196,1,0
197,0,1
198,0,0
199,0,1
200,1,0
201,0,0
202,0,2
203,0,2
204,0,0
205,0,0
206,1,0
207,0,0
208,0,0
209,0,0
210,0,1
211,0,0
212,0,0
213,0,0
214,0,0
215,0,0
216,0,0
217,0,0
218,1,0
219,0,0
220,0,0
221,0,0
222,1,0
223,0,2
224,1,7
225,0,0
226,0,1
227,0,1
228,0,3
229,2,0
230,1,2
231,0,0
232,2,0
233,0,1
234,0,3
235,0,3
236,0,2
237,1,3
238,0,3
239,2,3
240,0,1
241,0,3
242,0,7
243,3,1
244,0,3
245,0,2
246,2,3
247,0,0
248,0,2
249,1,7
250,1,3
251,2,1
252,2,3
253,0,0
254,0,7
255,0,1
256,0,4
257,1,5
258,1,2
259,0,3
260,1,5
261,1,8
262,0,5
263,1,0
264,0,3
265,0,4
266,0,2
267,1,2
268,1,6
269,1,3
270,0,9
271,0,6
272,1,1
273,1,3
274,0,9
275,0,5
276,1,6
277,0,11
278,1,12
279,0,11
280,1,6
281,1,7
282,1,14
283,1,8
284,0,8
285,2,3
286,1,1
287,0,5
288,1,18
289,0,15
290,2,4
291,1,4
292,2,7
293,0,16
294,0,10
295,0,10
296,1,10
297,0,9
298,2,5
299,1,8
300,0,15
301,0,15
302,0,6
303,3,14
304,1,7
305,1,9
306,0,4
307,3,7
308,0,13
309,2,6
310,3,7
311,1,16
312,2,5
313,1,2
314,1,4
315,1,3
316,0,5
317,0,1
318,2,9
319,0,5
320,1,9
321,1,5
322,1,7
323,1,4
324,3,6
325,0,8
326,2,7
327,0,11
328,1,14
329,2,8
330,1,16
331,2,5
332,2,10
333,0,13
334,1,15
335,1,10
336,0,8
337,0,9
338,1,7
339,2,20
340,2,29
341,3,18
342,1,6
343,0,13
344,1,17
345,0,9
346,1,5
347,0,3
348,1,6
349,2,28
350,1,10
351,0,8
352,0,3
353,1,16
354,3,8
355,2,9
356,0,11
357,4,9
358,2,10
359,2,4
360,2,13
361,0,6
362,0,11
363,0,8
364,1,12
365,3,4
366,1,8
367,1,6
368,3,6
369,0,11
370,1,17
371,3,7
372,1,10
373,2,17
374,1,17
375,1,20
376,0,16
377,1,9
378,0,11
379,2,8
380,0,13
381,1,6
382,1,17
383,3,9
384,3,9
385,1,18
386,1,10
387,1,8
388,1,13
389,1,16
390,2,8
391,0,12
392,0,5
393,4,6
394,2,14
395,2,8
396,3,9
397,1,15
398,2,8
399,2,10
400,4,14
401,1,21
402,2,4
403,1,8
404,3,6
405,0,13
406,3,7
407,2,5
408,1,23
409,1,10
410,1,9
411,0,8
412,1,15
413,1,9
414,1,18
415,0,20
416,1,14
417,2,15
418,0,11
419,2,4
420,1,9
421,2,8
422,0,6
423,3,6
424,2,11
425,1,12
426,1,10
427,2,11
428,3,8
429,1,9
430,2,5
431,0,7
432,2,5
433,1,2
434,1,5
435,2,3
436,2,9
437,1,12
438,3,10
439,0,8
440,0,2
441,0,7
442,0,8
443,0,5
444,0,0
445,0,5
446,0,12
447,0,13
448,0,5
449,0,5
450,0,7
451,0,11
452,0,14
453,0,8
454,0,9
455,0,14
456,1,12
457,0,7
458,0,9
459,0,4
460,0,9
461,0,8
462,0,7
463,0,13
464,1,8
465,0,4
466,0,12
467,0,11
468,0,2
469,0,1
470,1,7
471,0,7
472,0,3
473,0,8
474,1,3
475,1,4
476,0,6
477,1,4
478,0,8
479,0,4
480,0,10
481,0,8
482,0,4
483,0,5
484,1,7
485,0,2
486,0,12
487,0,4
488,0,4
489,2,3
490,0,7
491,0,2
492,0,6
493,0,3
494,0,3
495,0,4
496,0,1
497,0,4
498,0,8
499,0,10
500,1,6
501,0,3
502,0,1
503,0,5
504,0,4
505,0,4
506,1,2
507,0,1
508,0,1
509,0,0
510,0,3
511,0,6
512,0,4
513,0,3
514,0,3
515,1,8
516,0,5
517,0,5
518,0,0
519,0,1
520,0,3
521,0,2
522,0,4
523,0,1
524,0,3
525,0,3
526,0,2
527,0,5
528,0,1
529,0,2
530,1,6
531,0,4
532,0,3
533,0,1
534,0,4
535,0,0
536,0,2
537,0,5
538,0,3
539,0,3
540,0,7
541,2,1
542,0,3
543,0,2
544,0,3
545,0,2
546,0,5
547,0,1
548,0,3
549,0,1
550,0,4
551,0,2
552,0,0
553,1,0
554,0,0
555,0,1
556,0,16
557,0,1
558,0,2
559,1,3
560,0,0
561,0,2
562,0,2
563,0,6
564,0,3
565,0,4
566,0,1
567,0,2
568,0,4
569,0,1
570,0,1
571,0,1
572,0,4
573,0,1
574,0,1
575,0,1
576,1,2
577,0,6
578,0,0
579,0,2
580,0,3
581,0,3
582,0,3
583,0,0
584,0,8
585,1,2
586,0,3
587,0,1
588,0,3
589,0,0
590,0,0
591,0,0
592,0,3
593,0,3
594,0,2
595,0,4
596,0,0
597,0,2
598,0,1
599,0,2
600,0,3
601,0,3
602,0,4
603,0,0
604,0,3
605,0,4
606,0,5
607,0,0
608,1,1
609,0,3
610,0,1
611,0,5
612,0,3
613,0,3
614,0,8
615,0,2
616,0,4
617,0,5
618,0,2
619,0,1
620,0,3
621,0,4
622,1,2
623,0,2
624,1,0
625,0,2
626,0,2
627,0,1
628,0,1
629,0,0
630,0,0
631,0,1
632,0,1
633,0,1
634,0,2
635,0,0
636,0,0
637,0,1
638,1,1
639,0,0
640,0,1
641,0,0
642,0,2
643,0,2
644,1,1
645,1,0
646,0,2
647,0,2
648,0,3
649,1,3
650,0,2
651,0,1
652,0,0
653,0,1
654,0,1
655,0,0
656,0,3
657,1,1
658,0,0
659,0,1
660,0,0
661,0,1
662,0,1
663,0,1
664,0,2
665,0,2
666,0,0
667,0,1
668,0,2
669,0,1
670,0,0
671,0,2
672,0,1
673,0,1
674,0,2
675,1,3
676,0,7
677,0,3
678,0,1
679,0,3
680,0,3
681,0,1
682,0,4
683,0,2
684,0,2
685,0,1
686,0,2
687,0,3
688,0,2
689,0,1
690,0,1
691,0,4
692,0,4
693,0,2
694,0,5
695,0,7
696,0,6
697,1,1
698,0,3
699,0,2
700,0,5
701,0,2
702,0,11
703,0,3
704,1,4
705,0,2
706,0,1
707,0,2
708,0,1
709,1,1
710,0,8
711,0,2
712,0,0
713,0,4
714,0,6
715,0,4
716,0,4
717,1,3
718,0,5
719,0,3
720,0,2
721,1,2
722,1,6
723,2,3
724,1,5
725,3,0
726,0,3
727,0,4
728,1,9
729,0,5
730,2,1
731,2,6
732,6,5
733,12,8
734,13,3
735,20,4
736,11,8
737,14,6
738,14,4
739,18,6
740,29,7
741,45,4
742,43,13
743,55,6
744,38,5
745,17,5
746,40,7
747,16,9
748,42,4
749,22,58
750,32,20751
751,36,8
752,33,3
753,35,4
754,38,3
755,24,2
756,63,1
757,34,10
758,44,1
759,53,1
760,34,2
761,8,3
762,10,1
763,15,1
764,18,1
765,9,1
766,3,0
767,5,1
768,2,0
769,2,0
770,2,0
771,0,1
772,1,1
773,1,1
774,0,0
775,1,1
776,2,1
777,0,0
778,0,1
779,0,0
780,0,0
781,0,0
782,0,1
783,0,0
784,0,0
785,0,0
786,0,0
787,1,0
788,2,0
789,0,0
790,1,0
791,1,0
792,0,1
793,0,0
794,1,0
795,0,0
796,0,1
797,0,0
798,0,0
799,1,1
800,0,0
801,1,1
802,0,0
803,1,0
804,0,0
805,0,0
806,0,1
807,0,0
808,0,2
809,0,2
810,0,0
811,0,1
812,0,0
813,0,0
814,0,1
815,0,1
816,0,1
817,0,0
818,0,0
819,0,0
820,0,0
821,0,0
822,0,0
823,1,0
824,0,0
825,0,0
826,0,0
827,0,0
828,0,0
829,2,0
830,0,0
831,0,0
832,0,0
833,0,0
834,0,0
835,0,2
836,0,0
837,0,0
838,0,0
839,0,0
840,0,1
841,0,0
842,0,0
843,0,0
844,0,0
845,0,0
846,0,0
847,0,0
848,1,0
849,0,0
850,0,0
851,0,0
852,0,0
853,0,0
854,0,0
855,0,0
856,0,0
857,0,1
858,1,0
859,0,0
860,0,0
861,0,0
862,0,0
863,0,0
864,0,1
865,0,0
866,0,1
867,0,0
868,0,0
869,0,0
870,0,0
871,0,0
872,0,0
873,0,0
874,0,0
875,0,0
876,0,1
877,0,0
878,0,0
879,0,0
880,0,0
881,0,0
882,0,0
883,0,0
884,0,0
885,0,0
886,0,0
887,0,0
888,0,0
889,0,0
890,0,1
891,0,0
892,0,0
893,0,0
894,0,0
895,0,0
896,0,0
897,0,0
898,0,0
899,0,0
900,0,0
901,0,0
902,0,0
903,0,0
904,0,1
905,0,0
906,0,0
907,0,0
908,0,0
909,0,0
910,0,0
911,0,0
912,0,0
913,0,0
914,0,0
915,0,0
916,0,0
917,0,1
918,0,0
919,0,0
920,0,0
921,0,0
922,0,0
923,0,0
924,0,0
925,0,0
926,0,0
927,0,0
928,0,0
929,0,0
930,0,0
931,0,0
932,0,0
933,0,0
934,0,0
935,0,0
936,0,0
937,0,0
938,0,0
939,0,0
940,0,0
941,0,1
942,0,0
943,1,0
944,0,0
945,0,1
946,0,0
947,0,0
948,0,0
949,0,0
950,0,1
951,0,0
952,0,0
953,0,0
954,1,0
955,0,0
956,0,0
957,0,0
958,0,0
959,0,1
960,0,0
961,0,0
962,0,0
963,0,0
964,0,0
965,0,0
966,0,0
967,0,0
968,0,0
969,0,0
970,0,0
971,0,0
972,0,0
973,0,0
974,0,0
975,0,0
976,0,0
977,0,0
978,0,0
979,1,0
980,0,0
981,0,0
982,0,0
983,0,0
984,0,0
985,0,0
986,1,0
987,0,0
988,0,0
989,0,0
990,0,0
991,0,0
992,0,0
993,0,0
994,0,0
995,0,1
996,0,0
997,0,0
998,0,0
999,0,0
1000,0,0
1001,0,0
1002,0,0
1003,0,0
1004,0,0
1005,0,0
1006,0,0
1007,0,0
1008,0,0
1009,0,0
1010,0,0
1011,0,0
1012,0,1
1013,0,0
1014,0,0
1015,0,0
1016,0,0
1017,0,0
1018,0,0
1019,0,0
1020,0,0
1021,0,0
1022,0,0
1023,0,0
1024,0,0
1025,0,0
1026,0,0
1027,0,0
1028,0,0
1029,0,1
1030,0,0
1031,0,0
1032,0,0
1033,0,0
1034,0,0
1035,0,0
1036,0,0
1037,0,0
1038,0,0
1039,0,0
1040,0,0
1041,0,0
1042,0,0
1043,0,0
1044,0,1
1045,0,0
1046,0,1
1047,0,0
1048,0,0
1049,0,0
1050,0,0
1051,0,0
1052,0,1
1053,0,0
1054,0,0
1055,0,0
1056,0,0
1057,0,0
1058,0,0
1059,0,0
1060,0,0
1061,0,0
1062,0,0
1063,0,0
1064,0,0
1065,0,0
1066,0,0
1067,0,0
1068,0,0
1069,0,0
1070,0,0
1071,0,0
1072,0,0
1073,0,0
1074,0,0
1075,0,0
1076,0,0
1077,1,0
1078,0,0
1079,0,0
1080,0,0
1081,1,0
1082,0,0
1083,1,0
1084,0,0
1085,1,0
1086,0,0
1087,0,0
1088,1,1
1089,0,0
1090,0,0
1091,0,0
1092,0,0
1093,0,0
1094,0,0
1095,0,0
1096,0,0
1097,0,0
1098,1,0
1099,0,0
1100,0,0
1101,0,0
1102,0,0
1103,0,0
1104,0,0
1105,0,0
1106,0,0
1107,0,0
1108,0,0
1109,0,0
1110,0,0
1111,0,0
1112,0,0
1113,0,1
1114,0,0
1115,0,0
1116,0,0
1117,0,1
1118,0,0
1119,0,0
1120,0,0
1121,1,0
1122,0,0
1123,0,0
1124,0,0
1125,1,1
1126,0,0
1127,0,0
1128,0,0
1129,0,0
1130,0,0
1131,0,1
1132,0,0
1133,0,0
1134,0,0
1135,0,0
1136,0,0
1137,0,0
1138,0,0
1139,0,2
1140,0,0
1141,0,0
1142,0,0
1143,0,0
1144,0,0
1145,0,0
1146,0,0
1147,0,0
1148,0,0
1149,0,0
1150,0,0
1151,0,0
1152,0,0
1153,0,0
1154,0,0
1155,0,0
1156,0,0
1157,0,0
1158,0,0
1159,0,0
1160,0,1
1161,0,0
1162,0,0
1163,0,1
1164,0,0
1165,0,0
1166,0,0
1167,0,0
1168,0,0
1169,0,0
1170,0,0
1171,0,0
1172,0,0
1173,0,0
1174,0,0
1175,0,0
1176,0,0
1177,0,0
1178,0,0
1179,0,0
1180,0,0
1181,0,0
1182,0,0
1183,0,0
1184,0,1
1185,0,0
1186,0,0
1187,0,0
1188,0,0
1189,1,0
1190,0,0
1191,0,0
1192,0,1
1193,0,1
1194,0,0
1195,0,0
1196,1,0
1197,0,0
1198,0,0
1199,1,0
1200,0,0
1201,0,0
1202,0,0
1203,1,0
1204,0,0
1205,0,0
1206,0,1
1207,0,0
1208,0,1
1209,0,0
1210,0,0
1211,0,1
1212,0,0
1213,0,0
1214,0,0
1215,0,0
1216,0,0
1217,0,0
1218,0,1
1219,0,0
1220,0,0
1221,0,0
1222,0,0
1223,0,0
1224,0,1
1225,0,0
1226,0,0
1227,0,0
1228,0,0
1229,0,0
1230,0,0
1231,0,0
1232,0,0
1233,0,0
1234,0,0
1235,1,0
1236,0,0
1237,0,0
1238,0,0
1239,0,0
1240,0,0
1241,0,0
1242,0,0
1243,0,0
1244,0,0
1245,0,0
1246,0,0
1247,0,0
1248,0,0
1249,1,1
1250,0,0
1251,0,0
1252,0,0
1253,0,0
1254,0,0
1255,0,0
1256,0,0
1257,0,0
1258,0,0
1259,0,0
1260,0,0
1261,0,0
1262,0,0
1263,0,0
1264,0,0
1265,0,0
1266,0,0
1267,0,0
1268,0,0
1269,0,0
1270,0,0
1271,0,0
1272,0,0
1273,0,0
1274,0,1
1275,0,0
1276,0,0
1277,0,0
1278,0,0
1279,0,0
1280,0,0
1281,0,0
1282,0,0
1283,0,0
1284,0,0
1285,1,0
1286,0,0
1287,0,0
1288,0,0
1289,0,0
1290,0,0
1291,0,0
1292,0,0
1293,0,0
1294,0,0
1295,1,1
1296,0,0
1297,0,0
1298,0,0
1299,0,0
1300,0,0
1301,0,0
1302,0,0
1303,0,0
1304,0,0
1305,0,0
1306,0,0
1307,0,0
1308,0,0
1309,0,0
1310,0,0
1311,0,0
1312,0,0
1313,0,0
1314,0,0
1315,0,0
1316,0,0
1317,0,0
1318,0,0
1319,0,0
1320,0,0
1321,0,0
1322,0,0
1323,0,0
1324,0,0
1325,0,0
1326,0,0
1327,0,0
1328,0,0
1329,0,0
1330,0,0
1331,0,0
1332,0,0
1333,0,0
1334,0,0
1335,0,0
1336,0,0
1337,0,0
1338,0,0
1339,0,0
1340,0,0
1341,0,0
1342,1,0
1343,0,0
1344,0,0
1345,0,0
1346,0,0
1347,0,0
1348,0,0
1349,0,0
1350,0,0
1351,0,0
1352,0,0
1353,0,0
1354,0,0
1355,1,0
1356,0,0
1357,0,0
1358,0,0
1359,0,0
1360,0,1
1361,0,0
1362,0,0
1363,0,0
1364,0,0
1365,0,0
1366,0,0
1367,0,0
1368,0,0
1369,0,0
1370,0,0
1371,0,0
1372,0,0
1373,0,0
1374,0,0
1375,0,0
1376,0,0
1377,0,0
1378,0,0
1379,0,0
1380,0,0
1381,0,0
1382,0,0
1383,0,0
1384,0,1
1385,0,0
1386,0,0
1387,0,0
1388,0,0
1389,0,0
1390,0,0
1391,0,0
1392,0,0
1393,0,0
1394,0,0
1395,0,0
1396,0,0
1397,0,0
1398,0,0
1399,0,0
1400,0,0
1401,0,0
1402,0,0
1403,0,0
1404,0,0
1405,0,0
1406,0,0
1407,0,0
1408,0,0
1409,0,0
1410,0,0
1411,0,0
1412,0,0
1413,0,0
1414,0,0
1415,0,0
1416,0,0
1417,0,0
1418,0,0
1419,0,0
1420,0,0
1421,0,0
1422,0,0
1423,0,0
1424,0,0
1425,0,0
1426,0,0
1427,0,0
1428,0,0
1429,0,0
1430,0,0
1431,0,0
1432,0,0
1433,0,0
1434,0,0
1435,0,0
1436,0,0
1437,0,0
1438,0,0
1439,0,0
1440,0,0
1441,0,0
1442,0,0
1443,0,0
1444,0,0
1445,0,0
1446,0,0
1447,0,0
1448,0,0
1449,0,0
1450,0,0
1451,0,0
1452,0,0
1453,0,0
1454,0,0
1455,0,0
1456,0,0
1457,0,0
1458,0,0
1459,0,0
1460,0,0
1461,0,0
1462,0,0
1463,0,0
1464,0,0
1465,0,0
1466,0,0
1467,0,0
1468,0,1
1469,0,0
1470,0,0
1471,0,0
1472,0,0
1473,0,1
1474,0,0
1475,0,0
1476,0,0
1477,0,0
1478,0,0
1479,0,0
1480,0,0
1481,0,0
1482,0,0
1483,0,0
1484,0,0
1485,0,0
1486,0,0
1487,0,0
1488,0,0
1489,0,0
1490,0,0
1491,0,0
1492,0,1
1493,0,0
1494,0,3
1495,0,1
1496,0,2
1497,0,1
1498,0,6
1499,0,9
1500,0,996
