Base index shifted,704_1#TOP,704_1#BOT
-352.0,47075,0
-351.0,508,0
-350.0,75,0
-349.0,31,0
-348.0,65,0
-347.0,15,0
-346.0,19,0
-345.0,11,0
-344.0,8,0
-343.0,2,0
-342.0,7,0
-341.0,6,0
-340.0,8,0
-339.0,3,0
-338.0,5,0
-337.0,4,0
-336.0,4,0
-335.0,3,0
-334.0,0,0
-333.0,6,0
-332.0,4,0
-331.0,4,0
-330.0,2,0
-329.0,1,0
-328.0,2,0
-327.0,1,0
-326.0,3,0
-325.0,4,0
-324.0,1,0
-323.0,1,0
-322.0,3,0
-321.0,5,0
-320.0,1,0
-319.0,2,0
-318.0,2,0
-317.0,2,0
-316.0,4,0
-315.0,2,0
-314.0,1,0
-313.0,1,0
-312.0,1,0
-311.0,4,0
-310.0,1,0
-309.0,2,0
-308.0,4,0
-307.0,1,0
-306.0,3,0
-305.0,3,0
-304.0,0,0
-303.0,1,0
-302.0,0,0
-301.0,5,0
-300.0,3,0
-299.0,3,0
-298.0,1,0
-297.0,2,0
-296.0,1,0
-295.0,1,0
-294.0,1,0
-293.0,3,0
-292.0,2,0
-291.0,1,0
-290.0,0,0
-289.0,4,0
-288.0,0,0
-287.0,0,0
-286.0,0,0
-285.0,1,0
-284.0,2,0
-283.0,1,0
-282.0,1,0
-281.0,0,0
-280.0,1,0
-279.0,1,0
-278.0,0,0
-277.0,5,0
-276.0,0,0
-275.0,0,0
-274.0,0,0
-273.0,3,0
-272.0,1,0
-271.0,2,0
-270.0,3,0
-269.0,0,1
-268.0,1,0
-267.0,5,0
-266.0,11,0
-265.0,4,0
-264.0,1,0
-263.0,9,0
-262.0,2,0
-261.0,4,0
-260.0,4,0
-259.0,1,0
-258.0,3,0
-257.0,5,0
-256.0,2,0
-255.0,3,0
-254.0,1,0
-253.0,3,0
-252.0,5,1
-251.0,2,0
-250.0,1,0
-249.0,1,1
-248.0,1,0
-247.0,2,1
-246.0,3,0
-245.0,4,0
-244.0,2,2
-243.0,4,0
-242.0,4,1
-241.0,2,0
-240.0,1,0
-239.0,1,1
-238.0,3,0
-237.0,5,0
-236.0,2,0
-235.0,0,1
-234.0,0,1
-233.0,3,2
-232.0,2,0
-231.0,0,0
-230.0,0,3
-229.0,1,1
-228.0,0,4
-227.0,1,1
-226.0,1,0
-225.0,2,1
-224.0,2,0
-223.0,4,0
-222.0,0,0
-221.0,2,0
-220.0,5,1
-219.0,3,0
-218.0,2,0
-217.0,1,1
-216.0,1,0
-215.0,0,0
-214.0,0,2
-213.0,3,1
-212.0,1,0
-211.0,0,1
-210.0,0,4
-209.0,1,1
-208.0,2,0
-207.0,0,0
-206.0,3,1
-205.0,1,1
-204.0,1,1
-203.0,3,1
-202.0,5,2
-201.0,5,1
-200.0,0,0
-199.0,3,0
-198.0,2,0
-197.0,2,1
-196.0,0,2
-195.0,5,1
-194.0,3,1
-193.0,0,1
-192.0,1,0
-191.0,2,1
-190.0,2,3
-189.0,1,4
-188.0,2,0
-187.0,0,8
-186.0,4,5
-185.0,0,0
-184.0,2,3
-183.0,0,0
-182.0,1,2
-181.0,1,1
-180.0,0,1
-179.0,4,3
-178.0,3,1
-177.0,2,2
-176.0,0,0
-175.0,2,3
-174.0,3,1
-173.0,2,2
-172.0,1,0
-171.0,2,0
-170.0,0,4
-169.0,0,2
-168.0,4,3
-167.0,1,1
-166.0,2,1
-165.0,0,0
-164.0,0,0
-163.0,1,1
-162.0,0,4
-161.0,0,1
-160.0,0,2
-159.0,1,1
-158.0,1,3
-157.0,5,3
-156.0,0,0
-155.0,2,1
-154.0,2,1
-153.0,1,2
-152.0,1,5
-151.0,3,2
-150.0,3,5
-149.0,1,2
-148.0,2,4
-147.0,0,1
-146.0,1,1
-145.0,0,4
-144.0,0,5
-143.0,1,1
-142.0,0,1
-141.0,0,2
-140.0,0,1
-139.0,1,1
-138.0,0,4
-137.0,0,3
-136.0,0,5
-135.0,1,4
-134.0,2,2
-133.0,1,0
-132.0,1,6
-131.0,1,1
-130.0,1,0
-129.0,3,4
-128.0,1,2
-127.0,2,6
-126.0,0,2
-125.0,0,2
-124.0,1,0
-123.0,1,2
-122.0,1,1
-121.0,1,1
-120.0,2,1
-119.0,1,2
-118.0,1,1
-117.0,3,4
-116.0,0,2
-115.0,1,1
-114.0,1,3
-113.0,2,1
-112.0,1,1
-111.0,2,2
-110.0,5,0
-109.0,0,1
-108.0,3,1
-107.0,4,0
-106.0,0,1
-105.0,3,1
-104.0,1,0
-103.0,1,2
-102.0,1,1
-101.0,0,0
-100.0,0,0
-99.0,2,1
-98.0,1,1
-97.0,0,5
-96.0,0,1
-95.0,0,2
-94.0,0,3
-93.0,2,2
-92.0,2,0
-91.0,1,1
-90.0,0,0
-89.0,0,0
-88.0,0,2
-87.0,1,1
-86.0,1,1
-85.0,0,2
-84.0,1,0
-83.0,1,3
-82.0,2,3
-81.0,1,1
-80.0,1,2
-79.0,2,1
-78.0,1,0
-77.0,2,1
-76.0,1,1
-75.0,3,2
-74.0,0,2
-73.0,1,3
-72.0,7,3
-71.0,3,2
-70.0,0,9
-69.0,1,1
-68.0,6,4
-67.0,1,4
-66.0,3,1
-65.0,4,2
-64.0,2,1
-63.0,1,3
-62.0,1,3
-61.0,0,2
-60.0,2,4
-59.0,2,4
-58.0,4,1
-57.0,1,4
-56.0,1,2
-55.0,3,1
-54.0,6,3
-53.0,4,0
-52.0,6,3
-51.0,5,6
-50.0,2,5
-49.0,6,6
-48.0,6,5
-47.0,7,5
-46.0,2,2
-45.0,3,0
-44.0,8,2
-43.0,5,6
-42.0,3,3
-41.0,8,5
-40.0,7,7
-39.0,9,3
-38.0,3,3
-37.0,6,5
-36.0,12,2
-35.0,8,6
-34.0,9,7
-33.0,10,5
-32.0,10,13
-31.0,13,2
-30.0,15,8
-29.0,8,6
-28.0,6,5
-27.0,9,5
-26.0,24,7
-25.0,8,4
-24.0,14,4
-23.0,10,2
-22.0,10,7
-21.0,39,10
-20.0,32,7
-19.0,84,12
-18.0,121,10
-17.0,172,9
-16.0,348,7
-15.0,245,3
-14.0,379,17
-13.0,299,6
-12.0,392,17
-11.0,669,8
-10.0,1131,9
-9.0,1110,8
-8.0,1512,25
-7.0,1109,8
-6.0,680,7
-5.0,1423,14
-4.0,1434,10
-3.0,1997,29
-2.0,1573,12
-1.0,1758,168
0.0,2524,46932
1.0,1793,11
2.0,2569,9
3.0,2362,5
4.0,1454,17
5.0,2569,8
6.0,986,9
7.0,1693,11
8.0,1420,3
9.0,789,4
10.0,363,10
11.0,393,2
12.0,542,8
13.0,382,0
14.0,287,5
15.0,93,4
16.0,100,3
17.0,98,2
18.0,91,1
19.0,43,1
20.0,34,0
21.0,43,1
22.0,16,4
23.0,48,2
24.0,38,0
25.0,29,2
26.0,26,0
27.0,17,1
28.0,8,2
29.0,16,0
30.0,13,4
31.0,13,1
32.0,12,1
33.0,17,2
34.0,22,1
35.0,8,4
36.0,24,3
37.0,15,2
38.0,11,3
39.0,13,1
40.0,8,0
41.0,9,0
42.0,4,0
43.0,2,0
44.0,0,1
45.0,3,1
46.0,3,0
47.0,5,1
48.0,6,0
49.0,2,2
50.0,3,3
51.0,3,1
52.0,1,2
53.0,1,1
54.0,2,4
55.0,0,1
56.0,0,1
57.0,0,0
58.0,0,0
59.0,0,0
60.0,2,0
61.0,0,0
62.0,2,0
63.0,0,0
64.0,0,1
65.0,1,0
66.0,1,0
67.0,3,0
68.0,3,0
69.0,0,1
70.0,0,3
71.0,0,1
72.0,1,2
73.0,0,0
74.0,0,0
75.0,1,2
76.0,0,0
77.0,0,1
78.0,0,2
79.0,0,1
80.0,0,2
81.0,0,0
82.0,0,1
83.0,0,0
84.0,0,0
85.0,0,1
86.0,0,0
87.0,0,0
88.0,1,0
89.0,1,1
90.0,0,1
91.0,0,0
92.0,2,1
93.0,0,0
94.0,1,1
95.0,0,0
96.0,2,0
97.0,0,0
98.0,1,0
99.0,0,1
100.0,2,0
101.0,2,1
102.0,1,0
103.0,2,0
104.0,2,1
105.0,4,0
106.0,0,1
107.0,1,1
108.0,1,0
109.0,0,2
110.0,3,0
111.0,0,1
112.0,1,2
113.0,2,0
114.0,1,1
115.0,2,1
116.0,0,0
117.0,0,1
118.0,0,1
119.0,0,3
120.0,0,0
121.0,0,2
122.0,0,0
123.0,0,2
124.0,0,2
125.0,0,0
126.0,1,1
127.0,0,0
128.0,1,2
129.0,1,0
130.0,1,0
131.0,1,0
132.0,0,0
133.0,1,1
134.0,0,1
135.0,2,0
136.0,0,0
137.0,0,2
138.0,0,1
139.0,0,0
140.0,0,0
141.0,1,2
142.0,0,0
143.0,0,0
144.0,1,0
145.0,0,1
146.0,0,0
147.0,0,3
148.0,2,1
149.0,2,1
150.0,2,3
151.0,1,0
152.0,0,0
153.0,0,1
154.0,0,0
155.0,0,0
156.0,0,0
157.0,1,1
158.0,0,4
159.0,0,1
160.0,2,0
161.0,3,0
162.0,4,1
163.0,1,1
164.0,0,2
165.0,0,1
166.0,0,0
167.0,0,0
168.0,0,4
169.0,0,4
170.0,2,0
171.0,0,1
172.0,0,1
173.0,0,0
174.0,0,1
175.0,0,2
176.0,0,0
177.0,0,1
178.0,0,2
179.0,0,3
180.0,2,0
181.0,1,0
182.0,2,0
183.0,0,0
184.0,3,2
185.0,1,1
186.0,0,1
187.0,0,0
188.0,0,2
189.0,1,2
190.0,0,3
191.0,0,2
192.0,0,5
193.0,2,1
194.0,2,1
195.0,2,0
196.0,0,2
197.0,1,4
198.0,1,3
199.0,2,3
200.0,1,0
201.0,0,1
202.0,0,1
203.0,0,1
204.0,0,0
205.0,0,1
206.0,0,2
207.0,0,0
208.0,2,1
209.0,0,0
210.0,1,0
211.0,2,1
212.0,3,0
213.0,0,1
214.0,1,1
215.0,0,0
216.0,0,1
217.0,0,3
218.0,2,0
219.0,3,0
220.0,1,0
221.0,0,0
222.0,0,0
223.0,0,0
224.0,1,1
225.0,0,0
226.0,1,0
227.0,0,1
228.0,0,0
229.0,0,1
230.0,0,2
231.0,0,2
232.0,0,0
233.0,2,0
234.0,1,0
235.0,0,1
236.0,0,1
237.0,0,2
238.0,1,1
239.0,0,1
240.0,0,0
241.0,0,0
242.0,0,4
243.0,1,1
244.0,0,0
245.0,1,0
246.0,0,1
247.0,0,0
248.0,0,1
249.0,0,0
250.0,0,2
251.0,0,2
252.0,0,0
253.0,0,3
254.0,0,0
255.0,0,2
256.0,0,0
257.0,0,0
258.0,0,0
259.0,1,0
260.0,0,0
261.0,0,1
262.0,1,1
263.0,0,1
264.0,0,0
265.0,0,1
266.0,0,0
267.0,0,3
268.0,0,0
269.0,0,0
270.0,0,1
271.0,0,0
272.0,0,2
273.0,0,1
274.0,0,0
275.0,0,0
276.0,1,0
277.0,1,0
278.0,0,3
279.0,0,0
280.0,0,1
281.0,0,0
282.0,0,0
283.0,0,0
284.0,0,1
285.0,0,0
286.0,0,1
287.0,0,1
288.0,0,0
289.0,0,0
290.0,0,2
291.0,0,0
292.0,0,0
293.0,0,1
294.0,0,1
295.0,0,1
296.0,0,2
297.0,0,2
298.0,0,0
299.0,0,0
300.0,0,2
301.0,0,0
302.0,0,1
303.0,0,0
304.0,0,3
305.0,0,1
306.0,0,0
307.0,0,2
308.0,0,0
309.0,0,1
310.0,0,0
311.0,0,1
312.0,0,0
313.0,0,1
314.0,0,0
315.0,0,0
316.0,0,0
317.0,1,0
318.0,0,0
319.0,0,0
320.0,0,0
321.0,1,0
322.0,0,0
323.0,0,0
324.0,0,3
325.0,0,0
326.0,0,4
327.0,0,0
328.0,0,0
329.0,0,0
330.0,0,5
331.0,0,2
332.0,0,1
333.0,0,2
334.0,0,2
335.0,0,2
336.0,0,5
337.0,0,5
338.0,0,5
339.0,0,1
340.0,0,6
341.0,0,1
342.0,0,4
343.0,0,1
344.0,0,8
345.0,0,3
346.0,0,20
347.0,0,20
348.0,0,29
349.0,0,27
350.0,0,80
351.0,0,510
352.0,0,37334
