Base index,GC_1#TOP,GC_1#BOT
304,9.770157055274664e-05,0.00021668833550021668
305,0.00019540314110549328,0.00015001500150015003
306,0.00026867931902005323,3.333666700003334e-05
307,0.00014655235582911996,1.666833350001667e-05
308,0.00019540314110549328,0.00015001500150015003
309,0.0003175301042964266,8.334166750008334e-05
310,0.00046408246012554654,6.667333400006668e-05
311,0.0001709777484673066,6.667333400006668e-05
312,0.00026867931902005323,0.00013334666800013335
313,0.00021982853374367993,3.333666700003334e-05
314,0.0003419554969346132,0.00015001500150015003
315,0.00026867931902005323,5.000500050005001e-05
316,0.0002442539263818666,0.00010001000100010001
317,0.0002442539263818666,8.334166750008334e-05
318,0.00021982853374367993,8.334166750008334e-05
319,0.0004885078527637332,3.333666700003334e-05
320,0.00046408246012554654,0.00011667833450011668
321,0.0004152316748491732,0.00018335166850018335
322,0.0008060379570601598,8.334166750008334e-05
323,0.0009770157055274664,0.00013334666800013335
324,0.0009037395276129064,0.00016668333500016668
325,0.0013433965951002663,0.00018335166850018335
326,0.0013433965951002663,6.667333400006668e-05
327,0.0017342028773112527,0.00040004000400040005
328,0.0013678219877384528,0.0003667033370003667
329,0.0012701204171857064,0.00033336667000033335
330,0.001147993453994773,0.00018335166850018335
331,0.0005617840306782932,0.0002833616695002834
332,0.0025890916196477857,0.00035003500350035
333,0.0023448376932659193,8.334166750008334e-05
334,0.002369263085904106,0.0003166983365003167
335,0.0024425392638186658,0.00035003500350035
336,0.0012212696319093329,0.0006167283395006167
337,0.005520138736230185,0.0002833616695002834
338,0.003517256539898879,0.00043337667100043335
339,0.004543123030702719,0.0005833916725005834
340,0.005471287950953811,0.0006500650065006501
341,0.003590532717813439,0.0006667333400006667
342,0.01177303925160597,0.0008834216755008834
343,0.017366454165750715,0.00105010501050105
344,0.0049827800981900785,0.0009334266760009334
345,0.0025646662270095992,0.00105010501050105
346,0.023814757822231993,0.00035003500350035
347,0.03155760728853716,0.0007167383405007168
348,0.036247282675069,0.0009167583425009168
349,0.05928042793287902,0.00105010501050105
350,0.05969565960772819,0.0011167783445011168
351,0.04697003004323295,0.0018001800180018
352,0.055176961969663665,0.9709137580424709
353,0.06914828655870643,0.0005667233390005668
354,0.05407781930094526,0.00041670833750041673
355,0.07735521848513714,0.00030003000300030005
356,0.06392125253413448,0.00023335666900023335
357,0.04802032192667497,0.0002833616695002834
358,0.057106567988080406,0.0002833616695002834
359,0.03646711120881268,0.0004833816715004834
360,0.046383820619916465,0.0002833616695002834
361,0.0291150680247185,0.00025002500250025
362,0.023033145257810018,0.0003833716705003834
363,0.020053247355951247,0.00023335666900023335
364,0.015607825895801276,0.00025002500250025
365,0.012163845533816955,0.00020002000200020003
366,0.01008768715957109,0.0003667033370003667
367,0.005080481668742825,0.00016668333500016668
368,0.0033462787914315725,0.0003667033370003667
369,0.0030531740797733325,0.00030003000300030005
370,0.003150875650326079,0.00030003000300030005
371,0.002222710730074986,0.00013334666800013335
372,0.001147993453994773,0.00020002000200020003
373,0.0011968442392711464,0.00021668833550021668
374,0.0013189712024620796,0.00025002500250025
375,0.0014655235582911996,0.0002833616695002834
376,0.0016120759141203195,0.00015001500150015003
377,0.0008548887423365331,0.00020002000200020003
378,0.0006106348159546664,0.00023335666900023335
379,0.0013433965951002663,0.00015001500150015003
380,0.0004152316748491732,0.00023335666900023335
381,0.0008793141349747197,0.00016668333500016668
382,0.0005373586380401065,8.334166750008334e-05
383,0.0009281649202510931,0.00013334666800013335
384,0.0004885078527637332,0.00018335166850018335
385,0.0006106348159546664,0.00010001000100010001
386,0.0005862094233164798,0.00013334666800013335
387,0.0007571871717837864,0.00011667833450011668
388,0.0008304633496983464,0.00023335666900023335
389,0.0004152316748491732,0.00015001500150015003
390,0.00019540314110549328,6.667333400006668e-05
391,0.0009770157055274664,0.00010001000100010001
392,0.0005862094233164798,0.00013334666800013335
393,0.00039080628221098657,0.00013334666800013335
394,0.0002442539263818666,0.00013334666800013335
395,0.00026867931902005323,0.00011667833450011668
396,0.0002442539263818666,0.00021668833550021668
397,0.0001221269631909333,0.00015001500150015003
398,0.0001709777484673066,0.00016668333500016668
399,0.0002931047116582399,8.334166750008334e-05
400,0.0008548887423365331,1.666833350001667e-05
401,0.00019540314110549328,0.00021668833550021668
402,0.0001221269631909333,0.00016668333500016668
403,0.0004152316748491732,0.00021668833550021668
