Base index shifted,ATMi4_3#TOP,ATMi4_3#BOT
-50.0,0,1
-49.0,0,1
-47.0,1,0
-45.0,2,0
-44.0,1,1
-43.0,1,1
-41.0,6,0
-39.0,2,1
-38.0,1,1
-37.0,2,0
-36.0,2,1
-35.0,3,1
-34.0,2,2
-33.0,3,1
-32.0,4,1
-31.0,2,1
-30.0,5,0
-29.0,3,1
-28.0,6,0
-27.0,3,1
-26.0,10,2
-25.0,8,2
-24.0,5,1
-23.0,27,2
-22.0,9,1
-21.0,17,2
-20.0,42,3
-19.0,30,5
-18.0,53,0
-17.0,36,1
-16.0,38,2
-15.0,22,6
-14.0,35,1
-13.0,53,4
-12.0,110,3
-11.0,213,4
-10.0,325,8
-9.0,1570,4
-8.0,1547,37
-7.0,1566,11
-6.0,1896,14
-5.0,2041,11
-4.0,2043,13
-3.0,2218,10
-2.0,2803,18
-1.0,2396,34
0.0,4633,96998
1.0,2812,1832
2.0,2029,82
3.0,2545,171
4.0,1509,74
5.0,1715,56
6.0,1863,26
7.0,858,112
8.0,1324,44
9.0,893,49
10.0,411,39
11.0,202,30
12.0,154,23
13.0,150,21
14.0,77,23
15.0,94,47
16.0,77,69
17.0,59,22
18.0,34,38
19.0,99,26
20.0,48,33
21.0,55,27
22.0,28,19
23.0,31,47
24.0,26,16
25.0,25,6
26.0,20,71
27.0,27,12
28.0,9,9
29.0,22,7
30.0,5,21
31.0,11,12
32.0,8,14
33.0,10,12
34.0,14,15
35.0,8,14
36.0,11,10
37.0,21,13
38.0,12,10
39.0,6,9
40.0,5,19
41.0,4,5
42.0,4,49
43.0,5,52
44.0,1,10
45.0,4,10
46.0,2,11
47.0,1,2
48.0,0,14
49.0,3,14
50.0,2,6
