Base index shifted,AT_3#TOP,AT_3#BOT
-352.0,79565,0
-351.0,588,0
-350.0,197,0
-349.0,108,0
-348.0,108,0
-347.0,70,0
-346.0,73,0
-345.0,18,0
-344.0,22,0
-343.0,8,0
-342.0,10,0
-341.0,12,0
-340.0,50,0
-339.0,15,0
-338.0,11,0
-337.0,10,0
-336.0,9,0
-335.0,8,0
-334.0,1,0
-333.0,22,0
-332.0,13,0
-331.0,4,0
-330.0,4,0
-329.0,7,0
-328.0,4,0
-327.0,11,0
-326.0,3,0
-325.0,9,0
-324.0,5,0
-323.0,3,0
-322.0,8,0
-321.0,22,0
-320.0,3,0
-319.0,4,0
-318.0,0,0
-317.0,6,0
-316.0,15,0
-315.0,5,0
-314.0,7,0
-313.0,3,0
-312.0,1,0
-311.0,5,0
-310.0,6,0
-309.0,1,0
-308.0,10,0
-307.0,5,0
-306.0,1,0
-305.0,5,0
-304.0,1,0
-303.0,7,0
-302.0,7,0
-301.0,6,0
-300.0,2,0
-299.0,7,0
-298.0,3,0
-297.0,1,0
-296.0,7,0
-295.0,16,0
-294.0,6,0
-293.0,3,0
-292.0,11,0
-291.0,9,0
-290.0,1,0
-289.0,17,0
-288.0,8,0
-287.0,5,1
-286.0,7,0
-285.0,5,0
-284.0,5,0
-283.0,7,0
-282.0,10,0
-281.0,9,0
-280.0,4,0
-279.0,3,0
-278.0,7,0
-277.0,5,0
-276.0,12,0
-275.0,5,0
-274.0,7,0
-273.0,6,0
-272.0,2,1
-271.0,3,0
-270.0,7,0
-269.0,12,0
-268.0,7,0
-267.0,10,2
-266.0,10,0
-265.0,8,0
-264.0,4,0
-263.0,21,0
-262.0,10,2
-261.0,13,1
-260.0,10,0
-259.0,7,0
-258.0,3,0
-257.0,5,0
-256.0,12,2
-255.0,5,1
-254.0,3,3
-253.0,9,3
-252.0,24,1
-251.0,5,0
-250.0,8,1
-249.0,11,1
-248.0,29,2
-247.0,3,3
-246.0,16,1
-245.0,7,5
-244.0,10,5
-243.0,13,2
-242.0,15,3
-241.0,11,2
-240.0,11,4
-239.0,20,0
-238.0,11,1
-237.0,16,0
-236.0,7,1
-235.0,12,8
-234.0,20,5
-233.0,19,5
-232.0,15,3
-231.0,4,7
-230.0,8,5
-229.0,7,4
-228.0,19,5
-227.0,17,3
-226.0,9,7
-225.0,22,7
-224.0,11,3
-223.0,16,11
-222.0,17,8
-221.0,10,10
-220.0,15,9
-219.0,16,9
-218.0,15,10
-217.0,14,7
-216.0,21,22
-215.0,14,13
-214.0,10,16
-213.0,26,28
-212.0,31,24
-211.0,12,16
-210.0,21,22
-209.0,20,25
-208.0,31,14
-207.0,19,8
-206.0,22,20
-205.0,22,17
-204.0,17,26
-203.0,27,18
-202.0,16,17
-201.0,23,15
-200.0,36,27
-199.0,19,26
-198.0,29,17
-197.0,23,23
-196.0,26,24
-195.0,18,33
-194.0,16,42
-193.0,15,28
-192.0,16,30
-191.0,27,21
-190.0,11,15
-189.0,16,24
-188.0,12,22
-187.0,10,31
-186.0,9,31
-185.0,13,34
-184.0,17,56
-183.0,10,47
-182.0,15,44
-181.0,9,12
-180.0,9,13
-179.0,12,40
-178.0,11,52
-177.0,11,41
-176.0,3,18
-175.0,4,37
-174.0,10,71
-173.0,10,32
-172.0,6,15
-171.0,4,25
-170.0,5,23
-169.0,4,42
-168.0,3,29
-167.0,3,17
-166.0,3,34
-165.0,6,34
-164.0,5,45
-163.0,4,34
-162.0,3,49
-161.0,4,32
-160.0,1,37
-159.0,2,50
-158.0,3,44
-157.0,2,49
-156.0,2,39
-155.0,3,40
-154.0,4,18
-153.0,3,43
-152.0,3,42
-151.0,3,34
-150.0,2,44
-149.0,1,44
-148.0,4,45
-147.0,6,25
-146.0,3,40
-145.0,3,54
-144.0,12,49
-143.0,1,44
-142.0,4,51
-141.0,1,50
-140.0,8,27
-139.0,0,23
-138.0,4,49
-137.0,6,42
-136.0,2,51
-135.0,0,64
-134.0,1,31
-133.0,2,27
-132.0,0,33
-131.0,1,35
-130.0,0,42
-129.0,1,45
-128.0,1,40
-127.0,5,41
-126.0,1,26
-125.0,1,31
-124.0,0,18
-123.0,4,25
-122.0,1,22
-121.0,3,17
-120.0,1,19
-119.0,0,16
-118.0,1,14
-117.0,0,19
-116.0,3,18
-115.0,1,28
-114.0,0,22
-113.0,2,18
-112.0,2,18
-111.0,1,18
-110.0,0,21
-109.0,0,14
-108.0,0,29
-107.0,1,14
-106.0,3,9
-105.0,3,23
-104.0,2,13
-103.0,1,11
-102.0,1,15
-101.0,0,15
-100.0,0,16
-99.0,0,17
-98.0,2,18
-97.0,5,14
-96.0,1,15
-95.0,1,13
-94.0,1,15
-93.0,0,22
-92.0,2,13
-91.0,1,13
-90.0,0,12
-89.0,0,8
-88.0,1,8
-87.0,0,6
-86.0,1,8
-85.0,0,14
-84.0,2,12
-83.0,0,19
-82.0,0,12
-81.0,2,9
-80.0,0,10
-79.0,0,16
-78.0,0,16
-77.0,4,8
-76.0,0,21
-75.0,0,11
-74.0,0,14
-73.0,4,13
-72.0,9,11
-71.0,0,8
-70.0,0,14
-69.0,3,19
-68.0,2,19
-67.0,5,14
-66.0,1,13
-65.0,1,6
-64.0,1,17
-63.0,3,12
-62.0,2,25
-61.0,3,18
-60.0,2,18
-59.0,3,28
-58.0,7,16
-57.0,2,17
-56.0,3,27
-55.0,1,23
-54.0,5,14
-53.0,11,15
-52.0,4,12
-51.0,2,15
-50.0,7,16
-49.0,3,22
-48.0,6,41
-47.0,14,14
-46.0,4,16
-45.0,10,10
-44.0,5,17
-43.0,14,24
-42.0,10,23
-41.0,24,26
-40.0,24,29
-39.0,22,19
-38.0,18,22
-37.0,27,19
-36.0,32,19
-35.0,17,29
-34.0,46,37
-33.0,56,16
-32.0,59,52
-31.0,69,34
-30.0,87,35
-29.0,93,29
-28.0,84,39
-27.0,120,64
-26.0,113,34
-25.0,145,54
-24.0,157,47
-23.0,160,73
-22.0,154,49
-21.0,217,33
-20.0,232,31
-19.0,273,31
-18.0,303,29
-17.0,355,58
-16.0,506,25
-15.0,745,25
-14.0,913,29
-13.0,1180,30
-12.0,1291,21
-11.0,1670,29
-10.0,2126,35
-9.0,2041,32
-8.0,2614,28
-7.0,3011,31
-6.0,3137,24
-5.0,3634,58
-4.0,3526,44
-3.0,3684,55
-2.0,3903,85
-1.0,4117,359
0.0,4117,76213
1.0,3821,22
2.0,4939,15
3.0,3925,17
4.0,3410,17
5.0,3845,14
6.0,2462,3
7.0,2919,15
8.0,2113,6
9.0,1433,5
10.0,1159,7
11.0,926,7
12.0,749,4
13.0,726,4
14.0,298,8
15.0,217,6
16.0,199,6
17.0,206,7
18.0,191,3
19.0,116,2
20.0,97,6
21.0,71,3
22.0,92,2
23.0,91,6
24.0,74,0
25.0,61,2
26.0,79,4
27.0,31,0
28.0,60,5
29.0,32,2
30.0,39,2
31.0,32,4
32.0,21,4
33.0,34,1
34.0,41,2
35.0,39,2
36.0,46,1
37.0,32,2
38.0,46,0
39.0,37,1
40.0,17,0
41.0,17,2
42.0,11,0
43.0,12,0
44.0,14,0
45.0,14,1
46.0,7,3
47.0,46,1
48.0,10,1
49.0,15,2
50.0,35,1
51.0,23,2
52.0,23,3
53.0,18,0
54.0,8,0
55.0,9,3
56.0,6,0
57.0,5,1
58.0,3,1
59.0,2,1
60.0,7,1
61.0,8,0
62.0,9,0
63.0,11,0
64.0,3,0
65.0,5,0
66.0,2,0
67.0,5,0
68.0,9,2
69.0,4,1
70.0,5,1
71.0,2,0
72.0,8,0
73.0,10,0
74.0,5,1
75.0,11,2
76.0,8,0
77.0,2,0
78.0,13,1
79.0,7,0
80.0,2,0
81.0,9,0
82.0,6,0
83.0,9,0
84.0,2,0
85.0,6,2
86.0,6,1
87.0,3,1
88.0,16,0
89.0,6,1
90.0,6,0
91.0,7,0
92.0,14,1
93.0,3,0
94.0,12,0
95.0,5,0
96.0,8,1
97.0,5,1
98.0,7,1
99.0,7,2
100.0,5,3
101.0,14,3
102.0,10,0
103.0,17,0
104.0,10,1
105.0,2,1
106.0,5,2
107.0,8,0
108.0,3,0
109.0,9,0
110.0,7,0
111.0,4,3
112.0,7,4
113.0,6,0
114.0,8,3
115.0,8,2
116.0,4,2
117.0,3,2
118.0,8,1
119.0,6,3
120.0,10,0
121.0,5,1
122.0,7,3
123.0,12,3
124.0,9,5
125.0,19,5
126.0,16,8
127.0,8,3
128.0,11,2
129.0,19,3
130.0,15,3
131.0,5,8
132.0,32,6
133.0,14,9
134.0,13,6
135.0,31,6
136.0,14,13
137.0,6,12
138.0,11,11
139.0,26,6
140.0,18,5
141.0,20,11
142.0,18,6
143.0,12,7
144.0,19,3
145.0,18,6
146.0,47,4
147.0,23,3
148.0,20,9
149.0,31,9
150.0,15,6
151.0,42,9
152.0,23,8
153.0,18,11
154.0,29,10
155.0,24,5
156.0,37,11
157.0,26,9
158.0,35,10
159.0,37,9
160.0,26,8
161.0,17,11
162.0,19,7
163.0,21,6
164.0,20,16
165.0,20,13
166.0,40,8
167.0,38,7
168.0,26,2
169.0,30,9
170.0,38,5
171.0,36,8
172.0,46,8
173.0,26,2
174.0,19,8
175.0,33,16
176.0,29,7
177.0,24,16
178.0,34,14
179.0,43,9
180.0,27,18
181.0,27,8
182.0,34,15
183.0,29,11
184.0,32,17
185.0,33,10
186.0,22,8
187.0,30,16
188.0,32,9
189.0,35,10
190.0,27,9
191.0,38,14
192.0,31,16
193.0,39,11
194.0,32,7
195.0,21,13
196.0,22,12
197.0,37,22
198.0,18,6
199.0,26,13
200.0,32,10
201.0,23,10
202.0,27,12
203.0,25,16
204.0,34,9
205.0,30,7
206.0,23,6
207.0,34,6
208.0,23,12
209.0,22,8
210.0,26,7
211.0,21,7
212.0,22,4
213.0,18,7
214.0,28,13
215.0,16,4
216.0,19,8
217.0,17,6
218.0,15,9
219.0,13,0
220.0,23,8
221.0,20,6
222.0,22,6
223.0,11,3
224.0,13,6
225.0,12,5
226.0,6,5
227.0,14,6
228.0,11,3
229.0,16,7
230.0,11,5
231.0,4,6
232.0,7,5
233.0,11,7
234.0,9,8
235.0,15,8
236.0,12,4
237.0,9,4
238.0,15,7
239.0,6,5
240.0,13,0
241.0,3,2
242.0,4,5
243.0,2,6
244.0,3,2
245.0,5,3
246.0,14,4
247.0,3,2
248.0,2,2
249.0,2,4
250.0,2,2
251.0,0,13
252.0,4,2
253.0,2,3
254.0,4,3
255.0,4,6
256.0,10,1
257.0,8,4
258.0,4,2
259.0,1,2
260.0,5,3
261.0,1,3
262.0,1,5
263.0,0,4
264.0,0,5
265.0,1,4
266.0,1,2
267.0,0,3
268.0,4,1
269.0,4,2
270.0,2,2
271.0,0,2
272.0,6,0
273.0,0,3
274.0,0,2
275.0,1,5
276.0,0,3
277.0,0,0
278.0,0,1
279.0,0,0
280.0,0,2
281.0,3,5
282.0,1,1
283.0,1,3
284.0,0,1
285.0,1,2
286.0,1,4
287.0,1,1
