Base index shifted,1500_3#TOP,1500_3#BOT
-750.0,15625,0
-749.0,158,0
-748.0,22,0
-747.0,5,0
-746.0,7,0
-745.0,5,0
-744.0,5,0
-743.0,1,0
-742.0,4,0
-741.0,0,0
-740.0,1,0
-739.0,2,0
-738.0,5,0
-737.0,1,0
-736.0,0,0
-735.0,0,0
-734.0,2,0
-733.0,2,0
-732.0,0,0
-731.0,3,0
-730.0,0,0
-729.0,3,0
-728.0,0,0
-727.0,0,0
-726.0,1,0
-725.0,0,0
-724.0,0,0
-723.0,0,0
-722.0,3,0
-721.0,0,0
-720.0,0,0
-719.0,0,0
-718.0,0,0
-717.0,0,0
-716.0,1,0
-715.0,0,0
-714.0,1,0
-713.0,1,0
-712.0,1,0
-711.0,1,0
-710.0,0,0
-709.0,1,0
-708.0,0,0
-707.0,2,0
-706.0,0,0
-705.0,1,0
-704.0,1,0
-703.0,0,0
-702.0,2,0
-701.0,2,0
-700.0,1,0
-699.0,0,0
-698.0,1,0
-697.0,0,0
-696.0,1,0
-695.0,2,0
-694.0,2,0
-693.0,0,0
-692.0,0,0
-691.0,0,0
-690.0,0,0
-689.0,0,0
-688.0,0,0
-687.0,1,0
-686.0,0,0
-685.0,0,0
-684.0,2,0
-683.0,6,0
-682.0,2,0
-681.0,1,0
-680.0,2,0
-679.0,2,0
-678.0,2,0
-677.0,0,0
-676.0,0,0
-675.0,0,0
-674.0,0,0
-673.0,1,0
-672.0,0,0
-671.0,1,0
-670.0,1,0
-669.0,0,0
-668.0,1,0
-667.0,2,0
-666.0,0,0
-665.0,1,0
-664.0,3,0
-663.0,0,1
-662.0,0,0
-661.0,3,0
-660.0,1,0
-659.0,3,0
-658.0,3,0
-657.0,1,0
-656.0,0,0
-655.0,0,0
-654.0,0,0
-653.0,1,0
-652.0,0,0
-651.0,4,0
-650.0,0,0
-649.0,3,0
-648.0,0,0
-647.0,3,0
-646.0,1,0
-645.0,2,0
-644.0,6,0
-643.0,2,0
-642.0,1,1
-641.0,0,0
-640.0,3,0
-639.0,2,0
-638.0,1,0
-637.0,2,1
-636.0,1,0
-635.0,0,0
-634.0,2,0
-633.0,1,0
-632.0,1,0
-631.0,1,0
-630.0,2,0
-629.0,2,0
-628.0,0,0
-627.0,2,0
-626.0,1,0
-625.0,2,0
-624.0,2,0
-623.0,0,0
-622.0,4,0
-621.0,1,0
-620.0,1,0
-619.0,2,0
-618.0,2,0
-617.0,1,0
-616.0,3,2
-615.0,4,0
-614.0,0,1
-613.0,3,0
-612.0,2,0
-611.0,1,0
-610.0,3,1
-609.0,1,0
-608.0,2,0
-607.0,0,0
-606.0,0,0
-605.0,1,0
-604.0,0,1
-603.0,0,0
-602.0,1,0
-601.0,2,0
-600.0,1,0
-599.0,2,0
-598.0,1,1
-597.0,0,2
-596.0,1,0
-595.0,0,0
-594.0,0,0
-593.0,1,0
-592.0,0,0
-591.0,1,1
-590.0,0,0
-589.0,1,0
-588.0,1,1
-587.0,0,0
-586.0,2,0
-585.0,1,0
-584.0,0,0
-583.0,1,0
-582.0,3,1
-581.0,0,0
-580.0,1,0
-579.0,1,1
-578.0,0,0
-577.0,0,0
-576.0,0,1
-575.0,1,1
-574.0,4,0
-573.0,0,0
-572.0,1,0
-571.0,3,2
-570.0,0,0
-569.0,3,0
-568.0,2,1
-567.0,1,0
-566.0,1,0
-565.0,1,0
-564.0,0,0
-563.0,1,1
-562.0,0,3
-561.0,1,1
-560.0,1,2
-559.0,2,1
-558.0,1,0
-557.0,1,0
-556.0,0,0
-555.0,2,0
-554.0,2,0
-553.0,1,0
-552.0,1,0
-551.0,0,2
-550.0,1,1
-549.0,3,0
-548.0,1,0
-547.0,1,0
-546.0,1,1
-545.0,1,0
-544.0,0,1
-543.0,3,0
-542.0,1,0
-541.0,1,1
-540.0,1,1
-539.0,0,2
-538.0,1,0
-537.0,0,1
-536.0,2,0
-535.0,1,0
-534.0,0,0
-533.0,0,0
-532.0,0,0
-531.0,0,0
-530.0,0,0
-529.0,0,0
-528.0,0,0
-527.0,0,2
-526.0,0,4
-525.0,0,3
-524.0,0,3
-523.0,2,2
-522.0,1,0
-521.0,0,2
-520.0,0,4
-519.0,1,4
-518.0,0,2
-517.0,0,2
-516.0,0,1
-515.0,1,3
-514.0,1,7
-513.0,1,0
-512.0,0,5
-511.0,2,2
-510.0,1,1
-509.0,1,1
-508.0,0,6
-507.0,2,3
-506.0,0,6
-505.0,3,9
-504.0,0,3
-503.0,1,1
-502.0,1,10
-501.0,1,3
-500.0,0,9
-499.0,1,2
-498.0,0,1
-497.0,0,6
-496.0,2,6
-495.0,1,6
-494.0,1,7
-493.0,0,3
-492.0,0,6
-491.0,0,3
-490.0,0,4
-489.0,0,8
-488.0,1,8
-487.0,0,1
-486.0,1,3
-485.0,2,6
-484.0,2,8
-483.0,4,10
-482.0,2,1
-481.0,2,10
-480.0,0,13
-479.0,2,7
-478.0,1,4
-477.0,1,6
-476.0,0,12
-475.0,1,7
-474.0,2,6
-473.0,1,10
-472.0,1,17
-471.0,0,6
-470.0,4,10
-469.0,0,8
-468.0,1,16
-467.0,1,19
-466.0,0,10
-465.0,3,10
-464.0,1,2
-463.0,0,5
-462.0,0,16
-461.0,3,20
-460.0,5,5
-459.0,2,6
-458.0,0,8
-457.0,1,19
-456.0,1,9
-455.0,1,6
-454.0,2,6
-453.0,2,9
-452.0,1,13
-451.0,0,17
-450.0,1,18
-449.0,1,8
-448.0,1,6
-447.0,2,12
-446.0,3,9
-445.0,1,10
-444.0,1,7
-443.0,1,4
-442.0,0,11
-441.0,3,9
-440.0,0,5
-439.0,3,16
-438.0,7,4
-437.0,3,6
-436.0,3,10
-435.0,1,2
-434.0,1,15
-433.0,1,8
-432.0,1,17
-431.0,2,12
-430.0,4,9
-429.0,5,11
-428.0,3,16
-427.0,2,5
-426.0,4,12
-425.0,4,3
-424.0,2,13
-423.0,2,15
-422.0,2,9
-421.0,9,11
-420.0,3,10
-419.0,0,6
-418.0,3,5
-417.0,2,7
-416.0,2,11
-415.0,3,6
-414.0,2,8
-413.0,3,10
-412.0,0,4
-411.0,6,8
-410.0,1,15
-409.0,2,16
-408.0,0,5
-407.0,3,11
-406.0,2,20
-405.0,3,13
-404.0,0,4
-403.0,3,7
-402.0,3,13
-401.0,3,17
-400.0,3,12
-399.0,1,5
-398.0,1,6
-397.0,0,10
-396.0,3,11
-395.0,0,10
-394.0,2,10
-393.0,2,8
-392.0,2,9
-391.0,8,7
-390.0,1,15
-389.0,1,12
-388.0,3,9
-387.0,1,7
-386.0,6,11
-385.0,1,15
-384.0,2,7
-383.0,3,11
-382.0,3,2
-381.0,4,8
-380.0,4,6
-379.0,4,8
-378.0,2,12
-377.0,0,7
-376.0,1,10
-375.0,7,13
-374.0,2,12
-373.0,1,14
-372.0,3,10
-371.0,5,6
-370.0,4,8
-369.0,2,12
-368.0,3,20
-367.0,2,13
-366.0,1,7
-365.0,2,11
-364.0,0,7
-363.0,6,4
-362.0,1,4
-361.0,3,8
-360.0,3,9
-359.0,5,9
-358.0,2,5
-357.0,4,7
-356.0,3,7
-355.0,3,9
-354.0,2,6
-353.0,2,16
-352.0,4,10
-351.0,4,7
-350.0,2,10
-349.0,10,7
-348.0,6,4
-347.0,2,8
-346.0,3,6
-345.0,1,13
-344.0,5,11
-343.0,2,12
-342.0,4,8
-341.0,3,8
-340.0,1,6
-339.0,1,8
-338.0,1,10
-337.0,4,6
-336.0,0,15
-335.0,2,10
-334.0,7,9
-333.0,5,12
-332.0,4,8
-331.0,3,6
-330.0,3,9
-329.0,0,4
-328.0,5,8
-327.0,4,9
-326.0,2,10
-325.0,3,18
-324.0,4,9
-323.0,2,13
-322.0,1,5
-321.0,3,6
-320.0,2,2
-319.0,1,6
-318.0,1,6
-317.0,3,8
-316.0,2,2
-315.0,3,5
-314.0,5,6
-313.0,0,5
-312.0,3,9
-311.0,0,6
-310.0,4,2
-309.0,2,4
-308.0,1,4
-307.0,2,4
-306.0,5,3
-305.0,3,4
-304.0,0,1
-303.0,2,4
-302.0,0,3
-301.0,3,2
-300.0,1,5
-299.0,3,5
-298.0,0,1
-297.0,2,4
-296.0,3,10
-295.0,2,7
-294.0,0,17
-293.0,2,6
-292.0,3,3
-291.0,1,6
-290.0,4,8
-289.0,1,7
-288.0,2,4
-287.0,1,8
-286.0,3,10
-285.0,0,4
-284.0,0,1
-283.0,2,7
-282.0,2,6
-281.0,1,3
-280.0,3,4
-279.0,0,3
-278.0,1,3
-277.0,4,6
-276.0,0,1
-275.0,0,3
-274.0,0,7
-273.0,1,6
-272.0,1,5
-271.0,3,1
-270.0,2,3
-269.0,1,6
-268.0,0,2
-267.0,2,2
-266.0,1,6
-265.0,3,3
-264.0,2,3
-263.0,4,2
-262.0,5,3
-261.0,5,4
-260.0,2,0
-259.0,3,2
-258.0,0,4
-257.0,3,1
-256.0,0,1
-255.0,5,5
-254.0,0,0
-253.0,0,3
-252.0,2,2
-251.0,3,5
-250.0,0,7
-249.0,1,1
-248.0,2,3
-247.0,1,2
-246.0,0,5
-245.0,3,3
-244.0,2,7
-243.0,0,4
-242.0,1,0
-241.0,1,2
-240.0,0,1
-239.0,0,5
-238.0,2,4
-237.0,4,0
-236.0,1,4
-235.0,1,2
-234.0,0,7
-233.0,3,7
-232.0,2,1
-231.0,0,2
-230.0,0,3
