Base index shifted,704_2#TOP,704_2#BOT
-352.0,41548,0
-351.0,440,0
-350.0,64,0
-349.0,23,0
-348.0,62,0
-347.0,20,0
-346.0,16,0
-345.0,3,0
-344.0,15,0
-343.0,1,0
-342.0,2,0
-341.0,5,0
-340.0,11,0
-339.0,3,0
-338.0,3,0
-337.0,3,0
-336.0,1,0
-335.0,6,0
-334.0,1,0
-333.0,8,0
-332.0,1,0
-331.0,3,0
-330.0,3,0
-329.0,0,0
-328.0,1,0
-327.0,4,0
-326.0,0,0
-325.0,0,0
-324.0,2,0
-323.0,5,0
-322.0,3,0
-321.0,4,0
-320.0,1,0
-319.0,0,0
-318.0,3,0
-317.0,0,0
-316.0,7,0
-315.0,3,0
-314.0,3,0
-313.0,0,0
-312.0,1,0
-311.0,5,0
-310.0,2,0
-309.0,3,0
-308.0,1,0
-307.0,4,0
-306.0,7,0
-305.0,3,0
-304.0,0,0
-303.0,3,0
-302.0,4,0
-301.0,5,0
-300.0,0,0
-299.0,6,0
-298.0,2,0
-297.0,0,0
-296.0,1,0
-295.0,1,0
-294.0,3,0
-293.0,1,0
-292.0,1,0
-291.0,1,0
-290.0,1,0
-289.0,6,0
-288.0,3,0
-287.0,1,0
-286.0,2,0
-285.0,1,0
-284.0,3,0
-283.0,2,0
-282.0,2,0
-281.0,3,1
-280.0,3,0
-279.0,0,0
-278.0,2,0
-277.0,2,0
-276.0,1,0
-275.0,0,0
-274.0,4,0
-273.0,0,0
-272.0,0,0
-271.0,1,0
-270.0,2,0
-269.0,6,0
-268.0,3,0
-267.0,2,0
-266.0,1,0
-265.0,3,0
-264.0,5,1
-263.0,5,0
-262.0,2,0
-261.0,3,0
-260.0,5,0
-259.0,1,0
-258.0,2,0
-257.0,1,0
-256.0,6,0
-255.0,4,1
-254.0,1,0
-253.0,3,0
-252.0,1,0
-251.0,1,0
-250.0,0,2
-249.0,2,0
-248.0,4,0
-247.0,5,1
-246.0,4,0
-245.0,4,0
-244.0,4,0
-243.0,2,0
-242.0,5,0
-241.0,6,0
-240.0,1,0
-239.0,2,0
-238.0,3,0
-237.0,4,1
-236.0,0,0
-235.0,2,0
-234.0,2,0
-233.0,2,1
-232.0,3,0
-231.0,0,0
-230.0,0,0
-229.0,2,0
-228.0,5,0
-227.0,3,0
-226.0,1,0
-225.0,2,3
-224.0,2,0
-223.0,3,0
-222.0,3,0
-221.0,1,0
-220.0,3,0
-219.0,1,1
-218.0,1,1
-217.0,1,0
-216.0,2,2
-215.0,1,1
-214.0,0,0
-213.0,4,0
-212.0,3,0
-211.0,0,0
-210.0,1,2
-209.0,0,1
-208.0,1,0
-207.0,1,1
-206.0,5,0
-205.0,2,0
-204.0,5,1
-203.0,7,1
-202.0,5,2
-201.0,2,1
-200.0,1,2
-199.0,0,0
-198.0,0,0
-197.0,0,0
-196.0,1,3
-195.0,3,1
-194.0,2,1
-193.0,4,0
-192.0,3,0
-191.0,2,0
-190.0,0,1
-189.0,0,2
-188.0,0,0
-187.0,0,2
-186.0,0,0
-185.0,3,1
-184.0,1,0
-183.0,0,0
-182.0,2,0
-181.0,1,0
-180.0,0,1
-179.0,1,0
-178.0,2,3
-177.0,1,0
-176.0,0,0
-175.0,0,2
-174.0,0,6
-173.0,3,6
-172.0,1,2
-171.0,1,0
-170.0,1,2
-169.0,1,2
-168.0,3,4
-167.0,3,2
-166.0,1,4
-165.0,0,5
-164.0,1,4
-163.0,0,2
-162.0,1,1
-161.0,1,5
-160.0,0,4
-159.0,1,3
-158.0,2,2
-157.0,2,7
-156.0,2,1
-155.0,1,2
-154.0,3,1
-153.0,0,5
-152.0,1,7
-151.0,2,1
-150.0,0,2
-149.0,4,6
-148.0,1,3
-147.0,2,0
-146.0,2,2
-145.0,2,9
-144.0,1,3
-143.0,0,5
-142.0,3,3
-141.0,2,4
-140.0,0,0
-139.0,1,3
-138.0,0,4
-137.0,0,8
-136.0,0,7
-135.0,2,6
-134.0,2,8
-133.0,1,1
-132.0,0,6
-131.0,1,2
-130.0,1,5
-129.0,0,9
-128.0,0,2
-127.0,1,4
-126.0,0,3
-125.0,0,2
-124.0,3,5
-123.0,1,7
-122.0,0,2
-121.0,1,1
-120.0,2,3
-119.0,3,1
-118.0,0,0
-117.0,0,2
-116.0,0,2
-115.0,0,2
-114.0,4,4
-113.0,2,7
-112.0,0,8
-111.0,2,5
-110.0,5,2
-109.0,1,1
-108.0,6,3
-107.0,1,1
-106.0,2,2
-105.0,1,1
-104.0,2,0
-103.0,0,2
-102.0,4,3
-101.0,0,2
-100.0,0,1
-99.0,2,1
-98.0,1,3
-97.0,1,3
-96.0,0,5
-95.0,1,4
-94.0,1,1
-93.0,0,0
-92.0,2,0
-91.0,2,2
-90.0,0,6
-89.0,1,2
-88.0,2,3
-87.0,1,3
-86.0,3,4
-85.0,0,6
-84.0,0,1
-83.0,1,1
-82.0,0,1
-81.0,1,0
-80.0,0,1
-79.0,5,3
-78.0,1,0
-77.0,3,4
-76.0,2,2
-75.0,6,4
-74.0,1,9
-73.0,0,2
-72.0,6,5
-71.0,0,3
-70.0,2,6
-69.0,2,1
-68.0,2,5
-67.0,3,6
-66.0,3,4
-65.0,3,1
-64.0,1,2
-63.0,1,1
-62.0,1,5
-61.0,1,6
-60.0,2,3
-59.0,6,1
-58.0,4,3
-57.0,2,5
-56.0,4,2
-55.0,3,3
-54.0,6,3
-53.0,7,7
-52.0,5,7
-51.0,16,2
-50.0,6,7
-49.0,1,10
-48.0,7,6
-47.0,16,3
-46.0,5,5
-45.0,4,2
-44.0,9,2
-43.0,5,8
-42.0,5,2
-41.0,4,4
-40.0,9,6
-39.0,11,2
-38.0,10,4
-37.0,12,5
-36.0,6,5
-35.0,7,9
-34.0,26,7
-33.0,10,5
-32.0,11,13
-31.0,9,6
-30.0,27,12
-29.0,12,11
-28.0,9,6
-27.0,16,8
-26.0,39,7
-25.0,22,9
-24.0,27,9
-23.0,10,5
-22.0,5,5
-21.0,66,15
-20.0,65,5
-19.0,102,11
-18.0,140,7
-17.0,216,17
-16.0,365,5
-15.0,246,7
-14.0,407,18
-13.0,329,8
-12.0,468,13
-11.0,822,8
-10.0,1207,8
-9.0,1319,15
-8.0,1686,30
-7.0,1336,10
-6.0,708,10
-5.0,1467,10
-4.0,1343,20
-3.0,1779,42
-2.0,1517,11
-1.0,1644,221
0.0,2203,41043
1.0,1673,16
2.0,2456,15
3.0,2282,4
4.0,1540,11
5.0,2475,11
6.0,1085,5
7.0,2005,5
8.0,1611,8
9.0,883,4
10.0,392,4
11.0,445,5
12.0,587,3
13.0,413,4
14.0,293,1
15.0,100,1
16.0,134,1
17.0,138,1
18.0,116,1
19.0,39,1
20.0,37,1
21.0,67,1
22.0,26,2
23.0,60,6
24.0,41,1
25.0,30,2
26.0,20,2
27.0,24,0
28.0,13,2
29.0,36,5
30.0,21,1
31.0,17,1
32.0,15,0
33.0,19,0
34.0,19,1
35.0,14,0
36.0,44,2
37.0,25,3
38.0,13,2
39.0,17,1
40.0,13,1
41.0,9,3
42.0,8,0
43.0,2,0
44.0,5,1
45.0,5,0
46.0,7,2
47.0,5,3
48.0,9,2
49.0,8,1
50.0,10,2
51.0,8,1
52.0,6,0
53.0,8,0
54.0,4,2
55.0,2,0
56.0,3,2
57.0,1,2
58.0,6,1
59.0,1,1
60.0,3,2
61.0,0,0
62.0,4,3
63.0,4,0
64.0,1,1
65.0,2,0
66.0,6,0
67.0,1,0
68.0,4,0
69.0,1,0
70.0,1,0
71.0,1,1
72.0,4,1
73.0,2,0
74.0,1,0
75.0,1,1
76.0,0,1
77.0,0,0
78.0,2,0
79.0,1,1
80.0,3,0
81.0,1,0
82.0,4,0
83.0,1,1
84.0,1,2
85.0,4,1
86.0,1,0
87.0,0,0
88.0,1,2
89.0,1,0
90.0,0,1
91.0,0,0
92.0,5,0
93.0,0,0
94.0,4,3
95.0,1,2
96.0,3,0
97.0,3,1
98.0,3,0
99.0,5,2
100.0,7,2
101.0,2,0
102.0,2,0
103.0,4,1
104.0,1,2
105.0,1,1
106.0,2,2
107.0,4,4
108.0,2,0
109.0,6,1
110.0,1,0
111.0,0,0
112.0,1,2
113.0,4,1
114.0,1,1
115.0,0,0
116.0,1,2
117.0,0,2
118.0,0,0
119.0,1,0
120.0,1,1
121.0,3,1
122.0,2,1
123.0,0,2
124.0,2,2
125.0,3,2
126.0,2,1
127.0,0,3
128.0,2,0
129.0,7,1
130.0,4,1
131.0,0,1
132.0,1,1
133.0,2,2
134.0,3,1
135.0,3,3
136.0,1,2
137.0,0,0
138.0,2,1
139.0,3,1
140.0,1,1
141.0,2,1
142.0,1,0
143.0,2,2
144.0,3,0
145.0,1,0
146.0,1,1
147.0,0,1
148.0,2,1
149.0,2,2
150.0,1,3
151.0,1,7
152.0,3,0
153.0,0,3
154.0,1,2
155.0,4,2
156.0,4,7
157.0,4,2
158.0,2,2
159.0,2,7
160.0,3,3
161.0,2,0
162.0,5,4
163.0,3,6
164.0,1,3
165.0,2,3
166.0,1,3
167.0,2,1
168.0,2,1
169.0,1,4
170.0,4,4
171.0,3,1
172.0,0,5
173.0,2,0
174.0,1,2
175.0,1,10
176.0,3,4
177.0,3,2
178.0,0,3
179.0,1,1
180.0,2,2
181.0,5,1
182.0,1,3
183.0,0,7
184.0,0,1
185.0,2,0
186.0,2,3
187.0,0,1
188.0,4,6
189.0,0,3
190.0,3,3
191.0,3,6
192.0,2,3
193.0,7,6
194.0,2,6
195.0,0,3
196.0,1,3
197.0,5,0
198.0,3,7
199.0,2,1
200.0,2,4
201.0,2,5
202.0,1,2
203.0,0,2
204.0,1,0
205.0,3,0
206.0,1,1
207.0,1,2
208.0,3,2
209.0,0,0
210.0,3,0
211.0,1,4
212.0,1,3
213.0,4,1
214.0,0,2
215.0,2,0
216.0,2,1
217.0,1,2
218.0,2,0
219.0,3,2
220.0,2,1
221.0,0,0
222.0,3,1
223.0,3,2
224.0,4,1
225.0,1,1
226.0,5,2
227.0,0,1
228.0,0,2
229.0,0,1
230.0,0,1
231.0,0,0
232.0,1,0
233.0,0,2
234.0,4,2
235.0,0,3
236.0,2,0
237.0,0,2
238.0,1,1
239.0,1,0
240.0,0,0
241.0,0,1
242.0,1,0
243.0,1,2
244.0,0,4
245.0,0,1
246.0,0,3
247.0,0,0
248.0,0,3
249.0,0,2
250.0,0,0
251.0,0,3
252.0,0,0
253.0,0,2
254.0,0,2
255.0,0,1
256.0,0,1
257.0,0,1
258.0,0,1
259.0,0,4
260.0,0,1
261.0,0,1
262.0,0,1
263.0,0,0
264.0,0,3
265.0,0,2
266.0,0,2
267.0,0,1
268.0,0,2
269.0,0,4
270.0,0,2
271.0,0,0
272.0,0,0
273.0,0,2
274.0,0,0
275.0,0,1
276.0,0,1
277.0,0,1
278.0,0,1
279.0,0,1
280.0,0,0
281.0,0,2
282.0,0,2
283.0,0,2
284.0,0,2
285.0,0,0
286.0,0,2
287.0,0,1
288.0,0,1
289.0,0,1
290.0,0,3
291.0,0,0
292.0,0,1
293.0,0,2
294.0,0,0
295.0,0,0
296.0,0,1
297.0,0,2
298.0,0,0
299.0,0,1
300.0,0,3
301.0,0,1
302.0,0,1
303.0,0,0
304.0,0,0
305.0,0,1
306.0,0,2
307.0,0,1
308.0,0,0
309.0,0,2
310.0,0,0
311.0,0,3
312.0,0,0
313.0,0,0
314.0,0,1
315.0,0,0
316.0,0,1
317.0,0,1
318.0,0,0
319.0,0,0
320.0,0,0
321.0,0,0
322.0,0,0
323.0,0,1
324.0,0,1
325.0,0,2
326.0,0,5
327.0,0,1
328.0,0,4
329.0,0,7
330.0,0,8
331.0,0,0
332.0,0,0
333.0,0,2
334.0,0,2
335.0,0,3
336.0,0,4
337.0,0,10
338.0,0,11
339.0,0,6
340.0,0,5
341.0,0,4
342.0,0,7
343.0,0,3
344.0,0,9
345.0,0,6
346.0,0,27
347.0,0,50
348.0,0,56
349.0,0,41
350.0,0,148
351.0,0,574
352.0,0,38537
