Base index shifted,GC#TOP#AVERAGE,GC#TOP#STD,GC#BOT#AVERAGE,GC#BOT#STD
-50.0,0.00010533345273676174,5.568661114894655e-05,0.00013498961246956635,7.085609567562293e-05
-49.0,7.296665654456163e-05,4.431043368728449e-05,0.0001668379047422352,8.81484054657535e-05
-48.0,0.00010248810605826842,7.986267950046973e-05,9.15870904947587e-05,3.046954896095252e-05
-47.0,0.0001381572351303259,0.00011469470369441122,9.04958846672133e-05,1.6057416350485537e-05
-46.0,0.00013341705021823383,5.43730253755855e-05,0.0001652939817702914,5.7985500278965824e-05
-45.0,0.00013526635237286845,6.63113525320608e-05,0.00012856891581133588,5.448948666187053e-05
-44.0,0.00018487441765506203,0.00011075551548852207,0.00015632426554482506,7.752652213126489e-05
-43.0,0.000265632330851409,0.00016704247422956987,0.00010033554127203989,3.396133344252659e-05
-42.0,0.00011864225846647489,7.092131141033125e-05,7.976098002161805e-05,5.2797291678807615e-05
-41.0,0.0002004417522656447,9.641390666313795e-05,8.511577851371148e-05,6.032964466995467e-05
-40.0,0.00016640102159403385,3.8201007467172865e-05,0.00010392671968314275,7.951310639684771e-05
-39.0,0.0002500346388548502,0.00010489463941570746,6.963925639776138e-05,3.353268283340877e-05
-38.0,0.00016643137898000992,0.00011971727570397333,9.411080240058618e-05,2.109154491403993e-05
-37.0,0.000208202651531454,3.4042217778772314e-05,0.00011376637628796932,5.484461227565702e-05
-36.0,0.00017583585533925385,7.06502992932853e-05,0.00018741246599265706,5.308782295492862e-05
-35.0,0.00022500211311307142,6.40347996324064e-05,0.00011872925920650929,7.033182646565113e-05
-34.0,0.00040817446229891163,0.00011409058691163424,8.794686509997743e-05,5.037393750934068e-05
-33.0,0.0003731809997862412,0.00010341705472841061,8.514108617511987e-05,1.8218940713267463e-05
-32.0,0.00030473362439958364,8.22554619551171e-05,0.00012408405769860273,6.779626983475178e-05
-31.0,0.0005009073566474883,0.0002955863981857434,9.545876758575328e-05,2.9836060147461566e-05
-30.0,0.0008035100603662971,0.0001356089296577149,0.00011535934624359157,4.508591796925864e-05
-29.0,0.0008653831273792161,0.00012541449413934014,0.0001507988169273633,8.455191404553568e-05
-28.0,0.0010733974559386233,0.00024612393942010513,0.00017678897824072352,8.642572524202837e-05
-27.0,0.001199960802653143,0.00017928436997380863,0.00011796916738167241,2.8231883605781403e-05
-26.0,0.0014789148945310883,0.0002174415526317603,0.0001612010392311117,6.151199397344746e-05
-25.0,0.0013198633220804638,8.685981761333045e-05,0.00017602888641588663,2.2126755879884276e-05
-24.0,0.0010203268687943364,0.00022970935320359512,0.00013140000239760183,5.832337785696436e-05
-23.0,0.0013154586938258315,0.00017008008718323272,0.00019986194373556448,9.754474056082357e-05
-22.0,0.0005184234676229893,9.80501849144689e-05,0.00016829571848192567,9.554336681806705e-05
-21.0,0.0025468487395231033,4.68084398873473e-05,0.000154976300359658,4.0154099622751985e-05
-20.0,0.0019519269766691515,0.0003732790559638459,0.0001819731266074486,9.009205152176554e-05
-19.0,0.0019715740083254274,0.00034369413200383437,0.00010832546856362254,1.3616465156851859e-05
-18.0,0.001906400831828816,0.00047842069882673315,0.00018592934459155818,9.369329319231977e-05
-17.0,0.0010143545569112095,0.00018037038392960044,0.0002347625880426844,5.0104802117876575e-05
-16.0,0.0041695210883680184,0.0011494385624405076,0.00024398906362577241,9.916209425070118e-05
-15.0,0.002900270278145962,0.0004854166344710236,0.00017622484420266337,2.713641202473864e-05
-14.0,0.004140722573356523,0.0008211951328408335,0.0002651277589142544,0.00011592200932652315
-13.0,0.0048896397925768656,0.000692609741315199,0.00022250906808655372,3.2819170559078266e-05
-12.0,0.003505153084222943,0.0004564696770737155,0.00023711564982314355,2.7541186480044378e-05
